"code","iso","country","TCL.ind.1996","TCL.ind.1997","TCL.ind.1998","TCL.ind.1999","TCL.ind.2000","TCL.ind.2001","TCL.ind.2002","TCL.ind.2003","TCL.ind.2004","TCL.ind.2005","TCL.ind.2006","TCL.ind.2007","TCL.ind.2008","TCL.ind.2009","TCL.ind.2010","TCL.ind.2011","TCL.ind.2012","TCL.ind.2013","TCL.ind.2014","TCL.ind.2015","TCL.ind.2016","TCL.ind.2017","TCL.ind.2018","TCL.ind.2019","TCL.ind.2020","TCL.ind.2021","TCL.ind.2022","TCL.ind.2023","TCL.ind.2024","TCL.ind.2025"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1414045605723,30.4867043924147,29.7802642004224,31.1300766110374,32.617491166463,34.6207061877396,35.2214858815045,39.356413922831,42.2868098018342,44.7335644231098,49.177831927417,61.8769596825395,83.4864663823218,66.0254904666063,62.0265713239304,55.9324330143635,53.0738228525302,52.5367936973662,53.5639008852003,54.3226875073072,NA
8,"ALB","Albania",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9064869008379,23.514817019006,18.3217942132171,14.5729924527129,15.8771433152563,15.9067603462825,15.7432723250087,15.6186334142219,17.9409443060693,18.201294385819,18.5488629923161,18.798843480093,23.3182200256013,24.1550514198947,24.118562710504,22.8175154978317,21.7657432865382,21.2409926646526,20.6879328296097,20.9089959535537,NA
12,"DZA","Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8758800307203,17.9049025256633,16.9133042126378,15.2700717484622,13.2564741134603,13.8307144312037,12.9422958154346,11.4086966382593,11.672589670735,11.9167553229897,11.1354427154357,11.2160328151953,5.02041545357335,5.17515034926568,5.61768309730589,4.63625084191816,3.1676628432506,7.57363105822702,5.13152352174684,5.38575182264489,NA
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5414096885532,40.9092525750648,40.6359805192667,39.28427340893,46.3798194212872,46.9946303551206,50.808733984501,47.0966194941232,48.2138257252189,49.1915709479619,48.4685861313626,48.6541620368473,51.9403100983842,44.7640656180412,42.1634594488425,35.8990548969736,35.609374321408,33.6938769860068,35.1614031340277,33.7449748892802,NA
24,"AGO","Angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1498178696169,27.8134264803777,25.6767295347283,24.5729152934229,22.8025256523933,21.7243289995468,20.211675170554,19.7524839799873,18.9583941610062,18.4259584563585,18.404783138318,17.8999065437545,16.9020501615216,16.2233178408983,16.5637376545456,15.7987580543859,15.2297314806793,15.3392979380745,15.131403279663,14.3017298205041,NA
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1778915448115,26.7525606147632,22.2698031257909,18.9554680472481,21.3474208793557,22.6834408774512,22.8141509316653,26.4172493080536,35.0576407278329,37.7205377484651,38.6318999937326,41.1490536977999,44.8055119883017,50.6159597247435,53.6554380399372,52.3274194575082,43.4343056286207,45.7308955911666,46.7479143048769,46.7479143048769,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2249513437725,23.9462110077958,22.9274267220498,21.597827172299,20.1395615508034,21.8606931412145,23.5769217224828,23.7810315625438,25.1928036621013,27.7813579037785,28.6411892529163,29.6961885880193,26.5037123936087,19.5469770426132,19.5990971511221,19.3759144242217,18.548343662411,19.7252996220448,27.0220409344539,25.6520252665885,NA
32,"ARG","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.287174720395,10.0651077572158,8.08698193944916,6.32543697592446,6.92396035306597,6.69696904032267,5.84254113605776,5.60848570734062,6.60153654682738,6.93936190778622,8.1773883392819,9.82600545126792,11.6016007913144,13.3689950683421,14.3197736911875,14.1422868805307,14.4376405328148,14.4557997982019,14.0116281548306,13.4455807577522,NA
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7526806934689,36.7763291307954,38.2097336777411,42.8129818070987,40.6058648743617,39.685327254493,39.0375868587152,37.1890384189825,38.0659299628687,40.4456434977347,43.4725437310848,47.2883952898894,54.265381972708,56.9063428111662,60.6798268440978,58.8342364054609,61.7822886735845,67.8371595082305,56.7964993590916,54.6404798463668,NA
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8480103445142,13.122189421929,12.6171991845842,14.0866258133247,13.3698315305864,12.4198000323144,12.9517578063645,15.1297670128612,14.5774757000328,13.8344276392751,14.1056236346325,11.5429672210927,10.8576967504753,10.9216334344205,4.24864445339765,0,0,0,0,3.3493847706045,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7777755755649,17.9855088531106,15.5088278531728,14.2752370007898,14.1561891348914,14.6233695742897,14.1026733726675,16.1894137173382,18.6429054827806,19.5513652482917,21.0449026135079,21.2077844538978,19.9423783490899,17.2645746085892,14.6453253269725,13.03659040485,13.0835592372128,12.9626418581901,12.9477625809989,13.4654002118479,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0691740438759,36.1481952097731,38.163317889781,40.3396173495742,41.2973761930699,39.9602001087848,41.6545215189879,41.2237874288329,42.8637572418173,43.1069081016123,46.6029612708986,47.6293170845141,53.7539069452511,55.0346550578648,63.82917390789,64.007321373994,61.6121440952106,59.4953171373473,52.0011978666702,50.0051350203914,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1002530749615,20.5322526153033,20.774713105815,17.2135915133603,16.8000400551437,18.7868701401466,19.6406946108252,20.1892661913222,21.1392594346852,20.9340774765931,19.291351672506,14.887133330637,11.009866938164,11.6667264142661,11.0132365091007,9.57072077920581,10.9941193837368,14.5536483661683,14.0898786262946,13.5761474609471,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9442736286002,22.7691536103355,22.769142505767,21.6974617747781,21.1261039958431,20.5727937995517,21.682000223888,21.102503689845,20.4853931136481,18.2542636768298,16.04856328649,12.5074663783335,9.11451284144093,7.57293978052154,6.55193922977719,5.72699673998312,6.05443825669524,7.49790089843479,7.66492986267703,8.35390526285894,NA
