"code","iso","country","RCY.ind.1996","RCY.ind.1997","RCY.ind.1998","RCY.ind.1999","RCY.ind.2000","RCY.ind.2001","RCY.ind.2002","RCY.ind.2003","RCY.ind.2004","RCY.ind.2005","RCY.ind.2006","RCY.ind.2007","RCY.ind.2008","RCY.ind.2009","RCY.ind.2010","RCY.ind.2011","RCY.ind.2012","RCY.ind.2013","RCY.ind.2014","RCY.ind.2015","RCY.ind.2016","RCY.ind.2017","RCY.ind.2018","RCY.ind.2019","RCY.ind.2020","RCY.ind.2021","RCY.ind.2022","RCY.ind.2023","RCY.ind.2024","RCY.ind.2025"
4,"AFG","Afghanistan",2.72073993173082,3.08269740338783,3.14401247097634,3.00474525256383,1.89056974977757,2.337947635703,3.82612525384863,3.3967873186249,2.95401771845736,4.16166000143492,3.50666724839468,4.39555284196672,3.18627895891464,4.73763704300052,4.59972246918773,3.6911750713166,4.82211704017281,4.88415206425437,4.80703381376089,5.05005867036231,4.67609860835284,4.80590863288852,5.13296392057704,5.02304000006316,4.66567327783445,4.66798650538007,4.84060905261061,5.07796425110737,5.30259307762362,NA
8,"ALB","Albania",3.75345580110615,4.48944697668338,4.56125291022335,4.35884682630983,4.98859365574569,4.74693872030501,5.17038331401232,4.87792732666429,5.22528095320462,5.35071977117021,5.46732630831951,5.78187424216887,6.42879014831574,6.72442339227488,7.15102560838928,7.0726213587214,7.28546525097202,7.42055623905184,7.31839493302713,7.31156177269957,7.07659316221772,7.227142076058,7.26462699812235,7.52348238286851,7.73265322634688,7.55466692626273,7.71504006118301,7.65723637944656,7.47459907137578,NA
12,"DZA","Algeria",3.74782029719358,2.24624185037172,2.28498261564925,2.93605184509251,2.51060469564179,2.95057124203557,2.90486698167449,4.04950189818415,3.72662356519493,4.17375628473383,4.20187655570262,3.51597348040208,3.08157666121317,4.82071166058091,4.28509818898843,4.68109262362967,4.79237653404338,5.20278470307075,4.03174088643523,4.07015663705998,3.03519763235726,2.96772061944949,5.54347525544577,5.0262738572871,4.36871465119689,4.14896110863665,4.3007686483413,3.97187302169282,4.38732435614584,NA
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",2.24583429427135,1.96641956309249,2.4074736095625,2.38228397701428,2.7939361066266,3.02044663759705,3.26569138501748,3.0247959761242,2.97618384298385,3.03972491991117,2.98722791636054,2.92253780866164,3.7630977883638,3.45218361216713,3.65279865554908,3.44848735930897,3.41950667126067,3.83694900430238,2.87443350635444,3.00221441064182,2.37927918335442,2.41571189779113,2.67317125774094,2.71973142025688,2.80024243645281,2.80675270688651,2.92992909549174,3.02981210615238,3.15104363663817,NA
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",6.59679161834848,6.6011703794312,7.97005599362962,7.72269519409479,7.67082100484659,7.83076785399876,8.26150063843995,8.93688704649132,7.85040755026314,9.2436121006204,8.93800170623406,9.76227807003141,9.32522784874769,7.0374720398266,10.2082540624536,9.33925716626798,8.29393336510441,9.14265910104881,9.48925117130312,10.7362866365572,10.4287966105627,10.6502131675,8.57192829175543,10.7569638390895,9.87057095094095,9.86519664974419,9.2731529101069,7.03763436869979,9.65990725931385,NA
51,"ARM","Armenia",4.59123497982046,3.31032098187442,4.27264230978874,4.22769267652218,3.18598431983977,4.47408381022812,5.16767987741715,3.91893434695325,5.49016922703976,4.79523589641843,3.52082752280449,6.3027925187771,5.91175725962917,5.66036685284915,5.17628669897763,6.80758392894907,6.52667258448198,7.46580211172776,7.72097725070182,7.59831108254526,7.45516429939726,5.08411713727947,6.4512931514566,4.49970437947925,5.32902528091449,3.51332533524779,5.40865928536156,5.86807718053763,5.04657127382855,NA
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",6.03363432599107,5.60987863234202,5.62747398941503,5.86195681503735,5.61964421670105,6.28053252855698,3.1991085074188,6.20386901089436,5.00191605551001,6.19736805161097,3.19075222428494,3.83800386963789,4.9207788360848,4.9838644622621,5.98051530624117,6.34594948541622,5.66718455254454,6.43119942727639,5.93709087107386,6.191985100795,7.88572583127481,6.10128925404845,5.58081678827463,5.24504091998629,7.78529941460025,8.58346464628043,9.53303617294001,8.21014375612697,8.06264634215814,NA
40,"AUT","Austria",6.80333243170588,7.48528700878967,7.42625299330971,7.78424635811398,6.87976375398964,7.44634642521839,7.42952450854949,6.71378327090235,8.32801363494537,7.90093420969917,7.45742620694958,7.47302123254338,8.66961657701546,7.97819055159166,7.71358315560421,8.97343744241789,7.52949012985461,7.61125445818838,9.06488266803199,7.84550747549142,9.35598051445445,8.05565738787046,7.84374726548388,8.81724939084162,9.22883004290444,9.04074238448707,8.62282450931166,8.9522991279424,8.50768055424831,NA
31,"AZE","Azerbaijan",3.83435425541301,3.29836898625061,3.19646834758716,4.1288589185068,4.67584371594172,5.40028993565281,5.5478084732587,5.57692575343697,5.61746845456045,5.67750018325657,5.5701751054904,5.82513904538323,6.11348494103582,5.91795955469095,4.68285417021952,5.69302352084702,6.1328357271977,6.22080970308446,5.42834697834787,7.25871032961327,6.92804170923286,6.53097441683562,6.82808229538649,7.67470633402777,7.80289408335989,7.94357534351546,7.78182880218312,8.12497175120989,8.20098648367031,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",5.24913220639834,5.13013648675615,5.21425449832451,5.96131955914816,6.33821306445171,6.46430144904545,6.52666427500056,6.74739609775803,6.7155436504572,7.19017696527299,7.31275454746516,7.49399255029826,8.24523609811216,8.09985148865774,8.43207874202997,8.63456580035873,8.72482164323726,8.89865590632166,9.03586907251492,9.13765513132291,9.22575922940363,9.37098003846396,9.60981068693606,9.77693324839965,9.87120961679599,10.0428139445269,10.3056598874867,10.8328645226436,11.0009760315549,NA
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",4.97444786701704,4.61044104003483,3.96908149631292,3.41095390902892,4.24350205558242,4.20708995682094,4.91233535804094,5.25711308039035,6.24838612612503,5.76750820106675,5.60936004209068,5.87202316923626,6.785192895091,6.32882690333402,5.55297472994586,5.9423209583937,6.2533009240971,5.55807283340451,6.49843114024463,6.4339567992157,5.73516925588162,6.26241420137927,5.09838250642615,5.78870358221954,6.3972420203035,5.55677458986018,6.26356252577862,6.67466617633385,6.29509384051195,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",5.98592623555925,5.93293652547115,6.13366515546364,6.72314807887989,6.02881473216463,6.53079370052493,6.08995198138278,6.45867181991465,5.94218576265921,5.91711080073077,6.51341551553636,6.78779239517878,5.39751393621096,5.88278113121408,7.09572893400167,6.30040644416698,7.23446296491401,7.48890818741399,7.19110822624476,6.05818088616098,6.64882902071041,7.69970076927574,7.18542620995954,6.16988831148269,6.415612986637,7.61141484155011,7.87540232822303,7.19584549980909,6.94434540733441,NA
204,"BEN","Benin",5.44515921541213,5.2249526177358,5.04611822048203,5.23139009004025,5.15738975763985,5.41276666216418,5.4846830545602,5.59364020288684,5.78698445005753,4.90669486779345,5.11002849775183,5.43343913238817,4.79147665585868,5.29828916306272,4.71767790382501,5.92316746359254,5.00502281736429,5.21725496448207,5.38720124574631,4.87883524175934,5.54107888599266,5.65946907411423,5.85632808118783,5.40239154524768,5.84821218888774,5.75435476612632,5.18358990588881,4.62307626398528,5.38389588922558,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",2.26596526081253,2.33879036644695,2.34349858868643,2.30195737538613,2.23626768873088,2.21583687303708,2.36528460050973,2.77257867298439,4.24678016175763,3.66795785070996,3.64854464824464,3.29999483388778,4.13065251927729,3.33262874865511,3.8143317589037,4.27290962309526,4.30539154928656,4.65606141325147,4.62663960704063,4.76297778708093,4.63382024979755,4.64956234251749,4.727458063887,4.353852831251,4.99066753638634,4.90704558403787,4.90077102925937,4.97217377724924,5.12135412239527,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",0.0272151254034405,0.0381915042552481,0.0411600213985768,0.040530928080832,0.0273250094198202,0.0323397792544571,0.0349196624496622,0.0185030759905077,0.0318308506392321,0.0297459280867002,0.0304275793377357,0.0227985767770993,0.0287814802959311,0.0284075004966855,0.0220612555050791,0.0215899600152761,0.0168229532915259,0.0213789693899649,0.0173097519808842,0.0183595346267307,0.0276283038421667,0.0184669839182834,0.0280634955416652,0.0255532738144437,0.0295717287926356,0.0199340923574251,0.0196536741255857,0.0141112871067039,0.0155242780898571,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
