"code","iso","country","KFL.ind.1996","KFL.ind.1997","KFL.ind.1998","KFL.ind.1999","KFL.ind.2000","KFL.ind.2001","KFL.ind.2002","KFL.ind.2003","KFL.ind.2004","KFL.ind.2005","KFL.ind.2006","KFL.ind.2007","KFL.ind.2008","KFL.ind.2009","KFL.ind.2010","KFL.ind.2011","KFL.ind.2012","KFL.ind.2013","KFL.ind.2014","KFL.ind.2015","KFL.ind.2016","KFL.ind.2017","KFL.ind.2018","KFL.ind.2019","KFL.ind.2020","KFL.ind.2021","KFL.ind.2022","KFL.ind.2023","KFL.ind.2024","KFL.ind.2025"
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9820622387968,41.9287659074781,40.7598989822439,41.1857348634206,40.450448744079,33.583689361215,32.9764345413141,32.8016563205898,33.2524132013755,33.9715323463852,41.4262997280673,38.5438398587544,36.3850849157515,35.7126362391378,36.0830824983021,35.2945592535345,37.5991482194614,38.9996069439536,38.4536009000373,37.5478967079583,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7695412892074,26.4554802221332,26.2177546730567,24.6432995637328,24.7851625611973,21.4913622613905,20.863887734495,20.0470831117553,20.6246242478035,20.2646485980321,24.0522279503605,23.2800599272243,23.0396072300827,22.8510917010963,9.79415061981588,8.18140091323956,6.06840902180625,5.50643831534839,4.08053297951204,1.75554960734623,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6515177520725,28.4389350850302,13.4353540251951,10.2787231492828,11.4737315427873,11.5770825003507,11.0994934896127,19.4684079735488,26.2924516472109,24.8754205448543,25.1009067785601,26.1771774636431,29.2755348070937,31.5728465844673,34.6633729307909,33.4510983006123,32.4146578747455,22.245941541581,10.3345995735886,9.98307453550447,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5397878648856,24.6020725388879,23.360047220136,22.528867191964,24.7334023513544,25.658829066305,28.3624251952216,29.9900459883637,29.608495838271,29.1318578300378,32.5798270476551,34.6377424887492,37.290171406364,43.2100600709423,65.5189720932852,60.577866961149,58.0178748503324,53.7427743855832,54.4331890590114,52.4916788513231,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0659159575103,13.3426172891679,13.3654204694375,13.2310866756659,14.3913548129055,14.8788089959077,15.8561842717838,15.0299480170931,15.1946798680109,14.1983226733949,14.0498958116711,8.66954946901284,7.44594156634717,6.48165649071312,6.0385965259382,5.41292191802098,7.74000301659709,8.12228613253944,8.35598169091385,6.75254958609874,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5958697638317,49.5954219588003,49.5953462877316,38.5667303864405,38.566728976971,36.4635602860175,31.4900931118431,31.6654252300857,34.0204147751272,33.382682558572,37.0239739750687,44.0354126729719,9.42853276279777,8.88315764629716,8.94982800184198,8.94982800184198,8.94982819148842,34.0183499719128,44.5930680406789,44.5929932186645,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3608879358432,29.0190879972037,26.4612679914961,24.6297316745078,23.6283085504264,23.9608476932264,15.1252109341281,12.3285942132537,12.4519249623394,12.0838833307512,11.6239344286518,14.9975413714732,19.9179407292265,20.9230112154131,22.960624369809,24.8346731023919,34.9464292613721,33.4961678192387,24.3041957056383,24.5275717192838,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1289659848682,24.4164261799604,23.5612417946778,23.3252765982119,23.6822535779697,24.6868986101648,25.1659691346676,23.5460488028638,24.6184645241421,24.9433559659804,23.5004497941067,23.1409288050973,25.279002728413,23.1963264758272,23.6847813718876,24.7051217407595,22.5919793764614,23.7306932391438,24.8961305867298,23.9084574068399,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4002155367326,31.1776079055338,32.3165564631213,30.217116931943,30.3779203104403,30.1774830955856,29.5955210724012,31.4926229133724,33.0392889729259,28.8128721651211,29.1221665721521,28.0234904421417,26.3540623409112,25.5268788036893,27.8853073986308,27.532974422929,27.925229646558,29.6802396811803,33.0947729315203,32.1567316391276,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.759855484262,16.0746919571475,15.1201382450461,13.8617185026328,12.0139807226114,8.85455519284292,6.64605214615349,4.21109964591331,2.01412604547552,0.410990870736583,0,0,0,0,0.347195683922791,0.266403047247721,0.808078054025529,1.11460921653828,0.939284517072039,1.81250066403796,NA
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6198928861346,47.8433253407742,48.2417833208173,48.3017314892366,46.8120379287023,43.6341750290988,43.6560853941679,43.1547736572978,39.2105115645678,33.3003764315346,33.0509146824174,31.1126717861611,28.8114739342466,28.4947598459513,30.5106500207941,29.5937071581196,29.2284495901731,29.7329888212949,28.9844500956699,28.5142743193205,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74976270916713,4.89712940509982,4.99370910480376,5.76746660779854,11.5821694009959,15.648603886892,17.2552399879191,15.7373483546964,12.698533111059,7.03848980331175,4.85414186525126,4.42821646956502,3.71786380001726,4.33171264642306,6.69524670757362,8.67703973788512,9.09350034854397,10.872000040109,1.61934308454758,0.837230930879912,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8673087160375,41.7924026710873,40.6585725823017,40.2063603647265,41.6229873777948,48.0642424394954,45.6347206114284,44.2704285028256,35.576990329033,37.0243271081502,37.4755009747596,39.4923242920697,41.6235724111063,78.2539988363527,55.5750222073982,54.9916917037796,51.5985613793381,47.766424312817,42.3163341179123,41.9641523451305,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,43.499311787974,43.7929320071007,43.7893843569892,42.7480664430344,41.6827767408696,39.7901525388835,39.6545682598431,39.949834871753,38.8054585329188,37.7044919632855,39.2502702612265,38.4237019217519,36.7592744675873,36.4773798516377,35.8100484780417,34.0107687071829,33.9606201229537,34.9910927943069,35.3265178937228,34.5274311840624,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8563171775534,16.0356889590659,19.2128691035209,11.3177771295423,11.3614553139554,11.3481311218693,15.1180136199696,12.0000466709126,13.6949039006065,8.58607553423445,6.58047145570882,5.38618509246456,3.1569909920815,2.16346849677505,3.09809061983705,1.20070472744686,0,0.270465260891115,0,0,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9318688335024,22.9797860578812,25.1441403268779,22.4071365527252,21.8630626070039,21.9246254411396,21.6921006289422,9.6888321643055,10.5237594817598,10.8318786451871,10.8543388811274,11.4176205181462,29.6030932420278,30.2981998296214,26.1833177591551,25.317394420662,25.2298469111348,25.7796406501572,25.5791482923447,28.9451279260882,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2945252242027,17.3683635906578,16.0287584237339,14.2490897883279,14.1011292152961,13.4061113187244,15.0905824088063,15.7518690851824,18.0081116991651,18.6921976423777,20.1693998878636,20.0774442322846,19.7638513481746,18.7183549177214,18.4426211361134,18.4735527090219,19.0816028611743,19.7737872222996,20.2368289587312,20.1826175633062,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2016297497387,22.3871945428086,21.257706490179,20.5998097665815,20.8290553279983,20.4961987161904,20.6190535003859,21.1276051609267,21.7746917202874,22.0003176042536,22.7894975350624,21.8523040581813,19.5982890683326,17.9102312058002,17.3813151615022,16.2141669590649,16.2484284538763,17.5803863654021,18.8120578437046,19.3531018265836,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1505603758207,37.5999713418901,37.1776235133096,36.7502933944951,33.3084179740334,33.6111088990786,30.0486403227453,29.87963749196,14.7902279408043,9.4743100515811,7.6232037716327,7.82639102031101,7.51793659460633,12.5286818320506,18.9162840404349,22.4662641355615,21.4000732183079,22.0192930007096,20.878724035044,15.8737852045841,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3699329061232,23.3942049768552,23.4003319241498,20.7524468061989,19.000456471305,19.5221881947177,19.0568265818763,19.2332237631365,21.23154740187,23.0773998332644,25.0640814447269,24.4264454836871,18.8172204755097,17.8444887152765,17.5859440650044,16.7124802738417,17.319368309248,21.8176529088033,22.7385168977566,23.5652390919602,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53618563103893,7.45294167539353,11.3232247197796,11.543286221264,10.8792006223284,10.9334416885138,7.87535962978735,5.48556207011127,5.28443915056624,1.31287260165912,1.0037382737186,1.64444561781127,1.65552840891104,0,1.04628535578613,0.0897955132230948,1.16842321297594,1.98954849600688,5.6788157015488,6.26713072605546,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8736552283394,21.5349637597608,20.8137309767953,19.4510531475415,23.2453768481331,22.5688211606175,21.9648170672007,21.0013277599435,21.8370455260429,20.6134235711873,20.6110065342748,19.3753517534303,19.0520255551246,16.5441226041165,16.5729175977763,15.8869966154316,16.2249479220386,15.693786092002,15.4178347377086,14.6080351565683,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6022936627599,13.0792161916774,16.3293821412252,14.5090198619505,14.8622254703102,15.7750210379974,15.5634110674133,15.983688762388,18.3430730419373,20.8295502294113,21.4723647075687,3.00768123532399,0,0,0,0,1.61678785650993,18.7033184510085,19.5308613617947,18.5802332914341,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9934570167059,58.9927157076942,66.3440748732647,66.3440748732647,49.6541422158269,43.318376151971,43.3185568580153,43.0018852145108,36.9306102361333,40.257248908796,44.6825586059842,43.9789095903655,42.3948342652401,52.967126818176,52.967126818176,52.967126818176,55.5722369387712,60.4248105423039,47.1158649675462,42.3947347065916,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.264998206062,36.70600890529,23.804430551538,23.2754856524654,23.7243111395289,23.3387218160356,22.4692062744092,31.6300557733632,32.7851325958089,32.1793616929722,32.9030814404694,28.2066442654913,25.0631207902412,24.7548551027519,25.1505807276628,24.8481856544588,29.3500172767897,19.0892845672172,18.775192272495,18.2851500098572,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45719240045,10.7495521914693,7.10421837219178,5.66605019217759,6.46470127364415,7.82994452060801,5.9387225492372,8.14875364997172,9.58573842160988,9.68024631867451,11.2281483338304,10.6105931648509,8.3468398177379,4.41813960819698,1.57368072520394,0,0,0,0,0,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34492510580459,7.00314166185534,5.8795468404917,4.49820971074948,2.91013683195722,4.46586461796548,4.5026544566536,3.89175692661519,5.31400088548551,5.30894153743473,6.32917251584523,6.07840337155602,6.12284293954896,5.45407361043645,4.92931872651987,5.13008836791927,5.89165885483879,6.94268580379342,6.97396389454302,10.2686507066284,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8499530912435,46.0577034479658,44.9622417747564,37.4868333939656,33.7086355856854,27.9036971793728,26.3898839154777,24.9984810150312,26.530698092302,28.9765775617536,36.6558288393938,42.4349973990645,0,0,0,0,0,21.2070515474909,39.7728377915277,38.3352496133,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96831185212505,8.24252201940375,7.48512737698512,6.55312524616441,7.0598342602202,15.8205725763149,16.1345633198098,15.3339017941319,14.6757072536835,12.8670184754971,9.45114622376411,5.30057121288034,4.50188100688857,5.3315485578742,5.55060136901679,5.15421782644985,7.97455824097827,8.32016679975776,4.72065741761777,4.63441374245383,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7924852176357,31.3268374335967,29.4233148446218,27.4868934822902,26.1944264744163,26.7800960981444,26.6955850319793,25.9211990898167,25.7943884852949,27.0060503159284,26.7904557836047,25.9926187117045,26.2548449788211,26.3786973586373,26.1359411266837,25.0598300736458,25.7387175317568,25.7403817356037,25.6885625297879,24.067655249426,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0428445958801,38.2418250215909,34.7001139666461,31.0338340475783,30.3547632778109,29.8969520198669,27.4326296441512,20.9365087777827,22.712565168352,22.9063672262967,23.7395141754653,26.0908313494573,49.9649748362565,52.0634983453288,59.9456504352721,56.8614918456978,55.5137373400483,55.7539369136857,56.859988894572,52.1900238093812,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2455050491593,12.5383447821865,13.4823584612307,13.4039807534004,13.476379840973,14.2157191061072,14.4297342674926,15.431194037583,15.2319072918568,15.7207118208402,15.4784539193918,14.1078678673812,12.7357171655961,12.4962178805219,12.721997829906,13.6519170029916,16.7880672707906,19.8776159991439,22.6621787540536,24.1353659363216,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3720868743744,41.7273579173776,41.7426483050277,42.0836706755177,37.6962559936904,33.1477866751621,32.5577156337008,32.6593372508269,32.2119411570682,29.7501125143375,33.3238878130168,32.6592976732547,30.9589139802173,32.2646457520932,36.8669095386981,36.7811730992082,35.2229878906332,36.0796246463105,35.5114626980829,34.6060042722461,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1556258349734,24.3235768066263,25.817486298447,24.3309358059471,23.4398991125206,23.2532627925774,23.5917513620769,23.6448869796753,23.880012276604,24.3040436515281,22.9011219306471,19.6840947469298,16.4727933508016,13.7108028461291,11.1217665488236,10.1254883611237,10.2121671379134,10.2132218519412,10.7794237194463,12.2198041974149,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5882598594981,32.3015627083711,31.491112217067,31.1710508400492,31.5531419621399,29.1262747979638,32.6327509991087,33.5121291692367,33.1399210964972,31.0238137064938,31.1775380096229,29.1806636344042,25.6971532553827,26.1485753761594,26.1753341996543,28.0181592088903,23.0087227256213,22.9507872678143,21.5491780615886,21.043465504264,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9500710091422,20.2353788722818,17.057249462003,15.9213142891524,14.8838661040732,14.5757467836601,14.2663929200768,14.5928472297812,14.1593098458498,13.9033863934375,14.9635494288182,14.9996810390624,14.383888084391,15.1620545906812,14.2868542715581,13.2687207722281,12.9236794495707,14.5941505326913,12.0801316373417,12.8976178648366,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1046038833725,47.014927212939,45.0067508757229,43.7809092229561,47.6044876363065,45.8217709823738,46.1264687918469,46.6009080808417,43.6570821548452,39.4667612819415,39.4192218849239,26.9974136163762,25.3196145489672,25.1871425319583,26.0737787458475,25.9763366068862,31.9805688256208,35.5737946606183,38.0356703009696,38.5915282380342,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8733288833816,30.6409147071365,30.5149556479655,28.7546690389891,28.7497563071776,29.3221619554303,29.5252237133692,29.308854720596,29.8524290392568,29.8439081980073,29.8500792718839,29.6765099746739,27.6444186666372,26.5663797938145,26.1079503121823,25.966193782257,25.3515202394537,26.4087725108919,26.9207624936014,27.3954290025022,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7537219165059,18.3963509699141,17.331312215641,14.7743472662662,16.0718152025726,14.1812371164161,13.6015360839864,13.457371477886,15.8118702986478,15.7528612651825,17.9570376516543,19.0754210573523,18.3896029408075,16.6990779731761,15.4974021253064,13.7122758274435,10.8074301327161,10.8235626443873,10.1977579608249,10.2113449572236,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5369004701349,33.5807779288975,34.5431096941773,35.1273720257595,34.1791991774214,34.5304452510159,35.5213305279194,34.7890329514086,31.2099010414541,28.753120159862,28.3948063113627,29.1366813783299,28.115422988448,29.5879945430825,31.3141572979205,30.9872305337269,30.9148487177334,32.0506038375173,33.3457591922619,34.0631203227767,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1561357864701,41.1561357864701,41.1561357864701,47.2609265732605,41.1497434956424,41.1486816026535,38.4032171500453,38.4032171500453,39.6908675504663,50.3834638660973,54.7755906187337,100,100,100,100,100,100,100,100,100,NA
