"code","iso","country","NDA.ind.1996","NDA.ind.1997","NDA.ind.1998","NDA.ind.1999","NDA.ind.2000","NDA.ind.2001","NDA.ind.2002","NDA.ind.2003","NDA.ind.2004","NDA.ind.2005","NDA.ind.2006","NDA.ind.2007","NDA.ind.2008","NDA.ind.2009","NDA.ind.2010","NDA.ind.2011","NDA.ind.2012","NDA.ind.2013","NDA.ind.2014","NDA.ind.2015","NDA.ind.2016","NDA.ind.2017","NDA.ind.2018","NDA.ind.2019","NDA.ind.2020","NDA.ind.2021","NDA.ind.2022","NDA.ind.2023","NDA.ind.2024","NDA.ind.2025"
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.2924585881211,38.7840416662033,61.9426361751387,63.6675879572561,66.4327090113667,65.0861307469297,60.7714597840658,54.4002639312853,49.3838875737974,44.9310795283761,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7757816425,33.7080507239508,40.731098034954,44.7419450106002,50.2239789851269,62.1920414446117,60.726585257641,56.8269610913523,61.820232964687,68.2637420385179,74.5549113479796,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.67033231776847,12.3979419452869,28.6478983829127,38.1091585245726,45.7979210286154,22.1383193095847,23.8880089899361,9.48761058679774,4.16980812651184,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15684366439251,0,0,0,0,0,0,0.523548045416391,1.38252146323345,0,0,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7435042800095,69.5138815392216,66.0874425325144,48.5334113293559,15.6515130815423,8.85327875904426,17.7844302150422,37.3026640919418,63.7204920261317,57.5518782503392,43.8104555439475,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1884716646443,22.7442409670204,19.5075227313052,14.6075547845488,7.25839325509547,9.96221481004424,13.1994889168801,18.1608249649834,24.7895019245294,31.1822262417925,37.7012282636941,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6504099405509,31.8419649685362,35.0341105578935,34.0145509620987,39.4467776516403,37.3314034855071,12.7973086018213,5.10888238875087,0,0,0,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0789547201149,37.4990390197342,0,0,0,0,0,0,0,18.3062114760692,57.790475997413,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8628913470218,33.0637709691837,58.5464681186469,80.5029345477584,77.4012923100847,100,100,53.3504256793311,48.0223469231406,22.5855372961124,46.0254600054526,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3025243781004,21.4211657043051,22.0816934081739,20.8297820583418,24.6842158872209,31.0562287837099,38.7609586451982,27.8655128121416,19.0947925264003,14.5774828933718,10.9814241868153,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6417194641152,64.7825003875008,64.8322322929226,62.174354358794,49.3007821274176,0,0,0,0,0,0,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2865496981148,2.26554378912159,0,0,0,0,0,7.24431916910017,24.1502029732834,39.7828147093893,42.420554157156,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2895818601259,10.2770650021411,10.2469357703274,10.4027238322845,9.66348579992282,8.74364477805278,28.1548089848859,26.6811451943225,27.0653481295659,33.5833153282346,39.9947044948172,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6.12453091100295,0,0,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9369580277603,30.6821100449003,24.0276096413143,30.765273652268,45.6304597783419,52.853899940269,60.7600876959445,62.6742299365673,64.3655252759189,65.3034538759444,60.8960371185439,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9105114260567,59.592055652325,57.2012040230407,51.4433638047738,46.9198067781743,40.2904135334876,37.8585163592456,29.4483719087324,34.0509486578387,41.8536669095793,53.8499997225411,NA
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2610965283056,23.5442960338164,13.6288834292772,7.10608279973677,11.5975242552385,16.9406289753458,21.8884563893824,27.4374782012563,30.8013770960212,34.6201427732358,35.3170463900482,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0722966317897,29.5774337596307,29.8886638028244,26.4633251462185,25.5194000822671,27.1631373467481,31.2840210532803,37.3655429168854,37.7959527635942,33.7218687963982,32.8811940690761,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9939617716941,38.5781778109681,27.6784167513502,6.49104376324652,0,0,0,0,0,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4931868324519,49.5039757372931,40.2426346060066,37.2530703374085,29.6107144394188,47.528246362203,51.8912748602873,44.6343827681137,42.0961140226924,61.1049974432494,69.3620244584709,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3768198174713,58.8030642301668,63.1455310030856,58.1389191076115,47.2965096956273,46.1412004600145,53.1725567829045,54.2749018604073,52.1893161217489,54.3703175729006,63.2848141580422,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5375980736924,52.3111968865606,53.6897859969032,57.6430649740591,60.2886336197563,60.9798569396882,64.9586086391382,61.4096275442803,53.065809296837,40.111840818762,32.413736103322,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5476004359497,61.1384567859441,61.9097373504069,55.7930943905136,49.7570706613987,39.7267868785414,25.4615808897195,8.37249582303798,3.62317054557892,6.06132517900156,11.6215408511383,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4775907532064,24.8442414775967,22.3452259619087,20.3279601302284,22.669456718277,23.4324490099087,22.4264086751385,18.4599842854849,15.5156698868132,13.0670651553249,13.5898771373324,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9503361293239,18.6333900824507,21.1605980074239,19.6773860200401,10.8843933109293,6.56589417967631,14.3671400864664,16.2296865261465,30.8732122139873,40.9085800925111,40.2454528787572,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1139837664124,13.3914265733854,6.60416326955244,4.65110187882004,6.31365441214459,2.71307017571533,6.90480008056865,1.89025486777386,0.230774459668993,0,0,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6096224700478,53.4225892857124,50.5653746928187,43.6658720660443,33.4262084161837,40.0478507368095,36.2710751825487,40.1063102531866,57.69325782981,60.1017943133453,70.6014234594817,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.192136973799,88.4599984178233,83.254740763204,62.9788841769175,56.9076731696404,53.3820163467247,58.6792860268266,58.3102085834297,58.2281690981831,59.8803587678233,60.5486231917847,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4803445294066,65.4298067045605,54.6791776145078,50.5572344864222,41.9244961988713,31.8490605350247,21.3769038617012,14.5746180100045,17.6888118726105,28.1955483571158,39.2782645569813,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.342959327349,49.169523537376,43.4921360385092,35.5053738345739,38.0116601549256,49.9329848620642,66.8484680846572,71.591420338419,78.1601041955345,86.0465297800097,91.2526686623152,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2900240570782,15.2494840882638,7.14502239796063,11.2494914874603,20.2501796890056,28.3826037715335,28.1987091954885,25.0826560473967,28.2903675412892,32.667828572072,33.8454996827372,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4497277096575,54.4788985033534,51.9041149037771,47.1114961082395,47.8576150871222,46.1385464665802,41.4263305919274,45.1548380223485,50.9934749460013,61.3932469689125,68.8735280017871,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8908772744692,40.3494268791089,40.8883682818546,42.1755976964846,42.0696199564693,42.5569612624184,43.4081118647685,46.1982008752958,46.7677282616627,45.1936530593766,43.9763991394681,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8464743817192,35.4205836327432,36.999653457323,42.3720151967165,44.2806558825222,42.635184611649,44.4170429366507,46.1343412149097,44.8859169048769,43.0987115630178,42.0762391999115,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0615828411944,33.0174822840947,33.1623051882635,33.3537965369944,31.1005100723601,25.1125303780087,19.3925570144699,14.2723440331221,7.20579244975313,6.00949307666394,4.77901345622037,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28432517870175,20.3750170758024,18.6763981119838,31.0818853077653,38.2736465540704,44.6635289582263,47.8333858773896,46.077583408931,60.8105796833241,70.0460303254592,75.1192772502084,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3243602074141,25.9259156448141,27.8761474752125,32.33973330072,35.2673074868016,51.7094955755836,59.1033533492783,60.9352787808238,64.0085921132351,67.6953253519782,69.7026481259627,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7828230999157,75.6844884335167,75.0582186408895,70.1410547538563,62.9391776098055,57.0733016672724,40.822156025617,46.9469273409962,45.7255281982283,54.1468467192871,61.8197943060913,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.0105307768297,65.4372843589639,62.6406036897055,58.9406196773359,55.8825975734457,56.3577954662952,54.3853950831911,54.3397796651473,53.892695855654,53.3598633200193,53.0501885920352,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8761725636108,12.0943039822242,20.9971533693636,24.7642496823068,27.7112602576674,29.2408042953347,29.9002743811727,37.4752032914224,44.2910154695621,50.3043755611015,54.6739614959534,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3815925804247,29.4638790974296,35.9498750007021,40.1306114274078,46.0742673744689,50.4107012546385,51.0749509311939,49.4431631110781,47.5043071029313,51.6508323373935,55.7004625324112,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.613311810375961,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0160561235314,43.7383668612015,44.0476721824281,44.4809149838618,45.1960173416541,46.6566645039853,48.2247653708478,48.2627634896561,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,88.8823972781392,36.0987065797179,27.6391617326418,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4285204693217,54.311490794259,52.0759747194793,50.1167855989911,46.8295213913404,50.4140119824082,48.5550108536068,53.4110061238239,61.6874357484529,72.4452980657894,80.679464842977,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.937463900397,56.5198031190631,56.3015600996444,52.0213234492507,53.0442841678389,55.1964912582048,62.8595718932364,69.4678930805524,76.6412931797056,82.2509765669141,87.6727846610085,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.35772636087648,16.2829015790287,25.6745967009875,28.8922530279052,28.102548181693,20.8850126231801,31.3736906540045,53.6046007311672,49.1578147355633,46.0145887108401,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0268533846381,41.9265440224316,41.4612322270224,48.1787948811588,58.3479608087229,65.4267605434982,70.429196513858,80.5843853506627,93.98967130902,98.4233934599434,92.8831847171219,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512489952983103,7.96494883371497,15.9551893909178,27.8461046510786,44.4435371937637,51.5233074811516,57.8283689346914,57.711057649231,54.943681556435,51.3318839033563,44.8023279393649,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.357665363157,56.5590641528227,55.1594548297447,54.7873705983672,59.4807784645379,64.9120497817649,70.5886158321221,78.7311969209505,85.8997481510476,92.0812890927728,93.225704927184,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.276238264747,53.2410892418281,52.6746598335305,52.3914216648336,53.5261510609746,57.1534486882363,61.3544046315799,75.893922459747,78.2406390871852,79.7414002165601,79.24766262002,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2878423107929,53.5642256363728,50.1794357063128,50.9527567955719,52.2963705538686,58.6798729420665,63.0008962446485,58.166249829437,58.3172165839622,56.220891553538,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0954198456789,37.0159759779609,39.933068933071,41.1761246248611,36.8937455784304,22.0729283923277,13.6132686398268,14.6216325414336,17.3660038512045,10.1810207419582,4.82189769988292,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,17.6919649257944,28.4667892340723,38.7427737196377,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.99731095424826,10.7204247056902,17.3375445163409,26.8608851965977,34.9498452899865,40.4314170293766,46.0537819632912,44.9948963923429,48.0268419230657,46.955326036128,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3075247883686,13.5381827363205,16.2048971518514,23.425377106507,33.6847068298554,36.4818664949095,35.3490568055848,48.9712903524582,55.9885848364837,51.6578490220833,35.4466442733627,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2650733462725,29.7784895865129,29.2553499678441,30.2860497147584,35.3849626569354,39.8590504334519,44.3427176143223,47.4892869287467,50.4904120706601,52.5337540122058,53.0509338115557,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7538366047894,23.140319901254,26.0552435852676,30.36568852513,36.7633372772405,38.2449421052564,39.773422070883,43.4101086904841,47.3986680760525,45.032756087079,39.5931118649813,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1698807440035,31.8965954760531,37.8974195964692,37.7670699168322,42.2875926615004,35.4855130756804,40.4434218991972,45.6922859324925,58.0170945773508,66.9694965147292,70.1361501972479,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.0138763822988,64.5424516030173,41.891099770769,21.4039890426451,16.2872149689249,16.3784502577626,18.9774109603704,21.0713797840805,41.8168809150199,55.9706364568082,68.1122896297927,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6384160515185,67.2486336031929,71.1174777377977,71.8855791662936,71.5405396919842,70.4023634294646,68.9119487090878,69.259210757676,69.8815248513794,78.141784398712,81.268639430077,NA
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.79644699980226,14.1666996457376,19.6975079321019,23.0402935053193,24.0148555815714,23.1122004697014,21.4689645114388,18.1808005128524,14.3943539686176,10.3499435559303,NA
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56855424794232,2.82093634968693,10.5668324650883,13.1317114473679,13.833084551397,8.38052299647579,13.8082024838141,17.597808648741,17.368182543546,23.4840982703192,26.7956008441286,NA
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7418731690071,58.784086032449,61.8441794404655,65.89184837431,65.2163053904861,61.3910755394216,49.7336100437304,36.8740434744685,23.3034155964003,12.6103829067491,11.2177760140388,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.99457856507232,20.3418603627374,20.6789214078169,33.8043662843301,44.0147797976235,42.3069368833686,31.9433365392449,18.0362613667719,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1800977628288,49.2430637381382,42.3199957820321,37.4180136988169,38.1674697146058,37.8114667725165,42.137007566628,52.4865978441729,60.6568408037229,68.5596957503993,75.3559350060293,NA
