"code","iso","country","VOE.ind.1996","VOE.ind.1997","VOE.ind.1998","VOE.ind.1999","VOE.ind.2000","VOE.ind.2001","VOE.ind.2002","VOE.ind.2003","VOE.ind.2004","VOE.ind.2005","VOE.ind.2006","VOE.ind.2007","VOE.ind.2008","VOE.ind.2009","VOE.ind.2010","VOE.ind.2011","VOE.ind.2012","VOE.ind.2013","VOE.ind.2014","VOE.ind.2015","VOE.ind.2016","VOE.ind.2017","VOE.ind.2018","VOE.ind.2019","VOE.ind.2020","VOE.ind.2021","VOE.ind.2022","VOE.ind.2023","VOE.ind.2024","VOE.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,23.0311000377081,14.7178753356097,11.7848268322054,11.9102823380648,20.9213730237656,21.4314982332813,15.5517688830543,18.3503371971624,17.3427222023333,18.6407816936756,16.763105905949,15.8101216016737,14.8206499302208,17.0293254731888,17.8980889171737,18.4803679582365,18.3910230393892,18.8799395787872,17.8757922729114,18.3395601227058,18.3726110698439,18.1309818533399,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,44.9111929058704,50.8607503406579,51.4315000975778,56.2066145204844,53.6391720121094,48.0713247384161,48.4665673358101,52.5943260036013,48.9400150510376,48.7342976673176,50.8944283882144,53.1457362257723,47.7178669082223,48.9552022231745,48.319505727184,49.4938845535044,49.9868367488502,48.7024552039435,49.9857870992787,50.2789792618305,48.8808472365909,49.8639706618538,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,43.8334637462106,40.2876530053389,41.652821534711,34.1318536211198,34.4601849307324,40.9268270061985,41.2147308100054,32.5307616276809,39.0397962966559,38.1533561389212,40.3358607821835,37.7692948366321,35.572585836221,40.4016841336089,39.6110068718593,41.7309370015956,42.3387873749227,41.4493886262475,40.9057827525437,41.7011595037385,41.4253928431572,41.0108695689043,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,77.0057510950549,79.4325995039898,78.5228901734,79.4068966814689,78.3242397911171,80.0224861427006,79.7418851268716,76.504843021557,76.9724773109677,78.7437991238182,79.7217625407768,76.0076002128929,73.9323089695349,77.9900843015325,85.495452330537,86.2319203642198,86.0215494127471,85.288224359466,85.4550300473626,86.7204151535471,85.3403687773901,84.9068943065954,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,28.661578330695,27.8657207968391,27.1971384773017,25.8590794782382,27.3075291646719,27.5994664385542,28.7043913508782,23.1562462274073,28.2124049739135,26.55726240795,27.040130740604,26.5700650115732,26.1447745876978,25.0489998416646,23.501811405107,24.4006688344541,25.2444134534224,25.1009204795854,24.912496188985,22.8294819341346,23.9072805907651,25.0400057279335,NA
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,16.0061278871439,17.8610146626047,17.5480695907935,14.620905945719,13.1079206519557,17.2510208992181,16.6717277297458,17.0379877030786,14.3166166978238,16.1389544697874,16.8009887811412,12.6199271488284,13.2488629506099,15.2666520231859,18.6219480484505,14.1906979549482,15.5407032923437,13.9931005661171,13.1152068221981,15.818279365866,12.5700178286462,14.9381201110842,NA
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,94.3812536136401,94.6303877455937,92.0448200773516,93.7916930341533,94.3658395953461,94.5094589030921,95.2423970338424,92.4899556069916,93.6966018785661,93.9920602131362,94.2754133449644,95.6252166263932,94.4852732634593,92.5844237226679,96.0081097565185,96.7048988957101,95.980474232609,96.0429684498448,95.9485845072356,96.5262069067941,95.3026868840733,95.0015677843804,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,65.6938953435211,66.6623267539615,65.137371915421,66.4932020841264,67.7829981872584,68.8418223183709,65.27639130483,60.5387523280831,64.996803781869,66.0358193362296,63.6912384529775,63.0064171758089,62.5456896907737,64.4467562698358,69.7435260021519,65.6290701730016,65.080089851911,64.9504095360334,64.1849645803406,65.3204200773862,63.8143959609062,63.5894675781842,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,55.9573812290507,60.3150156936903,59.1213989877343,62.2558747515914,64.2923053804434,63.659776239689,61.2123758135192,62.5710517181506,64.0059092456564,64.9214472412901,63.542830495834,64.2006795213653,65.6985372418565,66.0940305818768,65.1446998227946,66.0557993727152,66.5221233891376,67.6277937881699,66.4032955943048,67.1110339628838,67.5842361125924,66.182047219122,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,21.981595106438,25.4410597362213,19.9309072591493,23.8080653494365,20.8520261784936,25.3362806838566,23.0627105801965,19.5280954899616,20.3923195461221,20.0850616018757,21.0454187996346,22.5567810626771,21.3018906005695,16.5942474838902,16.4672503282249,20.8412515060741,21.1590626924877,19.7120189830003,20.1519748715948,18.8741592135012,19.4936790333327,17.9826292211444,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,24.2616161087242,24.7436789122804,26.0245560727711,26.0237870448412,27.8199168166767,26.621647996286,29.3324792851142,26.189574688069,26.3503121429872,26.0490564270277,25.7767603384489,23.8506870295175,21.5016497714657,14.4279953626847,16.2229151398156,20.9687869269599,21.4107537340526,21.9438730813623,21.3693022293824,20.1254685193326,20.5639284820146,21.3999954075694,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,91.8375975950992,92.6648223391902,91.979704920666,92.5255443889279,93.4429048988893,93.6193493125895,94.3883695678208,93.5281041065991,94.1996385012342,93.9684482868474,94.6505778227971,94.2536915116836,93.8799760688051,93.3359011256235,95.8522981285735,96.3010883136451,96.135964736736,95.9494095748705,95.664034691164,96.3744738699632,94.0422690692223,95.3347799203413,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,9.69577668939645,10.4877552845255,7.33404701417217,4.46044370643725,5.63232403229141,10.5418163354252,10.1470403248454,9.10432269315862,8.67972027354097,10.2670375083929,10.4608418655861,8.94237258101508,10.3632708187499,12.7046750665818,13.6157866144532,11.852163742278,12.0120382895931,11.5786313578687,11.4736757313025,12.1388016515364,11.2146785458894,12.2722063099166,NA
