"code","iso","country","GTI.ind.1996","GTI.ind.1997","GTI.ind.1998","GTI.ind.1999","GTI.ind.2000","GTI.ind.2001","GTI.ind.2002","GTI.ind.2003","GTI.ind.2004","GTI.ind.2005","GTI.ind.2006","GTI.ind.2007","GTI.ind.2008","GTI.ind.2009","GTI.ind.2010","GTI.ind.2011","GTI.ind.2012","GTI.ind.2013","GTI.ind.2014","GTI.ind.2015","GTI.ind.2016","GTI.ind.2017","GTI.ind.2018","GTI.ind.2019","GTI.ind.2020","GTI.ind.2021","GTI.ind.2022","GTI.ind.2023","GTI.ind.2024","GTI.ind.2025"
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9077736084629,32.3549364333767,32.552999821442,31.7117947154452,34.4771986128767,30.5577893513146,30.3390157399862,28.6718388496928,31.3144345251154,33.0871274435836,36.6409528905309,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8112562364939,18.1420600402901,19.7707101929576,19.9590358311453,21.2726586452935,24.183668915857,24.7405053590185,25.502724457628,26.2629304559047,27.1979104223914,28.569150488449,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6668728668197,83.9257126323008,67.3446162416321,54.7383924999937,47.5156943207759,58.3365673561285,82.0388117427096,73.20361089678,93.7634538859723,100,97.8120206517532,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50484342672136,2.67440019573218,4.070835000975,8.56889736170433,10.3762526029483,19.2090741769395,30.2371834180905,36.3860718592279,41.532305885876,44.7181153384653,47.0733315156227,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7937389878514,19.0217679015195,19.7144753664352,21.0390638706146,23.586052966708,26.4837738757318,30.2040522617079,32.4189984439202,32.3414283851367,31.7990342023368,25.6073305651017,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6748097339794,32.3069811920218,30.9319603725108,32.5466381719157,32.440978588874,35.5237587315179,36.0561723683047,35.0330134858931,35.7269726072029,38.723496277571,44.5383014857187,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9502392204557,31.1623787892919,33.4727858332188,35.3143262098649,33.1299266467738,38.8560094552379,43.2293942688933,44.3237785635624,43.9376275719059,42.8995047069527,41.6364419531012,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8824317722796,27.5249606059987,29.618589620064,32.4239667412443,36.0341244815692,40.9205886422787,44.0513880641008,44.5849148335593,44.7272404654858,43.2820377311769,41.6651506897617,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0611086614153,50.868632151658,54.2875118126732,52.2777003142101,45.6499694887548,43.9027278779928,36.3998182288357,24.0987967573461,12.4941556721872,10.4206769108435,8.70845177505688,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1641361375828,52.6323285254593,53.6478971903265,49.0322750079514,48.5579890756948,52.6341620773585,58.6057819993516,54.6268609415234,49.8508846260164,59.6702126496181,66.6420927061374,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92079690917782,9.39126218981672,9.81974876069167,10.135422787864,9.63772523111321,9.35115976501969,16.8404395799274,14.3123703101417,14.3867883082593,18.2339606803399,22.1309739714056,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5.41531832165376,10.9976732826205,8.29557466861229,13.7834020245902,10.4037553537528,10.278368811043,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8412231540655,47.0141755727835,47.0104091781994,46.0572137339177,48.247581824606,45.1980412410662,45.5022538883189,38.9581063065289,38.6561254348583,40.511654302329,42.1065929028198,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2960823148664,23.6888176501333,22.3345596726281,20.4205510179458,18.1279429518491,12.2008184668943,5.72549945227956,2.03892037005966,4.09942704276561,7.38500949834309,12.864102699855,NA
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8586200783575,29.9826478346669,27.3952567444891,26.7630263299621,27.9337680267123,27.7090383502345,29.0788741343485,32.6248610608018,37.2902968641485,41.8960631487479,44.4744101854687,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6714031618728,43.4452583303067,43.9721573381404,42.0520768191631,40.6065634468225,41.4267892549101,45.2734956505848,47.7463688165297,49.1033300425013,49.3553306428651,49.8952398835085,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6943054347625,34.7990005428527,36.3387934987856,35.8162116083834,35.6221793991083,36.0843238639744,40.8506353987469,42.1135272950618,41.4561123612749,43.7288470517317,47.3573895018158,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.09793621044152,13.9258387263065,20.4793416073956,25.7327000923119,30.1057257833177,32.3328841505807,31.8629988786817,29.4762250924142,26.677214196905,25.120006379028,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2627583499805,34.571009041585,35.9132877028844,39.5073531235762,39.8844957513058,38.0244210978075,37.0396658011335,35.3931156217208,38.083190788352,38.9606241884263,39.4271338416929,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4807615268846,32.2303392290938,26.7915388543089,24.0812513259641,22.750939086447,19.5244350102855,13.4047169136442,5.81699301067185,1.15198234076001,0,0.0602802833848131,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0820319775704,48.6287497716684,50.2936809717845,48.922912790529,45.8327986985522,45.1932790222233,49.3022900277462,49.1372753646662,50.3449660049468,45.146620319406,42.8667551162808,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7290368518447,23.6422425791707,17.4926672949457,14.673323269208,17.4551938269763,23.691474123338,29.7811976990604,31.9507482678656,31.2720064079846,30.1694931265302,29.2399860487669,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1662815236417,50.0262594851259,52.0184833371005,52.0408774070492,53.0526690259884,52.238568049104,51.4212232077195,50.2812851962132,50.0608149687285,48.6898025799071,48.7660705783619,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.32556657250358,11.9392939113583,22.6193833929321,53.2668257882975,56.3052550875327,47.0397224684447,43.144879528492,38.5067791992797,38.6247845367922,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9441988361188,53.6375545839865,51.9742782437407,50.693117521348,50.0086913164814,48.8995500105935,46.7662296043547,45.0313561680581,44.6502497675918,46.8965978868356,47.3023848654101,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.732050094461,58.4690212892544,57.3835050552736,54.5975532631565,52.799173000812,54.2961793687445,56.6666503085159,56.1495346359608,56.4852195330049,61.4568168104035,67.9018136505541,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76752952672784,5.00300523102106,3.82361867403806,4.04003791762327,7.15960246911223,12.0043713419588,16.588132213664,22.4304947054506,22.0677509793231,21.3473954688918,19.5283311181702,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.81174402532,77.0399312382844,73.7795614577923,74.1183055105555,72.9634461175859,78.1096651497917,79.9105713679728,81.9499562842003,85.1997868087067,84.978125642016,88.7861146781968,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5077813594318,42.7020924806088,42.8077664057627,41.9016929438027,37.7514757263442,34.0580115446571,31.0537611280019,31.0225960752836,33.0038184426567,33.7054694388085,34.5757551404383,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8713820262598,45.1781425586739,48.7972972248277,50.1851372611268,50.1263527300376,46.3824561646331,46.5642644881129,49.4743109445371,49.7489787590089,50.2153788268203,49.7434751854825,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7119609423526,38.1429846600856,37.8180560208916,37.3194751148014,35.2428102476204,31.8017417843839,30.8140911835067,28.1382191088516,25.6615916535311,25.2624530138822,25.7010985931277,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8161422853283,27.6523125845471,31.9202600058944,35.4749017935629,42.6330419797879,45.7659560902789,51.1912062155557,52.9916449826015,52.5906805995534,48.9919689503436,43.733176973126,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1599897248134,36.4315727162319,36.6291812714541,36.1308138039233,37.4539160253807,40.3234706806252,42.5898259597349,40.6528732726463,43.0305363285399,44.9688824861125,45.521823716701,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7715219278237,55.2596256888687,53.5471843155008,53.2969582988843,51.8702787388918,46.9764663624145,46.8952315683835,44.7544289882638,39.2241898829151,35.9990000816508,32.5630447725518,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3864895804718,43.9851813658844,41.9701749642187,43.8816770308203,45.5810828506503,47.5974001659807,45.8257992177959,45.7518402204145,46.2852658659951,46.9591047505788,46.6132502689231,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9180877823073,37.6810804942364,40.8671641323492,36.4845612632722,37.7741967729076,59.6083019179217,76.56833794902,84.5573105163327,86.635941516219,93.1895297097655,95.9119631052659,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6996515273078,56.3936179843344,55.1981866241636,54.3899100658869,52.2939165526084,49.1102342580923,48.6330806367359,49.9423459256071,47.4505839970002,43.6670377834836,46.5691776968468,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68162227113894,7.11142827363003,10.5209946114587,12.6215068526768,13.5803762029831,12.5206910336499,10.8394864318378,14.2795882894515,17.0156555705018,18.6537595995913,20.7059416206536,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7190773515795,54.8178118648712,51.179506272611,42.3566743273992,36.3836662476055,34.5023186219577,29.9444290543791,29.9829197531142,33.523691319507,35.0115024193708,39.3518873006643,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8738083350535,51.9386572084047,48.7970491163118,43.0934181863685,42.1566141864605,42.0313559706239,39.8416623581158,46.0194307122669,45.7789725459599,42.1485106313769,43.6784699469899,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6475802002374,66.0483645545399,60.4120831558065,67.6002806413933,66.9838882072987,68.8270042628695,67.3090215103563,65.867259477126,65.8691235332517,66.8384881742654,68.8747267166722,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.0425051685477,61.7419706253936,61.0321968238975,60.0543342026254,61.4680494463692,63.9998827009856,67.5016146441017,68.2491228694655,72.8954486985994,80.990008432125,87.359989610266,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7799637944326,42.718191696254,39.0531190670679,42.895218505028,45.3633996788872,43.3119552364857,41.2301779417868,42.2323669879832,41.6674606839777,38.4626031237618,36.0094764012072,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7109668585459,24.8981777248871,26.0662683473988,30.5883623090504,35.4324517492366,35.3917143221845,34.7314040088401,39.3722106784489,41.4210675579603,44.0818977559407,44.0340092230977,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5962243897386,25.65523602577,23.4899273790947,22.8371740276548,27.8096527703087,31.0468565704353,37.1773166107318,39.7265336549193,38.199698848807,39.622439700282,39.5943233979008,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0510286637093,55.3577300557163,53.7367267940004,53.5492849114407,53.5647889076454,57.8372403403618,62.4091475511355,64.992227800645,66.6398225093386,71.4951313432843,75.8139636316914,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65848423592121,8.7970657245818,9.22749308741892,11.4409146077677,11.155990012989,16.4230064551555,19.2141000396405,20.4255926879697,20.1265975407112,21.7561033556984,23.4247685551495,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2801078585797,48.6744236945718,49.5301238900587,50.8292310551042,55.1076418079411,62.7614100926256,65.2738391939739,73.1772571374178,71.7280063207228,73.6834303387557,73.2684441010996,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2024829086739,63.1510098398178,65.6613523640827,65.4331558750205,63.7513750464006,65.0556032189331,59.3973968004546,50.1170894509636,99.9554893992553,99.9233954572843,99.9233954572843,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9843859979745,41.8043771846438,43.8103714057068,43.0951579556615,39.0897247013569,34.993908735734,36.1717077098394,37.220242084741,34.3460209852948,26.8367352182244,27.4300524535664,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7001769685076,31.7098196629106,26.4778466367919,22.5683319986389,20.6829374901188,18.176798587057,20.7858219750817,22.710360334221,27.5811056002413,31.4019894314683,35.3524399359716,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76764439789374,7.98731941591383,9.05695586914926,5.7990729618124,7.7483848270109,8.74650899528751,6.67383280492633,6.82803879548769,6.56352097528528,10.274744297487,14.0552992049838,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2518188534136,14.5075818875924,17.4966030725015,21.9173827016709,24.0885491330226,24.6540908705431,23.489383833392,23.5262581857562,22.9978010689137,22.6652552579662,24.828099022173,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5390384572261,18.2340464979385,22.505244194648,23.9788523321803,26.4269581024604,23.5970606139701,19.8993273554659,18.6202829038591,5.67551925584508,0,0,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7242338574716,29.4193283129255,29.1382000505611,29.8118579194109,29.9244722911711,32.372479780538,34.0553971552192,35.001438668919,38.897507199393,40.4842138481251,41.5451371395772,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5500788365392,26.0261877677843,29.6721611749591,31.2359430243129,32.9539966061696,32.5550161956804,33.8898829520913,34.8950852652802,34.0552991732116,32.4416522040516,31.2090253597225,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2921495650358,62.6786303338515,63.0515426246616,67.7394099900012,70.1941779605267,71.4564427788516,95.16186841456,100,100,100,100,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7669421578011,65.8984970926717,61.8531055970297,56.1862128797377,50.9765829384971,48.4705201234931,46.1472030386933,44.041092773025,46.1836627102212,52.7441111923007,58.8565125221997,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8232954363634,48.2678289520208,53.3719068184415,53.5661266671435,50.9078085503018,49.7747685326305,50.0291650527712,50.3806465283377,50.7391539943143,52.1951165808154,51.488036922521,NA
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8669846704908,16.0399093971555,17.7941312947092,19.5967205687075,20.0265778015458,21.3796724858727,25.3566841124902,27.5573119561044,28.0051283385289,27.7750741389605,26.708969941291,NA
