"code","iso","country","HPE.ind.1996","HPE.ind.1997","HPE.ind.1998","HPE.ind.1999","HPE.ind.2000","HPE.ind.2001","HPE.ind.2002","HPE.ind.2003","HPE.ind.2004","HPE.ind.2005","HPE.ind.2006","HPE.ind.2007","HPE.ind.2008","HPE.ind.2009","HPE.ind.2010","HPE.ind.2011","HPE.ind.2012","HPE.ind.2013","HPE.ind.2014","HPE.ind.2015","HPE.ind.2016","HPE.ind.2017","HPE.ind.2018","HPE.ind.2019","HPE.ind.2020","HPE.ind.2021","HPE.ind.2022","HPE.ind.2023","HPE.ind.2024","HPE.ind.2025"
56,"BEL","Belgium",NA,NA,25.9336155245762,29.3421236327579,31.1855558295032,33.6006746644286,31.7178824420955,25.9615967802037,31.3002062979626,32.9899852544983,29.4301042185174,23.7094080040566,24.8992836765404,23.5810951040654,24.4944118686347,25.7013184447964,30.9737823420332,28.6042923912549,35.4420190303318,38.493419572221,37.6162042785589,41.1044431789491,38.3576853580391,45.8811452085817,51.1694870997789,48.1512064652251,48.1287279917399,52.3311646575406,NA,NA
84,"BLZ","Belize",NA,NA,60.141797993527,72.1474283888458,62.3593546669293,57.0873213911896,73.7664296302387,58.7194065169633,72.9324156430789,60.9881211557123,71.9568999918408,61.6813498540456,67.7274868776392,64.3921851383412,68.2427102373554,63.6048257929619,64.6892210300562,63.4661201369163,61.8350699727677,58.4051767875024,61.3147150964968,69.9568334696432,57.0283307255593,66.6977797540322,55.8315948397128,73.3836868230681,63.601931547527,58.7138675050675,NA,NA
204,"BEN","Benin",NA,NA,37.2767172022975,55.0442260679365,37.1582050927758,47.5312693176317,41.9883064026961,44.6728024937101,45.8796115591387,39.8990007701366,47.7311434435481,35.6550585763818,29.6816600319547,43.8164793284737,46.318675916278,45.2601336092075,38.6049037193206,49.6091637704511,50.4207592946424,33.9484310455331,39.9123936485023,35.819128204996,37.5381940624744,47.4613539089869,42.0493799861197,38.842610239043,34.9631067087024,36.3526699410881,NA,NA
60,"BMU","Bermuda",NA,NA,100,100,100,100,100,100,100,100,100,97.7218042439696,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.0510246449359,NA,NA
64,"BTN","Bhutan",NA,NA,14.6329962382609,10.1420173087407,10.050684669342,1.19263127155634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
68,"BOL","Bolivia",NA,NA,37.1208579029879,36.4247666595099,32.4056193288701,36.9006839549563,30.2610906090586,34.4079153516931,19.0979152203797,20.0106853296409,30.7229865288547,23.4595362508237,34.985331122591,38.2215311856468,13.0073345925102,31.0296923683345,38.0386954982211,38.6382518999387,31.0197573064039,35.1526918974693,34.6699796284677,36.5154296087237,38.3829188808649,19.0929462744159,22.8755313299736,30.1587204392844,30.000546290186,21.3378221549752,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,17.4531781911417,18.1574850470538,18.2955821586475,17.8844956407337,12.3359965232156,13.7375409097436,18.4762171850434,17.6720569396849,10.7202908426417,13.1639711504837,15.4313717157693,11.1558805836318,9.41113312965258,4.90561849597266,12.2602170730183,14.2479766756388,15.5928412137888,11.5832077466394,17.8188735823227,17.169106377141,18.3116834159754,24.2933746274007,19.7094718619171,27.0473109231516,23.1410537223149,28.6652378640263,NA,NA
72,"BWA","Botswana",NA,NA,43.4755477620282,49.0005318544773,40.9520662427264,39.0029929585763,39.3242869752893,37.7465387956151,36.3056206150074,37.0083813780361,40.0868114074063,33.9292958314308,33.446740379633,40.1306920226366,36.0046357341109,33.5795003357655,32.4874074691207,38.2744480183025,37.7904535200029,40.2434285859891,35.5627853161181,30.8197501771687,34.1470134445384,39.7566618893501,38.9392263924165,33.0965999399188,39.2062941201549,37.6267546210791,NA,NA
76,"BRA","Brazil",NA,NA,53.403378639896,53.9050958409619,47.5881764573259,46.0797183058993,43.6993592095822,44.1967759239166,42.7312781277081,43.8669839336529,46.1742964615322,40.0475196797116,42.0784373089513,41.8753837495657,42.7695469313383,43.9733545673173,44.6585389590763,44.4021840801146,42.6285982774619,41.4512219735407,42.1734106608156,43.1644579483874,42.5071305462767,44.004296801598,43.4642428029254,43.2701491831159,41.0249433985746,39.617314074108,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,45.9426328904251,78.1426173016828,66.0818197788094,65.3640993904403,43.6085833838062,60.0161391003974,52.5259508088194,50.4903359175136,41.9463845624447,52.1085782899459,50.9982324589153,38.497213770949,65.1620616191724,52.5434601415002,46.3488219477261,54.9945249018194,41.9598004024292,35.8250564578446,49.075715579739,56.622725952858,40.2435778688698,49.0832818270741,51.2397911898336,52.8275787984652,49.0509625712308,42.8766229032106,NA,NA
100,"BGR","Bulgaria",NA,NA,19.0708201689813,23.2007041230833,19.0842692826104,19.9838275388751,17.2387852245051,18.9689498117683,23.0142332081768,20.4464913550407,14.7510145836798,18.3340320320362,18.8469391100191,21.7675222343143,21.8651785342071,14.377293114515,18.9970280091214,23.9139909810913,25.2886389668562,26.3270062921793,29.5342552367303,25.9447840938496,26.5295933828943,30.6885251401937,33.1456853612885,34.666793745751,34.7074687652654,35.8167590117428,NA,NA
854,"BFA","Burkina Faso",NA,NA,75.283891102774,89.0635265967022,71.7155616815508,82.2998410302781,75.3174802057856,86.6358712466842,71.4695681777129,72.6452836239124,82.2941995719628,68.5238451376754,68.1061774799662,79.8162872708431,78.9353655724989,76.4260443687378,75.8849969613855,85.904627776231,84.8971534928937,64.9614057887645,71.9877177902265,74.9560011101078,78.1043307526488,87.9694395877939,76.542760247156,84.1465337555578,79.1190543179287,79.0367648801059,NA,NA
108,"BDI","Burundi",NA,NA,4.59640236854226,16.4787177780481,4.77574636731794,4.54107220932079,2.68061038408896,4.27298623203662,5.73516024164569,9.47950474561839,5.31043171152294,8.38597925839053,2.34212906708571,6.78723671405518,0.338965384130361,3.64938169914242,0,0,3.08683625324876,4.86019214371396,1.28964077282212,10.6908277291244,7.82495804750633,7.1627075857523,0,0,3.99480560357843,8.70533624807567,NA,NA
132,"CPV","Cabo Verde",NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
116,"KHM","Cambodia",NA,NA,22.0463984782113,24.6586797598034,21.9799824902313,20.4322988998886,17.6136755016728,16.9966058582712,7.648538011166,6.68559390061837,15.6791299160623,11.1801975768695,10.5320796800448,15.5913058251519,10.9579533339662,8.85638907729354,10.0817741117141,6.90283795782494,6.18424978069501,9.45550849754845,7.12262181284429,12.8355782597244,3.96487715731021,11.6285438567657,5.91460726442703,9.24136732672623,9.61662240754059,4.00059315516883,NA,NA
120,"CMR","Cameroon",NA,NA,12.885462302123,31.320648303031,19.621215162168,25.0062611306298,21.1132946567234,21.1237332464163,22.6394857708112,22.199257699034,24.1522533387053,22.9715765188766,18.3730935975288,24.0556751499791,26.1106178547539,26.9350909968423,24.3269207737993,26.3846812754641,24.6668362893597,15.5659937594787,18.739837171611,20.0497355219858,24.852900061934,24.7702517865436,20.5747254173989,18.5108368465217,21.445653219984,24.3775431984542,NA,NA
124,"CAN","Canada",NA,NA,50.2910491945205,53.6082684167972,53.1658631181817,53.6975056032211,51.3788752767416,51.7002968445195,54.0833386617527,50.6470336976325,54.8358105757383,55.50617024938,55.3836102204442,59.4084564105357,61.9920250333478,61.8985433325636,60.5717648554274,61.3725986833055,60.6506901514799,59.1793855657844,67.4505651980688,61.2253729400101,59.7879178218318,67.0966444744531,67.5337100643967,60.0232862451319,64.2763112725253,43.1213859510195,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,20.545168027638,29.1162219686783,19.4189643232964,28.9103971783693,28.2418201139508,24.6759240133322,15.6127640103123,22.7968734144758,20.4173761861216,21.2315721022001,17.851472198736,15.4581107150647,19.863507761997,13.5493495907357,14.8497812908251,18.3100909434787,17.2600041759469,14.4592375006294,13.2889023688213,14.6195312855279,17.2167306678109,19.0515184168473,12.2715891234516,12.7781204566123,17.0747136667782,20.6627796667065,NA,NA
148,"TCD","Chad",NA,NA,53.377541839906,65.6957745102581,57.1808930466644,61.9118460889017,59.364977212636,54.8273450341213,52.7923190336472,56.214014140826,59.1681010158666,55.3460675730043,54.5361954214523,58.6701983816726,62.7988776119317,57.1672513552686,60.5058889333662,67.2883231555109,65.4778714087178,48.3285957850089,54.0190186258119,55.7580032778799,56.9880714824245,64.8767572670721,60.0754365673195,56.3573659451839,58.4488942732826,57.6313469354751,NA,NA
152,"CHL","Chile",NA,NA,32.0420016783766,29.8170730438251,23.8215689138562,25.297604085733,25.2067750312068,25.2998899588028,24.3508015947967,26.0839207554613,22.0044319391721,23.7212949616352,21.3594691935021,22.8329836676074,27.3632860643593,22.4624857324847,23.2185435684459,20.8168506938412,22.4002123312625,20.4277534140795,20.8104399774445,23.4941502601544,25.454848874198,26.2331555346964,26.1038407355021,20.993518997383,10.6283935657728,9.86298289319008,NA,NA
156,"CHN","China",NA,NA,0,2.26149500358915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
170,"COL","Colombia",NA,NA,52.6397953784955,60.7014410503733,45.2900817330808,42.4107836282564,47.3008042421496,40.9575692965646,46.6810083967764,45.0648687221848,46.5071613174639,42.4731739314853,46.002476773052,43.6622726321816,40.9610680749056,44.9493062130791,40.4521566701588,41.3018026991191,37.1009163772711,39.1871441014759,37.2866694944345,39.9142127545121,42.0615062157755,35.7664012892009,36.4122743352412,44.3880267420671,38.6276298875054,36.4154238877643,NA,NA
174,"COM","Comoros",NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.9597480431066,100,100,100,98.4374070808681,100,98.3796767759009,100,100,97.5603353430158,100,NA,NA
184,"COK","Cook Islands",NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
188,"CRI","Costa Rica",NA,NA,66.7776317781741,77.8886988572486,66.3999384193112,62.087157983132,65.2878209637006,62.1036432064971,66.565755558513,60.7400657627571,63.295516291043,59.2345408083747,63.7351557229187,63.0115833637023,58.3991845115284,61.7137359475549,58.4260095798698,60.1200538334199,60.2055136019874,57.8538251832238,59.4546323734985,58.5388037281362,60.1418867002562,58.782687430126,59.9034291707955,61.4285797876766,57.1963131865046,57.6503260715494,NA,NA
384,"CIV","Cote d'Ivoire",NA,NA,62.7776928479521,73.6898324372937,57.9513853292248,66.5642094041656,63.8798522979831,65.3313294593454,60.5368257538663,65.2549803023984,67.0806246408199,54.5461591961448,48.5739318967835,59.0169389592297,61.4728932871488,60.5106935239487,56.2559330788859,69.0333981237584,63.2153045192144,50.4134911927972,53.9737082404021,58.8840442124543,55.9271893850725,66.4745600680938,55.8413369613557,56.4260495823216,55.7351418511043,55.8272053467997,NA,NA
191,"HRV","Croatia",NA,NA,20.8567072715018,22.1643434280531,22.5732065907301,22.727410422127,16.6932337456333,16.1702846630204,20.4423206885731,17.320554494704,16.5983756155604,21.9625555726547,24.1754944102176,21.5022491850004,22.8622696388666,16.7761390469675,23.0453694816015,24.8624213197252,29.8046786658443,24.7119574186111,30.1460068174045,28.1961925958288,27.4699583429448,35.5880882887855,36.7612572580747,38.2961539461388,36.0694061551399,39.6609477822793,NA,NA
192,"CUB","Cuba",NA,NA,56.9041126364916,56.9075223783727,53.0891326777541,51.8817099257632,57.3066095765747,55.0283535986546,57.6855404041547,53.3317354368859,56.5006839844303,54.8052901119653,58.5982108775595,58.6603084540609,61.8388559795447,58.0096300967095,57.7159293720573,64.2465708464137,60.295909636995,58.1392477067929,60.4496924236773,59.0258252148458,51.8714659757598,62.8563842240017,59.9487988154972,61.063783562736,58.36349114406,60.020655042322,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,47.8254777914335,49.9467464525261,40.763267134448,42.8004314132458,43.1299677830309,44.7617894704247,44.5915803058865,46.4404942650099,42.6086913593378,43.7166625643494,42.4692869757038,38.9168492858298,37.5870547434697,36.4188938244115,36.0631523735798,44.1445800589572,44.4405457874661,43.755989715499,48.9163721593794,48.1428794715611,45.0008334123725,45.8710632762049,46.7554932417931,50.3213424225728,43.3125376480223,41.7050821775444,NA,NA
203,"CZE","Czechia",NA,NA,16.3103497419792,19.0531142516388,18.9283895434636,17.0983273321463,11.5437140946961,13.6332948473638,16.5360647796268,11.875051945958,11.136627034896,22.8630284515919,22.5710382476892,20.0979988513935,14.6309697852013,16.7174444356511,21.8733063351281,20.2144836646191,19.9562145232676,24.9635818480001,24.4065678504682,25.3687838920147,21.0643054496103,34.002220624878,38.5211444001393,34.2910155295699,36.5954165177948,41.6294460533795,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,6.17047944941396,22.0771834926965,4.18204159115635,5.15633672852159,4.60749197530839,3.81757294661574,0.427781722008959,4.87828231415732,7.33560073451952,8.50746777195924,2.22130723577554,3.30902286047377,0,0.096672852742671,0,0,0.213415511595827,0,0,2.75509897178897,2.10865957539154,2.39416171278258,0,0,0,3.07094635269749,NA,NA
208,"DNK","Denmark",NA,NA,37.7734110737159,39.2210332543309,38.2544791183635,42.8847424830033,39.9981242247614,35.426895454405,44.4215392107959,44.3831189026864,39.535928321043,44.0691180135762,45.0288964511453,42.466112606003,41.6304197877903,38.4973813168394,51.2091530250343,50.073913120362,44.3771806653586,51.1331836918616,54.5247852685995,53.4958874362491,49.0042784767163,53.2750163896316,63.4217366171383,61.6226979564446,61.0990761446455,60.9361922684725,NA,NA
262,"DJI","Djibouti",NA,NA,60.3942003713546,56.9421959130994,48.0111367067561,51.788433430598,46.8515207545893,52.6323785491082,51.0464424654325,52.4188619190423,47.6220089807416,49.100341087859,41.0247352744498,41.5401064436522,49.2752414882343,42.6766106437248,31.693706797158,38.4590323332437,42.585751091126,44.5030782031117,45.8391037615197,42.5565477182466,40.2238045460112,42.5920003641625,40.8701133751334,45.4677951249744,37.0964123821575,43.4625447660919,NA,NA
212,"DMA","Dominica",NA,NA,94.3927358216159,91.0633555559534,94.0670656728978,95.7133240330666,100,100,100,88.8233253666322,97.3281670475447,97.9767191044277,99.4925057723116,96.0825227334291,98.9196959623535,97.6111036692903,95.1781052994434,91.4887449076471,100,95.6007240150768,91.2982634848656,81.2340563909904,91.1436746118503,100,97.2013541557374,87.3702053981615,92.7805340233197,89.776703159787,NA,NA
214,"DOM","Dominican Republic",NA,NA,60.2387984622919,61.0841347716748,53.885130047046,51.290159180548,47.2375247945443,49.2366936708544,52.3134123333277,44.6518837406543,48.7632664625491,47.609512035824,52.0846097221307,50.0258320035778,47.4720424766698,48.5397554216687,39.1146305598652,50.2664349133267,48.6313124945288,44.4951406495935,46.9809857896909,48.3192898179351,49.5742949730464,42.7127284625341,46.809479562073,47.2107244186059,47.2819205817805,49.1171257389527,NA,NA
218,"ECU","Ecuador",NA,NA,53.4200604132128,58.4709184616483,41.9897188666687,39.0492419797371,44.2334803027538,35.7475198402393,37.1372015066845,34.9616941551223,37.5942431414598,34.2730196289708,38.5571845668389,37.1858776323542,33.82144383896,39.75659151671,36.48509758413,34.3576577404126,39.7685921368332,32.0753085365833,34.789385560369,36.9228685273037,37.027591374697,30.2256147629787,34.4236927986308,37.758440680616,32.8804753121197,34.8140766722138,NA,NA
818,"EGY","Egypt",NA,NA,14.7623815509556,12.9690941826396,22.8272785773499,22.0773781896981,16.6995223877559,12.5296321863177,9.15254742031246,16.4412247600085,14.3896588910296,8.61252127097613,18.8637448736897,15.0658105867979,7.14661000946742,9.27960179106709,2.59366434480313,12.2402899189713,10.117795386928,0,12.7696867829554,10.6658789259886,9.64352978350959,0,16.4841895741329,11.1778818533869,14.1199833204495,9.27259617844095,NA,NA
222,"SLV","El Salvador",NA,NA,22.1069073128482,30.3802569678075,20.6869240950941,21.8746040878273,21.1139871389337,21.184262323314,22.0609395018461,19.6824318340757,19.8679859010929,17.9130664801895,29.9032148715135,22.9962038567728,18.2161143985127,20.725910044927,11.4699830578946,21.0856192265208,22.1499537572872,17.8557844124173,22.8668032638712,25.5885728834575,24.9514449448382,17.9756251906198,18.1967485026828,20.2124823412443,26.6739745609235,20.078600771245,NA,NA
226,"GNQ","Equatorial Guinea",NA,NA,31.5030833529788,63.9482334450249,43.975155579629,53.6015447748644,52.9459736922879,54.0873369984391,53.1670381509233,54.9940035776399,51.7463531473516,52.2161717015312,39.2725900353989,46.1575757884653,50.2820807020134,49.9822378407498,43.9968123950505,40.0826775084326,48.0341724952856,32.8815945426661,39.4333975772512,44.776570505657,35.8355610053371,45.5021648940534,32.3043226806161,31.074429128067,35.874010887631,38.0908227846452,NA,NA
232,"ERI","Eritrea",NA,NA,60.0968038310083,64.3857920571597,50.9689740664748,55.1333437150496,51.4040639956346,49.0059106175336,57.0023358549013,53.6716913871696,49.0280869463585,55.3440988307724,52.5345909816868,52.9366822189189,52.5023496364696,49.6518549674209,39.128520971558,47.3703430604505,53.8465743075311,49.0826727302867,57.5982312875708,46.5582767884045,43.2947404947807,45.9295557998741,45.1303546790465,51.1003001931962,48.6786982406207,47.2314128177586,NA,NA
233,"EST","Estonia",NA,NA,51.1696457871034,50.6507529815222,55.8950149442957,63.6625209189031,57.3251013077647,57.3416802506857,59.6594451362592,57.7660827753376,49.5728000858454,54.6697281453552,51.8643359474473,55.4250080249159,50.8206493349552,60.4879832225097,58.0022133374355,60.2983554358871,58.4050261777978,62.4052440336734,68.0844579775041,68.7324166340099,58.8432703838579,69.1989264376594,70.9186243067371,67.3963441744613,72.8161887962475,69.3573798646933,NA,NA
748,"SWZ","Eswatini",NA,NA,26.5615774817689,21.9693379386003,28.6522652599581,28.5735326502166,32.4792094315462,39.5237560914569,36.1390117059423,24.442578761215,36.9930923017544,27.71735917329,25.6871755731785,32.5869675743915,25.9127078144496,34.5869243975432,34.173385633129,33.1813619998416,30.2770855571307,25.560435857028,38.5178242875844,36.4375574553117,33.0070083976661,30.9749684968594,33.3501461354842,32.4036312839457,32.7293116061431,22.5812950084505,NA,NA
231,"ETH","Ethiopia",NA,NA,48.357763936377,48.8881736749017,36.1186832209595,37.95625271595,31.318080124412,33.630871005214,37.2086099874397,35.5889813854897,36.5848808202632,33.9141712119898,32.5394678781697,35.8170351758972,28.3180740525169,25.0687773245546,25.3777951869985,27.165118119647,31.1453546359164,37.5889230487564,27.9373984473286,26.5567370324546,26.8046637969322,22.1504260449156,21.3957330440694,28.0604606069462,23.0007090336106,32.3016437509395,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
246,"FIN","Finland",NA,NA,69.6014245114718,70.6541889381275,70.7787438851521,77.628012280823,74.8819529363898,71.6900523767919,74.3027552918478,72.1498477145639,61.628551381683,68.0579625171567,65.4223978224091,71.4775591727965,67.6737369553137,73.9888687107486,71.1642036161857,73.9404416662076,68.4947423226631,79.2887272952124,81.3783641798985,77.8401707573837,70.9618023355058,86.8623102360829,83.1964322723159,79.487533677214,83.1410531856103,78.7665570662477,NA,NA
