"code","iso","country","RMS.ind.1996","RMS.ind.1997","RMS.ind.1998","RMS.ind.1999","RMS.ind.2000","RMS.ind.2001","RMS.ind.2002","RMS.ind.2003","RMS.ind.2004","RMS.ind.2005","RMS.ind.2006","RMS.ind.2007","RMS.ind.2008","RMS.ind.2009","RMS.ind.2010","RMS.ind.2011","RMS.ind.2012","RMS.ind.2013","RMS.ind.2014","RMS.ind.2015","RMS.ind.2016","RMS.ind.2017","RMS.ind.2018","RMS.ind.2019","RMS.ind.2020","RMS.ind.2021","RMS.ind.2022","RMS.ind.2023","RMS.ind.2024","RMS.ind.2025"
36,"AUS","Australia",0,0,0,0,1.81467945819167,31.4506827989435,65.9599952149057,61.1093502810165,55.9026231849314,49.1798889326836,42.1086353218259,35.0761564770651,54.8106583467844,71.4877529576197,86.5223536880893,97.4046173382457,100,79.9695081733274,82.0322581587277,75.3078313449337,63.6629607601531,47.8018162211331,48.0657901728264,47.811320057591,NA,NA,NA,NA,NA,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",50.8086394410345,46.302354515599,43.2874564036874,41.5042207139744,42.7951683245812,44.8557550675591,46.6011221517115,47.1793305492085,47.9135538945396,48.1973601988342,47.4573956276291,48.371804261863,51.2568905420444,55.2365566707705,59.0396232540524,63.6762001475899,66.402232469784,67.3565522938649,66.8752597425807,66.1075922869832,63.2703951240572,61.1790150129173,59.826692691064,59.4959447759805,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",37.4303850260419,32.7412288727106,28.9116435309107,27.0686992863792,31.2440310588113,42.0314440817348,55.9502874110147,69.7280685953335,80.9078783668363,84.6744077377987,81.6371349264862,68.3093936144108,52.9832313699744,32.9055518356646,18.7003243844219,12.3196604427307,8.92016862953933,11.3294522422983,22.5886783166591,33.2131475381332,43.4222086331833,55.1873483403416,64.5645076399403,65.8869134505106,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",41.2775794899818,41.196085540233,41.3608587581278,41.8131220055395,42.5726022790499,43.4048448040791,44.1882722430804,44.7493285494578,45.0292864921679,45.1066479753925,45.1276774100106,45.3731434843159,45.6022188988998,45.1023297854306,44.1385364296091,43.0761783534346,41.8373264414417,40.6783917042274,40.6690977272513,41.6191656084474,43.0380820381455,45.2434685510994,47.7522070033879,49.4849365068457,NA,NA,NA,NA,NA,NA
52,"BRB","Barbados",45.0759402934856,49.5202929396558,52.3302245651835,56.8922293363579,60.0247880611744,61.3098750557916,61.5169014067606,62.3084548654832,61.2844284800828,60.5995705782935,61.6342149513874,62.6747821693159,62.5023437541061,61.3086515813203,58.3573945416915,55.7400901316296,53.7772872148552,52.4566140553846,51.7028426265076,54.1142518596882,56.5607285748981,58.4497248631976,60.4121355307226,62.3360998122357,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",44.714212119854,45.910369479644,48.3840270440842,50.9157686466825,52.5058816943657,53.2307437170664,52.2386857332846,49.5010091595882,46.0135256314597,43.2618111848322,40.9944329319918,39.6349198479169,39.5953707452678,41.2178791324069,43.2129108856656,45.8938087830769,48.424974593646,50.4940350602774,51.377086398735,51.974382738111,52.3761154490483,52.2933653666413,52.1504782993809,52.7183708585625,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",55.65318006158,58.8571029861232,61.6344513295126,63.404465371365,63.8699322454235,63.5827394210719,63.1348063380258,62.1453872974827,61.2504909847104,61.2922540968367,61.4528103315152,61.3907402145763,61.014769982182,60.1123508198901,58.3824579613201,56.6511288509978,55.0407190868085,53.3629183544666,52.0768012970211,51.4026687031706,50.9879175245575,50.7762231942373,50.910313597664,51.2037488716114,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",32.9770721000636,35.0139428334036,37.3806457693777,39.5150430317888,40.2135944743527,40.7121785105057,40.9357197188509,42.0783313677375,43.8132357065405,46.1749246735117,48.2452855059926,49.1941556776987,48.7203996953389,46.3271794351871,42.3553686116262,37.8263298694177,33.2932047697176,30.574255413183,29.3669648450893,29.4504634242568,30.1097412762633,31.2861522257035,31.1875680356192,29.1839705751469,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",57.0004122345531,57.1931178115348,56.0341137726268,53.3466135043943,51.2824152919359,51.0741001107865,48.47350846136,47.3958788010871,47.9329490655537,48.2690654991735,47.9212933471329,50.2042067468618,51.4863556329418,52.0910986312754,53.3543990933212,54.7892635804359,53.0654685945297,51.5560934998719,50.4048646846999,48.6602921847234,47.0628640329432,48.8827943552868,50.8875238269579,52.5891164986969,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",63.3875706490582,63.6183841362761,62.4169128122364,59.7270607327612,56.1204893254407,51.1816904498759,45.5380007948165,40.3345864035879,36.4924714484973,34.2116167359017,33.9480209892511,35.6253070197844,38.8174474586021,42.8567326605263,46.6232108223179,48.835727083316,49.210510959754,48.6392322531635,46.9955945768733,45.774835273805,45.4613302942669,46.0757969234791,46.9399800770926,48.5376278202858,NA,NA,NA,NA,NA,NA
92,"VGB","British Virgin Islands",35.8569691582052,38.3306012708513,40.3126653428165,42.3145901466781,44.1913117179752,44.0635022537313,41.5618800801886,37.2810642321167,31.8337069255988,25.7054759315252,20.7006827393592,17.8831279951226,17.3832927163682,19.6259324791525,24.7967502564912,30.7780430123816,35.9685848159293,39.5780876791029,41.5274664447877,41.8930823055729,41.9222908876278,41.9776313817961,42.648175022311,43.6930410714668,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",44.3866444000495,46.6943467513662,46.0580898766771,46.9289951185388,49.0385491339303,50.3216828140033,49.7518854455262,48.5536997213901,44.9749559710758,40.1874895141796,34.7952503007723,31.3468861442967,28.683821456528,28.0970528589226,28.9676844595876,31.7773953653777,34.2192013588512,36.6367490085861,38.0670422292628,40.2812933482998,41.9845520830427,43.3589091064312,45.1533226664572,48.762549634217,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",82.8811918223337,76.6368630572633,67.3386912637004,58.6114168666744,53.5102267648446,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",38.9789358034501,32.9745213259128,29.8155000389229,27.1548874415924,27.7914114480855,29.0857300654068,33.415593148246,38.1954505285716,43.8423139711744,49.7723379820488,56.4471956698194,59.9761495468331,63.2046754052006,64.4809030579585,63.5142841564551,61.0909077649531,57.9998672999252,52.0115491432475,45.2302891969036,38.3551188724747,31.7355754534598,23.5100701509483,17.2965194052602,14.563226405973,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",24.2426938468376,27.4852896392289,30.7605237441543,33.1840983056545,34.4046252469539,35.2242346612963,35.7038648603576,36.0958224794671,36.8787110119672,38.6647292275355,41.5856868557814,46.2666008590477,54.7875798260651,65.8903261084231,78.7615300187357,90.7823367841323,100,100,100,94.8718842639803,84.9737603761423,73.1801967614949,61.1531126444916,51.2619172083787,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",2.433211966775,4.44224495354967,11.0624889014727,20.3658149560056,28.3574359974536,35.4951157630227,39.7111804818672,41.6087925043414,41.944905788388,42.3171604439831,41.4753431513714,40.1632208659178,38.2103095762997,35.7472004116332,32.1306810694665,28.6452061041545,26.2605903836129,25.4430241198847,25.9691293626958,27.9648749195556,30.0478171201779,30.9016453283554,30.2971535220838,28.7145413069093,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",72.0843628969924,79.2211999553475,83.6483904058773,84.759076774478,82.6231038355298,78.0148745781118,71.6668850547936,64.4349516351837,57.596431549562,53.1855124276975,51.0338456261491,50.9865822892297,51.8867299517809,52.8936730738535,53.261729944242,53.1203304493586,52.1802038041211,50.8789956900193,49.1612995870952,48.2463785077447,47.8297380224315,48.0204842780725,48.545134972565,49.6617553322497,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",36.8253602904026,39.5543472006817,38.3995785659774,31.7450577853354,22.0701834702004,11.268414281605,4.76612512604933,1.91614979845767,6.42703814434967,16.5772204826857,29.9129273776388,42.1284567688388,50.2798326740165,54.1871717860786,54.8297867866887,53.3728073516322,54.2833460855022,56.4308631945205,61.4022461411545,67.9296868514249,76.0659524893854,83.36074105632,90.2547367569157,94.2738331129593,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",48.2773360433473,46.7357611171327,47.5195719361183,50.6816731272999,54.5549620803787,57.9711984856177,60.6329501669059,61.7693818384044,60.6182506326181,59.5668110098247,58.4743441753805,56.7881819717341,55.4896105689738,55.5123226095097,55.106084376599,56.1352410967642,58.0148341668575,59.3810237158214,59.3780621043558,61.0963419682291,62.1453833350222,62.821507813637,62.5368233839163,60.5776724036844,NA,NA,NA,NA,NA,NA
156,"CHN","China",50.2357952590981,52.2764433333548,54.189120996317,55.3128276765224,55.689211487474,55.6604443865608,55.3247408050069,54.2520578918722,52.9179985570682,51.3531434950154,49.6625759432615,48.1424310520835,47.224821598623,46.5170633315211,46.1246410949126,45.9402366090766,45.8784077331871,45.5639611232057,45.2820744406852,45.0115197815755,44.8472766917851,45.0021978450891,45.4764962631541,45.9408724003403,NA,NA,NA,NA,NA,NA
170,"COL","Colombia",48.6367992777524,52.8713424697647,55.2203063431555,58.9093592416982,63.9244978173277,65.3150374653715,66.4851381768935,69.4534957235565,68.400854815291,65.3463533389666,63.3734605319708,60.3348111125126,55.9937669215517,53.7842461797267,52.9331867642289,54.0494004147908,57.6287407077267,60.369559752125,62.3633019486351,64.5111474972636,64.9635065907076,62.1523594638565,59.6932202216652,56.1236646739709,NA,NA,NA,NA,NA,NA
174,"COM","Comoros",39.1164723321605,38.8129921516008,39.7792230626237,41.6586552741971,44.2017359746449,46.3235268037028,47.7497300658802,48.1311004496435,47.7474069846839,46.5010083866427,45.3385532695053,44.7173797486514,44.8662638503779,45.4057278976038,46.2989907437357,47.3847553488056,48.4327339482138,49.8852088031387,52.6209978091759,56.2742587910377,60.2929932722621,64.5486218475869,67.8730424124936,69.2147247364124,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",99.2258960103407,100,93.5079676314497,72.6974559161251,49.5748618404887,29.9644576227359,10.675865051935,0,0,3.67362708962833,12.2861483520947,25.46273115937,41.0216045405263,51.5933516055261,60.5861966723491,66.5897412462062,66.2262791995241,60.7853456292388,58.6006435866313,56.2749387365379,55.5635215833747,58.2858334016062,63.3425732320745,65.495452175776,NA,NA,NA,NA,NA,NA
384,"CIV","Cote d'Ivoire",32.2436718984309,35.3297299434007,40.2508347344384,43.4624990843468,45.350137273115,46.2380556567513,46.9196263200118,46.5029350690726,45.7149488984406,45.5316452702562,46.6743433881241,47.9125822326383,48.9514339251525,49.8953177074523,49.0760853961669,45.991847253675,42.5247583954694,38.8578049196008,34.646249502046,31.1706416594755,29.5828812238963,29.4061246943781,29.4669391521037,30.9919176468476,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",55.3714274150048,54.0971892259556,55.9255855900053,59.2641893125004,65.3147983185997,73.7702795244858,82.597103092676,85.5070293420737,83.1755989603185,75.2028039807077,63.3509479569427,50.8375731509632,41.5867223222081,36.3013846014955,36.4021754181572,40.0902538965985,46.5921243644769,53.0023691894184,57.9110619470287,58.9704732106751,57.2590608652353,53.3052457698897,48.0599960923696,41.65421273383,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",47.0475940005436,46.4178674172029,46.2659399686353,46.4677912105326,48.0743119553979,49.9586020765966,51.9548378173306,53.6632094986159,54.3405361174886,52.8733852547129,51.4523781272691,50.0435082220288,48.7573865783075,48.6359741524629,49.818504042585,50.6605989975631,51.9434227632509,53.889523018666,55.1201123509885,55.2740499223673,55.1600587280376,54.2945316930276,52.7289867164485,52.2842455657268,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",12.6074180849143,1.16083438519567,0.150680115117667,19.5499208840836,45.8329240644102,76.6580774140997,100,100,100,100,85.9949833772767,67.3595985873972,55.1171457911892,63.3564835205295,78.4550032792441,93.2682330747823,100,100,100,90.894276642077,65.178608756415,30.9620782048873,0,0,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",41.7725357222311,24.5275967930469,16.942227612391,14.799859263472,21.9662927524438,39.1018679206782,63.8250212285476,89.545721294292,100,100,100,100,100,100,93.856470255019,79.8999855352616,66.1960495867178,61.9531917083601,37.0171662349726,4.052414544516,0,0,0,0,NA,NA,NA,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",54.3735231224383,56.9771064699374,59.8814948514193,63.599798296786,68.2712626113538,71.7937519930252,73.1442727736256,73.2128748124139,71.9243662666238,68.5578314543309,64.9087604699742,62.2652741881292,60.9443722807189,60.9392781338285,63.3343744061803,66.0443727292817,66.8203080656136,66.0429426379763,63.668049214876,59.8713072630008,55.4315994932072,51.1047139683906,47.3199853260671,44.7375304279467,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",62.0478542281344,71.4676973979292,73.0238302133638,69.5187882093243,59.5307841621188,46.1324131746269,33.3844560183712,24.2368639409392,18.414071845028,16.2285829253623,18.6040603569289,19.267300552852,17.2528281258336,15.3512220825117,13.5046161577623,13.2764015606667,14.7518532061237,19.5251545308798,24.8085856047682,30.6323449255319,34.2640985373587,37.1602212366872,37.7987656568934,38.7646242014594,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",42.6310616586863,42.5002661312475,42.9736843745713,42.7767992319997,41.5728705265801,39.927094022103,36.9733387947524,33.8836141260342,32.3116598180591,32.4170567167843,33.7367238474732,37.0565561968372,41.0703008049643,43.8470273087469,45.9562223317292,47.3011608115385,47.2977045650313,46.5836495190297,44.9777275218158,42.1430217181884,39.3492601521072,37.4506207440335,36.6185904427588,37.5429302069363,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",46.000108447138,48.158885705748,51.6501562496574,54.5482653621357,56.9117761948193,59.570719488173,59.4454158866516,57.7911322484151,56.2508994455694,54.6268230238256,52.5120613748686,52.010870137239,52.9935230989582,53.9911982145295,54.7426262035895,55.4450944462414,55.5515062386805,55.256192154283,55.1648707105826,55.1245848441184,55.0065407201035,55.0784312383316,54.4441023949397,53.167326652298,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",79.3918459203376,72.5478875221493,63.9266156503611,56.1425244048035,52.1208510081738,48.1017605331978,48.8078447133831,52.9789763476183,57.7781014887625,59.940232270063,63.3288754791558,61.4702797518364,57.0669139273669,52.1310670788717,48.5648772073812,43.1452618548831,41.523468873696,41.22036621978,40.3784666269458,39.5179528482745,41.3053459575395,41.7316217547444,41.9118201143269,42.1277366399416,NA,NA,NA,NA,NA,NA
818,"EGY","Egypt",14.118059657352,18.0947175892609,24.1135169922705,28.9016717407893,31.1284660322669,32.5920287407811,34.0271201767968,33.509954768647,32.8731441944741,33.7809976233716,34.8871281868664,35.245194592218,36.0416679377161,36.9858790783607,36.2270801547658,35.1356646439792,35.5433923314832,36.8975749596154,40.2833924125933,46.8083875115499,54.1882168219282,59.9179265103868,63.3182797487313,64.794100288192,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",56.4055555096639,52.4193150435559,48.2305584392898,44.841620211267,42.5467449388546,42.4703971201852,43.8278833601313,46.927304747157,51.365710225721,55.6339154427828,58.593330115223,60.5493070584835,59.88247616728,57.9690082773191,53.5850980685725,48.4866384614346,43.1329242831883,39.5516948963906,36.9123852153637,37.2173317423074,40.0255805088774,44.3334947303009,49.2674377542778,55.6996444045739,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",39.9174767573851,36.0998268017531,35.3832645943293,34.3341262017008,34.2875563248649,35.7643136404151,37.3575797416407,41.28595488837,47.2790966392799,53.9779130754984,59.4485266583148,65.0323084956757,66.7502405269297,64.6957948802543,60.4139712331156,56.913324285811,53.9055563918004,53.0540108343395,56.9059334839087,64.1428536316764,72.0520993061394,77.971321095032,83.5353835936607,84.7732983753487,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",49.7772613133614,51.0908895461403,50.7174513447457,50.3440549664909,49.1145011593729,46.5126490704359,42.9300959105298,41.0482287632833,40.2495298023349,40.0612232082575,40.5507578519936,43.4190587623276,47.3007964255911,50.4258436366237,53.386847817856,57.1272147935016,57.8217630342163,55.5521628411744,54.2387186366126,53.4032519539558,51.686915883979,49.6323615575711,48.8559880242885,48.0586869391167,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",69.0739972420184,65.5766473885436,61.6103876681262,57.9078318706438,55.3324975488866,53.5581133528025,53.716320713502,56.1780734035547,60.6708119906962,66.0723784992634,71.3992790330142,75.3194958105503,75.6139735989946,72.745521633117,68.4144501579656,62.4042529937814,55.6790255286976,50.0333664315747,45.2617116322258,40.2066205889406,36.2742781759621,33.8383200395042,30.7369106773876,27.7061746684718,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",43.0002970649782,47.3810773187022,51.1514372821845,54.5630510532901,58.1455101434573,61.522268875388,61.8562456587553,58.0515247673207,52.8377867535519,46.7397585681757,42.0641959671563,38.7241316536331,40.1308416098759,46.1740202530447,56.9637869076204,73.6915253456601,89.539450819755,97.5213478428137,97.632306389851,90.006624863406,75.6541897801643,56.9722989594082,39.9294178885375,25.9898695663884,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",38.761168833458,41.8675774257489,46.1232250327969,50.1962366502946,53.2373156684199,55.6022331785033,56.5645112232919,55.9445140415722,55.0032569997123,53.2237882492225,51.0985991917956,49.5821557381866,48.3899281873068,47.7674541156721,47.6276865078943,47.5288353378466,46.2708860498021,45.30365708128,44.7465587943792,44.9861853277081,45.255826795704,45.9150527070928,46.2569773745402,46.5873952922857,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",37.6301030809837,37.6343067382582,38.907768241773,42.6697400024681,45.8231403253199,48.3946494784711,50.1898293869658,51.8537225305545,50.6544692172146,50.2160924718897,49.8387002838433,49.9639554465014,49.3500603462959,50.093013525555,48.8742024856928,47.453202991311,45.0725268087566,43.876407203296,43.1330085388996,44.7636426094222,47.726979026084,49.892565354637,51.5560060987574,51.5523878271351,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",51.3417001614976,46.7928548875784,42.635179647541,39.9263011974526,39.8344338105723,42.6504257205125,47.6813768259624,55.2859481157001,63.6063000084345,70.8833047810453,75.1746972264792,75.7847377667275,72.7375580732003,66.8915045420737,59.4138564349729,51.4338886376134,43.6987213495165,36.9746769552063,31.9214411876422,28.389165517045,25.7066844088963,24.4042012030284,24.0643018283851,25.6301068788977,NA,NA,NA,NA,NA,NA
250,"FRA","France",44.1206476119861,45.8641769620931,47.2050709521131,47.7024555179731,48.0100707503486,48.1534718324021,48.3651750183953,48.5937650884376,49.0599068591467,49.2351330814771,48.8492081536206,49.2408227099321,50.8276474773922,52.7190433314048,54.996110961021,57.4847066637646,58.8828924438911,58.1527729314113,56.4066275704484,53.4146118702201,49.4510099200111,45.7566897878782,43.9351254159088,44.0787227286518,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",35.8332205256395,32.3035060421753,31.481581747517,32.6413175099005,35.4755322105012,39.649291994818,44.5539049125887,46.7754549040574,46.8552034460142,44.5079659215278,40.3268004484599,35.1896084685406,32.2204541038229,31.4444180272077,33.2748677034944,37.079236828188,42.0633051843303,47.0740430025699,52.3559655725588,56.4991443387038,59.6077698962168,61.7680860028546,63.2505909428438,63.3542449966869,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",64.0722002589944,63.4526466563053,59.949113964222,56.6139740272024,54.1334709327767,52.4525084026084,51.1511361075867,51.2696218517546,51.8232952763183,51.9950322226984,51.5017391155496,50.5026562159075,47.6285444335848,44.4958028489831,41.9369029554924,40.4275219763676,40.8594015161053,44.6458673928044,50.2924971038073,57.4553173252993,64.2705515058535,70.0615672045294,72.0059644532837,70.3383049793822,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",50,57.576173954668,69.8535059192362,84.0050596165767,96.2901672408003,99.865076937318,95.841448419027,83.421512689727,62.9110526075952,40.210386005276,17.6637189931657,4.380037606898,0.428382627021331,5.42994630563166,17.3315525988015,29.1632882168794,40.3598839664672,48.101403112916,50,50,50,50,50,50.9974092359388,NA,NA,NA,NA,NA,NA
