"code","iso","country","OEC.ind.1996","OEC.ind.1997","OEC.ind.1998","OEC.ind.1999","OEC.ind.2000","OEC.ind.2001","OEC.ind.2002","OEC.ind.2003","OEC.ind.2004","OEC.ind.2005","OEC.ind.2006","OEC.ind.2007","OEC.ind.2008","OEC.ind.2009","OEC.ind.2010","OEC.ind.2011","OEC.ind.2012","OEC.ind.2013","OEC.ind.2014","OEC.ind.2015","OEC.ind.2016","OEC.ind.2017","OEC.ind.2018","OEC.ind.2019","OEC.ind.2020","OEC.ind.2021","OEC.ind.2022","OEC.ind.2023","OEC.ind.2024","OEC.ind.2025"
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,96.9020875892704,100,91.0687060576289,94.8130918446055,96.3623163309901,91.7194377557271,93.9422612662636,91.4235824818104,93.2968152508013,92.1145270420414,91.9799808518728,91.8114682342868,92.9686759106242,94.5831793349014,85.5201070134938,87.369738577334,81.6679041021096,78.4751319326481,82.5243747269613,85.2061797762673,NA,NA,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,36.5902273141325,43.1607394294002,37.9184726246324,38.3731151282886,42.2838744300395,41.2755276670231,44.0021793385587,47.8216411700993,49.251567706721,50.9856791429313,43.6415020463088,51.6083707969292,49.7104024589262,52.3367562843102,43.0140816326804,39.9573431251512,39.0946072341754,45.863513390961,48.5398820409214,45.6322417911466,NA,NA,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,71.7988922043732,68.2403287167037,69.8519590434502,72.9005399624969,75.0121709174178,71.3302281181835,72.2447782376248,76.3023896360112,75.7680709035779,73.4773365160612,74.0727036310823,76.5721160478219,73.9537265859937,76.0150010029003,75.4109450480434,68.5247031553136,68.6190695303316,73.821206536208,74.5691306749128,77.2512253576438,NA,NA,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,87.5553996074633,88.6362979008538,85.2753005149021,82.4873217167651,78.240409006535,77.687374675866,81.0297024017008,88.1657380153349,83.7557413411083,87.0284815817574,86.0975868785837,88.5455382838534,89.3266368866599,91.6437519525154,92.4463929126939,88.0170244072259,83.8320590905234,81.1356795856507,83.0549961290533,86.4341898692723,NA,NA,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,56.9253158668658,66.3945002568397,58.3985412428343,57.7117101434089,56.4873336310196,53.0716109367346,55.3677084683208,58.7737590581809,59.1752352249573,53.0852942704636,57.9065307690303,62.1017231886014,59.0912784750623,60.7917642365679,46.5519360935438,49.339450149709,44.4914195657212,47.3550066057036,53.1226526120724,54.851401095545,NA,NA,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,31.3091755905306,25.2560657268184,27.3704961771758,25.5617290528396,31.4570486804131,29.9388014586299,32.0140660113441,27.0107396496055,31.0878933363566,32.1006613669461,36.3573596167525,35.3613724518997,38.5988720429733,33.9165433118692,28.9863098762352,26.8355159429896,25.8113471745669,26.4005100846288,28.6880315253914,30.8218116859838,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,71.2240165116054,76.233661021993,70.0962286691225,69.6716919006234,64.0476690661536,65.3117949259823,71.0740026371046,73.8124630691169,69.3395183438788,63.8805635836958,68.8558302323961,70.488918109354,62.1447386000067,70.7488532706599,58.6936485515836,53.5707739397614,51.2718075379888,58.1638455751899,66.2713627507184,65.3604240949545,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,100,100,98.1974015888853,100,96.0322198586494,98.2928506279679,97.3612033839437,100,100,100,100,100,100,92.5862971661342,100,100,100,100,100,100,NA,NA,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,67.2962909312531,63.5190369686529,55.2980065599728,54.5354873675494,52.2449060381982,50.580703088992,57.3881601735869,56.2422397467694,55.5174109210213,51.6169262109518,41.1245704862579,54.7957494555717,45.8850087013162,57.7820984930696,35.9533874661719,36.3675178342058,32.3490134137208,31.1894753260906,40.9908499201854,42.4482848202624,NA,NA,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,54.923603449491,51.0035742843522,54.9418901814126,55.9375914239638,60.8608613534982,51.3965478514787,55.0909441030662,53.5724611396718,54.1324444742353,55.2813176177755,54.7109814117481,58.5480823251148,56.4053115007058,59.2480881449376,54.2433391952774,46.6196995242641,47.6035087603214,45.9365222304909,48.5833344811777,51.5874458330487,NA,NA,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,91.1024167669739,92.6809459529622,90.9226116226889,96.5634651739098,91.1386776730284,97.8960449667274,93.8205049734609,94.6369486073904,91.5427186103347,95.2001289526663,91.1309070794196,86.5824293401626,86.6793125452023,79.9651557006662,83.0471165740113,80.9502277033085,83.5097791865543,81.164623165921,89.2161842581253,86.5499952061406,NA,NA,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,4.13160064817552,13.2529322113019,7.11342922392791,10.2657135688128,9.18895911862874,7.74758845929931,15.2559083871747,9.36626846059691,13.3229351552655,11.7016521306605,12.9876400676322,22.4325224783686,18.6023135722572,18.6920728424071,0,0,0,0,0,0,NA,NA,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,54.3325396291087,56.0613557872325,50.4758088165027,50.4633988843573,52.4967993876092,55.1763344700066,55.1617647251262,58.6247148232762,56.4202326098744,53.8005105191232,56.1643056870182,54.4391170726741,57.7360977273966,52.4673091795292,52.0840522838103,47.3016251222433,46.0752938428147,46.3285594605486,49.5876294072666,54.0159170354339,NA,NA,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,44.4481828944714,50.8575782691225,49.751208424209,52.6052168750903,51.3376321210442,48.6097490243716,45.4902221037892,51.3073434014666,46.7210884766298,47.8202448075817,56.1199470884363,57.5528244930849,49.7495088067909,56.2660188856899,38.7952327549285,41.1282629185487,38.2615691576491,26.2222003081206,26.7268109607979,28.87451878094,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,60.068662561375,60.7486199974407,54.5236218432234,49.6566510351002,50.8431847455796,46.1210419662372,59.0862279761527,58.5381668040033,49.4528471951748,53.40622445856,42.8407358173006,52.1063863598404,44.180485884589,52.6844377096275,42.0813231894217,41.8037666635205,36.5274188395822,34.5351975354591,48.3903499298241,50.9491236152706,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,88.0293661257918,92.0670389927653,82.6787519324412,91.4772952726921,81.431511520754,83.9503765193353,84.0686139753714,79.9111241592931,81.8011507518605,79.1037129820016,80.9244500537584,82.117663503218,79.879576837259,80.9554615899808,79.3598448637056,79.3473272410959,76.4753950880096,80.4784538781436,77.7358266561083,80.576186058421,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,74.7136979549062,76.6264710618611,76.5329585551908,79.7019790546618,76.6008306328997,73.354737829828,72.5656081989046,78.842065185429,72.8139821589612,70.6883403127577,83.0913023843507,85.6866541692312,80.9263123869767,84.8579771870615,83.5064263423545,82.2678267355575,81.6419935656495,74.67242371109,71.8174653019265,73.2904527909894,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,89.2144252334859,89.5661914963,90.3517322247631,90.529046091528,98.0883903638292,94.1986765299434,85.1095288371655,98.6606340190418,96.7057888382973,91.3777436841538,91.5157596857282,79.5769677393093,81.5273992083514,90.469199347233,78.5267054472137,76.8274291911345,72.0297295495935,77.2369757432425,80.3602748089118,86.4865796761333,NA,NA,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,69.9072461186101,75.3319062398658,63.9785155992549,62.7427420496451,63.3248083206686,63.1707334578713,69.6553355999847,69.0350020293867,61.2126880563445,65.432403693791,48.0572941744668,59.9730424256387,56.1590248420283,65.4432152647494,56.1430718742461,57.5706832519837,51.6956178251631,44.2715826746526,60.225169861525,60.8142910253264,NA,NA,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,60.2232035871033,66.95772313236,58.4942679953805,58.1036851451131,62.3394832990092,60.6138164048415,59.651335967133,61.5389363286992,60.4084477948873,59.4553258720261,54.3250157108468,55.8322140435041,56.6638605257963,63.3222983180663,51.4898116906075,46.165058414791,39.4324577045003,42.1534553077295,52.4180211643354,51.5601474881778,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,99.240213766485,100,100,100,100,100,100,NA,NA,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,67.2003161549192,68.9308186074602,68.185482455953,63.8677971945656,63.5690452550758,67.8585091566973,65.9393198669062,68.2119472655963,62.8763766683369,67.9282846823335,64.7252733427309,63.3012876641684,66.7401427805484,65.7662055385811,63.6086287191133,63.5016025679964,58.0150090484009,61.3205835005047,60.5688890768954,64.2422671980362,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,59.2800304049536,59.2742361898899,54.0033322627897,57.9710007828011,58.9768670516604,59.28322462627,59.2248291654244,60.956113092199,62.5577441539316,59.3806526603241,58.4653682838923,63.0197119742769,61.6103343560458,62.1147908602517,55.8594613009847,54.4712226912507,49.0078136084083,50.9009582647588,53.0509486408677,55.3501000444821,NA,NA,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,76.3048969212863,79.6731659812163,71.4706425417949,67.8793438371751,66.1372041036826,66.5108634913285,70.1945777287969,72.966760719322,70.9459686636301,65.9277065359482,63.6477532784124,68.215507106486,61.6719302214367,68.5292330566591,58.2005854430527,51.7309642140989,47.3887626684278,49.8451937462606,60.6704700636043,57.4103658675517,NA,NA,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,86.5163086944027,85.3297331853385,82.2939309447425,80.2546987013221,77.4163203595818,77.0652039507276,81.8405226365074,85.6013055822901,79.48350701224,85.5505698354418,82.1862084161533,85.0779154934532,83.7974113604496,91.4549055861295,85.9782035672691,84.7786930126732,80.1342767289671,75.5656516922681,77.2955359159191,83.2008511554854,NA,NA,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,38.8188662312938,43.5549463566718,31.4297033773419,39.0367575620061,34.5768583492902,33.7602027366689,39.5443904236118,35.7977166854817,41.9922984243493,36.5252681412398,35.7142839233507,42.7025703397782,41.4758363978375,39.238099828484,31.8239487361234,31.3076074298157,25.2554021158836,30.1996941246843,29.3623993660382,36.7191687210745,NA,NA,NA
