"code","iso","country","CHA.ind.1996","CHA.ind.1997","CHA.ind.1998","CHA.ind.1999","CHA.ind.2000","CHA.ind.2001","CHA.ind.2002","CHA.ind.2003","CHA.ind.2004","CHA.ind.2005","CHA.ind.2006","CHA.ind.2007","CHA.ind.2008","CHA.ind.2009","CHA.ind.2010","CHA.ind.2011","CHA.ind.2012","CHA.ind.2013","CHA.ind.2014","CHA.ind.2015","CHA.ind.2016","CHA.ind.2017","CHA.ind.2018","CHA.ind.2019","CHA.ind.2020","CHA.ind.2021","CHA.ind.2022","CHA.ind.2023","CHA.ind.2024","CHA.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5496846774322,46.8144554901826,49.4201344697685,48.5781073262045,48.8072077288666,49.4490398115608,55.0897109284687,57.8569912892384,57.8943721581981,53.7167189597377,49.5934760530773,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1689495188465,63.8779643329722,63.8156755718839,63.3863089736059,63.6189012853521,64.1962169131131,63.4680597401824,61.4840820699148,60.7360408909252,60.7285513603189,60.6854681283942,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0730763865838,39.2639353484672,51.7761296775775,52.512719440806,49.0213647224161,49.2985783058872,49.0142493831914,48.7613830288725,48.4306199777622,49.034950849623,48.9965725796149,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2067811762231,34.7797152790318,35.45368337699,35.5498059115678,36.3768025038256,37.1979834897546,40.5272649143872,41.5442830663652,36.026657981941,35.0126532115743,34.261321015275,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15058683174979,4.40903793379302,7.04207632720906,13.6738488268787,18.0482754955543,21.4176033741131,30.3348750106351,42.6901894235211,50.1625665174151,51.6143983516358,51.2837952323805,NA
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6086058128762,37.1325115978955,39.1083456543499,40.5049098477711,41.2151913990777,41.6527036113001,40.9814219863709,39.8143045039417,38.8679143230051,41.4277679837613,44.4531497391307,NA
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8155964681655,51.3412012579342,51.084774501508,51.1035366980578,50.4438314187897,50.4838771945852,51.3188055591166,50.4116754873233,47.6442421325813,47.6246374346003,47.0157611437252,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4113949732691,32.1932361980518,33.7914198166216,35.9346159027653,39.1830196598095,41.9715222247237,44.3901350323152,46.7760686959561,48.8246905745619,50.3317241961187,51.3330688282016,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8718415912362,61.3775863382045,61.5902333289418,61.5447413617874,60.2320983737241,58.4986669974543,56.3401815664143,55.3546571074703,56.2812963953897,58.6387301145592,60.7407222745096,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2003023361754,35.7280827935365,42.6101501527127,46.2620598683634,47.9593070817966,46.2570447805042,46.4017434789324,40.3862501214325,37.1774443936802,33.6599008933474,34.4006268939714,NA
