"code","iso","country","GHO.ind.1996","GHO.ind.1997","GHO.ind.1998","GHO.ind.1999","GHO.ind.2000","GHO.ind.2001","GHO.ind.2002","GHO.ind.2003","GHO.ind.2004","GHO.ind.2005","GHO.ind.2006","GHO.ind.2007","GHO.ind.2008","GHO.ind.2009","GHO.ind.2010","GHO.ind.2011","GHO.ind.2012","GHO.ind.2013","GHO.ind.2014","GHO.ind.2015","GHO.ind.2016","GHO.ind.2017","GHO.ind.2018","GHO.ind.2019","GHO.ind.2020","GHO.ind.2021","GHO.ind.2022","GHO.ind.2023","GHO.ind.2024","GHO.ind.2025"
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6.932318205595,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9272093708896,81.6198383433489,58.7044405421649,14.27065863543,10.1717943863736,6.61744514188,0,21.1535769467057,72.1485468525602,86.4980551914741,62.4659521047639,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.950646253086447,16.7067445045036,25.8105393119529,33.193754561275,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4.08459685265572,5.54130710916714,5.49767656431929,0,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.23567003663,16.8184136371707,21.2851746580793,19.2693671312322,24.41938251785,28.8781966942657,21.0808975241979,21.254473284915,27.6210296588186,43.2891301602294,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.00937746902499725,0,9.66280313796427,21.6205324773929,27.2690510795721,26.6392063762743,23.28661185816,19.7019011665114,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2.69520063925,19.5855693631564,31.3399881228486,33.6251604059014,33.2477360812329,28.5451379166229,22.8272324650079,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,51.5327044658409,68.7087045571209,62.5775358369409,38.1407766438337,32.1999972795814,15.1938523955729,0,0,0,0,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2890602970108,69.6427142233377,70.8406516185615,50.9759108042274,44.8707625986184,57.9819950135318,79.8868752234634,60.5216478885765,44.3794926478947,73.9233178037295,97.4271943158323,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70241351553572,25.1183392372543,26.342347741875,23.4759229879493,30.4904054014193,21.0414809517236,22.1090820778736,4.02884969475213,3.12801267260215,8.21458776077071,13.9670567098372,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.136797986945,0,0,0,0,0,0,0,8.66384713599498,21.0084548598807,27.7950522728786,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.415256465038,35.8807934247111,36.5155946813435,28.8322134607014,23.3752261590671,25.8361950023857,37.0133833918553,43.7681944742013,47.0100049591749,46.9306808803707,47.3316303922194,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.04101168985429,4.58712990811642,2.67011914746,9.61665641117142,14.8469544514014,11.4341476062707,10.36690517803,14.4976235802893,17.4641700905557,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9.48762818123787,13.3987422519864,12.7975075744357,18.401252037625,29.6581847861243,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6.26294742765572,12.95088955433,9.81028509833286,4.30075669340712,0,0,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.83119621972644,6.92422901895071,3.35180304117215,1.19636188611713,0,2.49900666775429,6.442981982625,9.07784610536785,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3688266832893,26.4822774237336,33.2196512789386,26.8679890398979,16.8234799127979,11.42651767194,17.3070073096736,18.8783599756636,21.2976911605407,13.8236224946014,6.36443541230786,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1508326193775,39.2054284622921,47.2298211008499,46.4124782876646,49.0705558469522,45.2197630519333,42.855300921008,37.3430103183848,36.1271293926943,32.0441900409764,32.2028174470971,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.68381687616572,12.948950366085,2.74417920088786,31.4793994373757,100,100,100,76.6958296962229,42.5238401528506,41.1970619194725,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7718989175577,61.7561415068112,52.9017120977044,46.1182790878191,41.3747266760297,35.9977679875557,28.661565042865,21.593760463475,20.4376094669929,27.4625342754957,28.7913590411271,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9189693531758,87.1503707182679,79.7295192158394,64.8365845181696,55.6248858666313,58.9415883762662,67.301226026692,62.7582009338664,62.1198576460425,78.8448899585944,100,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,93.2776255843614,88.8935063801345,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8851808438062,28.1406020252771,24.8834793908243,19.9870700681757,6.8327957908993,0,0,0,0,0,0,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8682449214607,20.752159538365,33.2546402489279,38.5938436089804,38.6071925948102,25.4320209057014,27.7670090883007,37.0769327543011,36.713892770561,37.679761472694,36.2811934732644,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18.7032367316257,31.3032648134979,50.0030249789239,54.6288531911956,51.8168687460598,40.6062954181051,26.5234829103586,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.19385714560785,13.351566372115,9.71549082336286,15.1860163699571,21.4206807898664,23.7453640162379,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8328737088073,58.3598030797586,50.7849946898482,49.1442305971681,43.0884012262929,26.6011157319779,25.695620376585,19.8336048698393,6.01906953332001,0,0,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.054705932614,39.7688565448732,35.3862237367207,39.1013842468306,43.8582725446717,47.0728273054966,45.6388933208031,45.1578747000913,45.8785026472005,44.9726745309574,43.4389278588634,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13949912088286,20.1721548484157,36.8157252497809,21.4133774439529,22.6117462937157,92.9396758335606,100,100,100,100,100,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3729475243936,72.5984755167109,66.0774608933245,60.6041336586477,52.1538881659352,39.3858733959692,37.9882547971708,41.6787833037361,34.3853355015986,20.4329101111536,28.9171679996471,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6010278194549,61.0276651865676,45.8625315952392,15.4208937035886,0,0,0,0,0,0,8.4073051469407,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0465933345054,48.112465164522,34.4876182434293,14.7020760824321,12.1201861704407,13.3452003612414,7.81049253077001,24.5138780273743,26.0128079291729,15.9810252860493,20.42616219621,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1935265496335,100,85.9724443000917,100,100,100,100,95.7787634815049,93.2717926652069,96.8788999944132,100,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4324069394231,82.3789028601721,76.9995284824976,69.7191783296446,67.6093120437165,69.5868885419002,79.5509294169471,77.2845267453914,78.6744136606744,83.5427048985521,92.885801338037,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9628848135561,50.8985196544636,33.6154535742664,44.5392757537889,50.2038560478806,44.3776375749746,38.1486525144946,38.3436819315598,36.9997465530074,30.0103189275529,22.3678194466186,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.105605424000714,0,11.2072781713078,19.126639238175,25.36527192759,24.6184460313793,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.89183753274999,9.42677302674714,6.29908926051,8.58621688591786,7.97068508693714,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0193845799466,59.8617172218867,52.0270710846156,50.451786121644,49.7440791240366,66.2281726559038,84.7704478727294,90.8239872850301,94.8245012882641,100,100,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2977043892024,44.3903358887714,46.608516494845,52.3503125711179,67.9148307770466,97.4537298839765,100,100,100,100,100,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.88808684953,13.7550555272029,12.5846547768771,1.00567530465715,0,0,0,0,0,0,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.38093309257287,0.0192033261928657,0,0,0,0,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3.01635371122643,8.7187303760257,19.2588189454607,26.0977060704857,31.9033453087107,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3.78193226991785,6.41147203599144,5.34711306036215,2.47699240977072,0.0438912688214401,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3268774023214,22.9368830714443,25.085702317985,24.4553902259336,25.5586446761214,31.8090127201164,68.9195434288744,89.0896879997947,100,100,100,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,87.9308097329362,62.2526243119845,41.1979744486193,31.8027728239279,24.0920206123843,17.4460116833436,23.4426571514629,44.6092462272229,64.2624883653829,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4891187004272,35.7087891952786,53.5272456181581,53.2326814096444,42.0371739164251,37.2095521181108,38.33306737769,38.9370341053206,39.1360080663565,43.0955516111906,40.8777009362106,NA
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0971770867189,85.7714796609409,65.1720890624901,50.8246869203983,38.357475320134,36.9144460984728,40.1390833404556,44.7129951584119,49.1878913840348,60.8290529700298,70.7012035211075,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.9491898511086,33.9610921777114,50.9658032607958,50.4648471758205,59.4774044932251,56.9316668647996,51.9680640334071,28.8942215487957,31.8489300447936,42.8331483239644,NA
380,"ITA","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8426731055679,43.9072574795313,46.3421669333576,59.0221259187085,73.8682982454554,85.8019008680836,76.3385979701781,72.0875108197604,57.7242305996182,61.1409282499714,69.8719426536064,NA
388,"JAM","Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1272718771073,60.7384489733863,56.8755907300258,63.456057437497,33.4319841101436,17.9170733346779,39.5678803858803,44.9446387957504,46.0776947511653,37.3024149798175,35.9263614226568,NA
392,"JPN","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8272000483974,35.3317288986678,38.2135263140214,37.3634049432194,47.3559214800533,67.9746606187204,88.4428502322243,92.5832350659056,92.439688000824,89.9319514143216,88.2262405620745,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9.81918825616644,34.483168005665,40.3527921178753,43.0235156569468,36.8958005420742,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,17.5724856237021,37.8685445419114,52.4180740569169,51.9159803040966,NA
404,"KEN","Kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.30008372691287,8.46110260226571,4.01675635360571,0,0,0,0,0,0,NA
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55370906116214,7.19935416693787,0,0,0,0,1.63108976402214,16.343059724035,0,0,0,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,10.0799357834386,6.82201008205142,6.709005637855,2.57995860703072,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
