"code","iso","country","HFD.ind.1996","HFD.ind.1997","HFD.ind.1998","HFD.ind.1999","HFD.ind.2000","HFD.ind.2001","HFD.ind.2002","HFD.ind.2003","HFD.ind.2004","HFD.ind.2005","HFD.ind.2006","HFD.ind.2007","HFD.ind.2008","HFD.ind.2009","HFD.ind.2010","HFD.ind.2011","HFD.ind.2012","HFD.ind.2013","HFD.ind.2014","HFD.ind.2015","HFD.ind.2016","HFD.ind.2017","HFD.ind.2018","HFD.ind.2019","HFD.ind.2020","HFD.ind.2021","HFD.ind.2022","HFD.ind.2023","HFD.ind.2024","HFD.ind.2025"
40,"AUT","Austria",80.81311942354,80.9826998265928,80.9549116258307,80.8513407219921,80.9692828940866,80.8284474137347,80.2830258532468,79.7135104013529,79.3694567413681,79.0546468924953,78.8184666219013,78.6390180470691,78.4831423278166,78.2535062973904,78.4187774016473,78.8731964843999,79.3033273812195,79.8643756524324,80.5614921197385,80.8937217237381,81.5537324951544,82.1929446177388,82.8436971992031,83.6274988846787,84.1835531695712,84.6386057831984,84.6572612313106,85.3839291024948,NA,NA
31,"AZE","Azerbaijan",9.30272071001494,9.82581014445776,10.2753975033377,10.6724655673569,11.106837425659,11.8064421044556,12.6278356540482,13.6142235940814,14.8511005370911,16.1892713131525,18.0408314941348,20.7796930247589,24.0397186821349,27.526060758638,30.4103324113411,32.4355537660545,34.565904709662,36.6306952498464,38.3626764404096,39.523774443424,40.0648866588233,40.5789661668438,41.1120787147593,41.3478379806014,41.5845398875341,42.4267372003628,43.3624059848096,53.0398997052595,NA,NA
44,"BHS","Bahamas",69.6155339548583,70.1787077136969,70.5845564085326,70.8087800948818,71.131094614266,71.3663260840915,71.6969495533342,71.6028498021457,71.5191496307743,71.7191535109998,72.4033870278475,73.544512425185,74.619084623602,75.7595089256995,76.7835738609547,77.6257846780615,78.4740665886233,79.269879766494,79.7277035424965,80.2801517618357,80.838430936073,81.5382685336271,82.2216540130446,82.5427761689116,83.0844232751931,82.5227947508351,83.6293137781159,86.2580653647962,NA,NA
48,"BHR","Bahrain",60.1495610521487,60.9506976069393,61.9369484252606,63.0259070221439,63.8069046656571,64.432351537998,64.6797403886309,64.7827433932213,65.0487078236951,65.406251400709,65.9148363442671,66.4677588174714,67.1401518589093,67.8604996122592,68.3965150446059,69.1285672925303,70.1712491225582,71.6319065563945,73.1351206461042,73.8289774219829,74.6714838585596,75.5477156357857,76.2803029572945,77.1134694201769,78.0708758666528,79.6342410726028,82.0865077170789,81.2943942675219,NA,NA
50,"BGD","Bangladesh",0.763805319702087,0.988332682686277,1.17941302858391,1.29617376126399,1.48865598609021,1.64461182856475,1.72888954796741,1.82331755414238,2.00864772706403,2.09968327941715,2.22408036114548,2.4099426084165,2.75729923604457,2.96068853572876,3.14037272855238,3.38571360961555,3.53225565047936,3.78268907065191,4.03360334633268,4.42487249626471,4.76562983532116,5.18417864990384,5.5590649384031,6.07789015158627,7.04668448539331,7.19630600050704,7.10927223074677,7.06401015260587,NA,NA
52,"BRB","Barbados",86.7233641087294,87.9204108340722,89.6043132923386,91.0500563170352,92.0085062834861,93.0329016771063,93.8268846485264,94.3450048830073,95.1254025645821,95.7807033297806,96.239876009652,96.5953552811188,97.0916921858833,97.7320648459501,98.233556171472,98.5067525281891,98.9792294367942,99.165949702952,99.2820699386037,99.4227883831276,99.6231580101313,99.9067418644214,100,100,100,100,100,100,NA,NA
112,"BLR","Belarus",40.0450531838754,39.9734170994059,39.9611583210776,40.1054291847302,40.5089994398997,41.0262986265474,41.8248551741182,43.2110014526073,45.1092158408339,46.9989785716734,48.9669996920621,51.5989294664467,54.6851601012238,57.7826572029136,60.4917747224267,62.9603939277464,65.4396555685489,67.7367467161479,69.8415616591505,71.4788268503999,72.6213101056622,73.5944261404085,74.355428728711,75.1302962239829,76.0753702702045,76.9163594909203,77.4859017957881,90.4733182723298,NA,NA
56,"BEL","Belgium",88.3720546454625,89.1315948888112,89.6013744870984,90.0585763118178,90.6494808857085,90.9908653983732,90.7859831652201,90.5249027139821,90.4712663510988,90.2547840390171,89.8923247598866,89.0918848985007,88.2330794856663,87.7539107525869,87.8263275726282,88.283725684702,88.6913184398504,89.3201299253244,90.177831244254,90.653298645968,91.3837516626035,92.2415947777984,93.1240753591443,94.0859953902256,94.9205570828824,95.0635714702745,94.8039371220533,95.7026641968238,NA,NA
84,"BLZ","Belize",32.4531329969017,31.6323785789822,30.8865562684358,30.0477604774116,29.3886338839636,29.6853547415253,29.7457312509213,29.5160267825424,29.554016184075,29.5152706840963,29.6445908656582,29.729184036065,29.8752370160041,29.7680142916423,29.9231414356371,29.9841941067005,30.3146488932071,30.4603898778862,30.4519866348823,30.4683582085401,30.6619533127334,31.0298156608714,31.5502476336005,32.1361052154697,32.981694646922,33.8126412549433,34.1156036455915,33.5332648654659,NA,NA
204,"BEN","Benin",3.81957020423432,4.14119298375415,4.38913169144953,4.70821534030672,4.84878710527678,5.32734814257459,5.5810785640565,6.01703080795032,6.3961611211402,6.71500398111976,6.82420335800937,7.07601140683182,7.00709103788155,6.91358223851734,6.86610724655233,6.82985942668515,6.86846688491894,7.14536159932022,7.50405738642361,7.36780736002578,7.80435976022176,8.09694995763856,8.52074905258992,8.74922228537946,9.3073558406207,9.84883261705248,9.73092168226317,9.71253925897463,NA,NA
60,"BMU","Bermuda",60.3713895461411,61.3808570689018,62.2227530082147,62.8614667616145,63.6987748826595,64.7603684145287,65.9881573656421,67.0810852076467,67.8563075841087,68.7461980133262,69.5769503773086,70.5934441202071,71.9272766554618,72.9800800077494,73.7842737531966,74.0533676591454,74.5723440984414,75.033670603035,75.4051909132401,75.6975405044253,76.1178287258102,76.7141029592201,77.2953642002446,77.8435529324026,78.3936254042403,78.8813925221137,79.8011200578638,79.4676105149876,NA,NA
64,"BTN","Bhutan",7.26190456577906,7.32038930545467,7.9050124744126,8.6582941322058,8.76276824427119,9.19946494191534,9.75032770320367,10.1907768692907,10.7892935792813,11.5009565788701,12.3273184502957,13.2623164403395,14.3319884076406,15.510796836955,16.5709155209653,17.5831160312755,18.6460788698352,19.9817244121419,21.2355280396113,22.5150695646964,23.7215935294805,25.0568943575792,26.3106910908038,27.4878207806941,28.6185282094942,28.9128821126997,28.9401076180478,34.5384323704181,NA,NA
68,"BOL","Bolivia",12.8387703119724,13.3496230601934,13.8498334563417,14.2861554144507,14.7229931617984,15.1353144696847,15.5939544041262,16.0375726051138,16.4612208312223,16.8904960489246,17.2871025222347,17.7125198172915,18.1555405780538,18.6283489856563,19.1032478810395,19.6456556362911,20.3048360622551,21.1201958551312,22.0089292673318,22.8774836629618,23.7771289156522,24.8338724637501,25.8918910967749,26.9566830699086,27.6458623094729,28.8199492759645,29.7543035981675,31.2912633321907,NA,NA
