"code","iso","country","SOE.ind.1996","SOE.ind.1997","SOE.ind.1998","SOE.ind.1999","SOE.ind.2000","SOE.ind.2001","SOE.ind.2002","SOE.ind.2003","SOE.ind.2004","SOE.ind.2005","SOE.ind.2006","SOE.ind.2007","SOE.ind.2008","SOE.ind.2009","SOE.ind.2010","SOE.ind.2011","SOE.ind.2012","SOE.ind.2013","SOE.ind.2014","SOE.ind.2015","SOE.ind.2016","SOE.ind.2017","SOE.ind.2018","SOE.ind.2019","SOE.ind.2020","SOE.ind.2021","SOE.ind.2022","SOE.ind.2023","SOE.ind.2024","SOE.ind.2025"
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,11.0159664894041,11.8730342211286,11.1655355373883,12.9196939417098,15.4036329592517,17.4701522991252,20.5203677628714,23.7244651968314,23.5669220426383,24.8762861763579,26.2685359061548,26.7991431893077,27.505037514258,28.5740446634146,29.4670288254059,29.9117617772697,31.1905095288544,32.5174877025319,32.9323067635791,32.3894697571416,33.1268278169438,32.0729467596835,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,46.3351157974706,46.260696488527,46.2197638641146,45.4788370649615,45.4190753538867,45.0990269674434,45.919829445177,44.5804033514506,44.737844942328,45.6534965716715,45.6929692753537,45.3325960031241,45.6697890538841,45.6227715051955,45.5355755183996,46.0424996732814,44.8511339854556,45.4783670790355,45.7707201591145,45.5190231722721,45.1102040415905,45.5067323602209,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,36.3780263831832,37.6677375687086,38.4027428174435,38.807903697283,39.5322043638839,40.6153251912716,41.4236881321985,42.5945850616563,42.3159641595419,42.5203616674182,43.1986537480849,43.2179713490072,42.9292961876865,43.8151637822919,44.2532211364102,44.1256075583104,43.6157182107795,44.4092629815233,44.5684706392834,44.2713719683647,43.8122683727924,43.1927629445896,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,82.2684984719559,84.8217892783799,82.7345539267629,82.7389184068856,82.3463290924904,85.9366340218487,84.1207767196637,82.8041681824083,85.2092586578875,84.3193723705743,86.2389757221738,84.7129663339392,84.0307728890068,83.417825803009,87.5134553277781,89.1096480835259,87.3263591615572,87.0435133210968,88.8062003545903,89.7235352801289,86.1429677715145,86.0026434167691,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,57.4971127536449,58.9654594982432,55.7166069988051,58.7857142717662,59.6036869402648,59.2401340533014,52.1424526931248,56.3778912381718,55.548078519446,55.138722004726,56.3283642861307,56.5329152258154,55.5958679831558,53.839767759742,59.4577520231301,56.8344095256131,55.3908378690014,57.7288786006558,57.7447436293998,58.1322118375958,58.1920865231378,55.75884721229,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,0,0,0,1.13976084211927,3.25885482748571,5.24432857813166,7.45938709571092,10.7794727161966,10.6302275217678,11.239974355495,12.041447813644,13.3593056166368,13.2121186436172,14.2434265872596,14.1967101593262,15.6999709271761,16.0499557618121,16.9863618301843,17.6656250729194,16.6237033304176,17.6645203896189,16.5816586341652,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,81.7586840631783,79.4083812535071,79.2366793159318,80.240984695577,79.2675441247621,79.3250817728627,78.9407861463865,77.0798764206527,77.7307354878745,79.266213004534,78.0637188981003,77.5685765988303,78.0356858779286,76.9006972052992,76.3481894873448,76.4192779327851,76.2993657518031,75.971068756374,74.8947669157818,75.6822198793696,74.738467544732,74.9097114302961,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,35.1457430708629,35.1308846216081,34.6623015624662,35.3921048753436,33.684713202132,34.7514210454645,34.8275127863882,34.6019523787452,33.382666604556,32.6339992872828,33.4488761989743,33.3140276469467,34.1411335053258,34.4537183157795,34.5809506957056,33.5139790232888,32.9208639058975,32.5672650199928,34.0835222797881,33.4291311784949,34.0809023880923,33.8291717419926,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,84.4532127466501,83.4915959167078,82.8165065560312,83.5268193439876,84.1509923118322,83.6876359267455,84.0086828320438,84.1144751644692,84.7358976578542,83.7256889475402,85.191529763036,86.9913718676421,85.7255959802214,86.5202446351534,87.2174817362223,88.7317363949092,88.7254017860324,87.4634959154665,87.4247765902382,89.0711484220649,87.3182551754082,87.9183856601064,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,53.4627964157753,49.457821150572,47.8207530506296,47.5297610964986,47.3801469812741,47.3868948683126,46.2219196445362,46.0987475335926,46.4131628542665,46.624695793637,45.571634498884,45.7095258648041,45.7554820956136,45.6445835229239,46.7629414876206,45.919357845142,45.4828783813432,44.7074152798693,45.4561436053591,45.225933603827,46.0402537173217,45.4191779924479,NA
