"code","iso","country","PBD.ind.1996","PBD.ind.1997","PBD.ind.1998","PBD.ind.1999","PBD.ind.2000","PBD.ind.2001","PBD.ind.2002","PBD.ind.2003","PBD.ind.2004","PBD.ind.2005","PBD.ind.2006","PBD.ind.2007","PBD.ind.2008","PBD.ind.2009","PBD.ind.2010","PBD.ind.2011","PBD.ind.2012","PBD.ind.2013","PBD.ind.2014","PBD.ind.2015","PBD.ind.2016","PBD.ind.2017","PBD.ind.2018","PBD.ind.2019","PBD.ind.2020","PBD.ind.2021","PBD.ind.2022","PBD.ind.2023","PBD.ind.2024","PBD.ind.2025"
68,"BOL","Bolivia",31.2776323028638,31.9401371647949,32.4791198987346,32.893014067808,33.2531902534873,33.3622994682718,33.6511259737589,33.5133988565616,33.3097887631191,33.2869621689126,33.5376893795044,34.4105398707893,35.4571431317394,36.6347174087351,37.5106508734546,37.9053510074314,37.8126403545623,38.0111605403869,38.0430577109107,38.0343140520671,38.0463300393795,38.5252866583165,38.7716931221315,39.1237140665619,31.740747374542,34.8104604200982,39.8110749155914,41.451524869048,NA,NA
70,"BIH","Bosnia and Herzegovina",24.4017625512261,24.5937938361547,24.9167897302863,25.0954733087748,25.4482771807606,25.8716067073119,26.8786077962496,27.5323961818769,28.0667661292656,28.3568491824308,29.0530402556215,29.911553580659,30.8928562270247,31.7298452291477,32.4650456245976,32.6565244787111,33.5710221288325,34.2688581142036,34.6209080493647,34.4007584490575,35.3802003513096,35.5567541325185,35.6942962382118,36.4212952246583,37.1724609622284,38.050107403207,38.638486654049,39.0564783220737,NA,NA
72,"BWA","Botswana",57.028886478291,55.0184720066285,52.8295196035433,51.0538204607886,49.4975856749872,48.8141189876693,50.0237448978236,52.9348924968127,56.2094489530461,58.1343489940298,55.8108479712868,60.163215093244,61.0829673667071,61.6823442229304,62.4507787069465,62.7338300986876,62.8665675084662,63.2951887093224,63.5357664356096,63.0431452773187,62.7192220948579,63.4575110692853,63.6801072140885,63.8804625406546,64.0435313126025,59.9352857467795,62.2394234675509,61.6702982160155,NA,NA
76,"BRA","Brazil",44.4029124776701,45.5165386287015,45.9526674400338,46.7713479014168,47.7941516751883,48.6605097664432,49.4363357732457,49.8859205860077,50.4220575132347,52.2600232529736,52.914825751679,53.5850623604977,54.1878923447451,55.0804401278785,55.5428743543978,56.2114944288454,57.6065939994957,58.6012250039402,59.8253550948458,60.2552486458928,60.5806024164575,62.088767775497,63.423664966714,64.2756821981598,65.6528640323606,65.7548608868938,65.6137324632889,67.3472022515199,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",74.1492405666864,74.5692829631266,75.0039180604575,75.7946201301009,76.3937810936531,76.9594205796316,77.4292047233911,78.2056479324289,79.4574705570505,80.1376165188543,81.3993533063585,83.112233811234,84.4976596369227,85.519770170163,86.4407304125058,87.4438914549389,88.5150518008502,89.5275752550298,90.1941565507992,90.4677068727637,91.0861617848418,91.5408713520256,91.7870366716604,91.8329926089831,92.2841646508079,92.9410436856361,93.8909287788002,94.7216419646088,NA,NA
100,"BGR","Bulgaria",17.2014937913256,16.1409184631328,16.6241111859655,18.0316019496567,19.3780281878982,19.8319810968449,20.375552711436,21.209174992154,22.2992051085595,22.5438219522249,23.3657392721181,25.1447155048662,26.8859987988712,27.1686235954712,27.6510282482003,28.6665087117164,30.4620727927243,31.6016726622951,32.1024665088027,32.4491897489947,32.8483534496716,33.2102053031304,34.2860508716558,34.6742702527543,34.2798991073731,33.9963242361465,35.826128172397,37.8481466633254,NA,NA
854,"BFA","Burkina Faso",57.7904495961318,57.6964877515049,57.1791313788556,56.3275156029428,55.1940470689243,56.1571674128324,56.0069750175054,57.0781929377917,56.9896718059239,56.536003586294,55.8166796180724,56.5412121189831,56.9529266566281,57.6032031646526,58.2932178883168,59.1065629264166,57.9969544638449,59.3974584907322,59.2212099571425,54.463868091121,55.4391859832353,56.2970069426954,57.1706776198459,58.8904707867113,59.3844274748618,61.5842855744948,56.7703316228397,54.104255978509,NA,NA
108,"BDI","Burundi",61.6693106484004,61.2355633314415,61.0876454846763,60.6078178730873,59.9153112701078,59.5915629611565,59.3233275044956,59.1111032283541,57.8961144244112,56.465254445253,55.1956074205316,53.7345581274542,52.2385265305511,51.8065625036323,51.4625048254976,50.8222450156493,50.3522567031625,50.4823586319664,49.8644499650804,49.5369099754899,49.4598798924191,49.7036866084586,50.349117424847,50.3773393371099,49.6825541819322,45.9969375166865,48.005618567862,46.8671692014301,NA,NA
132,"CPV","Cabo Verde",50.324713056852,49.2269553839642,48.1852744751087,47.3055523090305,47.0264422149633,46.8853491115036,47.1552913610527,47.5572804199423,47.9139889930537,48.1472096264842,48.3034462987951,48.578069897554,49.9209117952989,50.8152855827032,51.5630611029142,49.1226218493782,47.9492556095872,50.1768028565413,51.2097265332781,48.4525845432586,50.0251133445319,48.784700535667,51.6835657570359,51.0418195640305,52.1036768554313,53.1505351311775,50.8955298040568,50.4272332396313,NA,NA
116,"KHM","Cambodia",39.4723096313307,39.4532076026514,38.893424322194,39.0953004905796,39.3803561243684,38.9991812663985,38.8188829206177,38.7644061616326,38.463355498697,38.0934828528059,38.3795276303039,38.0329422821411,38.1196449881865,38.3962139939228,38.5729855996529,39.2763171378772,38.8137493432027,38.1380873127947,38.6950483173618,38.4580764201754,38.0888464229938,38.758089153056,38.4657493978174,38.2501723250216,37.7135500614903,39.5356501722892,38.4809858246088,36.9747067214549,NA,NA
120,"CMR","Cameroon",42.44515935685,41.732671209401,40.3966170542829,39.1997755568133,37.5419291439114,37.8063210445089,37.3207227772664,38.0663709360572,38.5977296949244,38.541153623788,37.4140541929036,37.614989699093,36.3610793871905,35.4058965838669,34.721202432285,34.4016251739128,33.7707546398814,34.1840629938056,34.5331288644417,31.7229188544562,33.6695004735054,34.4741665066963,34.7234418049197,35.1593088102452,35.4207623577818,35.6468862445995,35.344973811236,34.4266697742454,NA,NA
124,"CAN","Canada",56.6549900579799,57.8570759217854,59.3709524017579,60.8733386452022,62.7127571350314,64.6673048724449,66.0929780393834,67.5278680923325,69.4206716675259,71.1043315564709,73.0788630604375,74.2534829484739,75.5078981665108,77.443168702353,79.1099749906733,80.9613779174028,82.0746688657598,82.981063555985,83.9012685624195,84.5972830658063,85.6484880538526,86.4718427103195,87.3594715696325,88.8547196795916,88.4255442314245,89.5932794331202,90.4435733957012,90.3477256350423,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",36.1879809308143,36.7312466382402,36.1706957744724,36.0016343371041,36.7596894275852,37.1220793010989,37.0751446539507,37.8595565783314,38.4255164602176,38.8973152848866,39.0912294404403,39.6111702944737,40.204446934417,39.9084351198758,38.442859391697,37.3679378930021,37.3800832414824,37.5316848066901,38.0363245219007,36.8474699249716,37.4191936446551,37.2481342486446,37.8054860756771,37.0089429055432,36.8411787213712,37.4441212768506,33.8673571531486,32.9461594458564,NA,NA
148,"TCD","Chad",36.8315194917327,36.2138502178142,35.6448767294278,35.0299510106597,34.0751402642165,33.4093172083813,32.7553774443681,32.6858247245215,32.4462709812858,32.1101766057189,32.1978449837777,32.2141730987356,32.3241683867703,32.2175521096587,31.772575383536,31.2143831420534,30.7186424930239,31.5412754774241,32.01050233609,29.0784974267289,30.265684478481,30.9094729130884,31.2259010206439,31.7360641163458,31.4188113015162,33.0539579694837,29.0711571561055,28.0283570080388,NA,NA
152,"CHL","Chile",65.7938214728904,67.5202435528732,68.057920350503,68.7742858376042,69.5451117707186,69.8031582266157,70.5026921620473,71.0112129276359,72.1080600714501,73.2577180158476,74.4223332361324,75.148754068498,77.0553751424143,78.2129015352959,78.4473026870027,79.7586351439585,80.4924507024592,80.9606434719527,81.4409139016904,82.3373109725478,83.9192007548331,84.9771724015321,86.2214167132088,86.9795110154541,88.5012855315543,88.5691728384331,88.3904000098694,89.6846807368512,NA,NA
156,"CHN","China",28.4833006022328,28.9291377862627,29.2738879173507,29.5470809649611,29.9208345556149,30.5539758875219,31.5513598659239,32.4252247447512,33.8715520513716,34.8771688628802,35.5236389480245,35.9059411145563,36.4776735562914,36.9971182029066,37.6689455080473,38.0526628066349,39.1437983142341,38.7878080336331,39.58219899065,39.6399735376709,39.0033693861384,38.8383594121573,41.1911687642708,44.3100898064841,46.623604802362,44.470320948935,43.9689598268007,45.3457928238846,NA,NA
170,"COL","Colombia",46.2676756327788,49.1298574092249,51.3755577053874,51.5012737242454,52.039406504206,53.2301576148434,54.0284236720671,54.5384048833461,54.6612363342255,54.7577738012847,55.3190294252353,56.3449779212811,57.2446207777478,58.8013492112166,59.4083544207394,60.2648091023704,60.8545249516996,61.3971302365577,61.4521941395911,61.5168071017708,62.0932311274579,62.5425261225155,62.8695005634856,64.3480837386222,64.2284738638413,64.8116948747552,65.2635420112496,66.714717474978,NA,NA
174,"COM","Comoros",86.4862701208099,87.357709582776,86.3826434313474,86.8585146157235,85.1950745888553,85.9085399062503,84.7286989543034,85.1543446172105,86.8598032036286,85.4698415534256,87.3853602812902,85.0887114656112,85.9157739186755,87.3587102140789,88.7819234229321,87.9882305953247,88.4360147266083,87.7629412359926,85.4953160257236,85.4423241692597,85.4713216511412,86.241234974313,87.3766944695221,87.2526221402941,84.6227310169826,80.0191721435605,85.8474462066947,85.3486202432107,NA,NA
184,"COK","Cook Islands",54.0059335605436,52.9746831145399,53.1970892719848,53.1480619194867,53.0431311364927,52.7070798917714,52.5089512412945,53.122643292892,53.7320466450087,54.1666037323717,54.6011684944634,55.0496558231565,55.4200591483178,55.6688471363279,55.7211078928536,56.1758801629571,56.1857716011364,56.2699437622546,56.5595599287767,56.6904354075355,57.6175123501847,57.8074082366226,58.5663539265818,59.66411259759,59.4291395329599,55.6531260610276,58.0286430109509,58.5585556415214,NA,NA
188,"CRI","Costa Rica",37.7446953914245,40.4993819122704,41.7873331981044,41.6333913233616,41.6133982923007,42.6255318700506,43.7950488874826,46.0671500082623,46.8072143852138,47.348443479165,48.4800522876968,49.8698055540464,50.7678192206573,50.8585693928058,50.6721817239983,50.702181981463,50.7963581097329,52.1605786923899,52.4281553685291,54.0488232859229,55.2166742912473,55.9136761574377,57.4008970955739,60.0550644089461,60.4452381064942,58.2725592992604,56.7838835032009,56.003849782739,NA,NA
384,"CIV","Cote d'Ivoire",52.5984380519634,51.4351094267323,50.2875271412643,49.5089630965744,48.390968273574,49.5395757532875,49.4624653529215,50.8091468459393,51.1171167762359,51.3565863608053,51.3457294238923,52.4658740415622,52.5604504501733,53.1485325571471,53.6809690507342,51.748492270169,49.2220800812673,48.6593762001006,47.8164205570878,42.7575040756389,43.4126909138924,44.282125750281,44.5331761898072,46.6127436399536,45.7486150417203,47.3314434246955,43.2453293704882,41.9030325397616,NA,NA
191,"HRV","Croatia",38.034252232513,37.7678028917992,38.1104380997118,39.036166314383,39.4759297565202,40.1197084446906,40.2206726181985,39.3754498353215,41.4233937981801,41.6928939395255,42.347982248738,43.210533579358,43.7005596190817,44.3177997468976,44.9280956227382,46.6161722708747,47.7268146989033,49.1868652373444,50.3569533401112,50.8273352750937,52.4298141710078,53.3197114924049,55.3116234793915,56.5881542700243,56.6854357359169,57.0259151369448,57.6189791292439,59.4648527756306,NA,NA
192,"CUB","Cuba",28.2839872333173,29.7926054193484,30.7551359341725,31.967317751485,33.6579549610082,34.9602897870516,36.3849933152168,36.9252335491464,37.1071177552439,36.8650890183902,37.9439137908228,38.7402014748538,38.859508086428,39.2824115002682,39.3974226861189,41.1557983418213,42.0902992887203,41.9793891914559,41.5812338185325,41.4073083057429,41.5227134618024,40.8329160488123,41.4080204417819,41.9607784985312,41.7547211414086,39.466821141403,46.068707411837,45.3989781357256,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",38.8774443234608,38.9718320564741,39.5211280849265,40.8742956945736,41.511235981097,42.8031708742388,43.6620369461506,44.851036516269,45.5614638119004,46.94441039678,48.2741235939864,49.2762673229131,50.8426638773289,52.3639784765639,53.7723010026856,55.7233749037785,57.2502834538431,58.9474687051733,60.3051612042226,61.4111403949566,62.6686661489257,63.7516524980504,64.9934595037702,66.0585668482188,67.1533122628249,68.2072244068433,70.0883576814954,71.3827170938913,NA,NA
203,"CZE","Czechia",36.2872624152807,37.2389133246211,38.9616759845699,40.060847085354,41.6346111626354,42.4366413154921,43.1253058849641,44.0327745741833,45.124262340589,46.163662929738,47.3527127648459,47.4985965606365,48.3302850573027,49.033438180965,49.6957090338786,50.1613047925414,51.1439081106859,52.5629606693266,54.6623468737753,55.6006935114931,57.2790070009528,58.0710522231682,59.2437008924615,60.224084952499,59.7212519018017,61.073403226006,62.1872316794923,64.1641395790139,NA,NA
180,"COD","Dem. Rep. Congo",42.4252988039531,42.6217602703399,42.0661845144171,41.1637019165233,40.5237786978245,40.2265787699544,39.3449231887165,39.099179035021,38.7486969326921,38.4344464100985,37.9392071608296,37.6911014506728,37.1722592686892,36.9038134964384,36.7088701517618,36.3696903974499,36.237216675666,36.1091959401378,35.5355143552421,35.240954387406,35.2543057076223,34.9058444587969,34.3080376229456,33.9541747973861,31.9886255542697,32.7222847707994,29.6849871803344,29.6537240932117,NA,NA
208,"DNK","Denmark",48.1745328438364,50.5631194776194,52.3815798672814,53.6463304547884,56.3069944964411,57.2688273471052,59.1992117843245,61.0032336480206,63.4927946198691,66.0307224816076,68.0120464457361,69.882708857834,72.1531077016012,73.9619920406999,76.2234625044527,79.3698602410372,81.4146336451558,83.5257706663113,85.7036113890167,86.5480959227887,87.6611973483136,88.725311632298,90.1467834121949,91.5995066260178,92.6897158484505,92.2462590550217,92.5012039002974,93.5586496290041,NA,NA
262,"DJI","Djibouti",74.1356288212765,74.1734904685914,73.1619416603945,72.7591500774189,72.3443659838309,72.1744010026042,72.1531406185261,73.4775473165538,72.0454002287712,71.9068419661296,71.4016130476592,70.7532857473864,69.9979079790448,70.1800909178327,69.7218659934541,68.989958739031,67.9550314142985,68.101022428974,69.5238114751273,68.325170309817,68.6864565340277,68.2543219855275,69.5069188969221,69.6522359892957,70.9820331717923,68.1661359461982,69.3135732297278,68.2466196434731,NA,NA
212,"DMA","Dominica",46.7650922103939,47.5423789840886,47.7465310886739,48.7442867324821,49.4396399086957,50.1828260181654,50.829919230924,51.084398305134,51.5700151569536,51.9602275912944,52.3407637916253,52.7911932354328,53.1422424902124,53.4585101182251,53.4453048711525,53.5879420366982,53.565442222895,53.630250581399,53.7453250898713,53.7657898658081,54.023366059569,54.3507641215677,54.7140273501998,54.9300030150471,54.4333883073174,55.8630409930806,57.417167748441,57.8498371558467,NA,NA
214,"DOM","Dominican Republic",28.650974463861,29.394897296769,30.0452935897099,30.4014626924553,30.45647006296,30.6296418801213,31.2445247255778,31.4694197641721,31.4449010098903,31.142587916419,30.6973809405407,30.1847158669224,29.7153215424037,29.1763605585955,28.5057397805506,27.4342917549715,26.7153809105749,26.4010043005803,26.0959698873479,24.9795077591071,24.4129540577559,23.9204947159171,23.2940522921735,22.938970457047,20.8912382811363,20.6668810588584,20.2908424199702,20.9415178329532,NA,NA
218,"ECU","Ecuador",39.8220512450247,39.5921603828253,38.6473967388353,37.7651266807545,38.2669933413822,38.9972060355489,39.3640735191827,40.7349792729272,42.0248314742242,41.4919440054099,42.1642299723885,43.6755829945232,45.6685435269896,48.4115465897619,51.033941389057,52.1451014560384,53.0512868581329,54.0509407152904,54.1427432352086,53.9170358898797,52.3167489983015,51.3817588503678,51.1338649915519,49.6299205625695,47.8390352494977,47.2556876437098,46.5910976213065,47.1197546505996,NA,NA
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
