"code","iso","country","FGA.ind.1996","FGA.ind.1997","FGA.ind.1998","FGA.ind.1999","FGA.ind.2000","FGA.ind.2001","FGA.ind.2002","FGA.ind.2003","FGA.ind.2004","FGA.ind.2005","FGA.ind.2006","FGA.ind.2007","FGA.ind.2008","FGA.ind.2009","FGA.ind.2010","FGA.ind.2011","FGA.ind.2012","FGA.ind.2013","FGA.ind.2014","FGA.ind.2015","FGA.ind.2016","FGA.ind.2017","FGA.ind.2018","FGA.ind.2019","FGA.ind.2020","FGA.ind.2021","FGA.ind.2022","FGA.ind.2023","FGA.ind.2024","FGA.ind.2025"
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.7384505149514,65.300591896653,55.1470578990365,48.6917904551245,48.8754550251867,47.7384121567385,46.5728118761862,45.2190187914173,43.7086344280998,42.4088995356163,41.3959746082557,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0351930738997,36.6572371215794,39.7635346094136,43.5600893078212,44.4600045671698,46.674754927753,52.5945700975325,58.3277965756858,63.855033236637,69.3590647326632,73.7410075092389,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651601033495,37.5297470209779,32.8262759319245,27.1429476599295,20.1761118475678,13.1721532130858,7.87139785692041,4.61777017246334,3.73353184675707,5.43845178942918,8.28762822861833,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70827649941954,11.4057415417335,15.0362298717546,16.8607990352356,19.3956183254349,23.2237048543295,23.3457023869338,24.3466958492976,24.7593846795915,25.8205954435163,26.4989097699102,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8291091991754,100,97.9655961277687,82.4318390366681,73.3024935147954,66.2842324327284,59.5931963858524,50.4482999110093,39.5162694742222,33.7804096215405,26.6009394720978,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651608251806,37.5297483094371,32.8262758986822,27.1429474014242,20.1761112229791,13.1721526874096,7.87139735308918,4.61776954817125,3.73353203008416,5.43845216319542,8.28762839378918,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1071403649714,21.7880848511957,22.5861255928672,23.4104923069085,23.2090546355355,24.8073178987646,23.7114547259633,25.9214251544725,27.8686800381267,29.3157829561997,30.9047648774399,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8553211747296,49.9242005441373,38.817379969139,32.8766011461072,26.728952003665,20.9835925644233,16.4491200751853,13.4207406080598,12.2015921349963,13.013314056879,14.8327773533825,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.35950529098875,8.77315244889462,17.5821983731147,21.2660060273509,21.9444248725411,25.2741656122955,28.9996945688796,32.818386892957,29.4898722366796,21.6326066356396,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.565160096532,37.5297469817541,32.8262759068599,27.1429476931388,20.1761114709268,13.172152952505,7.87139717179042,4.61776950050501,3.733531382595,5.43845139307291,8.28762758932875,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651607543778,37.5297471744299,32.8262759657996,27.1429472670384,20.1761118047965,13.1721540406623,7.87139725361541,4.61776885707501,3.73353040672626,5.43845085709542,8.28762698666917,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651603613243,37.5297472698216,32.8262760682779,27.1429476020942,20.176111438436,13.1721530500374,7.87139742414416,4.61776963379958,3.73353174572625,5.43845130920749,8.2876273271179,NA
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9736922103762,51.4182771874019,44.3546878936397,34.209823996705,25.0236924612207,17.4222190534597,11.4703785409992,7.94131391396542,7.44491433176501,8.82933004948262,10.0036691313724,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5702472909395,48.7163952461425,47.5322354073961,42.721156891731,40.491833262598,40.6899310600985,42.8257079358044,45.7344386716954,49.0338580414878,52.4700686414493,54.5779638579194,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651600110854,37.5297473184693,32.8262752439131,27.1429460578513,20.1761100065658,13.1721521895526,7.87139736901418,4.617770144445,3.73353228973126,5.438453026395,8.28762981887041,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651599430624,37.529747295517,32.8262764909288,27.1429480405887,20.176111800091,13.1721531737081,7.87139776615251,4.6177696295379,3.73353073546667,5.43845100840208,8.28762704228707,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6.29815203208874,14.8765509004542,7.786345308425,0,1.90871531563167,5.04342384681875,NA
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58689967308075,10.3714758469624,8.96516686905859,12.5060297997633,21.8496832190905,28.3423479735171,32.1508051705607,34.0846224431185,34.0098410605717,32.453436210461,28.6891969997991,NA
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2847881016963,37.3434078933606,32.8153441353912,27.3316787057054,20.5957949617079,13.8184308991629,8.6813750602234,5.51565628667126,4.63564419223042,6.25611276507709,8.99336936210163,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5611907296144,45.5872281488089,48.4571941797496,50,50,50,50,50,50,50,50,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6102371600717,38.3157727499168,33.1711840748802,27.4606205071809,20.5699523875427,13.6380003510879,8.3783601063852,5.13259186183082,4.2226482218425,5.86916602945541,8.65394316398913,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651598534625,37.5297471715355,32.8262759197905,27.1429475202662,20.176111365813,13.172153056298,7.87139751443667,4.61776977413,3.73353155095541,5.43845149193416,8.287627676075,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.00035287875416,2.90292924806042,3.58888550545041,4.91580326657625,6.92144085210458,10.0727195578135,13.6662336431969,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5554105297382,40.2329497165775,34.4590264101155,28.2778496281856,21.5791953244385,14.8338242854582,9.68232963716359,6.45987469790916,5.48713332852749,6.98653169912875,9.60753230022762,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7934722652805,28.3360934306697,28.6398189463952,29.4234969772324,29.0724847460805,28.6764204894352,28.494478008489,27.5952182957701,27.5013754120953,28.5073106742299,30.3029062009285,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3500975995356,24.4205218977025,26.5763957273335,27.0632308139436,27.2276427151549,29.5953587077976,32.599696336107,35.6882128274307,39.46230826983,43.6941374383419,47.6500674661514,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651597382909,37.5297468660659,32.8262758092479,27.142947541375,20.1761114797148,13.1721531378617,7.87139769148375,4.61777000749626,3.73353176465416,5.4384517117429,8.2876278963025,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2822012448178,67.5717471946887,69.2048758694097,73.0549233299367,72.6304060319293,75.3701733281995,79.6157388073976,85.1453119710296,88.8713721866097,91.1290375718599,93.5116732906742,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.565159960806,37.5297473038285,32.8262762027719,27.1429477433998,20.1761114596667,13.1721529486032,7.87139740310458,4.6177696085596,3.73353138617541,5.43845142433,8.28762758608333,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.83730838343,38.1837693957928,33.1421469228517,27.4302159647327,20.5322371769228,13.5933700276281,8.32976625162499,5.08321513198625,4.17570478296918,5.82779178898583,8.61872424040671,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7308060597054,37.192199160045,33.5128685074306,29.6048494069977,23.8613266407023,18.6081940208343,14.4317273921196,11.7545517707577,10.8414007843038,11.8864255158248,13.9704346822095,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7346034961319,38.3611244521474,33.2057636177741,27.282267848207,20.3487760858861,13.3763311455252,8.09352680482084,4.84326037315876,3.9476705424275,5.62691960655624,8.4478305235553,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651602134038,37.529746701131,32.8262750888407,27.1429468700167,20.1761107910192,13.1721523787445,7.87139743142208,4.61777041356459,3.73353340764417,5.43845325353833,8.28762958152124,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4037592625551,31.3096756355918,30.2823683615085,28.7760986553402,32.0353852925419,36.8313549336902,44.4493043925871,49.9530199559925,55.5566049320305,60.4903512947345,64.7378718059424,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1661004856533,68.3469683339111,53.1718231265009,50,50,50,50,50,50,50,50,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651582762983,37.5297449078043,32.8262740038,27.1429474559408,20.1761122797331,13.1721536281896,7.87139817731041,4.61777047794666,3.73353125282667,5.43845174343291,8.28762695249291,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0577526797936,53.4579755467918,56.1693387489781,59.158553605047,61.7094211379791,63.909874804608,66.5192780826301,69.3322574309587,71.4955568040658,73.3001946709374,74.8512831580282,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5365029255883,45.9216443724351,47.5531374277525,50.0363218955559,53.67006149421,60.0913004019475,66.6372075558097,73.1329125527721,80.2716591378553,87.4486543419133,94.9168439320621,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.736724673341,37.6109929010313,32.8595472656222,27.1781972085824,20.2197886245056,13.2237939481433,7.92756850940917,4.67477826784291,3.78765664729917,5.48607284986167,8.32809409797125,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.401449192168,78.1938710280154,79.810585569284,71.742648128078,54.4093428330782,27.710196963476,36.4023449425974,33.5603715235077,20.2816586048599,22.1033762037921,23.561882557467,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7704468094001,52.3212464214531,49.8498818247714,46.7874509065061,47.098267803765,49.3552169057358,54.1971267732957,58.9521965105976,64.1302206372267,69.8840644886655,75.4463757490149,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6741366761087,38.9336206839374,33.2011210719229,27.3448336701656,20.2661811491196,13.5034347433189,8.47207271152196,5.02925023053791,4.04225958066333,5.66470129953791,8.3879907453552,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3889792159364,22.7033442458056,25.846350760146,27.5333941848451,32.2037696586348,39.4436006203329,46.8918935073021,53.8096265506326,60.1117219202095,64.5839540329431,68.4595316723972,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4399311725593,43.1816014752296,44.7823423752264,44.6271397533459,43.0456857977094,41.7231690811022,40.6196876482015,39.6898668987137,39.3938956681618,37.4383170215619,36.0147735712812,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6453828166078,47.5950499057215,37.940440665225,32.0018985762763,25.9708829374935,20.073118524783,15.4407146635995,12.3755099702217,11.1843809926068,12.0901456720003,14.0234307251334,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5651599008673,37.5297470222222,32.8262761100614,27.142947564341,20.1761114463143,13.1721531428801,7.87139747253541,4.61777006329125,3.73353166071708,5.43845154820667,8.28762815909708,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.565160572355,37.5297472808657,32.8262758013749,27.142947304498,20.1761111206776,13.1721524439068,7.87139692213458,4.61776926397084,3.73353102498376,5.43845120534418,8.287627681385,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1600527080896,32.9651802098571,33.6130440184933,34.2421491185093,34.8283485813134,35.3445925576114,35.8400282743478,36.2610136933693,36.6369876285395,36.9615034732818,37.2706107863222,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9070339569007,22.904577650067,22.9943816233863,26.2574254398129,29.6222698465646,33.6090639271296,37.2853624763105,40.4771377265098,43.6855104907688,46.3775923577716,46.6302569377323,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8305576932682,39.8394077936688,51.3708505447333,51.4979604620205,50.7421144272113,51.8413517761446,50.6209479408081,50.6862358909453,52.7647545183266,54.5378856464567,59.5119159777407,NA
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4.30501836064415,9.0051902153745,12.8516352841615,16.0319799896694,18.7651721495036,21.1633147388681,23.2007059815936,NA
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7445454746336,38.3953513785575,34.7932227310171,29.7651447107103,23.3963568585388,17.320204881244,12.5287730137261,9.55417837839795,8.62167868033961,9.85719383634441,12.0609308081827,NA
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0502018544641,36.163935416927,33.6658460725088,30.0961775954066,25.4786797431869,20.9707975715509,17.4078308148396,15.1104751747342,14.3429607449103,15.2039894843706,16.8358507761249,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8759833806061,37.0487250950498,32.7188477171537,27.4706412676946,21.0064355149603,14.4946850328726,9.55584827657049,6.50156628046459,5.6352656888575,7.17395586929666,9.79363980491567,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7251288773788,50.4154035115587,47.1372299142978,46.4825759002064,52.129538050376,57.504395963912,66.0674027026158,71.1550277508675,76.0589074752342,79.4745551735301,80.4133308685389,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.99603122549333,9.99277092831767,14.7712698771652,17.2247372662985,26.9672977880735,NA
