"code","iso","country","PSU.ind.1996","PSU.ind.1997","PSU.ind.1998","PSU.ind.1999","PSU.ind.2000","PSU.ind.2001","PSU.ind.2002","PSU.ind.2003","PSU.ind.2004","PSU.ind.2005","PSU.ind.2006","PSU.ind.2007","PSU.ind.2008","PSU.ind.2009","PSU.ind.2010","PSU.ind.2011","PSU.ind.2012","PSU.ind.2013","PSU.ind.2014","PSU.ind.2015","PSU.ind.2016","PSU.ind.2017","PSU.ind.2018","PSU.ind.2019","PSU.ind.2020","PSU.ind.2021","PSU.ind.2022","PSU.ind.2023","PSU.ind.2024","PSU.ind.2025"
40,"AUT","Austria",30.7544914257166,31.2885680695166,31.8382466442659,32.2558407125436,32.4591527907524,33.1291044148558,33.6398092638326,34.1217188911897,35.0011218923148,36.0004948722663,36.5876141007948,37.1652442782066,38.6929969088343,39.8949474399424,40.2801965268529,41.1333719569553,41.5326668395679,40.6294126531344,39.9315152686826,39.8185823584132,39.971824582653,40.2949039980401,41.1065981110639,41.4899831866613,41.9709999560604,42.8410510034089,45.0024535237874,46.3273829715303,NA,NA
31,"AZE","Azerbaijan",81.9519207942287,91.5021060298558,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,65.8198818687302,60.5012421526721,60.5012421526721,60.5012421526721,60.5012421526721,NA,NA
44,"BHS","Bahamas",33.2991274049494,32.4165890733297,30.2882025115546,29.7974013075032,30.4577842486637,31.1274324750992,31.2100609462372,32.1355167945388,31.2599125175774,30.0927158681636,29.5493538241395,29.1587908042396,29.0374539399015,28.8832446009544,29.2364609590684,29.7707593699041,30.29960047464,30.7942883785561,31.6482513061252,31.3294856596949,30.71717314388,29.952691071819,29.7358646666826,29.1985789461945,30.0673533031801,31.1417959210285,32.5599249435835,33.5656799938174,NA,NA
48,"BHR","Bahrain",34.6492981197617,34.8487191795665,34.0012267536075,34.9315631509634,36.0353693572732,37.4612626323959,39.4681082346653,43.7691814717438,45.107321667477,45.8479798873502,46.9711117309595,45.4795886220111,46.0026927360331,46.6774842323219,46.9586668825635,45.7905733676432,45.7317783768217,43.4589108964718,41.3982422695681,40.1208900363255,37.7340164189174,36.9033044777512,36.4732484110872,35.1392488925627,34.9185433576729,35.8235931063087,36.0470825454873,36.1439790587764,NA,NA
50,"BGD","Bangladesh",63.5261038602346,71.007706640176,71.1248750172662,72.2618326838395,69.5255238888704,62.9006529577493,57.5333549862557,55.9708673592727,52.7761598157937,51.3801898364882,51.1906396195736,53.7561772871869,55.5970747798952,61.3692302781063,65.0847381760045,57.8342869489007,50.1079246415195,44.6722646524587,40.2747366320003,37.1203815287761,35.637718225682,34.8625667241354,33.8306256386513,32.7985161432397,31.7122853014292,29.2285421833434,27.5116240815372,26.2727896622567,NA,NA
52,"BRB","Barbados",37.5276913984273,37.2520103542763,36.8383247803021,36.6572647054067,37.1817064447031,37.2026746581114,38.0406880769544,36.7895990266497,37.0778775629381,36.6920511350218,33.5907835746519,30.5556609819506,30.6312493184491,29.0637376071172,25.3106697167356,25.6679416128049,24.4708832807982,24.1524822983392,24.117902758523,25.5730478795757,23.1869764280068,23.0877954212884,21.5261940735964,20.2416935056484,19.5894158518021,20.1404624266897,20.0650174738641,20.2101205994532,NA,NA
112,"BLR","Belarus",36.6460481284405,39.7740225460208,41.9701544777803,42.2218669137551,41.9420816186246,42.8011158302979,43.6871444456269,44.6928052458777,44.2082580188994,43.2915539801152,41.040966229741,39.0473979086178,37.5205441785897,35.8124790970885,34.5910377726981,33.3955737011173,33.1695534665903,32.8965948213032,33.7678669635554,34.8600857045,37.4524779652444,39.4891666374768,41.0705346285106,41.8433313219957,42.6859445968326,42.3637310072439,42.0652586234446,42.2593019742828,NA,NA
56,"BEL","Belgium",NA,NA,NA,NA,22.574707221758,22.3673535203584,22.612816859016,22.8755197240737,23.0600813190573,23.2465911231069,23.5150227755435,23.6994251071228,24.6167916827449,25.5513598144622,26.4247065522578,27.4444653014148,28.1903436759925,27.9755307906929,28.1766872943185,28.4534202838972,28.3990538817621,29.0670387626205,29.0635899716586,28.9287485913225,28.8381103598652,29.1268188146061,29.101747544471,29.8453680798031,NA,NA
84,"BLZ","Belize",48.2536761186069,49.6045810520353,50.9997211578075,48.3479144861164,51.3218269837178,49.4198346936491,39.1088427520544,37.827633855286,39.0992129193014,39.5457346332388,39.7417200593497,54.1581190675869,71.0779933328796,68.472382759744,68.472382759744,43.1001206286573,41.5189294236603,38.0737375747637,36.3190088954406,32.6298998112413,34.3479471591045,32.388602965257,31.0024255322923,28.3463045468881,28.2193285000171,28.6316731187482,30.1228511704064,30.6978473773098,NA,NA
204,"BEN","Benin",93.8005807145308,93.8005807145308,93.8005807145308,93.8005807145308,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",100,100,100,100,97.761377097513,97.761377097513,95.9038827471345,95.9038827471345,95.9038827471345,97.8135011491744,97.8135011491744,100,100,100,100,100,100,100,100,100,100,100,91.074757478197,80.0234358035746,74.5284164075678,70.8285748596682,66.9284120903271,65.7342739039431,NA,NA
68,"BOL","Bolivia",77.2727609104388,82.8475816864179,89.7766538023037,94.1550655455245,94.1550655455245,94.1550655455245,100,100,100,100,100,92.2546102656139,87.6883096961036,87.6883096961036,80.9526582034224,77.548207986266,79.5124949052127,81.7053057690389,81.7053057690389,88.9957820865176,100,95.2937747558647,95.2937747558647,95.2937747558647,93.1676541623515,93.1676541623515,97.0242263748357,97.0242263748357,NA,NA
70,"BIH","Bosnia and Herzegovina",49.4897092457592,51.3375512064779,51.0350434980457,51.8706801496025,51.401195236818,50.0153799518616,48.8652318709916,49.1061091312431,48.4884775178072,48.4553407212625,47.8689892151178,46.6660413252657,46.8982153610489,47.5191157611111,47.2312962655758,47.1890480371106,47.1824965263551,46.6541027229477,45.7326018256139,45.8930522893196,46.3991308393274,46.7825984104481,47.9206463948677,48.8388089690318,49.9872212452365,51.4273934869861,53.0352670037109,50.7459212483253,NA,NA
72,"BWA","Botswana",66.5680039269178,68.2106788748611,65.4756581626297,63.3413650142791,62.7223428373993,60.0173443789238,59.5667219160867,59.8751870142869,59.8583491980959,58.6054949832618,58.2624563880051,56.4439696436674,56.2356776099744,56.3163094873949,56.3553693617566,57.564394058687,60.0810671311125,60.9579088620582,61.7969706384685,60.1046504324322,60.0961359398288,58.0724583017401,57.9446518371175,56.8321130384018,58.7160419529724,59.0376851812295,60.8882166666677,57.0643909016673,NA,NA
