"code","iso","country","FCD.ind.1996","FCD.ind.1997","FCD.ind.1998","FCD.ind.1999","FCD.ind.2000","FCD.ind.2001","FCD.ind.2002","FCD.ind.2003","FCD.ind.2004","FCD.ind.2005","FCD.ind.2006","FCD.ind.2007","FCD.ind.2008","FCD.ind.2009","FCD.ind.2010","FCD.ind.2011","FCD.ind.2012","FCD.ind.2013","FCD.ind.2014","FCD.ind.2015","FCD.ind.2016","FCD.ind.2017","FCD.ind.2018","FCD.ind.2019","FCD.ind.2020","FCD.ind.2021","FCD.ind.2022","FCD.ind.2023","FCD.ind.2024","FCD.ind.2025"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",21.4742998680843,22.9580547062634,21.0373253578767,20.9927396727998,19.7826718227334,22.2835667959568,20.7377845177009,25.7162837960405,20.7313870183311,19.3671124820502,19.5809407787701,19.4755249217502,19.3801599062291,19.4370865276258,19.487629129031,19.4569303147956,19.441179068224,19.4410761895885,20.8925223362983,19.2739268579214,20.33130765746,20.8537255699591,19.1246832713794,19.2783205206251,NA,NA,NA,NA,NA,NA
12,"DZA","Algeria",41.6092573555377,42.7085095552853,43.338881956519,44.1621981965267,44.5107905263402,45.0669604887301,44.8893429085993,45.7209963676215,44.8121435423854,44.1492607973134,44.0316911361959,42.857213128643,42.1384240498078,41.0257255875158,37.1964426837942,36.90621757339,36.9100340413861,36.5209785676055,36.2095491820398,36.0717626418381,36.4429130820597,34.1337524788385,32.9955233145325,33.8714298916112,NA,NA,NA,NA,NA,NA
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",50.8527099606937,54.5915442843268,45.1228677942751,46.3664000819367,46.0129255837671,39.6932429973958,44.5888493313891,42.2152999111237,40.8891611033766,39.345389808275,38.1779935747104,39.0130356102791,45.813838707435,43.2607592420858,44.9223403230496,43.3910554893207,43.868579215983,43.1742033573774,40.9548669098428,46.3291109161112,46.4209255863811,48.6460049069734,41.9523369879651,42.0501403962442,NA,NA,NA,NA,NA,NA
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",42.8156985085568,40.5638053516728,46.9046110021275,44.2802385755809,39.7877008883328,38.8966880059064,43.4871127816515,41.8119107753471,42.9451377916694,44.7126947556538,47.4773254591896,48.0395086390208,47.5229915928227,44.2413480473608,50.5414334298479,50.8008221750914,50.5781047202606,50.3701784314665,50.0674724918833,50.0593156699279,49.9839157084805,50.336750566079,47.8757446925981,47.779660198541,NA,NA,NA,NA,NA,NA
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",79.5436416296,79.4066681553441,80.3730164070779,80.3927996274109,78.6658509526448,84.1282716254257,82.3661924739899,90.5625766145121,90.471975106224,90.4601288349235,91.1144755470156,90.554652749623,90.8531528208176,90.3752332079189,90.7473209734393,91.3565534732,92.580370199576,92.8233751984946,93.2585496829576,92.9815297988133,92.9816154540909,93.01591855114,93.0160037945237,92.5478079255218,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",13.6107475912715,14.087601910946,14.2196318608754,14.0780816581793,17.9421076389182,14.3159462713695,29.611350894117,32.4678130738437,36.4412530498559,39.4424121983246,38.2476747301135,43.798971481718,41.8942878814774,40.9574074896965,41.9908121099852,42.8891274860306,44.1615762882317,43.8415474089754,44.2525485350531,44.3130210622539,42.7338801528865,43.3977357492327,43.5108334186516,44.5179327384962,NA,NA,NA,NA,NA,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",9.58304327271675,12.2354833823762,16.5573010048862,25.222063563321,36.9302068094499,38.6820703421734,37.4344273991799,40.0406917757879,39.2598964693908,33.814596080136,30.3956414356808,30.2842465221662,22.4238213012295,27.1706781564821,22.4660172109991,23.4702042593161,33.1027589693799,24.8817929818837,26.1062183522694,26.3889177828193,29.5923606050347,26.3460483616809,26.3460483615176,26.3460483614214,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",33.1031742066521,34.0227295169803,33.3066942324419,34.1661244028872,35.6502673811384,37.9532394470328,39.8238997123341,42.2302252273572,43.6482256382362,44.9373675548033,45.9880761809546,46.9765522834126,48.0388757841319,51.79964853574,57.8144501278655,53.4098617522102,49.3352000445517,51.5972609943056,54.4899111056785,56.8040092080517,56.3898413642981,57.0003914226032,56.244839103591,55.8288615082552,NA,NA,NA,NA,NA,NA
52,"BRB","Barbados",75.0048539040526,67.7264546587119,75.5804456391694,76.7953314837272,76.007220953823,75.5902223799279,81.3325332152269,79.7594811986655,74.8818882329769,67.0227003113697,73.6365754937529,78.3460099843356,82.5550056125636,88.3254888909023,85.5147722885185,78.7452500819228,72.8505710834215,77.8568006845854,76.9269482219533,59.7548519759184,60.7497694620295,65.8694964601215,66.6958482515257,75.9672381410461,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",13.0157813760085,15.3778961750973,16.3120097846125,12.5592905148227,15.4284500863333,14.0694925825695,18.2906426305639,14.453570494531,17.3296522661988,15.3885401034908,17.4565945158963,20.6125256426179,14.7737540740416,10.5683960702229,9.99679609515734,16.1652342088747,16.1115506236887,13.8960796420542,13.6761706761504,10.5123783304158,8.48152515846,9.27811038874252,10.2402473124294,10.4420362234315,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",15.5806711851091,18.4527091930773,21.4854817740514,26.4799941171355,28.982962860444,27.7200211638422,30.4912092514146,29.8833101066524,29.6898122206522,32.2469870410534,35.4153816230188,35.3391287021679,35.4395058140465,34.9148537646983,36.7597791027998,46.157315556512,52.214557034135,28.2411953790352,38.6494187867565,49.8747524119704,50.2157519723993,50.5906278756644,51.5515433227296,51.5319520722111,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",99.4466836063137,99.4907331490481,99.5374690903663,99.5950143863846,99.6758153954605,99.7218821340533,99.7819877908309,99.8658706750612,99.9301868423562,99.9754219420561,99.9858176404992,99.9985498183119,99.9671937392093,99.9333907451889,99.9741202826941,99.9881566654477,99.9989757584458,99.9996019190849,99.9752022807494,99.9943773252228,99.9957894966249,99.9980414307551,99.9930648493472,99.9825302029994,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",99.6338471324672,99.5930787289744,99.1092843867666,NA,95.4519476029481,98.2492372506154,99.8915843465475,99.8443041261945,99.4489264097222,99.5892302662951,98.9986728366654,98.881982068365,98.4409098001847,99.7003678279594,NA,99.0934441703099,98.7237843355732,98.8487176317578,76.8135352708469,75.0742443952007,74.7674313682401,74.6007753745479,72.708874748791,70.6964142238153,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",14.9390609758905,15.2896333679072,13.5245345358526,11.6111365980582,11.2800421964608,11.9450380787768,10.9905523964179,11.1682948127505,12.2563712454544,11.7743073686984,12.1686267772464,11.7966219924622,12.351423063419,13.6027942403069,13.267639141496,11.7668286005957,12.3301042592565,12.7487840665717,11.2599907522498,11.3166274408806,11.3702595703541,11.3985101726416,10.4116685055648,11.3185747532603,NA,NA,NA,NA,NA,NA
92,"VGB","British Virgin Islands",92.0934842515793,97.5558459418617,98.2153002301803,97.722793826401,99.4922305374064,98.4162689089604,98.3242874711908,99.3116838693566,99.2912964660127,99.3784081629836,98.7872173991708,99.1966243411052,99.3837322046244,99.3943840812598,99.4066354863701,99.4175934393811,99.6565770946988,99.2538180525115,99.1470195233766,99.8873666901013,99.8877044847522,99.8877044847502,99.887704484751,99.8877044847497,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",26.0702394479647,16.6684177938014,24.9435470437803,28.8642790406124,27.6966637811873,25.8003455050226,36.8402624207893,36.9242036711692,38.1737243236786,37.2172115809719,35.8959363527202,31.2098199839667,31.3892572552455,38.5506547685897,33.1121951548156,38.9157650633744,38.9144708708546,38.9128322077329,38.9039882345426,44.7336546563639,34.1576636093637,38.9416811177412,32.8188584951173,31.577915146042,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",72.8936082368757,68.5261018198391,72.2316571969321,69.5884257830214,70.5697705455336,71.3970360256552,70.184216331308,75.7720342132912,74.2061425375743,83.3207909779386,75.0709811600334,68.4891396081794,68.7882609333978,67.049920410448,54.5256883456212,55.8963653893739,55.5480610390999,54.3032520094089,54.3505430492983,53.2352583107199,52.5689944921319,51.9199671627694,49.8063327362306,52.72572950533,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",35.4559139076908,36.0040636521233,37.9402746000393,39.3524993053722,46.2294410659836,42.0701746530386,39.8511400317169,43.0556716622323,42.8362245384596,47.2290633802223,41.9974835038858,44.096379875614,42.5822978837177,43.6519358870338,45.0141861479686,25.2970310327181,28.1281568692379,21.6786317532903,23.8980204397609,39.0115852550939,39.2198220223965,34.9410783585119,38.2005290843548,34.8172119676777,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",94.2851018719558,94.3234204263414,94.4213050826139,93.1299274855397,91.690574167884,91.6540353805216,91.5265851316888,89.726590310326,89.7168804449192,89.3993695942828,89.2006425923354,88.9223141059836,89.3416549362712,88.3025717500515,88.1475584794512,87.6176654676209,87.5155114237877,87.6164186715477,71.3361306853503,87.9287321225596,87.9229110362059,87.9342926999034,85.626114722543,85.908588523092,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",67.2586698891367,69.0298899209447,70.0215077618232,66.5563682347252,66.8267286870636,64.9473553123565,73.7688015820557,74.4312364394006,71.4985257749882,80.5062772995313,85.5760531314331,74.4134098633744,78.8920923146708,80.4921263656306,84.2931840284828,84.635916491892,84.4830777854767,84.3874255066232,84.7574942209038,85.1635857576668,86.5577279783646,88.4237786706908,88.9666418160968,89.4536953771066,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",57.5333177475664,58.8189219093328,62.1450234056196,61.3354905241416,58.0709794402177,57.2234343355745,58.34772847514,58.9969579369395,59.2249173458006,60.7185627003547,60.4641269288371,59.6103811812238,58.6820898897771,57.4624998284673,62.4249052037998,54.9736338742188,54.9174654468057,54.4341625879295,57.0132673035565,57.0807665520592,63.5638930739928,50.5602244380785,52.8113845519139,54.715807621035,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",48.2453875710111,50.2395991867295,53.2590023623832,56.7563672481863,59.4686849277097,59.4686849277097,60.0026443476608,60.0026443476608,60.0026443476608,60.0026443476608,60.0026443476608,60.0026443476608,60.0026443476608,60.0026443476608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",71.8819784278272,72.7665891030371,72.0964935570928,82.0540284069987,80.1594951547414,76.2004374229563,79.0454387068577,78.748553217629,82.0323130027875,81.0913899058184,81.0231089861022,80.0590477418674,83.3628000740307,83.5885601021907,84.5715115882005,94.7786446408471,91.8341043392207,90.2428207500149,91.3036540129441,93.5266346295191,93.272927134046,87.5963769368271,87.4059874056934,88.1092526119435,NA,NA,NA,NA,NA,NA
156,"CHN","China",76.7375954920067,77.4755168269777,77.8355648684465,77.7237983785007,76.8409200446982,74.612120715799,74.059163621879,74.8435741476871,75.3217906492664,75.4418731056326,75.5333904162661,75.1583472796597,76.1196766499433,76.023100223583,75.2036472813261,78.2820216418444,80.4051682885154,80.6022301942627,57.6563955133195,69.809837073833,69.5189666184451,67.6698023943655,66.3255990815668,66.3214742387915,NA,NA,NA,NA,NA,NA
170,"COL","Colombia",37.0320923337218,34.8869021617024,25.4634367191944,37.2111372889591,32.7962166816671,31.3829250971014,57.645106365854,31.4311157794304,30.1454394699141,53.0368560233871,45.4578647210926,47.147947719691,39.2076980656903,34.2511366021695,61.5114349218096,58.4091279379435,55.5428773351282,47.16218216798,46.7718883006222,44.6775877138124,55.1867448223637,37.0578705034245,52.70932325436,39.3568806261129,NA,NA,NA,NA,NA,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1342296284702,NA,NA,NA,30.445670595042,14.3989704312644,21.3817907836403,11.7259356974057,11.7221898556926,1.43786067113899,0.32580056698589,0,0.0725320474254403,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",99.9997511665091,NA,NA,NA,NA,NA,55.0212051671515,42.7683207420507,27.4173348198119,23.4802451025284,27.0808852836917,22.6715012173031,25.8732231460062,33.1721811467452,31.2409598667502,20.5772497426897,19.2354404550568,20.7561805015508,18.8169026750599,18.308302119574,18.2016422864789,15.786454058031,15.6606735029374,26.7728708298021,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0,5.76384983864916,6.17097401811428,8.09216763641911,12.6376782012503,14.6462472035377,14.9944271357864,13.9242549486293,4.17654644565826,5.17185786306948,2.90380518321174,3.96564305591457,2.57389604053938,1.30294631942806,3.82754009342771,0.621171379555079,1.49005680914085,2.07595125208711,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
384,"CIV","Cote d'Ivoire",58.5243903215647,60.1522912504861,61.8741438991531,63.9623295160973,65.1275833277719,66.2051783538659,66.157740075107,75.7578637276936,75.8960410965917,66.0242915181829,77.5588082464391,77.5134070716182,77.155420491521,73.3824074578871,66.8701672677534,69.3965215743706,73.1725315871745,72.3961206984182,63.0080441058536,63.9732327440378,61.6496735142741,65.865846020804,65.8697796377469,59.4557241310996,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",34.7156625636492,34.8436106534699,36.7725231425917,42.1168900931085,44.1710907634455,43.5414547482596,51.5553914069637,42.8108983119733,39.4814546417297,38.0317260117517,39.8145100691149,39.8865504092644,43.335766112923,45.9880910586739,42.9818808553292,48.9253520005115,47.6172913489442,49.8050639711012,47.9182307828488,67.0147326556907,66.5004609332619,66.6565767264344,66.6093322409442,66.5661523454306,NA,NA,NA,NA,NA,NA
