"code","iso","country","BCA.ind.1996","BCA.ind.1997","BCA.ind.1998","BCA.ind.1999","BCA.ind.2000","BCA.ind.2001","BCA.ind.2002","BCA.ind.2003","BCA.ind.2004","BCA.ind.2005","BCA.ind.2006","BCA.ind.2007","BCA.ind.2008","BCA.ind.2009","BCA.ind.2010","BCA.ind.2011","BCA.ind.2012","BCA.ind.2013","BCA.ind.2014","BCA.ind.2015","BCA.ind.2016","BCA.ind.2017","BCA.ind.2018","BCA.ind.2019","BCA.ind.2020","BCA.ind.2021","BCA.ind.2022","BCA.ind.2023","BCA.ind.2024","BCA.ind.2025"
180,"COD","Dem. Rep. Congo",NA,NA,NA,46.1977242960276,46.6783724034202,47.9534414683434,48.6209980393247,45.0103728718586,34.7891658347184,14.8015780623356,12.7367329817253,11.846763383538,10.7566193310257,9.98739026913722,12.2510089096633,13.1011845749692,32.8818135834761,42.1591465258085,42.0297273885662,40.3342762115166,37.2960902229632,28.5913554496301,29.0186866556716,27.4506769837657,18.593747660674,2.95713820539576,9.92706220521656,14.6664179965678,NA,NA
208,"DNK","Denmark",NA,NA,NA,78.2849092536099,93.0091319432446,99.4830854374879,100,100,100,99.8179650550151,90.2037692842838,80.8100303972143,74.203741604313,72.5789673758052,74.0070767629483,79.5438836968817,88.9415818440958,96.6608586809019,100,100,100,100,100,100,100,100,100,100,NA,NA
262,"DJI","Djibouti",NA,NA,NA,45.9161116423236,45.0156642995574,44.2602408697152,38.2431072533144,36.4999662081754,37.8788205182389,35.9102117217752,35.4081877068449,36.0206079981947,33.7843224198643,31.606376200995,31.658630405734,38.326678313608,42.6607421962046,47.7814649469754,53.3281776616911,55.8292942059468,57.4315845193927,54.6166372988834,49.4188090456955,45.4252038121124,39.5464593420429,38.5159184757069,37.1474789019111,37.0220071426178,NA,NA
212,"DMA","Dominica",NA,NA,NA,36.3067423605272,37.747859453171,37.6990936874608,47.3005054056475,54.225040409323,60.1965855070944,62.1788129682582,64.4888131507549,57.3321579115387,51.750990980082,44.5128489581737,37.2827362999381,49.7682056443963,62.4090332407757,73.0576973790032,83.9012257740888,91.2466311600556,95.6609901892152,81.0741630682778,75.7470678330049,65.221664232061,50.6596057483519,51.9475744515611,51.9280631778414,52.4306756446908,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,16.9582835776713,15.4648642377078,19.5587637823722,21.327133464137,32.8804879958409,35.9869570625359,35.3941321880773,30.7581173079233,23.4536817418783,29.2803884851864,37.1438376676952,39.1071461856604,45.8725750589589,47.6543844042906,55.6540370344706,64.0633637783817,60.5582730041388,50.8196899752928,42.924781745835,36.1572812945419,27.7396674435588,24.6043739912384,23.5975270321261,25.4381200267154,28.8824747597568,NA,NA
218,"ECU","Ecuador",NA,NA,NA,54.6683588113701,60.1734176469951,57.668629794308,60.2038619104631,60.8556980679515,55.6383955731383,47.9326298966904,34.8710189834643,23.5661078469227,13.5579709287529,16.1362023773117,24.9655678136651,28.9710398997978,28.2960443330252,25.7914102423453,20.5258588393905,17.0151960248083,19.4713455034272,21.8155659052628,28.4465489085819,38.5637768196769,53.9920712760843,65.5236394524087,64.8261875790718,57.5676522408894,NA,NA
818,"EGY","Egypt",NA,NA,NA,0.756938600366212,0,1.76089853593611,4.64715657996868,11.1379928876695,16.0198522133483,20.3129846721149,19.9993360647743,20.3231285630485,18.4755692892773,12.8207652526093,7.93996930806033,5.12004979751845,1.475942042261,4.28057653896546,5.63598798968066,10.7388482040217,14.4119413334077,19.9107180258068,27.6088923340232,38.8467109096702,46.0942990345167,46.8364723921161,46.5043579888518,46.6407435936186,NA,NA
222,"SLV","El Salvador",NA,NA,NA,22.0901853930458,27.6969241506555,30.0059769636189,30.1102104845451,29.151070715256,26.9662416332333,20.6835107405103,16.6593616219471,21.3465358586492,24.891305293364,26.7757436130121,32.2004627006633,42.9308089657984,50.9870820851576,62.4876023586897,76.3601528562776,79.1703615858346,74.7202662488593,72.9711063857143,70.6736119865621,63.9966303483542,61.0982726889493,55.7935686664567,47.3427426827848,44.2931921276069,NA,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,8.57767048313944,2.77346718064523,3.06266461265521,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,49.474388821475,48.8726771062037,48.7389227282016,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,36.7231477313547,12.9689249981307,0,0,11.2624093564762,19.3903585290227,27.7209988371365,30.396935834713,19.4941008453691,18.0250344142227,28.282515014652,29.2463128239857,28.868204868386,32.3857725442787,28.2384178955587,28.3889378308678,36.1861233064264,41.5597981023284,37.4558728941258,41.6062599440073,64.9847550599581,77.5492811853352,85.8411307651143,90.5705949034053,90.0243428292199,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,60.910198132111,62.8072058565799,64.1539532476862,70.2047562129658,74.8519637243105,76.1954560610824,76.3455135880481,75.3101372658774,71.6656956321274,67.6816092119378,53.6889325219515,51.6747319743921,47.3538250059193,46.7252927909968,40.9451647817665,39.0202583167557,38.103130015565,38.5238023577558,47.4054433387289,57.1079451540579,55.1914773422558,59.8671371949851,64.1329991787401,65.2244170215029,60.5458160816965,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,11.4177146928755,12.3316200126458,12.6421649883102,13.2162671460802,13.6402187431993,13.9018776554808,14.4308416461727,14.819737716993,14.4097712430444,14.5832418230798,15.190205477705,16.2766626780851,17.1550845508953,18.0296560415573,18.6302690800153,19.0228621293218,19.8936196587587,20.192004724614,19.8512773028584,19.665976405654,19.451836077906,20.896740368765,23.2123897189147,25.4194146437141,28.4014834766392,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8575911347437,54.7547667587622,53.5409348133163,52.3193576297947,51.2381470738585,50.4296395962112,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,67.1589267438845,75.0058949725994,78.0729809676129,84.3270091068189,87.4160084621101,78.0921543361779,69.5952375132002,57.9510011405209,53.8086054380008,51.1861778378566,50.3667282322934,47.3471178341944,44.3211282176736,49.8761803039164,55.7999290334331,55.1975602070797,54.4510277877757,51.7366876976902,52.7404769912936,53.1006884057905,59.498261596521,56.8565517012834,57.9706476713868,61.17707418113,62.0786857402723,NA,NA
246,"FIN","Finland",NA,NA,NA,73.5255014967019,79.7347063991718,86.5736535399863,90.8426004700912,90.8933441396647,86.941375310049,84.7491959837718,79.9609088934334,74.5902100919758,71.8127507195556,74.0584982316368,73.5019674816889,75.7173468143557,75.0705670930566,74.5578885329459,73.1450514913631,68.6555050124447,71.3962294077405,84.5960311993313,85.7261563764843,89.4626310848013,92.4706854364257,93.5212174109358,94.7743173759233,96.7315151556793,NA,NA
250,"FRA","France",NA,NA,NA,64.5435196994426,92.0699062231766,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
