"code","iso","country","LUF.ind.1996","LUF.ind.1997","LUF.ind.1998","LUF.ind.1999","LUF.ind.2000","LUF.ind.2001","LUF.ind.2002","LUF.ind.2003","LUF.ind.2004","LUF.ind.2005","LUF.ind.2006","LUF.ind.2007","LUF.ind.2008","LUF.ind.2009","LUF.ind.2010","LUF.ind.2011","LUF.ind.2012","LUF.ind.2013","LUF.ind.2014","LUF.ind.2015","LUF.ind.2016","LUF.ind.2017","LUF.ind.2018","LUF.ind.2019","LUF.ind.2020","LUF.ind.2021","LUF.ind.2022","LUF.ind.2023","LUF.ind.2024","LUF.ind.2025"
36,"AUS","Australia",NA,NA,NA,28.1384322805029,25.9563855289163,24.7784397960582,24.7711548234747,23.3192426788561,21.9201578934605,23.2097183058705,25.0280185259224,25.843875442299,25.1214989477099,25.4311800151946,22.9176651620947,21.6819238210412,21.1196897144477,22.1137312867224,23.3685353181842,23.9273823826083,23.3172023991054,23.3303514176015,25.9043398432534,27.2094677756487,32.8862547974661,36.9704230532073,39.7369706457097,42.3517845675112,43.2832653113344,NA
40,"AUT","Austria",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
31,"AZE","Azerbaijan",NA,NA,NA,32.4252479905492,31.1934682087495,30.4023966739361,29.9005902458545,29.8170373123227,29.8700915352036,30.1588392473939,30.9705734138219,32.0389164589186,32.3110727951791,32.7543138808945,32.9530956126884,32.8066035773567,32.0586310101821,31.5657968509819,31.2115341139553,29.6599449502682,26.7750254411538,25.4035547807814,24.5578036765105,24.0846364421102,23.7362555550545,23.6564083420873,23.9479904073161,24.0138015807244,24.2009172998391,NA
44,"BHS","Bahamas",NA,NA,NA,94.375769475892,91.9830348075561,93.2617724813238,95.1351841437595,97.9508885343175,100,100,100,100,100,100,100,99.8045916686693,92.5223640811238,87.5860794448941,84.1622414062599,82.214644930133,80.1313035054117,79.5434435520256,78.799684402791,83.4781683707249,93.0318009848738,100,100,100,100,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",NA,NA,NA,32.6980903000495,33.5860421491266,30.5359146502406,28.2748891634876,27.5432938174263,26.5625109499919,26.5977761428029,28.974387443147,31.733052756214,34.2106909772182,36.4419626141536,38.5719958366223,40.1039952726082,40.7560206529558,42.8397547207966,46.4076005062908,44.7947567082735,45.9155337787602,47.5777160406493,46.2309690287971,41.9370246826155,39.0622797374705,37.7086806543822,36.5809059566555,33.4896955439173,30.2886851744792,NA
52,"BRB","Barbados",NA,NA,NA,35.9198519817937,35.3884997082311,39.3325872593929,42.1664983912486,53.2232970150173,61.4535274607099,97.1457781428023,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
112,"BLR","Belarus",NA,NA,NA,34.0273187374133,35.5286182900061,36.4212844984266,37.397349066343,38.8432930494993,40.8208874461062,42.2289616559023,43.7123431986369,44.9951929657941,46.6020265497381,48.5404339160846,47.2130029163168,46.2556802275339,45.166503824867,43.789514646188,43.1320992015644,42.4968321926245,41.4792401220782,40.9011183549294,40.5908297986179,40.5197243662163,40.6064579932335,40.5573230284777,40.9095547793559,41.6521168923885,42.2642497530468,NA
56,"BEL","Belgium",NA,NA,NA,24.5390975251649,23.6906159039786,25.8750176192362,27.2225164105971,30.2923518003503,29.5616747226936,29.7100387363759,30.7121579073467,31.4185149406568,32.2634317752706,34.3656124274913,35.2151471459558,35.3192246462268,34.6706756398492,35.1081232420004,37.1870428421081,36.106004054505,35.376771647222,33.8212257254216,32.2636892850249,30.959085744797,29.6638836743002,28.3818151259462,27.7332244562763,26.9535539451859,26.2790964384956,NA
84,"BLZ","Belize",NA,NA,NA,16.3026909593887,16.7528293052981,17.4866555355257,18.4771070393147,19.3803336335373,19.9854116021752,20.5662899877025,20.7741014710233,21.1125398143176,21.5594447535689,21.5277032635045,21.4240380879233,21.6186166539995,22.0191345935938,22.0050660748077,21.0081223339861,19.4992918515356,18.8364007667825,18.2772069662531,17.9428015082401,17.475975014102,17.2096162603969,17.0911852935826,17.0247153434447,16.5875500774642,16.8027607116343,NA
204,"BEN","Benin",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,13.405212876034,14.5464288439143,15.3971636840026,15.6020917990403,15.7175814265342,16.7256309069749,17.1968076283908,17.3887447647869,17.0883694567051,16.9156179348445,16.9458097709965,16.3671664099651,15.8040826135819,15.5121706481016,15.7964831502699,16.6872059763658,17.3570987115368,18.3523801923105,19.8402807513132,21.5548826283491,23.4213452001786,26.2446603507054,27.192145258091,28.9297721191194,29.9501671575177,30.0621770486668,NA
68,"BOL","Bolivia",NA,NA,NA,32.7683356544416,32.0602772587147,31.3399750865634,31.028353143566,28.9065964863562,29.0165326327503,29.0198147104228,29.2750473486569,29.6603717331094,30.3624292031738,30.713818248467,30.6942290425088,30.7103563891001,30.883134142474,32.8671139160155,34.0569071292476,34.9349873800965,35.7556557684264,35.8628455717596,35.8539042825481,36.2185212320781,36.4901320938198,36.5309849966482,36.4101828926024,36.1943203668125,35.5981710984763,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
72,"BWA","Botswana",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
76,"BRA","Brazil",NA,NA,NA,18.9364805482322,18.4794996005916,18.1397059497218,17.7212479830926,16.650533150207,16.3493582190611,16.2119477874494,16.2024127062899,16.3328989160217,16.7278541794861,17.2718762497471,17.784423531188,18.3118148990264,18.932486577583,20.3466076661961,21.2664840837573,21.9460408154719,22.4731852496874,23.0041581372265,23.3647230665627,23.5108040813054,23.4020836827726,23.063162172798,22.7248422855602,22.4985673309089,22.3366364267008,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,23.8788155393497,24.1734587607171,24.2530606415135,24.569132937109,24.7513842049852,25.2808531685165,25.6400875234965,26.2155370848797,26.5181541067079,27.7755983333556,26.7721627441943,26.1326299255605,25.2994871558172,24.6667545657377,24.2449274642873,23.3756782012311,22.8133872247809,22.4206187633944,22.4566074622627,22.8521115378163,23.9142415046298,24.8282781385235,26.1673823665257,27.3462614001659,28.5147609565987,29.9065756634004,NA
100,"BGR","Bulgaria",NA,NA,NA,51.3189623902024,58.217120860853,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,15.6317129162067,14.807491355643,14.0272256323189,13.5672838297766,13.0341824035944,13.6035890971594,14.169244102499,14.4275439561353,14.6854923998175,15.1889863402705,15.4912312595024,15.8847169439278,15.9837133034043,15.9982615476193,16.0616747386019,15.1817568520918,14.5665170761936,14.2000935421696,13.9413524185831,13.7464426690265,13.5498283290805,13.5259430257312,13.9673426076123,14.0514838295042,14.1666753938935,14.3609458668674,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",NA,NA,NA,16.6294695752409,17.3427937824395,17.4368541843916,17.2498338162466,16.7774598239354,16.2213496611541,16.1373229119041,16.2437258103894,16.5473031085075,16.8568672385213,17.2715201939564,17.7900363652134,17.8717432957678,17.6393604814158,17.4214490834102,16.864614254012,15.8608306639971,14.5280958003188,13.3239518630406,12.1045287027045,11.1874107088844,10.5978687827735,10.6956862498468,10.8127170553283,11.0168960178092,11.5139352784013,NA
120,"CMR","Cameroon",NA,NA,NA,37.3897732250393,37.0944902435495,37.0266383751095,36.6331822920022,36.3358254039742,36.2587656400394,36.1882710160331,36.4097518750394,36.2363365846571,35.5615281259676,34.0308496407859,33.3770141753178,32.9532677348432,33.0673338706376,33.0694085373204,33.2830020415675,33.2075993674214,33.2119896290342,33.1512272111175,34.1545533282433,36.1781606428208,37.1304465515905,37.7815297998402,37.8697475409786,38.2948645291511,38.3294328888029,NA
124,"CAN","Canada",NA,NA,NA,49.0833565024382,48.8563421312032,48.569321058618,48.5206352430586,48.4795368985872,48.4583417371576,48.5266673511926,48.9210397186438,49.2953812772801,49.6607239491739,50.4297356641502,51.6802754559498,52.6017672765676,53.3632120377789,54.1136694514876,54.7652065592281,55.3428120977215,55.8849772465715,55.9174605043419,56.1173038482074,55.9642739541165,55.5947381923631,55.6069023883679,55.8686903279721,56.0268767718706,56.4400930985339,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,65.479224124716,64.9412667845156,64.4451549361381,64.2315847301657,63.9765457634312,63.8953459653665,63.8824060460341,63.8645733667872,63.9048335674037,63.2334696597667,63.2549404504878,63.6446353424846,64.0136084552766,64.2387749985589,64.2309987345139,64.4057643700145,64.6001785136331,64.7270105560379,61.2576962361899,56.8691116795634,53.894280581393,52.1854668698154,51.0902673902512,49.425644847821,47.4449795490865,45.2936642359225,NA
148,"TCD","Chad",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
152,"CHL","Chile",NA,NA,NA,59.270302807506,55.5087942407688,51.6862988394823,49.2261559419039,47.191943321806,45.4220581557883,43.7296114579663,42.5469592373603,41.7545222470051,40.145616025988,38.953703331164,38.3181893014593,38.1621780807,37.5842079505188,37.6904153277176,37.4668314689972,37.4883437774991,37.3093004950446,37.5138790443463,38.262876547017,39.0751569120003,39.705351478846,40.7958658663431,42.4146614641219,44.3334617810523,46.964186034272,NA
156,"CHN","China",NA,NA,NA,19.910319897029,20.6479792449128,21.5931595135043,22.9138205207761,24.2867459718554,26.1664010679754,27.9212845202456,29.9779455035781,32.6101855780088,35.817541520829,39.0083072587511,42.4475751173093,44.8071668231931,47.5558412144535,50.923878027437,56.9816295728035,62.0660378093337,80.7104146808006,100,100,100,100,100,100,100,100,NA
170,"COL","Colombia",NA,NA,NA,39.8560352133062,39.3516882841116,39.7301022935099,39.1666694586011,36.679454737122,36.2923343359644,37.4414015649289,38.2348672208805,39.972936664058,42.9005200906179,45.5443812228783,46.686858456956,43.8102077831142,38.3937455443302,39.0003729231963,38.4264550436585,37.5543900459527,37.5549606256414,36.1879454053354,34.7297030791888,33.9372737127835,33.3754495373277,34.5110576648575,39.121454656205,41.5319487959614,42.7503195335734,NA
174,"COM","Comoros",NA,NA,NA,45.1170198530523,44.4209362877017,43.692524275394,44.1292363126486,44.7046402743174,45.9112317881535,47.5431454009409,49.5891555171322,50.7779045062234,52.1471928836307,53.69824918778,56.119294329642,58.3237227738413,60.2174313169189,63.0092057006055,64.9015278894074,66.4295156591896,67.7183406499762,67.9000441735859,68.0311266482361,68.2851373613017,69.1471914088237,70.2224956986509,72.3301340049852,73.0437904726258,73.2244279419468,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,37.4016815694035,37.8664976361272,37.4227926725156,36.1336062584669,35.7025373500489,38.5840914131187,40.2755942530256,41.6315742963423,41.3325119201747,39.6716620410623,37.9191471367423,37.7340762212082,38.3469627463797,39.5160485279385,40.0388923355334,39.1001048444745,37.6834007265843,37.1540006561216,36.9999269980057,38.7539480718183,41.057293501006,43.1366414158991,45.2874202587649,48.6226615230444,52.8390290133303,57.3216455620715,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,14.0142893517978,14.5779130154362,14.8212306623195,16.5866593595728,16.3883813664481,17.3571946573227,17.4492799931244,17.0238028005766,17.0967536875815,17.5463138474529,18.1129744738884,18.0208817834162,16.5961403099255,14.7923181049481,13.8265329224577,10.7349286714897,10.5167122640562,9.33909463825101,6.81979464919199,5.66268608136654,4.53638122273657,3.29940595091672,3.43924907488132,3.56916022300381,3.74356005877645,5.12667598548776,NA
191,"HRV","Croatia",NA,NA,NA,33.5834630459924,36.9573026765146,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
203,"CZE","Czechia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,71.9809459384233,67.7158480785776,69.8203329321856,99.2989835135434,100,100,100,100,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,41.5837830821395,40.6769565403427,40.0871405678839,39.5273161215069,39.0840370503775,38.8821494710902,38.740893628274,38.541246419724,38.6311676210062,36.9739352724093,34.1305756300547,31.140388333386,28.0485341406222,25.5996229131646,23.4741212703041,21.8830723178308,20.7465561109714,19.6061210468123,18.4958983480518,18.1765016432909,18.4864981255261,18.9968162785497,19.4412707297299,19.7345632013032,20.2677879080541,20.5603700598103,NA
208,"DNK","Denmark",NA,NA,NA,100,100,100,100,100,100,100,100,58.3480931188405,39.5102933620908,32.2261159338618,25.1295448400837,22.4107729484182,19.5819885820412,16.6107155013064,16.8040582059729,16.2875981233324,15.1696412595307,14.7436460361584,14.5020061294467,14.2851255223149,16.0444275154362,15.6537238883285,15.6554746712878,16.2815362193096,15.9045332023438,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,69.6423143291674,66.2110322941525,65.4769997054342,66.6615558545687,70.2886625059107,70.4253329056853,71.7728484064837,65.536372087217,67.7060984210759,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
214,"DOM","Dominican Republic",NA,NA,NA,37.5674169976705,35.4580519945627,33.9055272604424,35.0356281170193,35.9182153381494,40.3574845692516,44.9885463942717,45.069122084509,48.5254500471139,47.7004182150456,60.7662740745303,77.9262631972775,100,100,100,55.7209178698048,49.4822035928645,47.2544479872121,45.698915037252,46.5335313833453,46.854615507975,47.3877268239942,45.5883854514162,44.7582276621553,44.3829481624095,64.5195750436821,NA
218,"ECU","Ecuador",NA,NA,NA,24.7977523761094,26.1737404353223,27.2519164009182,28.4231251665606,27.852735931258,28.5782228515229,29.4691329189407,30.2291127006137,31.0204349342362,32.0928198352098,33.5864339456548,34.2010367338185,32.9009750734283,32.8362202086348,36.3599415735564,33.2016817962354,32.5102075368375,32.084666927291,32.9296637675618,32.3973900376401,31.6457837784929,31.5964196310766,33.0275524587797,33.1184309962877,34.9982700439984,41.6995934293974,NA
818,"EGY","Egypt",NA,NA,NA,0,0,0,0,0,0,0,0.582333922458787,1.53742371183422,3.22336227589844,3.24261622965473,4.13941622119108,5.15860698706075,5.23592175419044,6.26943982538826,6.79679882892269,7.88878156682517,7.60573292935213,7.13665482812249,8.27723082217771,8.50323727215412,7.22744054220108,6.70781428957083,6.3955631219295,5.43213860771721,5.01855979517846,NA
222,"SLV","El Salvador",NA,NA,NA,10.3587264257996,10.2760719098497,11.6053507423549,13.5918630339564,15.7933147512441,19.7229688006743,24.3277980597481,29.1896483207098,40.1302068548562,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,51.1760715835515,48.5888276150689,47.501612371846,45.0429709007068,44.4445359437893,43.5071674555425,42.7637937625456,44.0222822276517,43.4882755326611,43.9408185750918,43.132580407737,44.2608562029154,44.3674524994152,46.2727078056469,45.9298283809891,47.0234275581063,46.6535427168643,46.5493695674045,46.0129084455654,46.2300276461263,47.5391487894255,45.3322448579266,44.2764437444972,42.2269466349217,42.1667387839814,41.296176749781,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.9438678422531,85.8798009040579,75.7695082699696,68.8287655441728,65.4630904739257,62.7323723814001,62.2086112209259,NA
748,"SWZ","Eswatini",NA,NA,NA,38.6451979181759,39.2045746977782,40.3612641589151,41.9727329345688,43.7890371154504,45.2164315078588,48.316965743087,51.3322810036729,54.7848291244511,58.038821510446,61.8683801507009,83.3002455332948,100,100,100,100,100,100,81.6901105769541,76.0890694329367,72.8742860029249,72.3499324643259,71.5167019928125,73.0634211378134,70.8152771870321,71.6649595733485,NA
231,"ETH","Ethiopia",NA,NA,NA,47.0411799228039,40.5441254452206,37.1657223404119,26.2571937897657,18.6114604383832,13.8471213152821,10.3076945550168,7.31378208813102,5.26880039068944,3.43932525013616,1.604997973077,0.2769733858172,0,0,0,0,0.444670794871499,1.6862839231154,2.7006999299583,4.00812843504875,5.48909525518035,7.23427339479937,9.07223465769142,11.2873023823393,13.5493184017243,14.7222059020911,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,38.1461720884879,42.4594711797773,46.0442258427466,50.0433357262252,54.5455802098921,59.7232986092338,66.5828542549764,74.2586990923278,72.6541776232931,86.4676539714186,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
246,"FIN","Finland",NA,NA,NA,52.0382062832213,50.9305524638179,49.2111386804675,47.3330333040721,45.9397700571633,44.3818083358943,42.9133872760624,41.722759487682,40.789297840397,40.0689724429279,39.6766993425593,39.2142117294564,38.9322367627801,38.7192960064481,38.5370479575736,38.345762931544,38.1271051426027,37.6965872970053,37.1955860478894,36.5620784010117,35.6989378993788,34.9386706588442,33.9588671416116,32.9298014037738,31.8482912391373,30.7800295737192,NA
250,"FRA","France",NA,NA,NA,70.6072850513361,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,52.5951416028716,51.5991381708867,50.9304362588697,49.993860250616,49.5877215344174,49.3657768650823,49.0468829658349,49.1988291138937,49.4817287639958,50.1479265959582,50.7594326585645,51.2147290796874,51.3389756298482,51.7338828505171,51.9955695688422,52.7184840301683,52.6912139487806,53.0401283364379,52.9263995620219,53.604237284894,54.5121356887488,54.8074731874544,55.3296042368905,55.5278641681514,56.0489298668053,55.8317001212671,NA
270,"GMB","Gambia",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
268,"GEO","Georgia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
276,"DEU","Germany",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.036952978911,87.9556391664599,83.3351056704863,79.8453863349514,82.0004129354011,91.3686455815622,88.286208522242,92.3160835941984,83.8734541975002,90.5978145728664,100,100,NA
288,"GHA","Ghana",NA,NA,NA,19.038776875667,18.7118082943408,18.0358106988821,17.6566626628532,17.4286190209103,17.9016016466556,18.5955466390261,20.1413173385101,20.7368175791101,21.1910954463109,21.4036906708416,21.4144704981832,21.4465956914904,21.5255421529155,21.6471896223233,21.5836260924753,21.6745567338211,21.6655030368391,21.9031330771409,22.1571874869915,22.621939443639,23.6575209679648,25.0934427862846,26.6397511096682,28.4269626138107,30.3590137897517,NA
300,"GRC","Greece",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
320,"GTM","Guatemala",NA,NA,NA,7.31587638952185,6.5037864009268,5.65761224704531,5.41885015725605,5.46714548252851,6.02748863175182,6.35383932181009,6.49341562330335,7.56785981152834,8.64805729360438,9.80253335167383,11.1164541685964,12.7031124764414,14.7721417785763,15.7846625129228,15.0521088030801,14.6616640780032,15.3619334983967,15.9636694036202,16.2239678436036,16.3266474408019,16.51837054357,16.6987558341368,16.6805886852194,16.9165783521083,18.3609671936424,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,28.3957064742027,27.4460387947822,26.7570435654511,25.9654551469,25.0385800099418,24.5887364943788,24.09585148948,23.1968414330539,22.0827232475984,21.6333567997286,18.5044869750685,16.9622410103433,14.423321353,12.9917102050646,11.1975839825285,9.50970137787853,8.53925794958273,7.6762288333526,7.01832453410422,6.53910403729803,6.92065586501373,6.91857108771173,7.80578969616671,8.12884687647879,8.90223884817985,9.66349119766376,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,17.9954366747406,17.2234519823689,16.9652940185022,17.3445062672024,17.4792190251112,17.6199467592511,17.7247699271558,18.518459005274,18.8330528149043,20.4233571202588,21.8956737106115,22.9037129734238,23.0567715807544,23.0365579661356,23.2958132970191,23.4034925535417,23.0987839926199,23.2130283697614,22.9030700945553,21.8394218233269,21.63133154448,20.7543537066931,20.2658319776355,19.3733983678354,18.4114993676058,17.4521190994934,NA
