"code","iso","country","LUE.raw.1990","LUE.raw.1991","LUE.raw.1992","LUE.raw.1993","LUE.raw.1994","LUE.raw.1995","LUE.raw.1996","LUE.raw.1997","LUE.raw.1998","LUE.raw.1999","LUE.raw.2000","LUE.raw.2001","LUE.raw.2002","LUE.raw.2003","LUE.raw.2004","LUE.raw.2005","LUE.raw.2006","LUE.raw.2007","LUE.raw.2008","LUE.raw.2009","LUE.raw.2010","LUE.raw.2011","LUE.raw.2012","LUE.raw.2013","LUE.raw.2014","LUE.raw.2015","LUE.raw.2016","LUE.raw.2017","LUE.raw.2018","LUE.raw.2019","LUE.raw.2020","LUE.raw.2021","LUE.raw.2022","LUE.raw.2023","LUE.raw.2024"
72,"BWA","Botswana",69.5182933333333,-488.508906666667,3569.78634666667,3774.53066666667,1817.96688,1188.54053333333,-476.6864,-872.373973333333,922.876106666667,4572.11018666667,1062.71877333333,1624.38554666667,-221.52544,791.875893333333,-23.3885333333333,-278.854826666667,211.534933333333,3832.06768,3792.45984,2309.22378666667,3510.93029333333,1417.49168,2129.37024,5499.67621333333,1462.3024,434.892373333333,155.06048,339.298613333333,99.5264533333334,139.659466666667,241.152266666667,353.856906666667,493.626293333333,500.844373333333,588.2552
76,"BRA","Brazil",1420775.19802667,1482140.05322667,1548092.90816,1545522.69765333,1915549.38592,1865906.50944,1801244.15194667,1881992.11674667,2085072.95632,2104266.22186667,1942935.23333333,1880328.25770667,2050404.39594667,2893172.21114667,2311408.69093333,2049044.05045333,1814011.61642667,1707939.64693333,1566945.72704,1411507.19552,1311767.91264,1251950.08373333,1337313.44277333,1369607.64565333,1391229.50810667,1402927.56090667,1331641.03338667,1238099.82176,1256796.79850667,1287857.12496,1403685.01962667,1542591.53429333,1633737.82117333,1571441.83365333,1537458.38021333
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",1269.38058666667,1114.71093333333,1276.7208,1284.09765333333,1276.84293333333,1143.29013333333,1310.25861333333,1358.14709333333,2030.772,1063.36608,1024.35669333333,1049.29632,1020.21637333333,1138.51472,863.323893333333,870.52976,886.077333333333,1141.21386666667,1172.6632,1742.57397333333,1480.35370666667,1671.77328,1515.4304,1479.87738666667,1596.23381333333,1366.61093333333,1243.24405333333,1108.11573333333,813.859893333333,822.3848,736.61056,657.1384,690.81056,721.160693333333,762.91808
100,"BGR","Bulgaria",799.106186666667,6244.04224,2697.48565333333,586.27664,1721.32277333333,6963.56634666667,9391.25946666667,-4475.58821333333,-2329.91317333333,-4272.73696,-5633.83968,-7175.99285333333,-6622.89984,-5872.78133333333,-9249.31610666667,-8079.91386666667,-8440.35376,-7864.26304,-6624.8784,-4987.2536,-3435.84272,-883.146133333333,569.507733333333,-2718.11397333333,-1773.26608,-2797.23194666667,-2780.93936,-2629.87264,-2544.62357333333,-2490.94597333333,-2684.01434666667,-3638.55962666667,-3739.77152,-3969.52874666667,-4318.5736
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",1781.77877333333,1986.19333333333,1782.59706666667,1702.50202666667,2388.59824,2560.67189333333,2452.32741333333,2513.88261333333,2838.5008,2565.49616,2999.03285333333,3198.672,2525.93717333333,2591.65712,1439.97642666667,1651.62128,2047.94394666667,2116.60730666667,2081.53061333333,2122.56741333333,2434.97226666667,3058.96368,2505.47984,2502.70741333333,2706.78,2580.32314666667,2618.52645333333,2527.57376,2395.59648,2443.3384,2474.21370666667,2343.29898666667,2371.31637333333,2320.19136,2401.97184
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",57594.1106666667,43323.42912,36147.63168,33420.5653333333,32654.74048,29291.3594666667,25493.4646933333,27758.6594133333,26310.1825066667,35792.2114666667,42130.83376,41336.1243733333,40110.6751466667,43642.23376,45087.5352,31208.3520533333,23067.70128,20927.04592,19477.9949866667,26848.36304,31272.67968,39657.45056,44907.9014933333,48205.416,57038.5383466667,53847.7073066667,55442.40224,52626.98464,54145.1508266667,54746.1445333333,50082.0923733333,36487.6997333333,41141.29728,41700.5458133333,41551.26224
120,"CMR","Cameroon",27611.64752,28609.0493866667,25935.2698133333,29390.6050133333,32117.5858666667,29609.5168,37713.0146133333,33946.7523733333,42446.5117866667,40143.4679466667,33922.8020266667,30076.0417066667,34567.5805333333,36058.96288,33866.3031466667,31216.7548266667,32687.46,37875.6595733333,58152.9928,78364.0320533333,51414.4449066667,41805.8858133333,31379.00896,36001.1816,27958.04208,33293.3512533333,32566.2793066667,39555.8356266667,31221.9943466667,28993.26864,30284.8897066667,28076.8411733333,29562.0435733333,27386.45808,27267.6956266667
124,"CAN","Canada",201572.17536,189642.802026667,203483.965066667,198869.401333333,203726.13104,210212.91328,231200.622826667,198490.739146667,193448.769813333,198639.057866667,232216.747733333,229024.670933333,210235.507946667,204584.997066667,206679.595946667,200706.213386667,177126.345973333,148399.328,145695.063946667,101666.485813333,84282.77216,127284.294453333,130538.744746667,129715.846986667,144507.50048,147696.988053333,129105.961973333,145574.335146667,128442.631413333,114857.887306667,116670.236053333,126206.052533333,107534.174186667,115999.259946667,109319.494826667
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",6764.62336,6581.33786666667,6853.67077333333,6550.45034666667,7064.11872,7308.04341333333,7164.10928,7741.78773333333,9329.03253333333,9319.60384,9683.53674666667,9362.92453333333,8078.32613333333,8034.79781333333,7541.76997333333,7384.38896,7269.42485333333,7504.18954666667,13371.5359466667,9187.63877333333,7319.34074666667,7177.66608,6769.67968,8079.68181333333,6538.35914666667,6281.15856,6556.99669333333,29214.61088,48649.6515733333,39338.9512533333,27392.57696,21235.2860266667,30096.8043733333,39243.3697066667,45131.0513066667
148,"TCD","Chad",6723.12245333333,6153.8712,6697.74314666667,6664.02213333333,7408.91333333333,7123.23125333333,14448.21456,11082.6595733333,8566.78618666667,9991.78906666667,13535.9762666667,11668.7408,14128.71376,21584.95376,19800.40256,14334.484,11730.4181333333,10306.72208,15884.1972266667,24672.1180266667,23353.5177066667,33108.2581866667,40113.72848,38840.1465066667,29186.91104,27554.34256,22949.7693333333,21826.2403733333,20273.5837333333,18988.05712,18532.54864,18401.8049066667,18358.0811733333,18564.7674133333,18611.6666133333
152,"CHL","Chile",1627.13354666667,-28.6036266666668,80.1072533333333,6978.22234666667,4035.49296,4456.03466666667,4662.45221333333,11149.6497066667,6391.77472,7695.52362666667,15340.0443733333,17697.22992,13983.8392,20231.7408533333,17043.2547733333,18337.69712,15286.1835733333,18727.2658133333,22999.73408,21139.3258666667,22934.5393066667,19608.8608533333,21232.9654933333,18879.63936,19900.2832,18061.0406933333,17600.2926933333,16085.25312,13614.2026666667,11452.3693866667,15755.45648,7844.09882666667,5203.05098666667,1892.46821333333,-271.270346666667
156,"CHN","China",555363.72848,520379.7832,529996.781706667,492722.763146667,587830.79888,485150.398773333,504820.631626667,517495.238133333,537460.313066667,473594.325973333,315954.48768,229544.897866667,151748.88352,131693.674186667,141872.876853333,114153.23904,119457.343146667,92242.7633066667,106654.985173333,123732.608266667,10273.4896,55238.6227733333,-20988.0759466667,-42754.2389333333,-91804.6221866667,-23343.0997333333,-131100.59472,-159875.19584,-173086.48064,-218824.058293333,-226817.953653333,-242216.402186667,-242744.90976,-250772.47728,-248237.966346667
170,"COL","Colombia",16173.37232,34758.38944,35748.8541333333,44385.91584,38887.60752,85516.3188266667,84401.22928,132933.132106667,144289.065013333,109315.647626667,40319.4010133333,16569.3408,62991.2925866667,176991.693973333,61473.93248,20062.4274133333,41908.72208,47000.6683733333,19337.74928,14775.3975466667,4123.39232,112972.930293333,299953.298933333,146228.859893333,90547.66256,66316.23824,41877.61472,124853.963253333,110175.393013333,67776.7941333333,43347.8802133333,35105.9686933333,35607.2405333333,35893.49664,40878.0266666667
174,"COM","Comoros",53.4455466666667,34.4904533333333,101.260746666667,106.390346666667,112.435946666667,115.257226666667,117.57776,69.02976,70.5808533333333,68.6389333333333,92.99232,77.78672,75.0631466666667,72.9624533333333,46.1786133333333,33.3424,26.16096,21.1168533333333,19.6878933333333,16.08496,20.62832,20.8970133333333,32.1577066666667,18.4054933333333,14.32624,10.2714133333333,8.36613333333333,18.72304,17.9780266666667,12.8117866666667,9.90501333333333,8.31728,9.85616,11.50496,12.6285866666667
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",5657.37477333333,3370.48917333333,2755.65776,3840.84906666667,8361.44341333333,5142.87589333333,4779.04069333333,2316.62506666667,2261.4208,2222.48469333333,4451.95541333333,4520.38672,6286.31258666667,5087.29301333333,641.89616,1226.76826666667,1929.42576,2924.21397333333,5853.67968,6446.60037333333,4926.0648,2971.38186666667,3493.46522666667,3903.73552,2795.46101333333,4729.40570666667,3321.2328,3338.13605333333,1372.31456,1270.38208,860.282773333333,-706.27264,-1304.0176,-874.81664,-1061.47301333333
384,"CIV","Cote d'Ivoire",60339.7290666667,48126.2491733333,109997.6768,71431.36544,104120.32768,80173.1320533333,57843.0794666667,52850.56192,53476.8372266667,53538.7588266667,35936.6707733333,37858.02352,40057.44944,78901.7362666667,68494.88928,76899.4946133333,73130.03248,50200.1220266667,37411.3941333333,33930.472,39075.60736,88830.1503466667,111564.390986667,120686.053333333,220840.149866667,88823.6650666667,140407.26464,212166.289386667,120931.516906667,121331.8944,142540.567573333,76722.0837333333,100412.090986667,105858.358293333,108878.129386667
191,"HRV","Croatia",-1841.3432,18924.0104,5091.55546666667,4540.59978666667,5973.88330666667,-1211.6848,-1290.02112,5153.31829333333,4082.39216,-7065.52325333333,-8168.7048,-8948.34293333333,-8855.3384,-9193.7088,-8047.35312,-7919.57722666667,-8152.04581333333,-3942.81818666667,-6635.94368,-5477.70442666667,-6063.06506666667,-4672.25952,4713.79706666667,-1356.64485333333,-739.06544,-583.56528,-2167.54912,-2461.37749333333,-1932.3936,-334.77968,-1136.29189333333,-1818.84624,-1580.55189333333,-1383.56304,-1293.14773333333
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",-1279.50544,-1200.41189333333,-1172.40672,-1046.73152,-1178.61109333333,-1049.88256,-1050.66421333333,-797.628373333333,-942.173173333333,-733.923626666667,-749.410133333333,-858.43856,33.26912,-113.229813333333,241.176693333333,-348.8128,-356.06752,-612.91392,-349.240266666667,-801.915253333333,-875.415093333333,-904.56832,-1006.08554666667,-983.722933333333,95.3861333333333,-633.872,-77.01728,195.03472,-386.674133333333,-463.630346666667,-404.3224,-476.368853333333,-503.006133333333,-523.719946666667,-536.617226666667
203,"CZE","Czechia",-4037.42266666667,-4058.6128,-4140.38106666667,-4085.88517333333,-3724.12624,-4121.24277333333,-3324.83573333333,-2875.64154666667,-2356.53824,-2426.08096,-2208.21952,-8775.0968,-8378.12682666667,-8052.77584,-7261.73045333333,-7323.74976,-5492.69018666667,-4807.168,-4105.38986666667,-3686.97328,-2178.65104,-778.648853333333,3.89605333333293,1423.21973333333,3450.41322666667,6362.42608,3085.29562666667,-547.938986666666,-2973.38485333333,-4283.7656,-5713.49504,-6745.85146666667,-8224.06784,-9298.52362666667,-10488.9938666667
180,"COD","Dem. Rep. Congo",118732.164266667,120277.35856,112728.956746667,142524.91008,152691.08112,157634.488853333,158608.783093333,198116.852373333,204864.963306667,214547.31536,214680.147573333,185711.989546667,177142.186666667,195176.101546667,177165.672906667,174946.082773333,183342.578453333,186937.963946667,421489.00944,643621.68416,757692.8496,866711.39568,819766.884213333,839855.70464,719930.187786667,597596.665706667,639210.142666667,663558.521866667,564939.384853333,504351.847253333,534307.514346667,677961.925706667,698095.092746667,624364.457386667,604749.819626667
208,"DNK","Denmark",11.3584,-185.32512,463.227306666667,-2317.35786666667,-997.694986666667,-962.27632,-439.20368,-627.154666666667,-1923.19696,-1591.6416,-11.4561066666667,-685.766453333333,-979.887946666667,-740.030293333333,2333.47946666667,1942.76272,767.68128,2617.78144,2366.07685333333,2021.18453333333,5539.82144,2196.84890666667,2596.68901333333,3776.00848,2013.02602666667,2807.61328,2739.70714666667,3406.7872,2823.19749333333,2437.476,2322.49968,2880.66122666667,2593.58682666667,2688.49664,2662.72650666667
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",-9.83173333333333,-8.96458666666667,-6.27765333333333,4.05482666666667,-15.3643733333333,-12.12784,-8.74474666666667,-12.2988266666667,89.1329066666667,63.53376,13.8254933333333,-3.19989333333334,-15.4498666666667,-20.1031466666667,-16.1704533333333,-19.71232,32.49968,-28.5303466666667,-18.2711466666667,-67.3321066666667,-44.2366933333333,-36.9819733333333,-32.2309866666667,-50.9296,-54.37376,-64.0345066666667,-44.6519466666667,-40.0597333333333,-47.6808533333333,-51.51584,-43.1497066666667,-44.6153066666667,-41.4032,-38.9238933333333,-36.38352
