"code","iso","country","GHR.raw.2014","GHR.raw.2015","GHR.raw.2016","GHR.raw.2017","GHR.raw.2018","GHR.raw.2019","GHR.raw.2020","GHR.raw.2021","GHR.raw.2022","GHR.raw.2023","GHR.raw.2024"
4,"AFG","Afghanistan",0.921255810320788,0.891486487457259,0.816763516663063,0.720172926434853,0.46350140314442,-0.0120075864317348,-0.111399064697939,0.312318521067229,0.00223879835181753,-0.242034457471552,-0.374381023982614
8,"ALB","Albania",0.735377945279188,0.775044282713841,0.613166079000649,0.557124212540321,0.47129629719457,0.139183182735362,-0.162387999517979,-0.312112896012744,-0.665733340703396,-0.782083269403517,-0.805489001499168
12,"DZA","Algeria",0.956575337410315,0.984036313797938,0.986459489300422,0.986145523145628,0.98632352221665,0.982375242879955,0.973602058562162,0.95987228552161,0.945788956691738,0.945850366634315,0.906598188589393
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.735673019815318,0.92712981145646,0.937043240151987,0.852714401768267,0.63610192723074,0.179652789539057,0.228040812329882,0.348556413811182,0.540244110414488,0.535843466938105,0.238206000313541
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",0.310019611800845,0.0880461361974912,0.204351009273873,0.448885608532912,0.968049247786214,0.983532621359992,0.795142554008541,0.678956657980391,0.69428515704542,0.684777058143148,0.717322135395793
32,"ARG","Argentina",0.484578566219872,0.204854398481149,0.308994507396579,0.428095701831215,0.660387743316797,0.478795656487394,0.436809639932727,0.376900027443716,0.498320324878165,0.62441069294846,0.640715789577005
51,"ARM","Armenia",0.906424879560419,0.943425111797744,0.900941355570875,0.86546016948235,0.860731465427655,0.851414106170231,0.784541105658566,0.735574699359597,0.845623359344456,0.826357662901751,0.800409962755324
533,"ABW","Aruba",0.118971644189749,-0.0797843963556862,-0.254014634159384,-0.508527027596661,-0.762443130832337,-0.732102168996511,-0.390702342625648,-0.326734250435305,0.431760518574969,0.478023079376658,0.652775795797309
36,"AUS","Australia",0.733955211914362,0.65912408407918,0.494247729432216,0.61395865752774,0.665764397959603,0.699777528714516,0.148215722518373,-0.153108911454869,-0.330377856746558,-0.354210517733382,-0.424953275253777
40,"AUT","Austria",-0.787989059861801,-0.688262650700643,-0.500342588986593,-0.250448967042431,-0.285871183901646,-0.342920837994111,-0.0338502132472729,0.0625507829827567,-0.329133951583924,-0.488490540473097,-0.630950919470001
31,"AZE","Azerbaijan",0.313274333136391,0.368488514635292,0.506095635230728,0.493852568523057,0.902736699827188,0.893871586404246,0.848074006983032,0.7797840785271,0.885608379929435,0.924682765241913,0.854533011580694
44,"BHS","Bahamas",-0.556131419759308,-0.37857272096139,-0.238945541701636,0.429102605374029,0.643946805664696,0.748261794138992,0.585892304928219,0.410653133081569,0.612497147687819,0.720414255656431,0.824055814822186
48,"BHR","Bahrain",0.94292062792234,0.955920502988058,0.940250878953921,0.92066599210241,0.916003097281339,0.921011742918618,0.872744999645806,0.829142374903206,0.768059319389498,0.783268142193968,0.773257713771733
50,"BGD","Bangladesh",0.995678103859277,0.995786103685168,0.99607973546821,0.99676738407885,0.989940313110238,0.989552912465078,0.988597433228593,0.98831733254895,0.98713030557258,0.96771005434862,0.965808726170029
