"code","iso","country","TCC.raw.2001","TCC.raw.2002","TCC.raw.2003","TCC.raw.2004","TCC.raw.2005","TCC.raw.2006","TCC.raw.2007","TCC.raw.2008","TCC.raw.2009","TCC.raw.2010","TCC.raw.2011","TCC.raw.2012","TCC.raw.2013","TCC.raw.2014","TCC.raw.2015","TCC.raw.2016","TCC.raw.2017","TCC.raw.2018","TCC.raw.2019","TCC.raw.2020","TCC.raw.2021","TCC.raw.2022","TCC.raw.2023","TCC.raw.2024"
4,"AFG","Afghanistan",88.0927124726996,178.947855223452,244.336255176793,201.322404418544,236.021557964496,152.084535921028,252.841662036967,107.522741306419,70.4054969240538,87.728452806416,113.078158020642,39.3076156560536,1.45184122524522,2.71929047096788,0,0,0,25.7058452539019,17.1150667581445,36.5823078924066,26.4824616019173,5.87254217911024,14.7415050005848,9.7057851153559
8,"ALB","Albania",3728.6698510458,889.155544474874,613.533964996035,3235.53666823869,693.390449484221,962.296923004299,5222.19764026996,5470.25932301399,1336.92590450968,653.072489159438,1186.34586433436,5395.47428878908,2569.96798180283,1051.64863176638,283.574737103897,928.391161055959,1686.82407378215,2048.29320169013,1073.50034872593,1116.97024206736,1685.67723568926,2095.36752283409,2502.62502247496,888.891955822287
12,"DZA","Algeria",3468.20075665811,3009.3358462302,3829.63855724403,4373.72427165089,4468.76292850031,5413.22216219058,5199.63648268437,7971.1577493001,10465.7843465995,2605.19002842964,8342.41325620561,10907.9046560822,6925.78468104946,9522.72689499866,5705.4234401791,8011.36014526926,45968.5878227723,5761.36789119252,6289.92495511139,13072.3570374197,20471.6525345325,13442.3662651445,22019.6531493971,4407.17068715583
20,"AND","Andorra",1.65421294770616,1.25502222352864,0.342063642126736,22.5893744865342,2.22483621266927,6.62454827118489,2.16905929217881,5.24786348720269,2.85329960521484,1.08372213858072,0.913257606093749,7.69771963732205,3.36418664112196,1.36826045550347,2.16778333332465,0.627510828626302,3.42216039471354,14.8882136337261,8.03998279296006,27.4944919866796,2.22471297738064,15.226936491046,5.64594455555772,16.9372324885004
24,"AGO","Angola",101218.504553956,61008.4320294004,52464.0327959643,71271.3685148404,93437.3673882854,76936.0122767238,145288.224091215,103556.858391889,165903.410872834,159799.619573833,182909.717487317,180747.123718998,168837.124760756,212656.089559955,161710.755811265,229690.746242106,280422.018767473,242522.373135117,175076.520783369,247979.443418635,298261.68435422,266914.79364431,268277.520474136,283340.41251376
660,"AIA","Anguilla",3.87846070809678,0.146329650799696,1.09774508499131,8.85399590507161,3.65866292281358,1.31715659843315,8.63554887017035,10.3174885536425,1.90246758015408,0.439017861481119,1.02456278406141,1.90261415862413,1.31716796056857,0.365832980221354,0,0,0.805048224382595,0.219474815132378,0,0.146329856090494,1.68278169644097,0.219497195673828,0,0
28,"ATG","Antigua and Barbuda",24.0741894383268,17.6560416525434,17.0780226113932,25.4632597464398,61.1655998156781,61.1521159968272,37.1578287404568,45.6956437829557,61.5300948193348,19.1364780119639,25.8364759735199,33.345390665995,21.3452319761979,24.8756521566124,8.90747070089626,14.4253997362749,71.8984097999902,162.814605988638,23.4103101071039,15.235993936174,39.1589252103602,37.3195643235145,19.2055496040342,43.0629058505154
32,"ARG","Argentina",147801.679656721,104934.517608034,249106.75740484,433424.569688665,367246.416560701,316414.022716084,425335.86728039,592718.756614781,309853.64124866,413246.020456574,499194.743753611,478179.610453243,376746.290387459,241118.440500832,180227.813514887,230312.736508754,233945.098843817,172964.436587419,145459.389704972,197404.200989013,201896.344452605,232225.097492903,215940.857883803,203056.773587555
51,"ARM","Armenia",131.840612264474,172.538591177832,395.816694918294,83.2047439481184,104.014577636627,129.749066650566,54.5364156634852,113.031533139032,202.733517452042,162.172624326069,173.988574498576,197.678176409158,41.8412621937651,38.1275819058029,1.99011539360894,30.0475796445898,41.7473180152126,5.90252185319227,0.706427593621961,18.5429691633875,4.96472232192057,8.46307184608507,86.4518927252824,29.6331770481944
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",218813.577584294,312150.308209953,373847.155878142,124768.685050783,177024.184269604,186304.31361821,372723.427915716,205723.692267148,203709.6004269,290725.257448083,121316.13387179,139802.938679561,260093.733630969,281740.671590411,261574.289381586,430903.685525312,236877.519675265,250753.711392618,1661547.11194242,2356517.9836536,261044.955942215,118986.445949229,190713.257426338,180669.922016207
40,"AUT","Austria",6938.99470664018,10905.9841655878,14484.8624476331,14611.6202255429,21667.7585874341,12573.8799194711,31682.3944086383,26909.6175457239,15893.4248339409,16723.6012170754,18099.2190921446,11165.7592374644,7655.33144234951,9876.06103047636,7941.06714458674,17218.055075289,18402.4732211908,26335.0669238102,33659.5103529652,25940.4081631436,16650.6479314547,19868.6127602311,26516.703272654,27496.0947145805
31,"AZE","Azerbaijan",553.299356121382,1154.20594286608,1039.28300119528,584.955793002261,246.265258757643,525.201462694247,507.557225265028,472.316924148984,371.834047451176,549.600088443598,147.455688626063,597.63196869334,149.075993705876,328.246022802263,26.745192960052,25.4752098674609,80.1010522112153,75.3286397556705,11.9497634291666,22.7749614943728,85.2263372612629,146.178247370431,460.964785526482,173.222020496328
44,"BHS","Bahamas",432.999419703506,700.976136521128,274.23087625082,588.099371463769,1450.09057364045,1015.77394436093,604.807671603694,1949.23576147201,823.971962444362,400.643992779148,624.793852519444,370.593972574438,1572.70768040758,902.306492079032,1089.01311180571,3136.08465530682,3703.9362265541,913.749076370807,1557.77356329313,2696.17849708247,1548.74388476881,593.103843067059,1259.36981639212,1959.73361957528
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",4587.27991190893,3995.35891988404,2159.45715834259,4282.46781558068,3292.96154368169,6862.82368113309,3995.38170608212,4480.16081560458,5624.76773898497,4667.73180246455,4181.0810322104,5359.45828566119,6021.99799492234,12060.9040839481,12603.4087133712,21196.3690649647,28377.1127126846,19342.800150863,22078.7588319148,21475.591378447,17587.2824327061,13798.2479018963,17787.1561616819,15928.5598659532
52,"BRB","Barbados",12.3674615641688,11.3919815607367,2.99784938684027,8.3195377108865,9.51826779826606,4.12233459845866,31.6282371009065,13.7167265902327,13.2649362791075,17.4619844929096,18.1369737280414,116.543738048038,5.32159267021864,2.17354931738227,1.94870042457139,14.3162589863465,15.8140967493278,22.6342441473372,53.663388493309,22.1097087401573,17.2387926951096,5.24632374365125,5.92085521881998,8.46905187192057
112,"BLR","Belarus",18358.9171141008,25383.5599761851,32119.5217804877,38596.8767450776,36192.5818921691,42269.3557550648,32656.7032064793,35896.5294454559,35542.7266992773,35754.0153389312,45366.6874112659,39591.0920458914,28084.7409510291,33626.3968340052,33899.2921054222,90486.7811139499,78766.9466085219,87446.2856786018,75048.5250757552,68932.175516464,63478.9323866153,64994.8693877639,59232.4108394715,71158.9589943338
56,"BEL","Belgium",971.488195276284,2348.39110611018,1889.77751264586,4793.29135939077,3027.93466925357,6916.03513384867,5984.99320857322,7213.5447184694,5176.36295854315,10908.9720831853,5016.26861897132,5635.01879252148,3314.99973902461,4239.21702037111,3420.27392443882,4512.24279813446,4137.32268593348,4630.80450717612,5577.11821272053,5408.58210697041,9142.94979737909,4833.58905360578,7579.45219468926,6093.34818531759
84,"BLZ","Belize",8238.3598327667,13473.0617457832,6839.42423714692,4339.21360150759,8115.32973294259,4281.22685250579,12309.8690774402,8283.71293791667,10296.6336307303,9840.02410178305,26391.3951164305,11585.5339907781,16403.454832156,16508.636759605,12302.5632962229,20622.001708615,16445.7969637977,11162.5422685182,18437.3492705843,26721.5874457154,9310.73375697315,8201.30835715002,22573.9047225062,34001.2592678425
204,"BEN","Benin",3748.18907676815,3478.73762300486,3474.55807784114,683.531549660342,1582.25785626357,1794.42274033521,4644.85870691415,481.551739863384,4920.32502133791,529.238821756295,654.667525621327,2857.79893317739,1310.15875613328,1355.29547750728,598.622836815941,2010.49219854915,2234.71102042409,1820.56369868422,773.15092047922,1603.04791630123,1699.54014162905,1669.64490356105,2602.42817380468,1390.37970019115
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
