"code","iso","country","GHG.raw.2005","GHG.raw.2006","GHG.raw.2007","GHG.raw.2008","GHG.raw.2009","GHG.raw.2010","GHG.raw.2011","GHG.raw.2012","GHG.raw.2013","GHG.raw.2014","GHG.raw.2015","GHG.raw.2016","GHG.raw.2017","GHG.raw.2018","GHG.raw.2019","GHG.raw.2020","GHG.raw.2021","GHG.raw.2022","GHG.raw.2023","GHG.raw.2024"
124,"CAN","Canada",752421.790058715,751899.315032816,777239.06159985,756769.967179469,716133.611527738,730880.112577315,742957.096921191,746528.951600391,756110.970767026,758020.0750593,754533.356808563,742091.605213632,757923.614384346,768786.82645991,772718.292612465,701990.555409496,716247.146752662,730714.392866284,731152.376205979,720858.748137503
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",9620.0531987748,9672.22862243231,10712.2183904042,10815.0950946018,10154.0762060814,10847.6689512079,11736.2877625657,11481.7920945498,11418.7401352585,11358.012520882,11773.4943913067,12583.3353340817,12097.8570173108,12380.526830695,12207.7991825252,12539.365642572,12723.986551581,13058.8363527695,12717.0842349511,13398.0794991286
148,"TCD","Chad",36531.5685386768,38189.6780265426,40149.2338520454,41743.0686714569,44118.1222658693,46650.4332055872,48832.173573561,51860.381869109,54720.3323646682,57693.3014329322,62584.8828956556,65840.2526543828,69095.5705709071,73015.2211758244,76884.6696955201,81164.7295208858,84836.7002979981,90142.9796071974,95409.5301800817,99645.9938649196
152,"CHL","Chile",89644.6490763218,92729.3495529197,100511.805624675,101394.859446718,96242.6374425197,100207.58548821,110754.777465542,114045.566138653,114587.031685156,109390.813598341,113615.071855962,116873.45379626,118527.145261255,120923.523837466,129537.550316341,118328.72502386,121275.373918206,124361.926702494,116942.070232975,118534.857325335
156,"CHN","China",7598568.35501773,8299852.51077493,8785671.12871828,9292401.6270235,9734329.99329145,10539311.8530952,11592413.4453111,11887339.5363444,12101685.3931049,12160449.5263119,12009634.4366517,11858767.1204474,12131507.3151564,12530013.8006217,12923462.4910503,13132612.5041812,13568672.7166465,14020714.9404253,14532699.6055353,14670780.6725949
170,"COL","Colombia",154212.743129486,158073.867055619,158850.993125798,166273.595016606,172370.368811266,179143.179591264,177358.954268568,178469.094841586,186302.286017052,190619.922645359,190024.836304021,192007.303287285,187659.742343008,199298.904884057,211920.993710154,205606.690449771,222177.751135651,208718.953023019,210510.042487541,213024.149327143
174,"COM","Comoros",484.439177708227,514.966658249218,456.847154711131,467.009711179619,501.189925763572,532.480763647498,523.003350912355,542.638275908084,582.07143217908,572.071004586554,592.049009635079,628.221746358099,696.105640365406,725.713257636145,767.63993832202,836.432396156884,966.996226435701,1011.09037748161,1030.20989481801,1044.17565592959
184,"COK","Cook Islands",72.3290552045362,79.7115979735091,79.6177214332352,79.6797226059351,75.6821030407901,83.3570564911096,90.7229091746682,94.5126702162869,94.127244057841,94.155741007473,90.0316894011796,90.0743256110966,89.8615391033241,90.0007857036564,93.2929198456936,77.381488042709,84.772988566015,88.4238538879594,88.2049257798696,91.5797672589202
188,"CRI","Costa Rica",12476.2793357437,12814.0886178543,14041.4685107775,14326.5117159797,14220.72301951,14224.8027705346,14008.8906826075,13609.8709389564,14020.2895882944,14256.1826899569,13992.1046916054,14670.6479251218,15010.6122051035,15425.5533080053,15217.4274285358,13828.8216748047,14934.5350628061,15388.6767836714,16972.2826595938,17331.3944845993
384,"CIV","Cote d'Ivoire",18584.1850166895,18165.3017752759,18376.0065594914,18606.645950964,17463.0409608087,18512.6495589084,19652.0751766312,22296.8324959571,23961.3611608705,24470.6431916759,24397.1700605648,27796.7021997516,27816.8409022953,25718.9390188404,26895.3036737004,27597.2206363145,31241.2370163056,32328.1610377113,32561.7739003301,33748.1647526871
191,"HRV","Croatia",29689.3583862957,30132.6137134105,31516.7073397259,30282.6119268749,28330.5449809358,27826.9178130524,27658.2331689223,26209.7749380022,25560.9486202377,24866.7753263275,25296.2705747525,25867.6825285055,26652.0001233978,25594.0307166821,25813.6078823453,25072.3354745237,25390.3655417487,25294.0437273543,26562.5707884666,26581.9230647366
192,"CUB","Cuba",40766.2876297513,42588.3229234308,41706.3467130348,44075.0574143603,44781.060262204,49124.1297065345,45413.1578005394,45798.2929787718,44595.1768225596,44289.483888008,45588.8028973188,44329.265902623,40891.8743816977,39414.5562202884,38913.4500124753,37002.0682861323,38254.0519694693,38227.3917648458,38282.7733937483,39162.4092148974
531,"CUW","Curacao",5294.90225156364,5498.64934577805,6171.86113463827,5938.546764292,6060.25443475849,4185.43784878023,5334.62310748775,6479.32109001888,6121.84205164858,6997.49976038573,7525.13804814448,6389.81786841576,5116.22310071022,4455.53257194996,2495.56425629908,2098.63306628393,2233.39296381473,2305.36855470234,2301.10937616581,2388.09369165168
196,"CYP","Cyprus",9263.40831046264,9507.84407957358,9814.945965329,10057.131569912,9816.76856116998,9492.7048389534,9252.79304970513,8723.98847999018,8042.06102609843,8431.51868256765,8482.31022066236,8935.65011669912,9117.23330472308,9022.47963334333,9062.12363704979,8690.56776230887,8764.3482351211,8879.28689348195,9066.9810641373,9273.44743877485
203,"CZE","Czechia",149616.298693955,150389.57455679,152515.406340451,146930.165202291,138269.441130027,141314.656692646,139426.003817297,135290.597481373,130750.965865924,128715.298490695,130040.863739621,131309.616111324,132637.848848001,130640.098127078,125209.154038117,114844.274625294,120436.111974389,119067.842842487,106258.577328216,98050.178694653
180,"COD","Dem. Rep. Congo",25173.9171237059,25732.433304383,26464.1307935052,27131.7032687617,26967.4502226753,28244.9486838618,29189.6310703312,36008.9766870231,38746.5572358436,41439.8164346122,41269.9997515312,41730.5903324736,43367.5379273932,43986.2812629074,45706.9731133178,48489.3903235347,51628.1995820668,54699.3457793394,55973.3029724779,57207.9166652182
208,"DNK","Denmark",66763.0221275312,73971.0765933556,69413.4779367998,65526.4553055293,63084.1470676492,63649.7860562449,58459.1888586999,54115.9762170772,55872.7546902808,51653.9027295076,49172.6019760661,51116.5063789277,48717.3208762126,48631.6092945073,44799.7452308572,42286.2730134016,43190.1112506797,42057.3479909601,41468.9081033573,40964.217863931
262,"DJI","Djibouti",1572.88319723663,1582.37372078013,1632.18878978372,1704.87265768534,1627.09022416478,1697.34398512259,1508.32807866224,1511.23132554344,1617.81945326861,1668.15162503984,1760.14604023084,1734.37826883939,1733.46044440787,1802.38002214931,1901.08627355847,1851.78541149839,1969.41083958071,1998.95971029388,2035.55538108779,2056.03553251617
212,"DMA","Dominica",209.772747570668,202.831681072756,233.010880669221,229.621408558474,248.274646882296,230.513380912454,213.955398907443,229.408331332912,222.088235763105,233.731273954126,241.031544243994,237.721360814683,218.982178889008,230.063792500562,238.017865103429,223.294969962552,227.303184713276,231.241201881745,231.110785086123,237.697628061631
214,"DOM","Dominican Republic",27877.7147074822,29492.7046359973,31279.6672988547,31890.8684968676,31785.9407780188,32854.4591486811,33492.9569693141,33601.0862140157,33633.5576761485,34349.0081038881,36307.1546950702,37845.9455870112,37481.1714185531,39733.0409672414,43372.488210744,41575.774340184,45268.7798983857,47708.1758907959,48589.8442747191,50235.8362146613
218,"ECU","Ecuador",54862.5549770484,54411.101116031,58584.0295600116,55245.8829287563,59964.9426216342,63726.1264379862,66236.9094472896,65241.9120065433,68216.1540122098,71945.8926864691,68404.1060592155,66891.4723201352,66238.422939449,65055.1085261308,67387.8767865469,59328.5232025191,64995.1403630124,68242.4492008959,70505.4296333117,71920.7225892483
818,"EGY","Egypt",251905.946331328,265022.219237791,277073.344716604,286628.592919627,295331.413694566,291460.27381172,312586.534815383,304549.763339121,309287.429856823,318064.721717641,317610.103833815,338620.077748006,348011.572952426,337477.337716016,322355.08283657,334819.712572591,356726.07103885,340281.472386383,343064.877959616,352268.530603726
222,"SLV","El Salvador",11297.820378785,11856.3227256976,11851.3127143998,11582.5249090672,11406.3214739989,11244.0423032379,11048.1813252042,11304.5394685611,10484.1830083061,10845.3689303522,11409.8088742128,11242.9857822238,10662.4758253853,11023.219280529,12227.0809448516,11058.57306958,11965.2985976271,12970.9027553295,13735.0026453941,14100.9446868747
226,"GNQ","Equatorial Guinea",15147.7474945553,16431.1944226903,16399.8149901917,16017.4797456339,13503.6600225555,15392.2406118602,14898.5624167344,15850.5477694604,16202.7533127869,15755.4629120434,15637.0403643541,15106.1747721174,13516.3581899277,12223.5063956936,10283.3465698607,11118.2617073252,11241.0399176747,11427.3300849573,10040.8519106372,10237.6427505334
232,"ERI","Eritrea",5372.77826713753,5153.18142751239,5352.39366926826,5340.89291181345,5431.41311539801,5410.69065444851,5701.52065027619,5783.20096225275,5814.4919687252,5864.78665892889,5902.80883282027,5966.17210327561,5977.5813130782,6084.71361468333,6156.69610741263,6191.5391496834,6284.03945739701,6373.66394400846,6413.65726970592,6453.14972356997
233,"EST","Estonia",21081.1602793543,20396.3465464419,24098.2179961559,22072.4178409795,18753.1555544989,23473.7298923217,23457.7740587398,22353.7147320364,24368.8927502857,23630.9557032024,20637.7390982908,22114.8125368515,23403.0167260555,22664.5560987521,16685.8762065458,13082.3115185743,14182.3902034955,15691.1083531854,12257.525107994,11791.443464414
748,"SWZ","Eswatini",3175.60471051292,3091.88314311788,3165.31689543382,3092.77408448543,3058.05338659045,2901.68758960054,2779.34912066124,2950.28780760937,3212.44890868544,2649.54021285861,2736.02157473458,2885.72024038347,2792.41169978639,2843.03723517624,2949.49952595963,2860.52257672158,2880.02561497328,2973.3519432046,2847.18382271288,2854.56977793034
231,"ETH","Ethiopia",93674.6540936514,99445.9065536307,108937.430161946,114393.572840563,119011.060559043,124492.671124122,124315.662352708,129073.816261401,134489.844692635,140418.487130791,144833.831239186,150583.379649838,154525.807762494,159217.41150238,170319.001250301,177891.247205664,173445.109783689,176735.973061796,184547.815005854,188674.503841256
234,"FRO","Faeroe Islands",811.472339781406,767.420100806314,782.129983555416,723.38447612806,664.907161555103,716.175709227359,654.198386401128,683.776931494032,738.829820478331,689.860570805114,701.06178358964,719.658646871257,796.986597230265,819.248141359774,833.72917525923,852.567712614089,878.49317215891,816.880195837985,808.398424995491,820.266896243636
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",2368.01860051545,2510.63432190505,2447.36144446312,2154.97925076766,2052.54498805805,2385.86155241179,2280.03152748309,2265.05042783345,2417.45918079702,2086.25443397254,2371.02347830671,2272.77783277052,2438.03186786506,2488.38729529064,2631.70009211114,2428.99109953551,2104.15826375615,2465.33687908081,2577.0994206913,2673.20191742388
246,"FIN","Finland",73998.8850759716,85952.9167910117,84309.7268180811,75502.5008236672,71935.8999210248,81168.7789196333,73111.1708188757,67456.6944362635,67941.8188715952,63737.6886971386,60003.6363222367,63052.466190196,60131.8630146229,61288.8792334683,57924.9825426156,52605.786791336,53871.6508295488,53224.2513311238,48685.6201467755,47223.5595495868
250,"FRA","France",550891.756388346,538297.983979479,529941.438858429,523156.653422557,503208.603295501,510870.274453868,484994.692207561,488980.714653162,490440.683877636,457358.083408329,462331.703536471,464364.068086496,466107.619073422,447549.974363855,438002.690347901,396590.20504542,422145.901517719,405509.830688552,377571.886461865,368561.069202955
258,"PYF","French Polynesia",925.648845504488,931.505107956826,955.118347129051,967.687186655045,958.049757294067,1021.43497315946,981.389452490779,975.452967810172,983.728828700393,949.134150083437,945.508397621758,968.767102877883,974.386546262327,976.226037573035,988.403192497052,929.172128712338,964.771941045492,989.271714488605,986.94934334871,1028.87453348471
266,"GAB","Gabon",25570.057959583,22019.2514720785,19046.2810237728,20492.2365599835,19925.9137028098,20184.2881503857,19940.3763472849,19331.6074066572,19105.689087402,19567.2736633832,20344.1950756233,20116.5320049407,19094.0194934077,18174.9550641048,19842.8129365057,19829.8895343537,19009.5711022815,19785.4018792795,21343.5715383097,21571.0192009659
270,"GMB","Gambia",1449.66246445589,1504.25722276435,1518.6460962024,1605.01606488635,1747.54082312173,1845.18495701195,1694.38713898818,1716.32709058549,1773.65258662754,1925.64986959915,2068.54496560243,2023.03521410569,1963.56321469267,1926.07999807974,2025.90892372802,1999.60562906609,1965.24690013424,2104.33237309612,2114.87385918677,2143.5751025167
268,"GEO","Georgia",11119.8082058036,12284.3351035568,12594.284777533,11759.0009485991,12397.707453609,12083.0725866981,13770.0828473923,14726.5176338321,14519.1950440034,15656.9495050112,15848.2147034299,16142.0850578937,16091.837354048,15817.4188286574,16394.6590201197,16286.6562580935,16886.6845081288,18162.8823758924,17940.4710643111,17840.6495275114
276,"DEU","Germany",1005890.5454563,1017425.12012023,977912.369689744,984021.993619582,913824.222152476,950113.42133314,926037.304857382,934619.478704381,951650.044403676,912291.725628822,919385.357335073,914904.506953574,899802.615756403,870619.552634861,817487.570337065,751437.419586564,780333.164368249,767460.287643179,689095.297476534,666063.03670978
288,"GHA","Ghana",16712.1469884506,19522.1962597095,20050.3383033145,21473.2526338217,19873.5798212676,22083.8350506852,25577.4110144931,28240.4490512628,29368.1247625088,30755.5141683267,32580.1611069428,32168.9867780247,33101.2237716067,36194.0358791425,38415.907775372,41509.7175839433,42206.2678941108,43470.0448221212,43319.6777062355,44533.4287303454
300,"GRC","Greece",136821.952142923,133155.322446047,136062.684582179,132241.593170932,125364.719699481,118827.333196969,116068.11788152,113030.417490021,103459.469564559,100424.42316748,96692.2671608494,92942.250006624,96661.7615858686,92944.6529179267,86114.0359532898,75294.0674137342,77102.349648643,76903.9651211775,71128.6609243545,72135.4512983309
304,"GRL","Greenland",690.044898157589,707.292769962776,698.655665459235,717.24356476544,640.207150881881,724.446822846461,769.264421665378,610.401868895812,625.879815226737,565.675912167228,611.960438664718,572.762203174105,599.452738809792,587.047106285079,589.597865503743,612.559933005459,609.703675796714,650.915775459428,672.623199558015,682.694811434285
308,"GRD","Grenada",264.332622447431,272.001796088748,287.512354376138,310.142638661372,299.217561489613,306.340770004511,298.581765143503,317.117094097138,350.92163335166,292.88961522795,311.865601758403,326.970073538263,345.846032410162,361.579217288101,389.046162781072,345.461720084851,367.931152496199,400.832751216606,425.422678948492,440.872223119193
320,"GTM","Guatemala",25681.5297911243,26267.4883626761,26493.8853249993,25691.6815536182,27373.3443383264,26974.3776205283,27358.9618214677,28257.5894782491,30128.4877439178,31734.2428229041,34429.3744895808,36036.0053743785,36932.2526804512,38866.4198451405,40235.0021096449,38742.6031183871,41943.3301301876,41075.9373250306,42222.9297170864,42600.7020209789
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",12414.9894812291,12896.0966138392,13357.2737413483,13857.7750587414,14425.823777528,16300.497505261,16515.2983987033,17061.7032095269,17439.5109269103,18215.6739284489,19040.7224767325,20132.3707789154,22955.4151536552,22710.6333729327,23861.1892436536,24977.0363862237,25728.6872678312,27070.8170882204,27058.0293692431,27783.8122018157
624,"GNB","Guinea-Bissau",1938.01800417098,2047.09336079414,2103.32845289947,2228.31854881834,2326.99530474237,2452.18188325142,2453.68585444056,2563.34222692745,2661.95119635354,2518.86608742329,2647.041370574,2708.44434038918,2704.15192871194,2774.98998280749,2892.639002509,2974.59878819999,3045.02006553224,3097.38917390432,3099.52036634591,3139.19656572488
