"code","iso","country","PMD.raw.1990","PMD.raw.1991","PMD.raw.1992","PMD.raw.1993","PMD.raw.1994","PMD.raw.1995","PMD.raw.1996","PMD.raw.1997","PMD.raw.1998","PMD.raw.1999","PMD.raw.2000","PMD.raw.2001","PMD.raw.2002","PMD.raw.2003","PMD.raw.2004","PMD.raw.2005","PMD.raw.2006","PMD.raw.2007","PMD.raw.2008","PMD.raw.2009","PMD.raw.2010","PMD.raw.2011","PMD.raw.2012","PMD.raw.2013","PMD.raw.2014","PMD.raw.2015","PMD.raw.2016","PMD.raw.2017","PMD.raw.2018","PMD.raw.2019","PMD.raw.2020","PMD.raw.2021","PMD.raw.2022","PMD.raw.2023"
70,"BIH","Bosnia and Herzegovina",1222.83051160629,1138.66477278021,1065.55242949789,1025.70234956049,996.02706563373,984.83216715616,1004.47387307589,1059.64344949551,1135.43543553948,1226.70877924556,1308.35967936219,1394.06306096503,1482.40519061369,1570.1448382737,1643.92883769356,1700.61881173651,1709.4017295228,1717.47979845237,1698.87283888735,1690.68741730128,1683.9672112442,1698.11694489561,1696.78340586078,1703.38276303484,1714.91838669203,1734.25140508231,1698.44330640099,1680.56144104143,1661.90309911683,1644.46899009255,1605.41938918966,1589.53321235273,1620.44240577618,1612.23110124125
72,"BWA","Botswana",1046.54298473734,1053.98187148883,1068.59995785122,1083.06673859362,1108.28293213175,1137.78610745515,1177.15014958864,1229.13376563334,1291.4972858856,1323.46761483547,1375.48417060646,1444.48753739675,1452.54790956992,1419.52501790595,1384.28545442991,1380.00239730484,1484.68902659634,1417.87961519917,1451.52357657646,1479.62907544305,1472.36177111365,1446.82171475842,1405.52167599564,1345.75483744575,1283.3782757841,1240.9861720248,1180.99922263867,1104.69536236316,1047.97832914233,1003.42894992198,931.19780931417,937.30004815125,946.73452808494,897.57937291754
76,"BRA","Brazil",1462.73716834123,1406.78983992738,1420.53635326377,1465.00630337721,1450.6652611695,1415.79803103129,1384.59673012285,1336.74548962192,1320.53211000754,1292.84826490904,1256.07769044153,1226.40354124064,1206.46287077804,1196.17724668996,1180.70668852915,1127.5932204448,1102.35823890473,1063.37852193012,1026.24142732522,993.43905151448,971.03584346361,954.5756508054,922.60311940856,902.68910917416,876.41558884158,865.93606196411,861.10430766921,828.94449485279,806.95210514801,795.23987209771,765.70103400761,786.07319285698,843.37488580799,780.316232425
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",776.34594640234,736.0592577081,696.97899606266,660.86890771617,627.87295387742,606.53485747833,584.43812885678,569.59820717746,556.81457542723,542.05487331196,531.65669731988,521.13175049032,514.0439724821,508.5982161579,501.56108211965,496.6140814255,488.5055728938,483.15983397716,478.69180578099,480.63244536077,485.94184798501,525.95787117003,610.91618084801,713.86483290456,792.40133979226,823.23761437428,772.9313060754,652.26489022407,511.95328382129,399.356951903,349.32609101046,370.34991696981,428.22784480009,495.5328073354
100,"BGR","Bulgaria",3323.68561191978,3280.29888563105,3213.82296156887,3268.57487278996,3211.44798826477,3204.92445974745,3192.18706127742,3216.05419598878,3115.85036695118,2980.93235028349,2872.00181782911,2799.5601529008,2761.77879773057,2737.32730992157,2690.70490099472,2700.38066272199,2640.93121982674,2516.06483972456,2388.12361049139,2315.2323176684,2228.73025626959,2134.92996208876,2018.22497421178,1921.77045629232,1873.08385587071,1823.51938166721,1771.43076746911,1743.76614031625,1702.79141556802,1679.44780111921,1694.64235972325,1761.8175744252,1797.89078336224,1551.1742690719
854,"BFA","Burkina Faso",991.31507914739,942.48998058159,906.5778647064,884.05736348192,863.68712627075,852.71819044041,859.92104865425,864.20973505638,877.59517802076,888.93944152819,905.79364668052,876.10819643988,865.07369756713,830.16484246582,806.94636584198,790.68892740833,773.7785402907,736.94213454422,712.68736891595,688.1320052689,672.84259359555,667.67072333362,688.02206952116,698.49914636867,705.58618655122,742.33490323765,725.87056673846,692.06409010401,651.49184204179,615.84044933679,568.51271303333,562.08978213165,614.15440586136,640.71804504176
108,"BDI","Burundi",784.22172107282,775.4754638738,766.1535838223,761.19271182783,737.45307599925,721.74646495187,711.31751650033,689.86126602399,658.7903234581,632.35892954058,615.54686080736,592.71676133835,579.16537956781,564.83701469482,562.62270735456,558.3636110926,558.76094094453,570.71247901137,586.12208689191,597.5053026099,605.42218591176,607.29479784852,601.92157686885,592.16377290688,588.6656993426,579.95428799932,566.54460487987,555.20794624693,541.74094704251,534.00253014215,501.07925421531,511.41235409603,510.99469255809,525.57189717762
132,"CPV","Cabo Verde",663.04615221071,659.00633730599,654.91400624488,653.03135057645,661.41788055335,721.72043996103,667.68250677391,691.01739034255,713.82242658937,729.82948972479,726.01069543263,714.80065281643,700.51598921586,685.93655470323,672.02879950817,661.91316016463,649.51935736971,640.5122919457,622.62345119593,612.0639655814,605.21986225729,656.01643797919,749.67562206834,835.06701786164,912.05250001548,975.19662296333,958.28788774743,958.09293184782,948.47744660262,929.32537295029,837.10100457433,787.02498061142,814.68245690028,989.17678895889
116,"KHM","Cambodia",959.40722841965,935.6603416404,914.65166249077,895.23754757011,881.57619648266,873.75787284845,863.35371267214,855.94752849668,857.30832278796,842.54495621435,820.55789376675,815.68873195268,807.35616267577,790.09148776446,778.90716782264,761.37629959929,718.53091313018,682.04624194419,636.76313406426,597.92742698866,572.93657191093,553.36348737824,544.46365030678,535.58753885939,520.26721613444,512.5449681599,523.7238372506,549.78408481444,591.86455147701,625.88610114639,625.22662363827,583.48428908475,623.42747304035,658.36068863166
120,"CMR","Cameroon",1733.01890924841,1630.8403385911,1538.40788496432,1468.98345104812,1416.6363260483,1390.05294796773,1393.1347230177,1407.10747590586,1435.5155163334,1452.63844211907,1475.29704079814,1431.02976873913,1411.33412708012,1350.79303485167,1301.86817424287,1278.82742719871,1298.66443699616,1302.5651726875,1350.25293895436,1399.90546561402,1446.89529442366,1483.51392611894,1532.93068348542,1567.64230598759,1585.34495097474,1635.79611001856,1580.29899270904,1533.38842842666,1497.92932639597,1452.89848413112,1358.43799644828,1358.36372726756,1440.2624536837,1499.62802776817
124,"CAN","Canada",548.27146835501,539.78417586839,530.83064051515,533.00301127647,524.09047846187,514.45021214747,498.8933203355,480.98950105947,460.26647918756,439.66372358515,419.26057049692,405.13407853766,396.78522674726,386.08459800265,373.0645289805,359.28651718988,338.03902920915,316.3581485971,292.06916507807,269.79204191894,254.57222700312,249.69260732462,248.97043416386,250.00665245322,251.39861298127,249.093912735,239.35748588775,221.72728690046,200.96524299586,181.69999516538,174.55418034873,175.75616321747,187.98752610251,179.25034098647
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",999.93162994647,1005.3418273483,999.16673892446,1006.86478701294,996.45119993845,971.25539303898,968.15049351542,944.18901186269,937.48169845355,926.75093946034,903.09259983255,884.20834405018,865.85653131951,836.73334215551,813.49811616914,797.34802169838,805.11739418089,815.79912209276,825.5355737789,844.40286856635,869.15957164899,875.65378009262,869.0068842773,874.23378703899,872.01188630815,882.57969913113,873.5608676623,871.98263889401,850.42212288163,836.89008810822,798.89356248744,751.18071155552,768.58375920993,831.29897260289
148,"TCD","Chad",1357.43609912371,1300.57116932538,1250.45114065413,1228.23540950691,1191.17422277671,1168.15789293143,1180.77949057035,1202.65014772547,1230.23924015186,1249.48174601354,1270.8041266604,1278.28719306939,1279.58415136305,1267.07029047774,1257.03435757417,1246.00675698415,1240.76197496716,1242.79499257225,1236.45862018079,1234.72934431773,1246.79881305371,1276.93935621897,1327.53460158744,1381.83047640194,1417.666385398,1479.88933795388,1427.83698578769,1349.89358350374,1267.16730746601,1197.48701965407,1126.79305129183,1098.37491585305,1161.68554315153,1255.52284240809
152,"CHL","Chile",896.82023596242,875.74489332041,870.6596418442,887.37922390355,895.6803350517,920.32551875463,942.3601471951,951.03591391184,986.53778152467,1010.66567383527,983.39521858457,984.56316460941,962.11057652149,952.40356227594,941.28215921173,918.17885264061,892.63468470164,878.41531155278,835.45747032868,818.46162991175,817.94342331843,805.06411367978,802.74652478798,812.62229217399,810.79416610945,799.8816015606,771.64685855267,745.11856421382,713.89876386173,694.77909780921,644.54580342847,708.11985434827,876.96682104085,758.09016517084
156,"CHN","China",1708.29701366923,1706.68167295625,1708.81872906082,1707.93302236649,1709.51344691716,1707.72027484894,1709.33063233638,1726.59018718131,1755.75324534558,1789.82033940699,1829.14705470607,1858.94020099373,1874.45297642898,1895.77505297338,1892.86265887874,1881.1022155076,1866.9412658417,1888.28342728543,1913.11532389404,1935.0831214185,1930.85079931259,1937.18541102949,1942.8407893802,1983.38495265369,1983.68376523698,1980.74844538443,1969.57125142693,1908.1615288778,1754.70030368146,1591.62063905806,1467.0798711316,1521.59961765141,1563.22100907641,1655.83300383433
170,"COL","Colombia",1525.78953242544,1505.07142998432,1497.04416265448,1493.59905234754,1491.21012575336,1500.91000713468,1506.95721508542,1457.4711753277,1426.3644444196,1454.71366806732,1424.52506919818,1363.54917541849,1295.81295071881,1247.78988317087,1195.3460588227,1157.5040526815,1120.39493489231,1065.0324349519,1022.78240264988,972.15755003606,939.82338965063,910.04913653316,888.34353445654,875.88147532878,871.62566253426,872.66196686006,869.78359993141,862.63982199805,865.68020306786,851.68418463132,831.07791239789,838.04722855105,842.26708169134,826.47620158
174,"COM","Comoros",252.55415476191,247.07922872709,241.86569882767,237.25744376291,233.94511464096,229.13627427618,231.22867042685,229.05287376322,234.19126631129,231.71026957543,234.82515672714,225.83361599627,224.82617159069,218.09852311811,208.70777820311,210.06798667534,203.68263265178,213.28121750486,212.19404874216,207.06829975556,196.24213524907,194.40017492098,184.41086955109,175.76700971863,178.94740003348,174.93379371537,173.82305547033,174.0463965325,173.10690212068,177.0403687223,177.7148250043,187.48890760674,203.21965252499,179.69034001411
184,"COK","Cook Islands",432.27925279501,436.98428116101,439.13727214934,439.8841464546,438.56880313427,435.71508289277,429.89660973456,430.23378221044,420.11407460157,413.80445054552,408.22989035667,404.57761680929,404.05824053043,400.68394896196,395.17916287274,386.00079458967,366.04549029042,339.47660740543,311.57778076543,288.84449296945,277.81878470731,273.54368653212,270.62287151524,267.00648512227,264.02416725107,261.53201399784,256.80443840228,246.05287881349,236.73106399052,231.60037279978,226.5355429926,229.54048505924,239.26612134596,217.19770927958
188,"CRI","Costa Rica",917.93032551311,923.74706504747,926.1682994235,935.31982807784,952.04246524821,964.80830995789,975.23630818606,967.90860837945,971.91001832998,982.17240642817,973.04927988764,949.43254239797,912.21977203469,890.45246041878,869.0667716264,842.74835005589,824.21554415172,799.5889253109,791.19512889549,788.37373975764,803.95785986094,796.50774643531,794.59331532824,790.07495263915,790.11566877245,782.15331983142,779.27015801389,775.74548750193,760.5835234922,743.47148782617,730.40787901546,760.5432855652,795.58544924645,788.6117392331
384,"CIV","Cote d'Ivoire",1327.57341237536,1243.32577839589,1180.93077514719,1141.89536043526,1117.1259342425,1104.67313278078,1114.83651363848,1143.51697211525,1178.24238031413,1200.02884869986,1210.66382030661,1171.42020442147,1144.60161828086,1098.31473804396,1067.11400804519,1038.63823100962,1016.28214052093,968.56851629187,928.89807712138,888.61449378803,859.33696505015,878.63609386956,955.51447751456,1035.75807206243,1091.89420687346,1161.37716886482,1145.12950268788,1123.69618123266,1101.07574146449,1061.49121812718,1034.06454120252,1009.44414200544,1068.55288648715,1130.67334672069
191,"HRV","Croatia",2360.47934962136,2292.17186288907,2217.03861017509,2162.90762279678,2120.340029452,2113.2376627143,2052.57277322962,2029.52366056058,1973.24180547057,1912.8836904683,1864.48340140019,1835.82638718029,1855.98161640736,1915.11179785286,1877.63233174898,1868.04474373854,1803.46152298177,1713.54068735266,1609.10949415714,1516.0122211778,1438.24085383705,1384.64108092343,1337.5391855763,1296.50368944104,1271.01904687196,1254.4347514783,1184.35765084761,1114.56726262075,1014.75726089643,948.66387453211,930.93184362529,956.07393246591,1000.36115587155,900.43516508762
192,"CUB","Cuba",712.97952873238,688.74700655679,683.92444868659,678.82545201154,665.323658423,658.48185966673,656.9069145814,651.53209751397,655.0774199772,653.28981112826,634.85058232287,617.39445494497,587.56532780514,577.43276859742,569.62525350039,564.25745020972,540.48219318546,524.92800508133,514.94166806928,503.37826711334,495.69700567808,477.15973234953,468.2771743689,469.82085319146,473.8351078889,478.82055368692,485.95762519921,507.46009262937,521.7378250512,533.43740241022,540.44924106014,575.24408144198,496.32929367071,525.84313584315
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",2005.99241362708,2026.25587814418,2022.40381045231,2022.17085724011,1984.69981321719,1982.79856070669,1951.90563331025,1935.60352831566,1895.66009371661,1815.69556714216,1757.33886818777,1688.67715439633,1636.82158098851,1579.28724337,1534.54000642428,1469.016007478,1413.13888933325,1349.98005391959,1280.5539517133,1215.67578191538,1150.42626113396,1085.20030004188,1022.71055271222,956.90051392036,905.52869994987,864.73089463354,835.32290718725,815.18443536807,794.67695965248,780.70249651905,759.21526556463,805.32786594853,907.35542672499,730.53480441992
203,"CZE","Czechia",2898.60803169071,2777.46026785896,2646.54637042322,2530.0456693062,2414.33907580823,2340.24792954552,2208.70535989792,2083.22587891405,1937.35274407174,1827.14427381277,1736.31779089299,1697.36870388475,1693.12558968926,1694.04694857174,1662.5323934705,1624.9273935411,1558.69569283321,1522.82768050372,1476.12890850531,1437.18355547931,1384.09093216046,1325.50720616316,1245.93413293057,1163.78940405922,1059.00848800949,996.70037993915,917.78927019097,847.14575394306,776.30533464178,722.4142460239,710.67234099061,696.07602355671,690.54178327178,567.28003226916
180,"COD","Dem. Rep. Congo",966.30556024941,957.86329024282,939.27329320489,919.20310433476,899.44416437039,882.09741238732,865.63775994533,840.20752325961,827.50352606312,817.82338170258,816.46902331673,812.67768363749,814.89734632921,817.4772859599,812.1631322963,807.25166111975,807.29822352126,803.7597423934,805.75074271497,807.36150833054,807.37426160097,811.74467306715,820.32279864363,829.39177065557,839.56306606021,833.97578253103,815.54660449643,794.36910415835,778.9507993742,759.14853776874,732.52949175854,717.0095062689,746.00531410208,749.85772959487
