"code","iso","country","TC5.raw.2005","TC5.raw.2006","TC5.raw.2007","TC5.raw.2008","TC5.raw.2009","TC5.raw.2010","TC5.raw.2011","TC5.raw.2012","TC5.raw.2013","TC5.raw.2014","TC5.raw.2015","TC5.raw.2016","TC5.raw.2017","TC5.raw.2018","TC5.raw.2019","TC5.raw.2020","TC5.raw.2021","TC5.raw.2022","TC5.raw.2023","TC5.raw.2024"
36,"AUS","Australia",1206603.91099278,1174094.64702669,1234667.76673245,1066544.30312146,1145485.21849758,1259186.29167606,1194198.11192964,961277.622693482,1015647.6640573,1093678.73522081,1064527.76715432,1374115.31880784,1471189.89980354,1461849.87756519,2841656.3179172,4936600.01218922,4766741.28260612,4648850.20888008,4588809.7549138,3107932.56498759
40,"AUT","Austria",68609.2201328381,74244.105345669,95020.5155887195,107445.27068681,108727.075295208,103782.91792485,109308.257097523,88791.6219263492,69537.3358229748,63519.9720195103,54737.4379470216,53856.273930166,61092.9879138924,79772.7233953531,103556.172717842,121555.513736399,120988.106592564,122454.246131605,122635.882480449,116472.466842064
31,"AZE","Azerbaijan",3578.00935194265,3549.91145851551,2903.26274091446,2336.29666386816,2123.17491831708,2426.50974800303,2048.76397393485,2138.83871736316,1815.59778692005,1772.00976227114,1249.15486678759,1127.17438802899,609.643471546867,535.896117596662,219.599858223565,215.629626757886,275.380754151688,341.457949310904,727.094095081715,888.366352148877
44,"BHS","Bahamas",3446.39637757967,4029.1709022371,3933.00243731966,5608.00732254085,5843.87991352145,4794.43333266014,4403.45324081866,4169.2395417894,3792.71146072497,3871.04599035964,4559.4151093862,7070.70591217358,10404.0481661532,9745.08956211647,10400.5566333306,12007.7220186073,10420.3812480693,7309.54886458228,7655.16960460359,8057.12966088574
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",18317.5253493979,20593.0691186221,20593.0919048202,22913.7955620822,24256.0954854865,25630.8657442693,22949.1230953466,24313.1996749257,25855.0368542435,32291.1731992066,40226.8501101132,57242.1381428675,80259.7925698909,93580.5947258316,103598.449473798,112470.632138874,108861.545506615,94282.6806958272,92727.0367066461,86576.8377406845
52,"BRB","Barbados",44.5950980208983,36.3499710551882,56.586226595358,67.3051037987504,72.2505023669714,80.194219061615,94.2088581911977,179.124359138329,170.729225218315,159.63783825659,144.124554188252,140.303839446557,39.5741981478466,56.8868496249652,108.376688800892,128.537697116478,131.460230825241,120.892457819564,104.179068891047,58.9847322696587
112,"BLR","Belarus",150651.45750802,174561.896148984,181835.039379279,185612.047044247,182557.896998446,182119.330445208,185216.66210141,192151.050940822,184339.262446395,182422.932581123,180568.209347614,225688.303050298,264864.157612928,324225.702340501,365647.830582251,400680.713993293,373672.865265958,359900.7880452,331686.91320607,327797.347124649
56,"BEL","Belgium",13030.8828426767,18975.4297812491,22612.0318837121,27935.7990895356,28318.870688688,36199.9081026197,34300.1415877424,33950.1671716906,30051.6221922459,29114.4762540738,21625.7780953273,21121.7522744905,19624.0561679025,20939.860936054,22277.7621284034,24266.070310935,28896.7773101796,29593.0436778519,32541.6913653651,33057.9213379621
84,"BLZ","Belize",41005.389150147,37048.2561698861,35885.0635015431,37329.3522023128,43286.7722315355,45011.466600376,67121.6348643007,66397.2997776386,74517.041671878,80729.0448007527,83191.5839951925,77422.190587377,82282.4535603966,77041.5409967588,78970.2535077381,93389.2776572306,82078.0097055887,73833.5210989411,85244.8835529291,100808.793550187
204,"BEN","Benin",12967.2741835381,11013.5078471051,12179.6289310144,9186.62259303665,13423.4160647142,12370.3970302069,11230.6418154931,9443.58204175631,10272.1890580262,6707.15951419557,6776.54352925522,8132.36820218304,7509.28028942974,8019.68523198068,7437.54067495262,8441.96575443791,8131.01369751781,7565.94758065477,8347.81205577523,8965.04083548716
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",2848.44356169214,3173.72556054126,3458.08027244986,3689.88167351287,3852.02607741683,7435.6455006037,7903.69703311745,8161.68868112384,7871.63892852771,7925.46816687672,4318.37012129337,5190.32936413454,6396.22420532559,7150.93627916436,6741.36990487071,7283.22078424277,6598.91301904002,5874.25500947241,6430.99218014575,6799.40629759059
68,"BOL","Bolivia",936795.448284238,1012931.03601135,1024180.7208035,1230356.27555707,1252395.01487744,1453251.06560283,1567263.0356553,1650881.41377521,1460781.39035246,1491963.07136684,1206491.68660504,1346444.09379978,1535831.14119376,1657955.0335183,2254983.39715519,2517635.35808734,2606913.83629482,2738962.78209445,3133342.13930881,4093399.39935345
70,"BIH","Bosnia and Herzegovina",7191.95784369948,6231.87474277576,8220.73834545902,9464.7152519907,6639.2300159169,6976.25209217645,7410.84317725105,7162.96793930168,8185.07726599446,8678.28698609919,8348.15417276043,9685.57377913716,8591.24132608394,8690.57569807806,8133.24160003258,9394.91696542988,8105.67822266652,8820.23766061143,10094.3073565272,11087.10494667
72,"BWA","Botswana",262.099040418966,171.223002978208,181.993642944039,199.484347455939,190.151213932133,171.55521229019,152.880726181576,135.108324353439,123.166932016177,97.3666506382365,66.8668083150443,46.1610980736273,31.5310409639615,20.0341213182964,4.58196187997503,6.39721997185871,7.09435308828774,8.017780206467,7.78786962698458,9.16806782866644
76,"BRA","Brazil",16836254.353845,16966644.7971141,16081471.232092,15277171.7795603,13246395.0814683,12448909.4386246,11495395.4593186,11792255.5256001,11293640.7757477,12168836.0535004,11702762.66157,15158211.8388011,16759198.2196333,17762112.8779522,17765744.6667024,18833735.51647,16445153.9982373,15233942.5463846,15090904.9976068,16786056.5497653
92,"VGB","British Virgin Islands",15.2747430288064,13.9593609500564,17.1015857357595,22.2894533535861,24.8471602144108,25.0659632522276,37.6355792600943,32.3739773820995,28.1356885874109,23.4584940655739,19.5122689491829,7.01577682700194,235.501274109695,238.936641087926,239.302164451816,239.375253322164,240.617824285872,13.3015788443923,9.28163080520723,8.62391359988388
96,"BRN","Brunei Darussalam",5607.62425522237,5376.60808419642,5852.7486535624,6353.52242283724,7325.86015097878,7014.52807162726,8621.45365466194,8893.4803483967,8481.93187953069,8537.24052687833,9331.29462586643,9283.43885375323,8391.21284291691,8309.44522260197,7253.19687508688,6658.58382453586,5039.00694392039,5014.0373115746,5122.77785750365,4996.1357604377
100,"BGR","Bulgaria",32776.8384452481,29745.6986215814,34664.0698334094,35913.4890426372,33842.6648688705,30845.1021208247,29005.6689222269,29426.0645968119,26670.6913744711,27259.5564347107,30983.4754731308,35046.4939590176,32756.6108817473,38817.7708149447,36254.3389603948,33756.4868927981,33045.7897896331,29451.3241546067,25350.4728689861,26592.9360976576
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",5328.47129821188,4254.71511943013,5129.69631472419,5803.95832911977,6072.85551428011,6992.06377323556,7609.15952544744,6618.55873293272,6024.68277682669,7189.22375219064,6743.01434176092,7358.30226130105,8262.33211816922,9731.33793635291,10070.1971679057,10468.6704224882,11165.0477257115,10999.8218209974,10077.5078204935,9833.92387334571
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",284240.807962281,336309.890669868,359095.641424144,385751.513669589,427506.75043945,600796.887234096,712421.22134422,830288.445486648,936893.590062375,977685.343480631,872568.254879934,863269.19209173,786168.274106886,709258.150935744,690761.8279102,701433.363433276,662810.437703847,648221.994088185,655862.314699856,605994.842280064
120,"CMR","Cameroon",141478.047616623,138260.448358912,155409.779512669,165205.84143278,178274.631523787,211107.798568917,202773.426564814,208124.593910582,257595.717677343,403374.710628561,424352.421728664,513319.906034422,649333.814677074,685535.517891708,625484.334463199,749309.889267927,801488.076869979,762016.066108121,845400.82605126,902752.630501721
124,"CAN","Canada",10909571.8086005,11957608.4148263,11758621.2805986,12100346.7985899,10944258.7027807,10128345.9461288,9882857.26499613,10310452.2208973,11168779.633818,12262017.6346505,12890575.0958777,12814299.3984024,12828541.5268573,12164142.7901786,11696250.0957338,10158086.3250976,10598645.51599,10338753.5878448,16765982.3223209,19756163.3558974
136,"CYM","Cayman Islands",88.8682283469281,86.1460362747135,98.4119191648003,124.433308340391,107.213547783762,137.846417617399,159.661709914232,151.025254369915,136.784560608643,114.606630132047,74.8857795048914,105.171567441428,169.565480050072,193.848524884916,196.903506978742,205.408697343606,145.453418247064,98.0786186918975,80.3171551748608,105.538310014689
140,"CAF","Central African Republic",123332.424155236,149933.131366713,152823.489843583,170956.83359672,204620.916112932,223858.409602396,215115.420052675,235121.383429078,247444.242491423,257043.698161846,235805.304914146,237816.990948997,244412.972537219,241143.354823648,232317.61272622,260138.612794363,276167.692036198,263287.462630288,276907.951839796,288632.991562121
148,"TCD","Chad",3964.59273517825,6062.86326431912,5105.61707201023,8314.18718063825,8922.98162247102,8705.26139340724,6643.36456313581,8133.39677329272,7626.5323811214,9561.67519972568,11898.3911873597,14144.3542376158,18418.4595863918,22454.9958311735,24513.2566967477,25355.3778511049,27284.4861771823,25963.9836246033,30099.4019387386,38132.7558302535
152,"CHL","Chile",426376.170372081,445592.676512102,489091.784859596,529297.773901332,532129.568999792,516708.611071804,524104.208996128,577250.323343913,556408.422558499,587179.27830616,601793.119479587,616248.506803577,656268.65473163,630919.381350954,590323.511401235,554782.760772861,512614.009280377,365692.818866852,396136.632077641,365058.052989423
156,"CHN","China",1626457.94234802,1971431.40007622,2375297.26388106,2851613.54823266,2949741.43317847,3193988.51435902,3217326.7563029,3169311.22113506,2872555.5520935,2804547.20007593,2667185.1232319,2787340.42715395,2826736.92994446,2955167.96439558,2920493.23446376,2852361.13120568,2670358.37352668,2637936.1305038,2670931.09463969,2849101.84701878
170,"COL","Colombia",977148.991373627,937085.908259476,1023881.44546842,1133230.95354,1117084.12229018,1125381.1729117,1125284.88831131,1083840.39621338,990958.366557226,955269.348703531,899203.528118441,1000270.16041166,1197328.22651436,1410681.30512444,1477128.79931028,1660409.2487039,1634701.66299981,1475789.70813379,1320204.88101609,1264758.53405614
174,"COM","Comoros",231.773354424702,207.763321146313,244.287780158883,252.588064988552,324.410555673824,330.15196314333,439.80040241366,489.364861013159,2184.1374816761,3545.79323039015,3882.95496517489,3884.70765411232,4065.35801731196,2553.79083317258,1360.42604076601,1196.47594382838,1236.64883980524,1093.27744324821,1029.34135613206,1244.94910089609
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",63363.2745569292,57938.4390456069,56102.6028428572,69715.0615872431,82376.1421034918,79019.7672410382,79465.7434933943,78389.7539762998,64288.224073981,52770.6056257107,42893.8480153917,46232.3422806454,57894.8712398431,62439.8497603981,63019.0019990231,67965.8860580167,61973.7153555995,48485.3666454708,45200.8439011323,42011.3310224088
384,"CIV","Cote d'Ivoire",466947.960806316,442028.260233035,388339.092579199,429621.890364257,490455.390682886,517639.911191616,544601.169932092,549863.804217355,598104.860002111,836117.229897434,896051.624748059,992439.697103996,1253610.16412405,1402466.88025062,1297769.3866035,1393865.530939,1356013.29855447,1171182.61626536,1036800.11398433,959718.069410546
191,"HRV","Croatia",16931.8380855821,15757.4931948509,16654.3714840818,18806.1355943525,14981.4325363945,15733.5648339763,16448.1099688448,18215.4807247407,17322.5428384031,18979.6595504721,18149.4048715924,20603.6781449859,21445.8949311678,26733.4824864363,28151.6235616179,31534.2981022852,31425.6616779244,33405.2811837987,35623.246508777,37160.9434518171
192,"CUB","Cuba",75342.8427460428,68705.0217901356,61542.8632509988,72069.8439199441,66355.9458661865,62130.4318796134,66138.0957667055,68609.3129560816,57597.2070027128,47198.8459447757,45316.7348919846,103056.681247077,169525.503853492,178409.048289154,180011.188318165,185903.663534831,121571.79879,49647.297985837,53487.6346291632,56108.8893055349
531,"CUW","Curacao",4.2891596723139,6.84705251033419,9.78065900195094,14.4452193621869,18.5083286603873,19.5608907335872,17.4548713340663,20.6174797858149,21.3699802583669,19.0381090165343,18.2111696229828,19.2643619692187,12.7162735933062,7.22347893935275,7.07220354212184,8.12541936026962,9.78137681152722,13.9958248660688,17.0801500609158,17.2308222201931
196,"CYP","Cyprus",257.807527477022,237.781851142534,984.277885502227,1053.84542206871,1022.72799182638,1052.03222628494,1111.95539334456,388.024148899474,306.732040141069,283.595836295056,240.075488486171,690.464489827203,1073.42610867537,1092.37188448813,1102.52616738303,1115.28649821815,1189.24113849995,824.728071003762,846.780174881212,962.773168540908
203,"CZE","Czechia",53157.5988485365,58323.309714226,72884.5811183036,85832.4010155265,85888.1378175711,75769.3525421901,89007.8035344622,81689.9369942915,72475.6227468364,72902.7894757141,65510.9344618521,66468.98900848,78980.4191333348,110516.301790431,169862.239271664,262082.403111457,295567.143597156,303810.298427769,289009.019476209,235309.051537242
180,"COD","Dem. Rep. Congo",2129882.91614599,2127551.70115767,2075869.00082491,2206169.36832039,2441560.65709117,2768199.16257032,2744463.57341736,2913769.42360727,3429606.80992246,4132531.55059113,4249159.47039197,5201198.13343827,6037303.94591696,6490380.8875891,6372261.35383933,6753997.21951227,6620554.00985151,6372588.61554876,6323782.28788782,6481348.33585097
208,"DNK","Denmark",18576.1592269843,19460.7399240331,22637.657288654,27118.7521346649,31350.5749126361,26729.623364072,24648.1291007783,24718.6741498215,20673.2326700348,19348.3242149995,17503.7021865093,19027.6604196127,18936.0620325156,20082.3206594418,23941.8837919832,24552.246848432,24690.9552560293,23696.6764505761,24512.7654324085,18977.473202526
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",193.584449945653,196.174396058922,224.599689428133,290.734670688685,285.159939667194,324.957154362896,344.037635888443,448.461470202492,377.206397135744,315.67095473418,225.406219134952,188.067012741351,23334.2564140951,24090.7030082606,24137.1671952071,24200.9227885602,24224.1580749969,964.864034940039,331.258165815822,318.32592038942
214,"DOM","Dominican Republic",76873.1295889748,79039.5065289773,84663.3893568933,95561.4482353507,90140.422821468,79155.285373784,78701.7917979754,80547.6441504932,71638.8700076144,71350.3129657923,72338.3451606416,84285.8381863649,93443.8495119948,94710.84662103,95963.5453247109,102313.852906148,91588.2798978962,77666.3004108503,86643.0692773007,84708.6944069183
218,"ECU","Ecuador",166479.377533829,157045.887031099,187790.730477331,225863.078096279,246293.332799363,239713.181773219,247739.14847468,261452.14701051,257930.373395332,231150.226236619,227449.633650246,227868.644343193,224822.662036608,215152.512028467,219933.756285523,238775.780025416,225052.354866011,206412.291085593,210674.679423313,237022.188360014
818,"EGY","Egypt",411.62436422744,301.985331933119,331.442221238215,351.89717303335,310.016277257285,355.613529749226,420.110955940166,780.694244103008,796.2267086272,851.661439939047,785.122282553021,719.226975637401,338.803931175695,304.542788309731,210.443770056859,196.939697726909,178.023749371223,131.536864188105,104.202434976624,114.601154659668
222,"SLV","El Salvador",30584.7100299106,25689.3342800211,24007.2076451194,21348.2436833009,21077.5380738901,18070.3088081486,16707.9137961357,16259.2769421129,14988.1785454807,13023.974210243,12539.7905536402,15041.0378379913,17250.5519318802,17900.336050037,17829.7678518295,17649.0592241471,13394.5232457171,10281.7598956525,9363.03821666717,8793.22726112207
226,"GNQ","Equatorial Guinea",10562.9302737124,8233.04982050172,8388.3895917307,11248.4935084033,16511.9073667791,21496.4518910979,27947.1239729484,29758.1838942012,32226.3686299471,45753.2385192566,46628.9732223953,48468.0040660583,55453.2091012524,55987.6313900933,46302.0118760582,43703.9049379232,43064.1905217875,38887.1121121288,39587.889973694,37807.0931612576
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",77347.8619825614,82207.1061976161,76477.389953987,89141.3406108618,89858.1046054567,96536.4733751729,102003.682996621,103500.163161543,102292.271576241,107045.974211108,110969.764664452,120105.652894263,141277.193866196,164226.327675639,186566.96466443,197952.242960124,195621.566766702,195980.650064518,192098.543890353,181079.779143954
748,"SWZ","Eswatini",26194.9912822436,28891.2619739889,31560.1426407616,30382.1853410047,35672.2619723227,37797.4367526834,30988.1676955034,28045.8966763318,26589.6774383116,20896.6366230979,17451.8709394556,19631.8487570353,22481.3904869632,21275.1313297991,20430.6660106847,19899.1143996596,18257.1604258534,13817.7569000325,13932.656369988,12244.6510191386
231,"ETH","Ethiopia",68222.2714399016,68350.9630597836,80885.448764087,90958.035546453,106840.793695177,111156.316806748,114543.112418931,130566.474696522,137409.077843464,140855.130170582,130947.444599374,135066.353231228,128837.923667474,116880.935737412,109738.261490092,117442.572886787,117612.368056895,102150.241645334,119518.923191855,121879.553204819
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"FJI","Fiji",7118.80765281748,7895.46240432622,9340.64568355247,10155.6668901482,9866.44627779352,10547.5732771228,9225.95686388003,8297.33019612142,8609.48037763702,10507.6819294005,9999.27029037077,17819.6087759442,19691.4612229594,18358.9892939716,16125.8883974075,16354.3677856547,15179.912484999,13077.3549766716,12499.0896859325,12122.4830403663
246,"FIN","Finland",762398.486525486,793393.196156963,802845.796966251,914412.426036456,944070.119182126,881178.776036045,858604.279060901,867406.631743959,815093.347637813,825276.460599015,830342.248113266,911622.811373722,1087591.35782397,1208995.02742402,1314087.63765133,1396026.83587781,1423180.349652,1342791.1730283,1315090.87596054,1257388.66123384
250,"FRA","France",235096.395772188,255477.571928849,271374.831336418,335202.688351132,324325.182989897,421330.873180063,430504.011764838,456258.760461625,399224.724935958,379534.187720232,272894.570352737,272392.982252996,267345.233714354,304891.690851059,338924.082608183,380954.90503749,429140.151799088,418295.171540271,436651.084225594,436770.674228374
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",73460.3014774245,77678.3484329005,80328.0544395227,80850.0001171986,89120.5664451362,82095.7322203663,80955.6258219947,81930.0788139495,109011.841173248,139511.960014599,154310.326495821,168300.366124659,189468.062192018,171807.036423441,151615.714464093,148165.361175601,134332.372905138,125144.034780861,118062.799233002,118632.090889348
270,"GMB","Gambia",122.64996106752,125.646954577808,135.094781814501,421.742181346721,367.649236930519,385.931760349997,410.059971971889,401.144776060632,116.148682185676,124.62026405612,110.833479490872,85.5813937379056,52.9844594170002,46.9136590555338,49.5358703609375,49.3879636264767,63.2547818861718,72.250838943401,78.172540498727,73.4472131401891
268,"GEO","Georgia",4011.00635468591,3875.8030406421,4331.8068426947,4785.42212717887,3266.78289945543,3536.37523037241,3544.73654159369,3025.28947351157,2531.92158765542,2197.29621998807,1421.5550150285,1405.26264229488,1140.16187567557,1187.96095197738,1240.4062827832,1419.70943638921,1316.54989118238,1399.3184902966,1884.75058416098,2227.86741443846
276,"DEU","Germany",121717.557219604,149082.826328132,226999.030379365,282244.475057027,266066.7711605,302005.524447087,293624.857240476,226411.414792398,180216.878382316,172624.24660271,109875.969357333,102481.69397159,109473.583973385,146213.587374276,233277.353932251,407286.721188228,582687.071575952,636137.822703018,706836.103422275,688330.473488909
288,"GHA","Ghana",205980.277537476,189448.183794342,151239.204082579,164121.447886371,184748.377565724,162884.544009232,171943.695858264,168390.910041312,211767.150207479,293717.571822306,331632.60117486,414673.258754805,493373.923865286,563701.501335064,531761.406097494,610984.14008784,593155.036921176,596467.323144439,557518.892528482,577171.718788763
300,"GRC","Greece",31302.2151312742,26031.3640508359,66968.9923806891,85604.7822376665,85355.0037406586,88961.0972450074,87815.4690790235,54993.459748371,39701.7489802943,36940.3957926692,32992.5518517112,32826.2329515702,28493.2869701413,29709.3997134312,33511.1351855517,35098.8389345006,78103.1580674878,78987.7866834667,117876.76138753,122783.502637996
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",848.500100939974,847.221262465428,849.196408975643,842.031301848502,304.783361836157,416.85176590028,425.505752328407,397.428816837164,358.60407162657,348.67279863156,195.814734968271,215.078490804069,203.495250475923,287.947006704068,225.171622700766,236.910617128925,193.415566728917,186.034284491365,102.940806540894,311.774400982123
320,"GTM","Guatemala",364391.206494663,363596.658450344,434463.668431175,413396.958729778,443936.874283992,402656.10042933,390668.993852772,348219.78944803,326250.229176804,301153.962287488,295855.272825963,433853.853712339,429627.564284387,445579.743853395,473957.629846528,518284.62719212,389650.83146304,356223.618534749,356192.675354372,407929.62623483
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",88473.643615281,85207.9181579522,90095.7152189058,102347.467834392,108577.146901965,110041.801139618,122374.038005752,113038.411104322,237742.074953154,347070.344096203,492844.619797306,681219.228693687,888321.757363699,925031.935767303,986005.5936198,1002592.43679845,953956.536949647,852584.524916545,823812.004538489,776923.650472426
624,"GNB","Guinea-Bissau",16925.267003165,16581.3876052962,16551.5424955764,18778.1778109358,23202.9736840405,24175.1940913298,26440.8316221868,23908.2534768246,41363.9679830823,46258.6214640082,54019.356533501,65855.7412650612,78780.7963714416,72470.7399447045,75234.841213637,79681.5023375882,77246.0605631705,70589.9528859967,67674.3679736561,61352.5089287741
328,"GUY","Guyana",32180.2377967199,28074.0637212268,28496.3769439302,30537.6079306532,34742.2677181787,39008.8468663517,41438.2179275092,49300.6436464813,46958.1880158326,50845.1647535448,53830.8400678531,71980.1414228161,78301.5947417663,82945.2649540552,93115.4560821697,95801.1036384099,78825.5046702514,69955.9073990224,86076.6588239887,171087.131216677
332,"HTI","Haiti",10075.4135229458,8769.49732178494,8726.25542094848,9847.78814415183,9929.73144965627,9980.70568007254,11382.0759273335,13577.8300225892,14567.3465976405,15961.5410738082,16964.7446924053,31667.4685666368,32893.3338981039,33843.6743299916,34380.2493490995,35094.741292518,20241.551918332,16587.1210478345,15011.2813268157,13033.6994991323
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",174460.881560622,173711.49522953,184596.535890822,194270.585197715,219328.828484934,224941.973821815,235882.590944337,225775.403018642,226108.34634644,232076.65660719,236234.856195828,372105.202861734,453272.994836249,485895.555286411,509828.530453345,553234.462274006,434291.25709096,378161.172601346,386353.840780131,379891.034908489
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",43363.1019880688,43831.0052123599,45483.4069702994,48667.9914551609,46736.2966232174,47591.2659929191,47825.4295328297,50384.3195440327,50420.4270379841,55485.2746482066,54944.6564323391,60738.7811645608,62935.116315907,67796.8095619415,67062.4032932431,68360.8911569768,68099.2461634184,68790.9110956884,74685.698314929,73023.7927219844
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",271291.904712751,275511.762804616,295403.554787255,330213.310379193,337956.924176053,328980.134964358,351383.070606189,371664.302473757,368430.664458501,426347.477772199,488583.32653542,569320.116001748,660567.961728564,710456.090422537,694288.14389823,715465.111503798,677066.902890453,612030.951608991,623448.523563126,633588.452643087
360,"IDN","Indonesia",4615636.79655804,5304700.19412747,5837050.47254239,6688484.86382865,7344407.52543981,7441300.01636322,7551780.31621117,8424417.44418197,8167470.9693416,8116872.58413879,8584008.69432296,9462447.0104185,8502907.49487345,8582340.79897264,7864865.29160839,7079985.76606093,5499309.91734677,5083828.80315827,5260381.0619808,5203761.51746254
