"code","iso","country","SDA.raw.1990","SDA.raw.1991","SDA.raw.1992","SDA.raw.1993","SDA.raw.1994","SDA.raw.1995","SDA.raw.1996","SDA.raw.1997","SDA.raw.1998","SDA.raw.1999","SDA.raw.2000","SDA.raw.2001","SDA.raw.2002","SDA.raw.2003","SDA.raw.2004","SDA.raw.2005","SDA.raw.2006","SDA.raw.2007","SDA.raw.2008","SDA.raw.2009","SDA.raw.2010","SDA.raw.2011","SDA.raw.2012","SDA.raw.2013","SDA.raw.2014","SDA.raw.2015","SDA.raw.2016","SDA.raw.2017","SDA.raw.2018","SDA.raw.2019","SDA.raw.2020","SDA.raw.2021","SDA.raw.2022","SDA.raw.2023"
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00765421919493292,0.0115192636285302,0.0259973212950617,-0.0431400089214416,-0.0779157421195877,-0.121509564661681,-0.145595815953055,-0.15803603398448,-0.153404568910417,-0.118475254085831,-0.0630441622207096,-0.0101972963486415,0.0300050762939084,0.00528653567566217,-0.00520130950935452,-0.0110229085729493,-0.0145854265750225,-0.0139010158562534,-0.0103563774672927,-0.00953700123518824,-0.0100972704174682,-0.00337239597129953,-0.00375701871726362,-0.00158083384625255,0.00441963669344436
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0221469000498948,-0.0516404064321282,-0.107966423108121,-0.0995698272879524,-0.0925380445006259,-0.0919768020039143,-0.096251909235734,-0.0839664860655693,-0.0900553332662563,-0.0799809196870412,-0.0337816417517518,-0.0286529043001444,-0.0395558504513455,-0.0420177613085847,-0.0545678183773871,-0.0627372099369702,-0.0726446667300354,-0.0660282371064635,-0.0855596026764485,-0.0949993044516459,-0.0650309896762804,-0.0386503100552933,-0.027080712440803,-0.00745675994315576,0.00267031653585452
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0749558115897161,-0.0823529867493754,-0.0832720501211384,-0.079574193941319,-0.0721498180941895,-0.063619277593419,-0.0600963041065276,-0.0553725774326125,-0.0529262718888447,-0.0596407683499012,-0.0813869021906906,-0.10524791681891,-0.125009910754789,-0.14065896030951,-0.149044325751883,-0.146023834584148,-0.134140732641828,-0.121890889331343,-0.102173235993438,-0.083854929817486,-0.0717951950795731,-0.0733064976995508,-0.0736488377896343,-0.0745468540226023,-0.0744547961940371
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0540256713504841,0.0668330735341227,0.0806312103845452,-0.0196026767637676,-0.0931670775540951,-0.143387250700938,-0.17478046076267,-0.202343293333951,-0.201848822412388,-0.190103093084134,-0.133079925667773,-0.0508148257320891,0.0293053771118177,0.00986851627782714,-0.00452925965800577,-0.0185224429352741,-0.0279552303618753,-0.0353297359467883,-0.0327227991442016,-0.026239291810754,-0.0145439604525822,0.00284289962216078,-0.0028096017294065,0.000311146599095036,0.00665965105928668
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075659567840842,0.0750199398024727,0.0659313294257229,0.0587123082536554,0.0456217885954258,0.0320909499637738,0.0186059838054609,0.0376901067577797,0.0738723940491601,0.0915942932884217,0.106640675927649,0.112810031821486,0.104771110743541,0.092024553649267,0.0756347819526662,0.0608245209222662,0.0482325251200384,0.0469410259964855,0.0521686827049554,0.0543013953500644,0.0651999408619581,0.0780244146023108,0.0550779824147021,0.0309994864275585,0.00991848087476033
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00681631245203285,0.0142446072775868,0.0125037056724553,-0.0698933442627966,-0.121812131145879,-0.144922684698498,-0.175613289371055,-0.183553313607333,-0.175474056093385,-0.165701412579569,-0.12250739759579,-0.072017435523397,-0.0351829556517162,-0.0360470700157978,-0.032377558586365,-0.0128023592520058,-0.0128456911343591,-0.0128559828604107,-0.0135637992905917,-0.00823314470799971,-0.00778038791823034,0.00177342448228274,-0.000535342883473953,3.15983199987713e-05,0.000498126601256921
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0966889769716344,0.0939330948933437,0.0865766678446893,0.0819054893919346,0.0662943295282361,0.0394142028932962,0.0189286804674691,0.00679241874514003,0.00793866724757075,-0.00180647977479131,-0.0235693420448683,-0.0266797707093215,-0.0154641803414991,-0.000216440239330382,0.0160820250879563,0.0267095965442627,0.043084664564115,0.0597817560421543,0.0665932075867692,0.0645030013674086,0.0516072209277585,0.0321310450031913,0.0219612133850218,0.00769005157625813,-0.00191254015800527
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0143642865730307,0.00783604071780397,0.0175089470123662,0.0251961957931395,0.0288318871417801,0.0403621574638322,0.0597042038546447,0.0725907047467094,0.0749719890195979,0.0626432632139755,0.0389892682973496,0.0183235120866971,0.0156020297487318,0.0212315738824482,0.0215544659732634,0.0131054468897871,-0.00616987018136406,-0.0183128576111515,-0.0157998387990373,-0.0168010931110446,-0.017274212998998,-0.0294791037619732,-0.0261386129375294,-0.0132686983114422,0.00976568759198093
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152279296417621,-0.0724161782007117,0.0188314057255852,0.116202446623731,0.221134917692275,0.176255250704444,0.122801882954213,0.057134422646536,0.0464805447079721,0.0492388617234771,0.0401744284416314,0.0367715808964657,0.0380509081452893,0.0330729742255873,0.0270705118744219,0.0158071675461127,0.00549341987219409,0.00632908325083115,0.0095212323940228,0.0168428844629933,0.0118576830305908,0.00786801113063129,0.0101774241082202,0.00614882236397452,-0.00134771655491961
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453756921121311,0.429420660580348,0.347771698535737,0.262120924952772,0.155324437955274,0.00886501959018826,0.0199679649764706,0.0217130082359074,0.00892079843889104,0.0110123560354467,0.0118541501325404,0.00615116571738916,-0.022091575390323,-0.0373180901433806,-0.0275310750585255,-0.039957445446449,-0.0376855975804183,-0.0448326720656964,-0.118911601742266,-0.158939398459473,-0.184997298724735,-0.210244551021343,-0.227724307257686,-0.224170650761187,-0.190893006220933
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380373461073613,0.0328245020890341,0.0212171926375055,0.00680747724686892,-0.00625469091054109,-0.0158303333858328,-0.0221500274440489,-0.0243158446199663,-0.0216802692287609,-0.024754817846072,-0.0288291576483337,-0.0260771831333598,-0.0208313900560347,-0.014069413276891,-0.00446435803951795,0.00821526854422916,0.0163093490677009,0.0147585055964414,0.0117499185801297,0.00454705080769879,-0.00411461927483525,-0.0102078931421061,-0.0152520769037617,-0.037515752764635,-0.0442064709284796
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0646633782799826,0.0411020906244368,0.0185480772852538,0.00828361566693503,0.0022358479956488,-0.000424908636023987,-0.00132076057970283,0.0129466659092954,0.0410091080141444,0.0400106926820556,0.0370044133963252,0.0231834619086397,0.0160148501077888,0.0137236144084094,0.00975132485407237,0.00143114289733681,-0.00159024972344861,0.0122779427239039,0.0223743644973396,0.0158322554221072,0.0871376994201263,0.189762000123163,0.282456964281245,0.351967262977559,0.388723362959772
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00407952451489191,-0.00621078561781049,-0.0146599554868206,-0.0385605677944212,-0.0605365697148428,-0.0732292268461709,-0.0655669250428234,-0.0531375537187757,-0.0303265073357897,-0.028922979251228,-0.0499013991111111,-0.092677438324813,-0.0876693503156166,-0.119944751070994,-0.172211771117688,-0.206885459953629,-0.229183037380937,-0.25039874407139,-0.247393399448042,-0.246064058309505,-0.237483610217969,-0.244828661600126,-0.187183380508428,-0.13342538531609,-0.124570845808194
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0395993393185794,0.0499906700144257,0.0619181977231238,0.0650876693970093,0.0641964562748962,0.0622286483891874,0.0564593735420986,0.0573687009123669,0.0642019267242531,0.0660324366054539,0.0625975060832362,0.0617946604582569,0.0571861265205376,0.0449932533517703,0.0283475185864444,0.0165019302265319,0.0125661584031678,0.0148621900153372,0.0322840395787787,0.0446653896479046,0.0548713418061,0.0634113931544806,0.0637472490662849,0.0607436613786241,0.0474998416386914
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00970087092949614,-0.0402159347550708,-0.0684537604189708,-0.0971637476067246,-0.124532558537585,-0.130799707567462,-0.130218656906156,-0.111327970378606,-0.07526043616429,-0.0146374317084109,0.00531255747906445,0.0161182303341778,0.0185006243692876,0.0190693139383316,0.0110538497445607,0.0105661471972303,0.00329009357352139,0.000887807824455189,0.00248778487471379,0.00607170528106726,0.0101809284513932,0.0175246325705403,0.0200031592358461,0.0215732516563225,0.0197194382341002
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0771751088408048,0.0878560316366561,0.103437593615634,0.116231339215105,0.115882179303138,0.113489190308748,0.108962664991637,0.102404296782621,0.095347567395917,0.0713179941431445,0.0529017599198063,0.0333651341530099,0.0314385377305653,0.0279194885314638,0.017500000642841,0.0169089649347913,0.0305307761543501,0.0390971890817156,0.0652590876036743,0.0706666557718738,0.0746640099950437,0.0727390652972404,0.0728685715690223,0.0687833608728399,0.0518149029486634
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0739097455450627,0.0914880310164137,0.0928031438648691,0.0992836292187753,0.100633814568046,0.094739620252382,0.122106704499809,0.117602446533853,0.120662947908629,0.123698160539893,0.116110525985935,0.0994718612152012,0.0776242515819028,0.0585404099418443,0.032944355357124,0.0189863049512968,0.0162748455247843,0.0358695853099738,0.0599037640837377,0.0808316736899566,0.107482338430619,0.129085993643743,0.132783200938097,0.120234799566044,0.0944858779540709
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00438794620994409,0.0150115386095495,0.0178072279960253,0.020505060938524,0.0232967625373111,0.0282554588124433,0.032751510189764,0.0332399680421995,0.0379232451468752,0.0407530074324183,0.0489597780496933,0.0602756139596066,0.0623949140794231,0.0616712953553704,0.0608974205933279,0.0605123454284908,0.0453447780210059,0.0280927838682807,0.0155340382294331,0.00633982489016738,0.0014162915732443,8.21738634039277e-05,-0.000806369703130527,-0.00115791727351844,0.00252277274417922
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0240369012364534,-0.019220649447687,-0.0159745477066542,-0.0139088724503841,-0.0137335438028924,-0.0169570769668306,-0.0187790675087711,-0.0233491301868682,-0.0271227898545097,-0.0339885960738501,-0.0477171028023226,-0.0601291759460483,-0.0706710731130969,-0.075077785703887,-0.0743531119089955,-0.0686609951556809,-0.0614695607739115,-0.0546146112392091,-0.0476035420713284,-0.0476404571852652,-0.0556038493924739,-0.0668614011397678,-0.0756532811143645,-0.0769279443542075,-0.0728205743235383
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0366794694475625,-0.053764207568224,-0.0513272899424829,-0.0329569707488215,-0.0142314682488518,0.00309280060749595,-0.0039495698053259,-5.276721895215e-05,0.00645851586649537
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0281444718280421,0.0309017592477407,0.0331751625463543,0.0300818872941264,0.0231099294439239,0.0154519103713839,0.00965654876010391,0.00295534757324556,-0.00284666096277453,-0.00485099639494779,-0.00269221508822226,0.00554613583721597,0.00998890849584666,0.0104086468644455,0.006365043191914,0.00501249703997608,0.00921332643812233,0.0101363396292612,0.0161068445716995,0.0222347722724237,0.0304835934312019,0.0426856998277212,0.0471027107117901,0.0449994890596228,0.0345291263978476
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226603871507494,0.0384082834273862,0.0435273688614424,0.0453097744473188,0.0475294975597418,0.0480769418437363,0.0502224727637759,0.0495523819254777,0.0481052466226934,0.0459896484432205,0.0414165625447769,0.0412355089666421,0.0349339812846123,0.0263956350972956,0.0187599626256905,0.012422890647356,0.0045409771656213,-0.00185171358247116,-0.00135453466209656,0.00277701032367661,0.00780012386107787,0.0144063693571879,0.014983199639264,0.0171653611297646,0.0180592672447255
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00778228469922626,-0.0104441597256061,-0.0183037531411483,-0.0316031592762646,-0.0446073707913373,-0.0610952421270715,-0.0754765701363687,-0.0847863868541848,-0.0944210030688872,-0.1059222691659,-0.114282174919573,-0.114757114528593,-0.108439124863408,-0.102580993152006,-0.0915872269642102,-0.0876099533742741,-0.0773214288181002,-0.060964078636448,-0.047526099518331,-0.039663977243006,-0.0364193943385749,-0.0314606850670707,-0.0239759491291202,-0.0224889650954788,-0.024616452678931
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0230657833879779,0.0161743189657713,0.0108478233284404,0.00877310755904803,0.0162556950046777,0.0319029397032056,0.0564130629987984,0.0751146352501548,0.0855185373877845,0.0848338627178771,0.0711147084850323,0.0485703579412622,0.0262852548220303,0.00244152773439682,-0.0193773526339502,-0.0409405266243905,-0.0579880750795896,-0.0758624737513296,-0.0947527802285973,-0.110648809223512,-0.122411821679822,-0.129938937606694,-0.124997701274162,-0.110103900245146,-0.0865444407352541
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00105553214647069,-0.00959130101486114,-0.0182241226733296,-0.0239913443040323,-0.0295962248487877,-0.0389708434743569,-0.0367568751700966,-0.0364351358064132,-0.0245735537624598,-0.0157972035560836,-0.014685936492981,0.000432936166582909,0.0102715909860736,0.0167601499260082,0.034756636035038,0.034204652374014,0.032948451481166,0.0310707485879878,0.0174641603150503,0.00619236336309403,-0.000183540214415472,0.00305096851416176,-0.00731591073481042,-0.0232996324595097,-0.0057664288746091
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00706968403202035,0.0161980854007662,0.0302647897133701,0.0383119760673316,0.0450747793763502,0.052888091318309,0.0641408713295879,0.0626779603780301,0.0520260578609095,0.0447080995488527,0.0386459443734168,0.035942114489071,0.0348360060111885,0.0272406603125368,0.0165283028391221,0.0138931153887718,0.0217569800118305,0.0283708084071375,0.0387018523084197,0.0469345912190373,0.0522745068244708,0.0601864284615048,0.0607641557345804,0.0578489760289018,0.0441583838577462
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0221151158836148,0.0102747880689726,-0.00146586148524708,-0.00791309940467466,-0.00868020130938607,-0.0043761645196787,0.0058939116745329,0.0162869684300888,0.0293839124015929,0.0356347287710335,0.0330624321573236,0.0281281652174734,0.0340170842220366,0.032760607227291,0.0383055612100349,0.0179981389750605,-0.0268665950751024,-0.0557025211168036,-0.0781223141202991,-0.0928521990672408,-0.115204681402516,-0.128779594075354,-0.121719834369021,-0.0995333171778369,-0.058198048140391
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0563358734250521,0.0558932031029,0.0522699917376206,0.0392296369674734,0.00536018151292317,-7.44867098929053e-05,-0.00414482876450645,-0.0102944175423011,-0.0256482409842789,-0.0519690798283859,-0.0621616131505277,-0.0468222421793888,-0.0327651380126747,0.0118622963230084,0.0141504114108337,0.0472386436030432,0.0731863421064141,0.0603420626071871,0.0409454373312053,0.0209713693727926,-0.000390258975491165,-0.0159529303340294,-0.0130103711303994,0.0228650832695281,0.033370807906262
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0262512314413074,-0.0430846205767883,-0.0546567049531125,-0.0534113347048505,-0.0413672304102972,-0.0408067589433851,-0.0424157666004086,-0.057585292183113,-0.0529582909114564,-0.0376713939184485,-0.0130374056515677,-0.03754165237527,-0.0680041601345009,-0.0951107741422148,-0.0839142655237299,-0.066369831599512,-0.0338034590455064,-0.0447225908646628,-0.108582943628046,-0.163140603114574,-0.149771847964525,-0.144117987004008,-0.150171058090657,-0.148192633769923,-0.144476954618192
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0411816194976532,-0.0659570922192472,-0.0469483525029076,-0.0596262078558182,-0.0668995653767301,-0.0664750408893291,-0.0520343494182597,-0.0507057735255894,-0.0147816229935549,-0.0135346804436912,-0.0206065608701936,-0.0500424056499384,-0.0345266183040197,-0.0333333255616095,-0.0419789438229505
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0461146233580376,0.0390047267197156,0.0259806044354047,0.0189616625156837,0.0158574095612891,0.0068168107280504,-0.00991049657983722,-0.0323830122664519,-0.0517082866836652,-0.0752187020047186,-0.098785908273412,-0.103203659784263,-0.104560303066666,-0.109788690798738,-0.109991066476119,-0.0940457033731488,-0.0671601037438122,-0.0319126098150964,-0.0167865563546524,-0.0141356226907262,-0.0179034186190693,-0.0243063662558551,-0.0283843223643162,-0.0404337896033211,-0.0605044078793318
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176313148330338,-0.200262738513256,-0.211107658125407,-0.213907854036939,-0.200747420913499,-0.177549221208916,-0.142785484938115,-0.0992119338603048,-0.0528488239556602,-0.0326147045788997,-0.039000317766299,-0.040618325891979,-0.042282807209406,-0.0439720848451289,-0.0454484469346629,-0.0481322781889967,-0.0486401729931684,-0.0507740303194082,-0.04856747843711,-0.059239127505251,-0.0750422623921559,-0.090827447355061,-0.10141470079532,-0.101524462786041,-0.102387903112418
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0199119077142664,-0.0126347249798473,-0.0123153667675515,-0.0139634947143051,-0.0133900870987943,-0.00986160384689963,-0.00141306713653106,0.0423370711021545,0.0478921208334739,0.0573017015331529,0.06144142809771,0.0605476908369058,0.0610374595862055,0.045396679791164,0.0348460937270196,0.0291266046631147,0.0232491582801175,0.0128422280659717,0.00287621735410593,0.00366098868879772,0.00426845426931877,0.00940865422792903,0.0230106290540864,0.0344283360980802,0.0445458284937459
