"code","iso","country","CTH.1950","CTH.1951","CTH.1952","CTH.1953","CTH.1954","CTH.1955","CTH.1956","CTH.1957","CTH.1958","CTH.1959","CTH.1960","CTH.1961","CTH.1962","CTH.1963","CTH.1964","CTH.1965","CTH.1966","CTH.1967","CTH.1968","CTH.1969","CTH.1970","CTH.1971","CTH.1972","CTH.1973","CTH.1974","CTH.1975","CTH.1976","CTH.1977","CTH.1978","CTH.1979","CTH.1980","CTH.1981","CTH.1982","CTH.1983","CTH.1984","CTH.1985","CTH.1986","CTH.1987","CTH.1988","CTH.1989","CTH.1990","CTH.1991","CTH.1992","CTH.1993","CTH.1994","CTH.1995","CTH.1996","CTH.1997","CTH.1998","CTH.1999","CTH.2000","CTH.2001","CTH.2002","CTH.2003","CTH.2004","CTH.2005","CTH.2006","CTH.2007","CTH.2008","CTH.2009","CTH.2010","CTH.2011","CTH.2012","CTH.2013","CTH.2014","CTH.2015","CTH.2016","CTH.2017","CTH.2018","CTH.2019"
212,"DMA","Dominica",1111.3556956299,1113.6699739393,1126.1246607686,1129.1097223417,1150.4498287713,1199.0128608676,1223.3578829315,1239.3823789619,1238.1368172674,1248.4482972252,1266.3164247488,1255.0664864177,1333.9702001451,1401.1595461541,1450.1631869255,1522.0095029249,1662.2440826234,1771.2487386549,1614.564740667,1649.9030755357,1599.8231206435,1651.9672986151,1892.2792036356,1621.5666175561,1772.2265079684,1986.6393235832,1824.9867338644,1831.4146738415,1976.942711119,850.9772966392,1975.5572474901,1533.8749999998,1568.7499999997,1519.4400000001,1512.0646750313,1501.6799383649,1536.3060348055,1482.4007224214,1475.1348745361,1471.214117348,1557.2332364131,1536.8136465677,1560.1323484923,1525.5732929085,1556.0448852722,1602.9637115545,1605.569843515,1614.7541967212,1629.6020987768,1844.3489953319,1871.8900486331,1805.4378048882,1907.2685344601,1796.5254691612,1662.6758582823,1716.1282748471,1711.2509895248,1754.3207746151,1838.566490758,1820.203976661,1793.7182196281,1813.9510281829,1726.0404548317,1735.2327233018,2398.1029664247,2560.6387538864,2189.3819390545,2081.9803052625,1787.4237207573,1874.1702079982
214,"DOM","Dominican Republic",17791.710198112,18117.5087117907,18604.9292387626,18902.6726170027,19517.994360304,20239.0061690839,21001.7683670604,21567.9498521263,22200.2431387655,23020.128997669,24123.2188056736,25732.3596662395,27680.0201268059,30197.4581373126,31275.0404974599,31532.8008563199,31970.2994767414,32846.5753504157,33623.7950616611,34618.4759320488,33265.2441730649,36601.4814538164,43297.415399383,36762.8213440932,35957.4733314727,39180.5147037769,32673.7483594945,31127.0078053064,34154.986370483,41027.0716329241,43912.3697965794,45964.5701384019,51215.8019215057,54739.8263724506,58298.5473024149,57612.2800887282,63323.8109272851,54084.8970882465,65085.0122158609,64823.8047645826,58173.3481423285,52181.110396223,71897.9617902391,72065.5960378114,60553.6352960198,55622.082241408,59808.280081003,55463.5772461444,46857.1011187979,54577.4849144718,54809.5047283968,60015.5093945796,63114.3947978734,50194.0184301581,50231.6602954702,51035.6769659486,51496.0221061238,51704.7712092335,51878.5049434049,52067.415986967,52336.0302583641,49820.8984181912,49327.7723288416,49076.6351970238,49707.6906002622,51488.3110068701,54885.904006868,56214.272254713,53766.461465447,54410.016272012
218,"ECU","Ecuador",59263.0834233701,61147.8490198541,62497.0299015956,64078.5356560543,67697.5773993272,69538.0575184091,73689.0020898526,87817.5225007341,92672.3768636808,97507.3445318643,88301.4043553115,119743.272370004,132133.901861537,160936.950470686,130269.819912675,168988.193155603,155616.827466702,179654.94741107,182027.20748211,195194.261678941,203938.476805722,251148.190645846,264481.31163004,358244.379748198,400912.745114688,524200.286710008,715066.613263056,1014675.27936529,1415743.88462092,1397542.85518204,1496848.3855993,1202600.28312306,1333245.78846986,707971.283522439,1506440.22551819,2161438.42510404,1410119.60243596,982468.178612839,1116561.17821626,852662.54963823,400535.015384281,470159.808292371,426898.946694847,596319.076948822,517016.228583433,640112.190857541,817717.510251152,658998.958205231,385554.891287131,517737.762220875,684800.31252977,605418.00861401,364019.27999703,402199.149000117,363080.017951499,417066.751308855,399998.975318682,396252.502184549,558004.101450682,483146.765318122,359330.516621933,493985.956006033,424661.284830177,436015.892855063,641268.599995611,488806.756400844,464647.188173956,360030.910894248,363722.104477677,296540.429988083
818,"EGY","Egypt",32461.103657093,37751.8953500156,48022.4611322768,35232.1782989934,38546.571419122,45766.1967777589,51166.8588823943,56495.1343359791,54754.140367565,54636.3723451604,52439.0338590892,58610.4471387992,89657.978389229,90411.8382619944,83127.9655777945,79515.958157154,54391.1169668578,51615.6286646191,51060.3201050526,48507.8114249935,41552.7940134934,49204.8164424472,55740.0062388587,32089.419773914,42312.6568708295,44734.1600255274,53682.5167875302,48546.9608013247,55255.3005278981,70968.9363771295,62272.4002263031,61992.9013354077,53517.3725744863,61818.3520681035,59492.9796964096,68620.4610201568,69982.4143222165,88745.6138271057,100950.138055166,119022.140708572,111811.692196518,114676.109094962,123401.930871906,133955.304769478,120063.532198889,125890.051480936,130195.205838972,141761.121044668,157474.82263589,201028.732619937,160135.893384694,159286.366502443,160133.775048621,136725.723932094,132425.141711435,125927.647674237,140516.311345203,156911.197875343,164589.664176613,153217.643998096,146389.071446109,151902.556215727,141560.527803007,130971.77196048,130543.646908102,123067.894498311,120650.091472194,126948.189466011,127904.10090455,120997.15366977
222,"SLV","El Salvador",2458.7073152921,2716.9586889029,3034.499433538,3264.5682876105,3598.8941449665,4108.7508598438,4070.195407957,21538.01292794,50160.5502089058,55829.2455626846,99954.2078714794,119307.172240548,105625.044344518,109718.602938477,123330.352833613,116732.696407254,138610.895395934,112716.088228189,118086.4749554,102053.147967725,107080.719934368,99957.1370652446,95997.2164989274,131692.291023705,97254.7948505455,84553.3754401681,76320.0685566472,58241.9324235306,106682.92828155,80963.798067033,32381.2768983123,82527.0126950402,73482.3613023009,49621.9229642966,121057.926808936,72920.3642206955,79288.3782108189,71337.2768722639,71515.4867132916,72433.4166365097,57457.3110701136,52389.0346362251,48761.2048059594,71964.6453298356,76910.3965064494,86536.1352417062,104922.552179999,82380.8140023236,76125.551694271,54242.2508586372,40963.8766477569,46606.7838799871,49939.6143261533,54260.2260161255,49096.511400347,55304.6494573281,48577.8312236959,52678.3633286164,49770.5989800399,46521.4564947127,30521.0740871516,20536.4494252091,18897.0755893917,18127.7108618468,17394.8106648931,21709.7395388919,22378.549929957,22993.8251833515,17471.7471400661,19144.4662436629
226,"GNQ","Equatorial Guinea",25106.4021346899,25362.4521975782,25406.7183772108,25728.6407480686,25967.0642882446,26098.2528503026,26383.4784161451,27395.566704595,29841.7752642275,31090.4701923936,32148.711350639,31139.1074916909,31139.6022610758,36353.2479453147,37843.1167686011,34497.8065522056,36654.6838651047,31156.954450868,37894.11542758,32334.5675265174,36175.729357801,42459.4929220838,45148.406423115,50549.6414409762,75043.6222028208,87805.9917851987,121115.526256568,81888.2510747257,68098.5252356587,26147.1532502572,58349.9798407855,110848.531135596,96838.8921586647,94622.9555036558,81498.0789808728,95798.0403909362,94141.859156634,99194.0565187784,96978.2740979682,99483.3315325139,108589.621742285,107854.056617021,111547.597140379,32059.6497720897,75001.5516960843,74224.0856149812,82232.6717410583,85436.5426905255,89808.1081615497,92541.1771344466,84357.0152544422,85500.2574082788,33678.2359461326,35611.7944569769,33489.1543243205,40371.0081877594,42313.8710070811,41360.2926204872,46514.3840781346,47016.9742731008,45081.5601947027,38167.272137563,27446.8476455026,30086.574691191,22455.8559977582,22198.6155598891,24335.5263884181,31082.0869339945,21519.2880531887,23094.1925275575
232,"ERI","Eritrea",29373.8130456007,29387.7620462637,29466.9700568286,29476.037518337,29474.5425332867,29653.5572229293,25820.1268991798,22298.7823017527,18776.2590714394,14687.4755547239,13951.9591048148,18394.5323175894,14924.8258075372,13891.3036327483,15500.8087867165,23657.93508359,27820.0754503347,24094.855449146,19301.2012220309,20005.0620422657,23884.8259145472,24678.7710354024,15172.944987462,10012.546710543,10392.3644451168,6980.2759449513,6883.9892896945,5939.6527862794,5125.4446667927,8065.1132948384,11575.3636411549,14562.5031235814,5998.772149685,8333.0886281676,8985.9370469171,13633.2152928008,14621.5591061157,14912.5137743495,14106.7059277838,10786.9723510089,10360.471057743,11528.9857113294,9133.7866924057,1836.4794993177,6641.4217746611,8252.8123249355,9694.1146675522,7533.4972534491,9413.8939807293,20884.2705063772,27623.762677357,24638.1690266166,23409.558325476,25043.2997367537,26921.7289059959,20868.5451436154,30061.4155788591,13831.8003693621,10636.5572684141,14131.6951231844,19082.9304361108,7731.0497557025,11515.6462452673,10937.9514289019,10825.9738971523,9995.9148740575,10096.3779095342,10321.1906367085,10752.7894215735,10673.4414939733
233,"EST","Estonia",21396.0924472941,24899.477431648,27469.8079776089,28179.8602479635,33243.4633656912,36540.4048341501,39225.1547775746,36926.4075435272,33644.6677330453,36968.8730030948,33977.3044061989,34380.5902123031,36361.9536044136,44113.7231823148,44910.4640709568,46457.9014875714,51778.4737274654,53655.338576144,62978.0921541109,64320.3638134282,64364.5371714127,66541.3215812159,69459.7806884008,78160.6242163364,82238.1106927902,72416.4836832355,75845.8309332831,73457.3707810153,73089.9423395281,72865.0140260312,74997.8734860885,66024.1291496115,64930.7066672348,70241.0029330629,71231.9034131879,67712.3651607583,61316.0590403606,64281.8281011774,68246.977608531,65466.3274673916,55295.9838461655,49034.6697187986,50607.9248787281,55878.4998201447,67654.0869373153,77024.7104876407,87350.1784829805,99790.3989473334,83027.7301627895,90135.2783503979,85973.0210826277,83489.1636553267,74374.5793466238,58935.6195028989,64068.398233222,77665.4148991632,69171.3273530437,73220.842581023,98026.9213202607,97338.4585363033,76588.7127236632,70474.6902003236,62245.7828030069,67538.8947998328,69299.0920272892,75715.7744631279,77326.6715356558,80156.9480061214,81901.4581110831,79757.3063875073
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",461911.708625808,451996.050703826,404865.726378985,411409.630985105,450366.895612196,498993.220533848,541915.046014852,357988.639756713,212810.834428223,206824.341549059,181807.622261243,113546.674818995,107757.977232036,132194.937845287,201581.27770684,461309.417334523,402224.465175913,275796.872242261,241863.229219208,212073.094739945,249761.995170221,186597.871757656,180590.444371699,210547.82726847,142167.481573836,207857.2091341,238244.913021496,218853.575048044,333976.053998493,354109.332250223,339035.969056122,379155.80997133,343972.600483552,386245.81089272,509638.916872565,556139.296555227,587502.402405343,555024.659524586,485684.254763538,456885.323687384,483434.243759403,428701.103569544,436007.093704546,462178.763844069,366058.06463343,551275.036453891,460690.069447822,551640.829090211,601359.879456803,594458.697081227,718380.682119642,874208.016695597,749207.847144323,1046556.65976185,857651.084953731,858648.89042758,860898.624197869,674037.479579742,521407.890597294,461772.249081459,564563.940859695,461405.094545537,397673.792391989,571397.995718544,620916.15004618,724603.995226227,703950.895797456,803335.757821332,613241.07030128,573325.994706999
238,"FLK","Falkland Islands",1250.4530041368,2351.3075586672,2064.2913433918,2599.1258402753,2501.729061333,3214.9969502759,4551.903400417,5705.7206095401,3298.2910571734,2521.7540105395,4631.3235008415,7410.8182560796,7768.6794663921,381.0939076784,15745.5150796823,17168.7097704238,27793.0981410002,257603.151694011,65284.8351770737,20051.415551383,115450.663053544,119527.262212478,235725.402982271,170714.130344886,157405.76701729,139126.077541651,83119.8713573436,50538.5028573996,83760.7508505511,141510.201434352,156292.042516034,147811.500316454,235536.879883016,328524.654403259,187020.564974222,286276.677554233,291741.080818785,414639.050769428,465342.332358882,588221.821360662,440102.741725359,502881.369832276,481893.280960852,313219.252271055,424706.122622388,534955.678309973,505368.905134224,664244.751464365,505064.081082405,959345.518514695,759320.466307546,614175.507407479,377892.273419062,460466.875732052,183433.035988895,264416.8754802,522588.427739001,814170.760865852,681947.966456675,329506.379874627,328904.978045415,299945.226475243,306903.114650718,316334.169242096,571227.257255571,828805.820251016,133106.135505433,213386.0029594,260296.739659333,278214.98085805
242,"FJI","Fiji",38097.0212453773,38572.6713398942,39439.298299788,40118.5422742705,41000.7059184135,47491.7861075508,42338.0051795367,43228.2261421596,45662.9934520235,46484.024890343,48456.2446132133,55031.1593262017,50833.2112352054,52769.883524888,53863.1888382626,54752.3450811252,58183.4786784865,56656.7610659466,56964.7493613081,58419.3979988301,57799.5275851233,57909.3483356302,58387.8776990954,59602.418015357,60399.9890903455,53841.7430101909,54196.649256651,54270.1902477359,57637.9404285737,67959.2288060951,70061.2570044859,56360.3721963171,56417.5755187165,54174.7580049315,53166.4537368483,54037.1527221299,51330.2163858656,49893.5089174064,49260.817710158,50990.7905266373,53204.0247881283,51344.1881244077,48491.779404521,50135.3391064139,62479.7707259372,57075.4773861173,56801.2575422214,43622.1608735837,52074.9560492839,46695.2329500726,60043.9231593134,58184.8283662445,48694.4941871468,45338.5420345247,52465.2572171794,47226.3465717289,49097.0866481174,47920.2092754028,48806.6441077055,58477.104746718,60868.8959005279,51604.2087833635,48337.2394312336,43880.5028906047,46770.3959808995,52171.2847966908,48898.0386799912,59928.3476200684,50116.9890777465,57561.8277487637
246,"FIN","Finland",23303.2990366501,23169.7505453824,25262.2225166377,34476.3439721454,36432.5615173103,38946.8396886929,39747.4563140636,37785.3582214984,36628.9054834761,41771.8152439874,40328.5584407669,40928.8173133159,43607.5104578502,54781.4886194048,44794.3809018453,51371.3260927446,50348.817649463,51973.260510794,66929.0172404361,64401.4231952731,60476.6567825703,66435.0636367721,67179.9543334299,76530.0811322246,80134.2556263468,77961.3073777178,82988.7969840745,84252.5353971407,90407.5795535803,89552.9104830905,89335.725610179,80538.7813973932,85861.036980318,94990.3888439276,95680.0897650448,94237.3288205842,90279.5115067173,86877.7099217913,95567.0223610257,88386.921751766,79773.7805359774,71644.2146284241,89788.4127520846,98774.7254483162,110378.123495826,113575.685987166,113366.390338636,125421.284966627,119715.746480116,130686.931928634,112338.204312461,107369.001787348,91808.2912614815,72864.1634345022,82328.7856017226,92732.2164167241,97287.6875356709,107191.207621091,110347.889652664,115646.980488271,109771.456799046,108182.061477481,112667.283340368,130438.087420123,132682.290470743,131951.569193338,145952.037181663,135634.985040118,131037.265177082,122751.589460631
250,"FRA","France",189280.993204434,210801.439649439,203515.600594133,252291.871788642,213623.486613494,208481.001006748,248404.312791618,236839.346784538,261391.532018525,240706.316961789,247249.531291671,252060.840844892,238133.435297474,229110.698687167,222211.489292912,211911.973770204,223983.26982077,243298.648979616,236714.667916699,258719.681463278,275027.670254227,412840.0989766,605207.245930176,420020.397325791,395321.794440583,470720.366889124,579522.160294277,396240.827501323,471631.637391658,395029.53292584,438948.861915389,359527.983802973,367882.611628441,423446.575684562,408278.192461742,422526.709253751,460357.275364167,453460.345568392,504851.669285472,487022.237268272,490865.31130628,481462.137727301,516679.316525622,462666.282101632,450874.822530109,465018.83130614,441543.211171461,476076.355867719,453017.870930123,509761.727723125,476600.518730996,490379.061976549,511523.429364032,544881.239540297,482563.568667173,479791.463204829,489653.036234927,456274.685468085,395854.064928973,418770.958813375,445910.045725064,462960.838593517,439522.067985994,447803.163740109,569185.517316558,466793.377958808,566808.310372932,434888.768869467,410153.38098212,357541.807136577
258,"PYF","French Polynesia",5346.4935969597,5516.3159480426,5493.7011316993,5848.3127568462,7139.143060312,6986.3839063486,9344.3763445166,10066.2572288652,11394.3486401799,30047.0043634628,40055.942820953,88821.3895647955,85658.6465117822,134740.321340164,95443.1273402273,84043.5190832782,76956.7165534771,72987.5066177953,87130.2279789188,99653.7356840084,84792.9281430593,76832.1031484855,83226.942212384,147938.197468573,79883.0003072214,105100.516052648,107030.362076112,91604.5656338817,96123.6045447418,32919.0344943985,25510.861579751,35896.6502030607,40576.7929137017,62993.0150203432,64571.4688162311,66761.6974674489,57382.473987421,62104.4215390193,65566.2704508153,40095.4842449726,57693.7057472203,71627.1534273857,61279.3580982344,23002.5066202367,24765.542176882,28803.8252957201,31922.4233900013,35150.3341008228,40237.5827346923,43542.8147749255,41929.1400775536,31631.3004969321,26387.033450531,20094.7764060968,19490.0003828606,16392.4581378225,17272.7850396289,19632.1536553196,17386.0513329278,19043.8252209203,20863.0266097621,20765.0191803758,22550.5090066687,22839.3142555529,30024.0691556125,25646.2717082335,35325.2675939539,26601.1070240733,23725.2434904957,30503.7776851117
266,"GAB","Gabon",4839.0980307831,5142.0382122331,5185.5654710175,5638.611326807,6029.3831129968,6330.749234392,6893.445068813,14277.7503943198,20539.9685144723,29649.2408466311,35233.1626519605,37751.8173111285,60299.4531881646,63269.1275905993,72471.1871790304,100552.147157376,84841.8811398694,80624.1172100381,94114.5950150604,89940.6843811275,76053.2658424624,98956.3114992472,91403.079752823,87586.4116913993,91412.3726585795,97042.5564281783,118149.324761753,134439.126724017,190198.496621171,186853.956643571,203757.405671573,190664.547380826,195528.052024204,184359.391209815,132159.405853076,161047.067551201,155828.327614504,147268.680338097,145656.805520875,138743.244894645,143342.692147867,158379.392807891,138576.424083325,153850.352715808,171697.609454844,188543.767861453,170682.080815257,134154.53697558,178253.450340298,187753.903197242,206850.057297294,149089.274675621,185848.173306788,178249.591082828,201238.819860157,178575.946369516,186505.332858546,223793.784431857,262988.747317774,233502.501126287,275530.008972481,238917.243431727,154575.99631688,139215.455545027,144134.442231282,164956.116426776,169052.521547173,138006.118351115,149950.030273265,158907.532797886
270,"GMB","Gambia",5945.94931669,6708.2759163645,7684.6047087177,8340.3484796824,9301.1754017811,10142.9039839745,10823.1620455509,20742.6514880493,12429.3057520411,13381.2626104432,14223.5230366044,14975.3492321399,17568.0003517345,23801.068958271,31273.7479945458,45760.867920852,46364.3900943514,50498.30555369,43392.9501390051,55431.5488932928,111669.266335931,272806.787474986,257355.726820736,202165.427416168,160429.17095958,179533.281829269,189453.133287492,174837.487821494,159085.12211948,155242.188476453,172203.343520788,166934.92031262,164823.218563559,160669.543055955,162837.884646076,308415.101383264,314915.804463321,329182.008130995,349621.353809494,394731.651576959,487829.832314604,448495.114256751,298263.386204257,238011.278690524,203433.168479954,165564.951075732,145260.167839617,119279.417616575,112196.348309582,117977.663357683,138521.950566098,175987.358896318,179705.791728673,222259.891791175,197850.95766703,158586.377096253,198717.332171489,206156.331791612,200478.479913724,196050.970819657,212515.380468786,143966.220503874,161973.485844498,158030.018412857,187909.683966932,177190.472123127,182092.582516352,173060.573482485,163490.92775489,168306.302799734
268,"GEO","Georgia",9438.9075280005,9557.9820691203,9677.3968141702,9797.1549775803,10966.318056401,11452.5169085801,11942.6741373199,12436.794951841,12934.875323679,13426.4943904701,13398.9091674506,15693.5706738996,18007.33591663,20340.2060658294,22692.1735934702,24995.752564569,28895.0342995112,32830.7031367705,36802.76034817,40791.4656870706,44680.0197161199,53242.5272480303,61883.8653991998,70604.0086390704,79402.9622581206,88280.7457612106,97379.5686482695,106552.40544271,115332.46974083,124049.240782301,129841.46310787,128925.21539317,128004.290367289,127078.4217918,126168.97189607,124997.5413148,123625.736258747,122281.155649273,121013.147166403,49910.618564855,17458.9302935973,11629.6722486607,17317.8960366738,14678.8512517693,11281.6829718876,12584.3158063442,27098.0345024346,29965.8191764811,33430.671371669,38634.3566885364,45297.493866853,58039.6604619797,63664.4983868375,61669.4152801237,73713.1693789676,86857.5301327918,85996.7630584639,104631.907476988,140144.301991685,149633.30309287,189528.3392,186383.604950153,111492.822700306,257836.362050459,309175.964400611,255469.4357,308713.2593,329179.6417,350331.146050358,350092.285442854
276,"DEU","Germany",212228.608857559,222945.623141777,207917.235355855,269580.390232238,249841.19078522,258632.714525695,243536.904335008,280045.923082041,264482.87765155,275697.362378722,252772.886959062,254324.313793201,249227.323847634,309462.669310539,301162.113044769,280144.279533622,325291.63725758,288437.581662922,338664.558182484,371556.358418075,435610.231631044,319405.678457223,325388.945680232,362590.987454411,398024.198333922,427015.045937227,444749.490480416,341359.186027863,320720.562669789,333044.920434711,334596.256803825,345059.204641528,388693.688387992,388050.911980541,417230.052323434,371507.323092854,353191.582594213,314634.870559706,345290.989827747,368248.905792974,295737.575010771,331665.649643637,329813.900205214,283017.481846362,346003.591568737,348901.16499512,283653.534327308,318270.110457997,291970.739895768,300699.63531819,311617.988961482,320985.284643185,317727.606370649,241343.869338585,278401.50976082,244445.893171837,231246.98723425,185537.725318133,195901.505297971,208525.939410589,199903.345546198,199757.986749884,161539.874495828,180715.764501754,181456.597266456,185693.47645077,142346.586023197,196229.276374611,159171.825566739,120122.909246916
288,"GHA","Ghana",63745.6256017337,69775.739856588,56451.6569459132,73335.8820479741,61464.2296858286,59635.999361505,83330.9872166953,106998.896754462,96848.807330053,125753.704391554,115581.552291242,124635.877652935,118268.336614686,138520.876054056,202035.062736517,169340.605162495,171680.072389229,190574.397753188,158809.929568343,247077.537098747,314996.874564024,351422.033181508,396838.377591855,309605.75251401,356159.517574348,430256.028504187,400094.961690503,459776.441615467,427350.701645921,303699.190881445,408838.669998274,434445.752203631,409392.491224107,386917.274493478,365582.354905046,368567.318617999,401457.405468187,476667.689576696,433795.123799841,436974.623143727,478069.068134442,445018.332828252,528371.729913346,452087.944971849,405079.848651776,432240.523675075,546328.424841419,495395.186765792,483115.849110881,538671.210758938,504946.730683804,472805.033540831,425570.764015276,473069.035099868,480853.087782946,415292.631383824,423749.462163013,389927.40929431,457809.837943587,451715.498014427,426830.834795649,413071.038908833,458956.116345131,449966.851487703,444506.26390611,448613.024243188,472229.181171531,445306.128621617,455685.976365404,476804.008021073
300,"GRC","Greece",62743.118675742,52708.9619164269,50624.7098166249,55486.9890350959,70318.6710251853,75101.5424828583,72265.7259130065,83606.8859894339,91538.0482424557,89973.4482468652,95601.4433769181,106442.654105097,99165.0670465225,93120.8526965067,97622.5668807747,97599.932338874,101845.098501597,103884.670164891,97178.1235774174,109568.16129823,103726.585508201,107873.940153569,110709.046578934,117555.208683553,118480.767727223,118600.589213482,131868.28199751,129359.372498357,135668.639823087,139486.593214536,141554.459482388,149925.82769652,167894.54948897,173146.915164543,182456.989813699,192222.013970191,209626.769655822,209736.472437558,205422.010460169,212206.135903555,203616.096433384,217609.577679025,218519.404030618,226166.087207116,274732.964588316,242856.972087878,240305.125090286,239035.344725598,198958.55009103,192166.050252423,186349.022108597,178906.658389326,188182.336580216,181573.20113616,184865.988968895,181467.477880915,184905.222173047,178155.225850352,163411.623734101,161038.474626046,146697.92559026,127701.842107031,121679.395864575,99499.3597848888,113970.349650144,118381.418073238,103276.667446875,105418.414140123,105556.099287184,112135.884614563
304,"GRL","Greenland",268588.245863243,246977.737115192,714029.747348306,727150.909050346,794894.134840855,867921.828065019,891004.200213491,865393.896268079,1186671.68145439,1135936.82595819,1193894.56121872,1600846.67404981,1964171.01471442,1853353.35555542,1428059.01576144,1309823.78134221,1231149.94105562,1420447.30664936,1168548.72637124,640983.864964159,401728.38288839,425523.669747024,354690.133390511,246042.844959184,276122.153940034,373939.665146785,527045.753730077,282261.865442294,247565.315323756,337671.75625163,340666.582650419,276057.034346731,301273.466518307,235625.583056722,227261.765375336,540748.663083198,473833.457346652,477415.217225005,391119.546483348,364419.473942163,311685.643900721,223818.846581442,281692.282173541,356024.520567776,337245.274967378,233495.211132337,398204.477180091,437002.004631562,389063.63730426,280711.732409239,347493.828419968,395476.177437636,386849.491497779,406049.530893542,370821.706903149,330543.477672934,336216.281774817,318295.788255982,315017.48805092,312516.457630735,316536.313097813,337953.365380869,289801.090193497,338492.524673956,374306.571570618,276985.0570064,327678.414266975,325716.179930715,304203.219554121,262347.581745436
308,"GRD","Grenada",905.6354156161,893.2227609603,919.2312598738,940.9250987442,965.4340455574,990.8149381792,965.0017627931,1147.7999186365,1313.6267313394,1495.4612661649,1575.5577424861,1629.6662720576,1825.4787285015,1990.1045476853,1937.0891421187,2141.6042959435,2034.898973822,2129.4758067975,2117.2064887104,2167.0500783119,2100.4093746508,2111.8160642232,2408.7932541232,2098.9626197706,2181.3346527567,2536.1725554527,2041.6645114337,2010.015938273,2428.0479706155,1777.7434121538,1715.8220008017,1086.6404826246,1337.3458717484,2168.8781560531,1948.3476505105,1699.1703702372,2104.7182827131,2264.8069730422,2496.61830454,2076.4398631844,2476.2595022383,3045.8799201629,2769.9916002256,3301.4626758853,2471.5354951367,2394.828035726,2259.6511558145,2344.3198280202,2300.2375133134,2368.7486315099,2222.9306785259,2606.0912119869,2661.7702266969,3072.7872840833,2492.5072936533,2490.2825197813,2503.7058795834,2676.105848794,2626.3193042317,2766.8003939275,2577.401004583,3498.4424708088,2499.2624147206,3172.029120876,2626.9315409806,4196.909652847,4866.2573891266,4219.2240652614,4361.5772614378,3717.1043054866
320,"GTM","Guatemala",2802.576813634,3097.8153555474,3402.091551007,4806.1633912267,5146.7538171523,5599.3190245754,5692.83853745,6029.0939305085,7404.5149085138,8010.7076167508,21076.8748559284,34196.6402811537,21674.6595636462,19364.2724888681,25248.0597294873,21820.4163281095,28475.907913095,25786.1772224321,28518.7799098562,26048.0759662446,30683.9501707297,29958.86860253,29401.8106173628,37545.0197566967,46996.9190475453,52337.5345398496,37578.7485591757,45105.6558580158,48949.8986379902,41712.4319806762,42953.8037791752,52267.5947209169,41135.8196860173,36441.9454553238,49923.0211408494,52056.3103269786,45594.9433006035,59879.2259046661,42422.8799659248,60780.0295357747,51147.8980285061,40758.9310163948,49222.1830776726,64022.9349342019,65353.8239241999,72656.5263331044,75296.4135155779,40596.245710254,69596.9406847817,59051.4418418882,46531.5591762612,52316.8922092694,46054.3740956685,60774.3715014106,46122.8518231974,47460.4842942171,38680.7587889972,44357.5518089089,39157.8425683444,30953.7349592452,50262.1269025216,44906.3670158664,39542.1372445897,40297.4968038027,34425.800559237,33847.809202304,34030.0682328098,34531.9428766723,35297.1356889618,36841.1735272038
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
