"code","iso","country","CDO.raw.1980","CDO.raw.1981","CDO.raw.1982","CDO.raw.1983","CDO.raw.1984","CDO.raw.1985","CDO.raw.1986","CDO.raw.1987","CDO.raw.1988","CDO.raw.1989","CDO.raw.1990","CDO.raw.1991","CDO.raw.1992","CDO.raw.1993","CDO.raw.1994","CDO.raw.1995","CDO.raw.1996","CDO.raw.1997","CDO.raw.1998","CDO.raw.1999","CDO.raw.2000","CDO.raw.2001","CDO.raw.2002","CDO.raw.2003","CDO.raw.2004","CDO.raw.2005","CDO.raw.2006","CDO.raw.2007","CDO.raw.2008","CDO.raw.2009","CDO.raw.2010","CDO.raw.2011","CDO.raw.2012","CDO.raw.2013","CDO.raw.2014","CDO.raw.2015","CDO.raw.2016","CDO.raw.2017","CDO.raw.2018","CDO.raw.2019","CDO.raw.2020","CDO.raw.2021","CDO.raw.2022","CDO.raw.2023","CDO.raw.2024"
40,"AUT","Austria",52054.2433902708,55862.2053310022,53598.2631236461,51697.5502517419,54247.0250882566,54402.9602422248,53765.1717824392,57406.8904991401,52962.8691677317,53718.1130664327,62191.44819297,65790.0866196649,60291.0694555641,60710.528971592,61080.1211803228,64063.0332926229,67410.3115385171,67304.8857095732,66936.90225072,65667.6998826118,66204.024153229,70190.7274806983,71988.380003042,77411.928324766,77715.9206451667,79095.4798040742,76796.2007805251,74092.1611874141,73466.47433049,67301.7613864639,72000.2501023728,69891.7063585226,67260.3450709506,67758.866699078,64158.7388280652,66357.7838928432,67218.7376014626,69601.4782930947,66566.5142135637,67951.2345450925,62179.8265694502,65751.3447726601,61454.1378428143,56908.9551842098,56367.6568228236
31,"AZE","Azerbaijan",46427.6609598598,45572.8216472317,46435.7334481183,47105.8864953449,47533.5335335601,51248.2802040304,53371.8759993606,50586.3932247252,51596.3192208702,51586.8789546505,51344.7112641976,50074.0164042889,56174.4002988907,48406.0981961471,41944.853822858,33309.3498457676,31242.3088991247,29842.897202133,31784.8731741256,28821.5935742662,29765.311432,28415.4609638679,28570.3339460423,30487.5837348135,32253.0390544648,34193.561932,34521.8260496299,30036.7846989926,33036.5120499504,29102.575703317,27549.051472,30210.2289515526,32770.0664827074,33558.8876397887,34344.7614264568,34683.3256638706,34726.9676980879,34698.2788434058,34576.2342172816,37752.5519198449,36237.164311739,38299.6454832488,41174.5752508724,42748.1970610802,39830.1405472462
44,"BHS","Bahamas",7971.14833852602,2798.36669811386,2258.29315640715,2014.30041401937,1853.984,1509.568,1410.64,1421.632,1538.88,1945.584,2022.528,1996.88,1868.64,1744.064,1769.712,1839.328,1813.68,1608.496,1989.552,2033.52,2026.192,1945.584,2033.52,2070.16,2048.176,1905.28,1853.984,1872.304,1919.936,2154.432,2231.376,2110.464,2048.176,1993.216,2062.832,2231.376,2246.032,2520.832,2454.88,2520.832,2051.84,2726.016,2961.983441332,2956.12165046304,3069.679337228
48,"BHR","Bahrain",7881.264,8518.8,9830.512,8222.016,9200.304,10185.92,11002.992,11420.688,12076.5207961399,11651.52,11493.968,11329.088,10402.0627374302,16748.144,14351.888,14743.936,15942.064,17220.7836983051,18276.032,18254.048,19199.36,19679.344,20111.696,20976.4,21203.568,24486.512,24035.84,26626.288,29524.512,28137.6778230595,29142.5087653802,28544.1230021106,27202.4913516706,31228.2704041239,30970.7460495695,32520.6138570209,31635.4359810347,32916.5796911951,32698.4854522542,37616.1425153755,37429.2731190656,36265.1303599661,37826.8375190734,38786.693222722,39003.4584644441
50,"BGD","Bangladesh",7597.21875190959,7886.13586093664,8552.287860742,8188.28176879375,9077.16010027898,10189.1613966225,11405.806747604,11799.7272570477,13478.4406291112,13382.3628107264,14081.5963543038,14752.9751966295,15390.8956541291,16073.9184677711,17552.6985074007,21056.3695794964,21507.4720840531,23144.1139717705,23216.1204938325,25093.3078376003,26539.2665896787,31064.2207157613,32006.8906030566,33495.9345046776,35978.1705063864,37716.6757582572,41725.808,42675.1039999999,45341.4929844817,49188.376,54035.5210771905,55592.7119999999,59703.8630497347,64762.7936386306,67551.8912631033,76946.1304273421,81761.1634919587,86530.8699650172,86608.1079269608,94807.6894204707,95729.0886474486,98530.2778183232,102147.407264947,104526.674594959,108317.879697428
52,"BRB","Barbados",674.176,685.168,644.864,685.168,746.9953103171,845.710912190156,915.407324332473,941.049291657277,944.787491717714,988.685644373238,1037.10572020603,1183.67892131976,1164.21410080018,935.646634805562,940.022064617763,1022.8113971655,1049.68049588529,1155.70822072182,1227.699391205,1301.68327074039,1309.144,1307.472,1316.816,1358.456,1386.768,1429.072,1471.04,1469.04,1733.42706638116,1699.72659436009,1566.6,1626.24171179039,1554.21645414847,1539.83168558952,1367.62368558952,1334.64768558952,1371.45467754662,1399.24352838428,1446.87552838428,1391.91552838428,1255.53264628821,1190.11986694227,1314.98278885555,1316.73317690492,1365.17144832506
112,"BLR","Belarus",97225.9909015021,95395.3425035423,97167.0765162755,98525.0386565492,99363.974985716,107089.722833474,121533.370774776,111861.916441892,114892.633958652,109199.575523849,108458.874375682,104185.953127576,93596.9166171975,80674.4761456387,67989.8315027978,61014.5261442921,61843.5655471137,61697.4591660755,60184.0261891063,58075.7784294964,55014.4682034146,54104.6890046047,53944.1203068967,55236.2510840359,58372.8020428832,59396.208494433,61809.4940657198,60275.6624775543,62931.1350183467,60628.3405341435,62515.4414710042,61353.2355504426,62591.6989257875,64151.8557621804,63699.2133688641,58827.8075361766,58188.0652839813,59444.3707612139,62170.6696485684,62170.6362881064,59122.9034697305,60861.0802243114,57120.5496347947,55736.0648360185,55818.4180221247
56,"BEL","Belgium",134835.892014289,123577.286807166,117109.235559102,101205.506036888,104970.20442683,104011.820072595,102374.087172822,102592.376677413,99750.1476465975,106792.199877287,120335.408295906,123396.21798791,122519.254351458,121451.205690056,124833.049126298,125969.295941249,129503.279862062,124017.385715448,130255.756774476,124718.593714945,126775.706073738,126085.032030065,126883.143073705,128292.038461573,128811.73040309,125657.68932969,123900.465272322,120493.403377403,120204.350458294,107806.796098844,114562.653030133,105158.965801353,102486.234875939,102815.959543221,97080.9533295083,101327.498041161,99816.2823933834,99282.1912255446,100256.372220344,99798.728061978,91254.5541757372,94928.067784544,88914.9681210115,84703.3641870755,85456.2033319535
84,"BLZ","Belize",190.528,183.2,172.208,172.208,172.208,190.528,205.184,227.168,249.152,300.448,311.44,406.704,355.408,377.392,373.728,377.392,307.776,388.384,370.064,348.08,395.712,447.008,432.352,432.352,392.048,417.696,443.344,472.656,432.352,512.96,538.608,571.584,472.656,472.656,501.968,685.168,674.176,666.848,659.540131868134,769.44,653.635736463134,693.630481919999,723.761362920001,766.45127085716,796.027366189784
204,"BEN","Benin",479.825789585073,387.290933923157,442.544693776886,404.410618070732,448.295923470477,686.373228870226,624.002534269972,473.695839669721,508.049632118917,570.164373559836,579.346285714285,619.650285714285,670.946285714285,807.421714285714,911.526857142858,956.267428571427,1183.80571428571,1223.97485714286,1113.856,1461.936,1472.928,1689.104,2110.05485714286,2393.99771428571,2593.6,2489.73028571429,3351.10628571428,3930.95999999999,3918.99428571429,4224.51657142857,4679.38971428572,4479.71885714285,4402.53942857142,4565.97485714286,4774.01599999999,5318.23771428572,5310.5422898491,5555.00222121149,5668.44860864171,5272.59844366344,5540.91992226586,5805.78723201313,6092.27777029325,5927.82299081764,6066.33870790504
60,"BMU","Bermuda",436.016,388.384,395.712,450.672,443.344,450.672,421.36,571.584,644.864,780.432,501.968,538.608,461.664,538.608,531.28,531.28,527.616,523.952,520.288,512.96,516.624,527.616,556.928,560.592,582.576,582.576,655.856,729.136,644.864,472.656,604.56,443.344,366.4,534.944,666.848,542.272,615.552,641.2,696.16,593.568,436.016,516.624,530.7269080248,529.653286041861,550.000778355667
64,"BTN","Bhutan",21.984,55.3486908461325,62.68063461583,86.7485848786872,108.740209500103,119.739834121518,112.419458742934,160.059083364349,167.394707985765,119.77033260718,185.729957228596,185.737581850011,215.057206471427,181.786428948509,212.410491132976,248.966441784434,298.271998107552,390.105494378839,385.183453832336,385.869196751726,396.871056175973,463.541208898293,494.001559031066,494.01207575026,436.152959722673,546.084133736819,411.117410821281,397.185686574818,646.349517883909,683.001349193004,905.463533891218,1006.82296902937,1150.01827803958,1268.97146902635,1332.33460533079,1433.89783669234,1560.27048364031,1649.28655274896,1681.91609453165,1564.88129958846,1213.66207741935,1454.68186709886,1549.59260103455,1629.64773588902,1657.41581525986
68,"BOL","Bolivia",4660.84159318355,4783.89845685149,4340.74403699623,4281.50274664323,4032.62541271956,4114.61916303412,3767.79354003555,4017.85927340667,4294.3124185454,4977.47683493629,10017.5484976159,10505.751990769,11025.1743386043,11561.577621962,9649.57611040137,9028.55847667425,10027.2610667224,11732.9099788608,11264.0369975809,10950.2749687845,8442.28234877068,8752.27765361591,10414.9797283423,10983.0671962018,11051.1231525251,12336.8519772161,12368.6667420166,12740.0145738559,13027.6961099191,13633.146590175,14808.6148161694,16051.1965512908,17574.6667212699,17777.7093065416,19900.3217481687,19899.7291366219,21249.6026187822,22181.5829618833,22508.8732115506,22609.2554346009,18320.1925337561,21766.604088124,23488.2059432042,24620.5188315936,28708.6626040343
70,"BIH","Bosnia and Herzegovina",16523.7525625394,17982.9700450774,16518.7153426733,17787.8730269059,18759.3050066909,19135.500351485,19983.0627421688,19508.4113289798,20129.571447458,20067.7196680693,19872.074565423,14059.9576152334,15028.7126184883,12580.5755887173,3204.95176072631,3405.59307729103,4239.50266362234,8365.76462617814,10550.5968797254,10333.2508201835,13702.1334322765,13262.7331652475,14172.6011924747,14358.12,15462.4540665702,16046.0765527172,17386.8200018744,17474.3319247467,19955.0855504463,20537.0940665702,21145.7039083952,23764.9000992112,22137.784,21801.1064424747,19311.7855166425,18460.4905255323,21734.0719851148,22152.5103096961,22078.6955133261,20810.3773909448,20831.8114996899,21267.6509895427,20742.836337774,19881.3093220718,19425.9312100612
72,"BWA","Botswana",1403.446,1407.6,1399.2,1329.584,1344.24,1657.824,1566.224,1838.432,2000.72,2228.96,2700.368,2634.416,2777.312,3195.008,3030.128,3044.784,2755.328,2799.296,3341.568,3158.368,3777.584,3847.2,3975.44,3825.216,3894.832,4096.352,4132.992,4228.256,4503.056,3855.44397667919,4537.27527558296,4028.80227682428,5076.71128036649,5663.05462536938,6850.16439549214,5417.54039549214,6340.87262643902,7066.34419238333,7643.49149303281,7485.552,6192.16,6683.136,7395.75533039721,7248.67741330181,7461.59868828551
76,"BRA","Brazil",186127.376637523,171261.910977808,171439.140752985,165851.319592533,167524.245631311,180064.833076052,197183.39512608,205911.795690861,207640.25251466,212015.96359057,218657.67888,229393.59214,233600.856876,244305.5449,254002.25835,268677.51621,289310.91569,306949.0687,317359.43181,327255.65693,340182.84041,346165.74579,347764.96154,344644.93651,361434.00805,364370.5684,368870.95495,390573.445179999,412637.834579999,389775.330790001,440269.04005,461911.324640002,497468.209169998,531568.843080001,556525.514809999,528173.545769999,491744.84398,497254.547367861,476600.542227432,476723.741810496,447999.380594782,496561.986238605,480058.290116241,483991.939735605,483011.561718568
92,"VGB","British Virgin Islands",29.312,43.968,36.64,40.304,40.304,47.632,54.96,62.288,65.952,65.952,65.952,73.28,80.608,84.272,87.936,87.936,98.928,102.592,102.592,113.584,117.248,128.24,139.232,146.56,153.888,164.88,179.536,183.2,190.528,194.192,212.512,208.848,208.848,212.512,216.176,223.504,227.168,179.536,157.552,183.2,179.536,183.2,185.76089784,185.385117037339,192.506987784522
96,"BRN","Brunei Darussalam",6877.328,2059.168,2664.73077894737,2733.344,1916.272,2594.112,2297.328,3315.92,5712.176,6342.384,5008.688,6826.032,6668.48,5851.408,5292.823664,5884.485256,5962.525776,6178.84631600001,5595.27870800001,5978.05084400001,5886.17641999999,5757.95001709311,5285.42616799999,6139.63641999999,5966.67340400002,5428.519132,7143.68830000001,8076.69650399999,9165.560776,7744.92485988784,8017.38215199999,9555.43933822528,9499.82794780549,7626.05479235629,8830.99232229726,6933.29021721449,7632.90762174891,9309.38436071725,9341.08986771661,9564.18942412391,11157.0913570898,11708.84086316,12237.0377080095,12502.6924584442,12052.4625933953
