"code","iso","country","KGC.raw.2016","KGC.raw.2017","KGC.raw.2018","KGC.raw.2019","KGC.raw.2020","KGC.raw.2021","KGC.raw.2022","KGC.raw.2023","KGC.raw.2024"
4,"AFG","Afghanistan",1988.68966171145,3425.78419817612,2996.62706080452,7329.60691207647,3264.63972122595,1212.65004931763,2169.54454521835,198.911958705634,5560.693435397
8,"ALB","Albania",323.739401191473,546.022263269871,575.831088483334,1736.00585958734,1215.23767011985,1055.71989233419,1212.37534426525,692.226945679635,565.414322279394
12,"DZA","Algeria",552.931389018893,1292.82390054315,2399.38419209793,1470.78526094183,1438.93263936788,1583.97273685783,482.285712316632,590.672797493637,2070.31963075325
20,"AND","Andorra",8.38316294178367,1.53974688798189,1.71015476062894,6.89945926517248,40.8856093361974,53.0749580338597,11.4012258797884,11.686345551163,51.0854131393135
24,"AGO","Angola",12556.3802985847,15732.276354529,14276.5567118004,10896.0823652744,10285.5780215859,13438.7724603936,15066.8684020266,14577.3223590627,20794.1186169982
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",6.9045897424221,4.70386825501919,0.881485529243946,1.98147043585777,2.49769508093596,6.31992832571268,5.94637776166201,1.10244172811508,2.28150612860918
32,"ARG","Argentina",35928.1518060192,43256.3508828022,46668.9947541989,37459.8608244024,68402.1631585844,83238.9117938876,114079.895007141,99976.4946059398,115324.643185198
51,"ARM","Armenia",3967.40657964721,3249.19201762974,2655.53289437667,2537.41968259215,8056.54232662916,7187.6306889765,2973.02953014523,2201.45304032043,4371.17393727601
533,"ABW","Aruba",8.71773715317249,6.31318159401417,4.65971876680851,2.6305500343442,14.956870213151,10.5221899300814,12.3256267756224,13.6781909912825,13.9036037251353
36,"AUS","Australia",35232.800127089,14652.5307742693,14250.7162152641,27317.9137601368,52114.6043453887,34512.188259691,27516.8549372703,18496.1922880635,21396.2704946883
40,"AUT","Austria",236.07760097459,288.88082299754,255.299841385335,595.568148318678,982.410131111741,976.517375059426,260.0207336694,232.666979517788,760.175831906497
31,"AZE","Azerbaijan",793.796646662056,1012.21870175377,943.189410023391,1376.06637269631,1151.79006233811,1987.42403125763,1269.38489006087,1339.94693630934,2273.93103507534
44,"BHS","Bahamas",312.561639994383,449.254101134837,971.557185605168,1003.31525751203,996.397443205118,858.423605456948,754.493205182254,710.538072220981,857.923526994884
48,"BHR","Bahrain",0,0,0,0,0.693766340613365,0.138723842799663,0,0,0.0693586766719818
50,"BGD","Bangladesh",46.0236028730869,37.6259843483567,61.6187955588102,29.2227794751525,106.652997672558,104.582373894751,133.691992096603,651.075938776135,404.508627653122
52,"BRB","Barbados",0.749717988073826,10.1227824389935,5.32382832467556,4.12386909127235,6.22285395860672,12.2219362705946,8.54845256358385,8.99830363690853,2.02441883087158
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",67.8805982619524,175.346075721085,870.918407067657,644.213656999171,382.565202556551,296.449303619564,939.900721460581,815.594900242984,456.347237065434
204,"BEN","Benin",6546.68670554459,7488.04721046239,9950.76854105294,7204.22995452583,3577.29029404372,5018.77238792926,7010.31243538111,9538.32619488984,10019.5958804712
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",145.644998408854,140.806793838739,97.3351241722703,110.73020901531,223.469061888754,230.743303090334,154.325607016683,162.444373778999,385.461057715118
68,"BOL","Bolivia",66115.1717268974,104183.036695763,147817.784281738,72168.2586525828,53468.374508895,43575.7460196689,34757.2499024123,43379.0322993323,97711.0562803075
70,"BIH","Bosnia and Herzegovina",44.7657080926001,36.5575559809804,90.6563528291881,75.6812560670078,72.1950961723924,60.5833680555224,57.1945351287723,37.8387394696474,41.4988109916449
72,"BWA","Botswana",3611.39651807398,5624.2720297277,4372.75803819299,5084.15953863412,10260.028092213,6667.31697819382,3619.4770899564,2660.75095493346,9552.26108811796
76,"BRA","Brazil",151678.443793103,168174.550073594,148912.741911739,133154.747222103,175499.115456127,193385.728531726,130397.873888478,129424.62182501,168806.631205827
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",1300.54113438725,2069.75614951923,2391.52738107368,2866.69368679449,2800.04218248278,3137.64546496049,2359.51462260261,2305.784586858,2693.3366887942
854,"BFA","Burkina Faso",10293.0908968896,13602.6163083836,16153.57761316,11441.8825639561,8303.78100158274,12748.5550626814,10879.1335681304,13464.0589428246,17473.4584805816
108,"BDI","Burundi",0,0.306869097054005,0.0767172947525978,0,0,0,0,0.153659790754318,0
132,"CPV","Cabo Verde",20.0564946234226,40.9824047014117,42.2742592766881,49.9504173323512,31.324363976717,14.5988199859858,14.0826220884919,16.4949402064085,38.4017839431763
116,"KHM","Cambodia",410.507581479847,425.836640268564,347.795179285109,1059.92756115645,940.76740218699,996.789995461702,900.137339420617,624.568619154394,980.454598732293
120,"CMR","Cameroon",4258.18702703714,7139.37393641472,10319.6402113363,4758.61237951368,2553.70121841133,3295.82522365451,3520.13452407718,3549.09176344424,4920.94178383797
124,"CAN","Canada",10740.5864336845,12951.3109744154,13722.1123797577,21320.8460550774,16089.2436254621,14829.7293533962,13129.4321925286,20588.6854657307,20245.5813632961
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",58.9437905848026,114.972619473934,123.869495019317,178.204871371388,203.827261835337,164.377305373549,168.070729695261,88.0501432642341,121.276542723179
148,"TCD","Chad",9090.02175439149,15216.6379912347,21461.2258553132,15848.7174175456,8765.68260046095,9856.61380132288,8502.67321328074,10248.9520807713,13754.392228663
152,"CHL","Chile",2908.11306509003,2922.36268892884,3224.31709876284,3617.30034385249,1929.20848821849,3318.94903029874,2350.79796160385,3881.91863110289,6071.20900465921
156,"CHN","China",37790.4443393424,25859.2038773447,31741.345807109,23052.8315093815,51314.5403679498,80112.2286185324,27552.9403835349,39162.9339167848,121868.356700234
170,"COL","Colombia",9356.84256373346,7646.65100254864,6645.52785298973,7559.54931017011,7949.88668313622,8199.64737867564,7672.36847204715,7200.16343533248,7736.20622254908
174,"COM","Comoros",14.9958198517561,8.66262248903513,13.4113674387336,11.8250157684088,7.00567835569382,10.8427485153079,9.78611871600151,12.2782166004181,7.53372476249933
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",72.9013115689158,126.406335562468,58.9312632903457,30.0805432721972,57.5641172602773,135.506874613464,96.0497938841581,65.6629166826606,40.9194634333253
384,"CIV","Cote d'Ivoire",103.958744734526,85.1524631753564,84.6091764867306,65.3441081494093,113.033232346177,90.2511712238193,190.302375510335,127.006173372269,290.682457558811
191,"HRV","Croatia",292.904943339527,784.697981309146,584.028461750597,1323.21925328299,821.446775007993,572.157992117107,1320.32733516768,1243.82426599413,711.733423601836
192,"CUB","Cuba",358.843211106956,375.033745206892,361.712652415037,422.604907304049,750.467484585941,507.422874130309,227.945030838251,367.774815291166,591.342833071947
531,"CUW","Curacao",17.0009630471468,11.9599744230509,19.7105001732707,24.3040382638574,37.1716622188687,52.2810592576861,54.759696803987,61.0845971629024,84.1784107908607
196,"CYP","Cyprus",22.8047776669264,51.3366845473647,79.0657244846225,47.208932608366,24.7923069298267,15.3592406064272,2.79099044203758,1.45820957422256,7.6068772226572
203,"CZE","Czechia",10.9673256091774,13.849902421236,27.0556451976299,90.6548605374992,168.890816938132,71.6892073787749,12.8370106108487,4.04366960376501,14.070579122752
180,"COD","Dem. Rep. Congo",8626.01720523089,7695.02905972302,9981.4021359086,10678.2349583656,10750.8092226535,8629.21628842503,9196.57215657085,7587.76240920275,16843.1780903116
208,"DNK","Denmark",15.931351762265,11.4066388495266,8.42450733482837,15.8776924349368,30.3986247032881,19.8576581515372,20.8560438863933,19.8364575766027,37.148923907429
262,"DJI","Djibouti",11.300731882453,2.18719336390495,11.7740620672703,198.954504191875,257.72592741251,18.1791129410267,92.0415848568082,49.8615284189582,26.2999988570809
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",103.781444862485,99.915225148201,57.4981540068984,67.1632996797562,148.811001837254,80.9114684835076,60.3608342111111,76.6560109779239,83.600212790072
218,"ECU","Ecuador",4482.11194299906,5947.63954947889,5562.71946206689,4308.7079949826,4973.12675867975,4920.09618064761,3374.85660195351,3376.60212447494,6140.92005861551
818,"EGY","Egypt",63.5393417179585,25.5960875451565,54.0975148156285,47.9000343456864,28.7726054117084,7.80560314655304,1.67500055581331,4.66896470636129,15.7976629883051
222,"SLV","El Salvador",174.606631584466,188.74202132225,205.827046260238,68.0266005694866,141.99572058022,206.061895266175,117.41270493716,45.2357433587313,65.4859673008323
226,"GNQ","Equatorial Guinea",0.307651564478874,0.384592816233635,0,0.0769158527255058,0.307655230164528,1.15376123785973,0.46150903403759,0.307669319212437,0.153816185891628
232,"ERI","Eritrea",1222.48249514401,1093.79193660617,1372.81308099627,3739.31682989001,1154.54068543762,894.563369102776,476.784113690257,907.195792004466,2485.94860354066
233,"EST","Estonia",26.5297012589872,32.3165517300367,25.8339943476021,20.5291941389441,29.4957395419478,7.63093718886375,20.9661324955523,26.495611846447,46.6838224194944
748,"SWZ","Eswatini",387.891934521496,301.405044302344,263.301580235362,95.0650944635272,72.957678116858,88.999699100852,88.9168360307813,382.493678599596,525.927846267819
231,"ETH","Ethiopia",7249.42644137889,11960.958735697,14439.9304412231,17679.0884485766,21965.7738414481,17947.4395416081,10607.1895940825,10110.4437102526,25200.9253066778
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1.61153301596642,0.807176172733307,2.63871539384127,0.877795219421387,1.02666039019823,1.245096988976,3.15354958176613,2.41926995664835,1.61291117966175
246,"FIN","Finland",57.9570093601942,49.5048917699605,58.6484182998538,20.902853442356,38.2820340171456,47.0283070672303,13.6103992704302,23.4990828949958,43.4333025664091
250,"FRA","France",1104.78200936317,910.835691858083,673.645899772644,1331.54579673335,2877.83620003238,3565.24289970472,1252.38185059652,562.807826381177,1159.15761741996
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",868.927365876734,681.075806058943,1021.49165078253,1086.64913634956,1267.9412798509,1502.6992418766,1209.39529895037,740.866943195462,1175.66828546673
270,"GMB","Gambia",270.684031203389,418.586701259017,531.699335485697,649.910783991218,842.885665349662,793.012014329433,169.250949092209,282.376886308193,440.100333869457
268,"GEO","Georgia",3273.2548629716,4288.5777914077,3408.40437287092,3521.00806020945,4093.36383971199,4642.24910157174,2282.03694734722,2284.81690516695,4699.10716618598
276,"DEU","Germany",73.4688984826207,155.311787556857,126.233611151576,277.108144976199,502.640288803726,436.464840143919,127.959492497146,24.7562884427607,142.011429164559
288,"GHA","Ghana",783.807199403644,912.209944680333,936.774599291384,552.421728856862,759.608006335795,713.018519155681,1087.45467430353,646.30550801754,1484.13091183454
300,"GRC","Greece",936.868704080582,981.147077217698,895.018868654966,1947.5094293803,1377.56795492396,1627.69355781376,965.701435495168,835.131576430053,1124.57255442068
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",1250.83106212318,1746.90896262228,2626.81111957133,4327.07456836104,6115.35172497481,4874.80224855989,2797.62076426297,3763.65627529472,3862.26407577843
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",6.56698535382748,30.6244717389345,90.6736238449812,97.8758812844753,55.57431396842,59.8812499642372,78.3336726129055,80.2483999356627,53.1117780134082
624,"GNB","Guinea-Bissau",132.330049626529,75.091869302094,97.8371438384056,174.280031211674,99.4770212769508,60.5044352710247,162.447492338717,191.908073656261,172.977787077427
328,"GUY","Guyana",0.153235346078873,0.383105553686619,0.766195803880692,0.612949021160603,0.229854144155979,0.459716238081455,0.383095398545265,0.30649321526289,0.383086249232292
332,"HTI","Haiti",199.001992203295,102.236114069819,81.4588699415326,123.645578928292,214.713641025126,128.545441992581,142.508122228086,130.769601561129,165.477427959442
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",291.556263394654,268.602468125522,582.359902605414,645.224400155246,544.883916214108,637.346503101289,786.601767167449,690.45758292824,562.341987542808
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
