"code","iso","country","BTO.raw.1950","BTO.raw.1951","BTO.raw.1952","BTO.raw.1953","BTO.raw.1954","BTO.raw.1955","BTO.raw.1956","BTO.raw.1957","BTO.raw.1958","BTO.raw.1959","BTO.raw.1960","BTO.raw.1961","BTO.raw.1962","BTO.raw.1963","BTO.raw.1964","BTO.raw.1965","BTO.raw.1966","BTO.raw.1967","BTO.raw.1968","BTO.raw.1969","BTO.raw.1970","BTO.raw.1971","BTO.raw.1972","BTO.raw.1973","BTO.raw.1974","BTO.raw.1975","BTO.raw.1976","BTO.raw.1977","BTO.raw.1978","BTO.raw.1979","BTO.raw.1980","BTO.raw.1981","BTO.raw.1982","BTO.raw.1983","BTO.raw.1984","BTO.raw.1985","BTO.raw.1986","BTO.raw.1987","BTO.raw.1988","BTO.raw.1989","BTO.raw.1990","BTO.raw.1991","BTO.raw.1992","BTO.raw.1993","BTO.raw.1994","BTO.raw.1995","BTO.raw.1996","BTO.raw.1997","BTO.raw.1998","BTO.raw.1999","BTO.raw.2000","BTO.raw.2001","BTO.raw.2002","BTO.raw.2003","BTO.raw.2004","BTO.raw.2005","BTO.raw.2006","BTO.raw.2007","BTO.raw.2008","BTO.raw.2009","BTO.raw.2010","BTO.raw.2011","BTO.raw.2012","BTO.raw.2013","BTO.raw.2014","BTO.raw.2015","BTO.raw.2016","BTO.raw.2017","BTO.raw.2018","BTO.raw.2019"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.76880024998734,0.768800249971558,0.768800249956958,0.768800249979673,0.768800249970993,0.768800249979673,0.768800249979673,0.768800249942276,0.768800249979673,0.768800249942276,0.768800249979673,0.768800250003619,0.768800249942276,0.768800250034573,0.768800250034573,0.768800249997248,0.768800249997248,0.800833557645713,0.800833557666314,0.800833557628634,0.800833557634807,0.800833557634807,0.800833557634807,0.800833557634807,0.800833557659105,0.800833557659105,0.800833557641618,0.800833557653671,0.80083355763664,0.800833557635891,0.80083355767372,0.800833557641002,0.797731136972858,0.798924863116455,0.798893446096813,0.798537309807198,0.798996712938779,0.808311268252577,0.806323151062382,0.802953076165628,0.796828384220135,0.799511489757725,0.790351243818724,0.794700472555971,0.797083646498762,0.770396744795196,0.778517648752421,0.767956542349976,0.793180434833777,0.793406840620881,0.797086234724025,0.761621630279095,0.783035911699788,0.783179485971262,0.786858193113551,0.793574683138751,0.793775364093627,0.797923568294212,0.797819305418057,0.797676462664044,0.796531193474153,0.797089183557001,0.797610072200022,0.797613475436622,0.735154723496401,0.804166989127139,0.758581589864,0.738710336067809,0.753202853831714,0.752241925986633
12,"DZA","Algeria",0.295584157113245,0.28028875142545,0.299501074297174,0.284014621467219,0.280806883423599,0.305653509757127,0.306211133993906,0.296760298026488,0.315343151947869,0.319026647438567,0.313576310673517,0.322575379500157,0.262722894770574,0.229940915324414,0.222656557315237,0.233273897045416,0.246598451315671,0.256370950011208,0.246791875105517,0.260663513474401,0.319121371276429,0.314379492868361,0.311760741187375,0.356462485748405,0.351148582868346,0.313835355889688,0.339236311718587,0.334592022259882,0.331526725279105,0.329045404804176,0.333770202444573,0.336750190041474,0.339754057195816,0.339144759486847,0.338429857110902,0.335537029099129,0.297212905693456,0.287291806398793,0.273759283931244,0.309977710096865,0.307759762337579,0.300871055996076,0.290969654550148,0.278501185431001,0.27496530808875,0.264141850767211,0.278651857702609,0.286180558979621,0.293678968069018,0.290945760775431,0.307023572991374,0.293614227547764,0.281793942792554,0.267962206906155,0.250344641346669,0.252656819987065,0.254362935252014,0.252507105072901,0.257381866128684,0.257178286617092,0.256522006292135,0.222385473393755,0.21929059273176,0.211598122075439,0.209721522748862,0.209617760365676,0.201775557016163,0.210563351184174,0.218470199404747,0.219109498610543
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.435832690866483,0.534637804062272,0.558920507700206,0.650963910818763,0.652709925353243,0.735868598057601,0.471597950157783,0.27479007765879,0.458045462023898,0.609919852175701,0.577703833334981,0.589696067488294,0.518104859082469,0.437858446976866,0.518779580480216,0.581061105841971,0.625030628330763,0.633944830372932,0.517488667049364,0.290366143428644,0.490305601291606,0.494348117699457,0.490313538457315,0.417879582137025,0.382119153265043,0.59975994325814,0.43982007136807,0.383722814558623,0.407761554019847,0.522170317228484,0.444202843551389,0.419080910769256,0.473141356897182,0.667952642806,0.48033705700547,0.376911937101049,0.364973082768806,0.519411883156642,0.45845271637266,0.496546682766847,0.533590666136944,0.438047369454203,0.440331663806619,0.460069141318786,0.415995078099759,0.322675883215779,0.404249345016375,0.380302697223538,0.371854252108203,0.366228881374711,0.289495237731882,0.396858915335862,0.370043678629466,0.334899189695017,0.34227996900568,0.377672498278735,0.395035778545728,0.381653524893391,0.383269772136594,0.341319181050816,0.317809979189551,0.348157296443577,0.34844701802282,0.371065055970891,0.380620043198965,0.261359766218615,0.305799371322513,0.322919292289815,0.31233355907619,0.272262212842373
660,"AIA","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"ARG","Argentina",0.282398330224503,0.387737693333633,0.442733496884826,0.511145084198162,0.470435533782979,0.442792087830498,0.407058481435829,0.378436005504504,0.370159938391617,0.487786839839563,0.45880734149103,0.490178857703967,0.509505301786399,0.520483139021655,0.550136187515383,0.506055191840641,0.38541152884509,0.441067919071714,0.58236097097334,0.494750230106746,0.515202814262656,0.503087750719095,0.541171199732195,0.608308603262278,0.639410219213837,0.617243582790029,0.712223099221411,0.806746320717627,0.676929458231578,0.649227863076801,0.766003324520432,0.724341612158717,0.66457079132147,0.711646842962912,0.681931066198391,0.703147524299913,0.664324708941842,0.650250515464827,0.630818743495444,0.656645348195239,0.713958626032329,0.734187060147309,0.695546620378557,0.698108171928864,0.662838483222367,0.679520329393952,0.628698411526837,0.571264038428263,0.605639005711742,0.527819288497058,0.521385807599401,0.584388322138758,0.63006380270315,0.637573248839468,0.688758003727835,0.606750465209585,0.51398183443969,0.548640306871804,0.550663735197756,0.621577742993466,0.607254256319943,0.595262247618617,0.599863747703398,0.549120210237557,0.59033845550956,0.251885142551248,0.51625207928385,0.499353474689768,0.472965957101832,0.476531968113305
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
