"code","iso","country","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019","FOG.raw.2020","FOG.raw.2021","FOG.raw.2022","FOG.raw.2023","FOG.raw.2024"
"36","AUS","Australia",5795.5886948884,5490.0730768417,6721.409007554,6358.895597378,6739.9812409784,7031.2546500976,7950.4156578045,8278.3180238045,8653.8796328821,9077.6660502102,9786.3669381976,10257.323615123,10290.620404349,10285.786877244,10935.187806244,11251.030558571,11548.473097774,11954.84634503,12294.732524625,12667.862238051
"40","AUT","Austria",2057.3986266252,1850.2445241848,1860.5936039341,1859.6587018263,1720.8739877904,1868.2314593159,1928.5344360519,1998.1484765034,2082.9231234058,2195.5526602718,2301.7092087746,2371.4554700304,2386.6740927019,2420.5487401772,2322.8598380978,2224.8121032148,1918.3010756262,1762.238267343,1670.9054916336,1547.2076996373
"31","AZE","Azerbaijan",662.27936204,723.3016905,825.37722314,925.577978,954.0802917,1037.5286942,894.73736246,1009.0147842,1054.5677789,1148.0698745,1196.8955318,1216.6038535,1351.4402433,1416.8270021,1495.4406554,1583.9166551333,1657.9293003111,1741.6114170959,1823.6683376612,1906.5378563363
"44","BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","BHR","Bahrain",854.303002164,958.002248534,1112.427194721,938.839014305,897.77690092,894.439035943,912.4728693,888.942026494,895.030103582,941.119709749,1065.059364865,1153.771260173,1276.751117835,1430.221658485,1556.7396889,1690.4386618507,1828.8508278559,1963.6569495449,2099.2960364265,2234.5186407118
"50","BGD","Bangladesh",834.980490288,881.003291017,899.864916793,935.790010864,967.344626415,961.654454735,968.289733824,987.363468708,1014.804723524,1106.148810686,1222.370252922,1394.584537944,1564.447416332,1772.334960354,1955.656529498,2142.6805266827,2335.4248967996,2523.1215422814,2712.2765465425,2900.702371414
"52","BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","BLR","Belarus",119.9271472,99.4825004,78.7377355,58.62914306,59.24850081,59.91259906,60.12527406,60.28648406,60.33891256,60.25240906,60.34323656,60.57200906,60.74837656,61.32036656,64.788410785,65.26646232947,66.767402349607,68.568098569043,69.827994497057,71.358290570782
"56","BEL","Belgium",2581.6171502633,2271.0386147144,2455.8872042249,2963.535680757,2959.3575883788,2757.3424096971,2963.1330639084,3050.0028269503,3072.5482454942,3198.274322389,3172.6337483735,3346.7753112696,3214.49711574,3072.7624763104,2929.8642558956,2705.5975302622,2478.7866584527,2313.0202662736,2150.5149507281,1986.3790968658
"84","BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","BEN","Benin",273.72638969,288.813749916,294.997035621,306.774134104,317.118490119,315.253113242,317.428314236,323.681138757,332.67703034,362.62178376,400.721927936,457.177851132,512.862928376,581.013386882,641.110539864,702.421436108,765.607605352,827.13901150867,889.14850205689,950.91895040933
"60","BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","BOL","Bolivia",11.9504996,12.5660002,14.0455003,15.5250004,16.2675097,20.1627751,21.0814565,23.0964968,24.120382,26.1469351,27.2522224,28.4568427,32.0263541,33.0470101,34.978606,37.1525271,38.861251433333,40.799331877778,42.739573837037,44.678735038889
"70","BIH","Bosnia and Herzegovina",1358.1947906,1350.2784142,1693.823375,1011.0848118,750.9434268,730.7938938,712.9299558,687.2114868,548.3093598,572.3620008,432.9755688,447.1591908,505.4713818,523.9099878,585.50643261292,561.18701924939,604.90443709545,652.93317479264,675.40875551921,710.66091473109
"72","BWA","Botswana",126.512194393,133.48535182,136.34316732,141.786364981,146.567367226,145.705219062,146.7105649,149.600521257,153.758290025,167.598304242,185.207611949,211.300687683,237.037487129,268.535597473,296.31159264767,324.64856096922,353.8522522493,382.29113717473,410.95098535042,439.50035190098
"76","BRA","Brazil",4742.9562763,6167.8237504,6715.78896945,7578.5434587,7612.7996763,9015.6890911,8529.9141999,9273.1061499,10103.250542,10687.6218034,11469.898636,12361.8415293,12986.894400006,13533.506737219,14210.58772279,14843.688356019,15470.92724218,16113.951907738,16748.406636054,17387.146332991
"92","VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","BRN","Brunei Darussalam",179.616007215,143.937162929,110.717050506,109.170859536,109.539796588,109.061701545,109.619209428,111.221821111,113.527490995,121.202405543,130.967572826,145.437363494,159.70959154,177.176726544,192.57977778333,208.29391587978,224.4886906597,240.25934536494,256.15253455881,271.98445650836
"100","BGR","Bulgaria",280.14282393813,339.65131293413,353.54667123246,480.68044314765,473.3589867842,480.06458928901,540.05732120257,568.74501793879,799.55255995403,959.08572234132,765.0861527911,786.96239933611,784.65521743159,790.04133042107,1016.7070294131,1061.2232927976,1076.9837980197,1172.3715289056,1226.5926778665,1301.3971177898
"854","BFA","Burkina Faso",331.806987701,350.095657723,357.590945627,371.866967851,384.406232697,382.145058816,384.781797915,392.361375642,403.266062315,439.564644696,485.749061267,554.184076985,621.684679755,704.295642517,777.14450293367,851.46464491656,928.05796663708,1002.6454080104,1077.8123763694,1152.6895812355
"108","BDI","Burundi",82.232929543,86.765475597,88.623060933,92.161134667,95.268786625,94.708397643,95.361868657,97.240341341,99.942886846,108.93889812,120.384949182,137.34544697,154.074365708,174.548140688,192.60253785667,211.02156815222,230.00396896696,248.48924505995,267.11814746104,285.67523670809
"132","CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","KHM","Cambodia",171.94157702,181.418723894,185.302762102,192.700560243,199.198376484,198.026641309,199.39299513,203.32071142,208.971498379,227.781333388,251.713985306,287.176841378,322.155493208,364.964293008,402.71439557533,441.22691364111,480.91738711881,519.56841848909,558.51975946034,597.3209456311
"120","CMR","Cameroon",1531.088890652,1569.458224083,1641.57636379,1485.080188336,1409.011391028,1380.273345001,1349.808131729,1330.466627698,1390.745007157,1569.424163847,1618.078987698,1849.391027344,2059.333637108,2328.841485648,2552.6342590034,2780.9568139016,3022.3527495899,3257.7734001634,3492.8197805501,3728.0532960302
"124","CAN","Canada",15395.513948532,15840.294976749,18702.978011967,16368.040600953,15443.692920181,15441.232195756,15738.448161819,15976.302153831,16456.586118285,17598.70875701,17285.441761604,18157.154861877,17880.845208112,18608.853356847,18513.876136583,17732.176546703,17265.684346205,16995.53718407,16498.91525558,16115.530710267
"136","CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","CAF","Central African Republic",138.013299664,145.620380035,148.738002389,154.676033212,159.891669611,158.951146419,160.047887687,163.200572502,167.736314487,182.834512113,202.044671165,230.509842785,258.586352769,292.947925153,323.24900981567,354.16206549256,386.02063640041,417.04487348288,448.31016137195,479.45492385772
"148","TCD","Chad",185.167851217,195.374006591,199.556819342,207.523681585,214.521330206,213.259458088,214.730920631,218.960773093,225.046222447,245.302974088,271.076595432,309.267368256,346.936687776,393.03846898,433.69242682933,475.16744635378,517.91103254637,559.53522040183,601.48281825932,643.2687111158
"152","CHL","Chile",1168.784614604,1358.050255916,1547.369583418,1741.814350228,1934.22415822,2122.638432006,4209.575512732,4749.712682588,3464.833910458,3965.643200252,4467.164897932,4966.639876868,5783.36831348,6598.157555226,7308.4884409907,8089.1046290315,8857.6834008821,9610.8586827674,10378.315430026,11138.631444598
"156","CHN","China",166356.50473737,193712.03631581,173327.32192959,155733.62225037,192375.8053097,230542.32995581,263576.17732617,298529.03982311,328060.18152927,366488.65326215,321939.00173441,337958.0932762,359136.02901526,379055.36474187,398871.90100281,419499.36129297,439940.15624263,460922.17150655,481605.5950078,502438.31439039
"170","COL","Colombia",2676.486326515,2823.97219066,2887.290573828,3003.397638853,3105.916642273,3092.699803961,3117.783508726,3181.51896135,3271.490957478,3559.802054125,3925.417986752,4465.02818642,4997.331561708,5648.02921927,6222.2329634427,6807.9678891169,7411.6537868845,7999.7671532152,8592.2785498061,9182.5909312668
"174","COM","Comoros",0.0703197024,0.0944158614,0.1015337516,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918,0.108651918
"184","COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","CRI","Costa Rica",175.663906351,178.111811543,178.551290105,184.83387686,190.962247962,189.85713575,191.145802042,194.8502087,200.179705308,217.920086189,240.492018428,273.938595202,306.92849397,347.303345976,382.90712182533,419.22996403311,456.66378738748,493.11726785798,529.85398320219,566.44908110954
"384","CIV","Cote d'Ivoire",733.770732501,774.215017664,790.79037802,822.36092173,850.090730059,845.090282854,850.921279573,867.683049226,891.798090879,972.07017022,1074.204161248,1225.543988764,1374.817431374,1557.506482298,1718.6072559813,1882.9616783871,2052.3430940581,2217.2886313115,2383.5157564216,2549.1020876033
"191","HRV","Croatia",213.4320166322,262.85229527255,332.47382702357,398.5186554364,474.05455591704,571.51818203897,631.5298075118,700.2862467221,761.67801276023,846.44144667807,936.62604942054,1074.2747387934,1219.958552639,1347.6332134229,1462.3648828761,1567.9717795918,1693.0813308021,1807.9446357904,1923.1378867618,2038.1661647416
"192","CUB","Cuba",225.408199088,232.763215206,230.173206512,231.555229067,238.852344063,237.527777686,239.072350143,243.512378481,249.900219435,271.163511749,298.217816976,338.306259372,377.847348768,426.23990575,468.91393534133,512.44982733111,557.31732018548,601.00979166398,645.04174377152,688.90395556454
"531","CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","CYP","Cyprus",193.69374057096,185.82323972559,189.62392339097,206.47572815577,216.34047524282,233.21718418702,252.87505406885,258.89302830863,264.60688374479,273.32807795687,288.01636113901,307.39002889644,328.68457841397,351.00995826915,373.74174015383,381.5627913373,397.31943374678,412.70608037483,425.69419378183,439.88157379935
"203","CZE","Czechia",1823.0842116052,1952.2867376572,2225.7309184536,2475.6884413588,2492.8943183376,2707.4990770586,2887.7428591179,2993.8197057008,3113.2568050898,3288.0645930061,3533.5420935921,3749.8366566623,3958.4158655134,4003.3807613719,4028.076282089,3941.5811874299,3942.472915219,3921.845739759,3886.4355589823,3858.416880864
"180","COD","Dem. Rep. Congo",761.488405785,803.4604408,820.661924203,853.425024295,882.20231135,877.012970944,883.064230699,900.459166489,925.485135367,1008.789435691,1114.781472127,1271.838044743,1426.750189001,1616.340190105,1783.526429431,1954.089224327,2129.868902769,2301.0451403237,2473.5513772879,2645.3926145473
"208","DNK","Denmark",1280.4426532607,1056.7855435407,1047.3910069122,1018.5763968412,1030.6281927391,887.8669389432,853.50511133536,913.84011670221,878.8219456367,827.88892765475,653.55973911387,700.35386900372,582.77392007593,645.37433975912,495.89619984378,470.57195634191,402.3427892087,340.55528559208,307.66932485401,260.33259267666
"262","DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","DOM","Dominican Republic",588.856761773,621.313617609,634.61547788,659.951087089,682.204476938,678.191573305,682.870995168,696.322445517,715.674953417,780.093929648,862.057259443,983.508652861,1103.301762015,1249.911158397,1379.1957913817,1511.0915042219,1647.0214182909,1779.3915049221,1912.7900761023,2045.674405008
"218","ECU","Ecuador",283.815979121,294.829900452,296.896771076,307.426385139,317.636000202,315.794927695,317.941795115,324.113168922,332.991888692,362.546613761,400.150492347,455.871064917,510.830829585,578.093620217,637.40799617367,697.92030659256,760.28346559507,821.01341405443,882.21522001469,943.1810972245
"818","EGY","Egypt",5954.555624055,6212.117141729,6274.930133814,6708.832738985,6797.915415997,6854.966394423,6959.539148828,7126.287811398,7330.498749304,7852.400293927,8503.650967522,9568.943257626,10490.85133178,11677.672034112,12699.779436809,13792.654925739,14866.56081867,15917.12105133,16989.56825617,18051.07197492
"222","SLV","El Salvador",151.309375187,146.433463083,147.804025292,151.924499277,157.009745405,156.09273598,157.162055128,160.235926285,164.658271071,179.379013043,198.108920686,225.86246223,253.237053558,286.739592966,316.28315039267,346.42337978022,377.48548852096,407.73412037262,438.2177770326,468.58392128842
"226","GNQ","Equatorial Guinea",72.571996421,76.572050974,78.211397756,81.333815598,84.07637264,83.581812107,84.158514243,85.816299306,88.201348918,96.140482896,106.241824518,121.209757404,135.973324762,154.041784742,169.97510481667,186.23022062089,202.98251924052,219.29609740669,235.73642827003,252.11338278479
"232","ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","EST","Estonia",139.45384625692,157.57376955649,171.99750694874,154.47594737906,161.50650287029,179.80735969663,187.4363314387,197.42643046515,211.18999453025,221.30150521462,226.56477185291,235.77723388161,236.35951197663,236.78905604755,230.72663003089,193.42578656884,203.89681061279,193.48540681626,182.21834410509,171.37911085124
"748","SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","ETH","Ethiopia",2.8384842,1.47701666,0.82985958,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736,0.72137736
"234","FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","FJI","Fiji",65.90135241,69.533732008,71.022393662,73.857804804,76.348276228,75.899174868,76.422867552,77.928276902,80.09409048,87.303484147,96.476334013,110.068448141,123.474979797,139.882637355,154.35140513567,169.11239080056,184.32486113507,199.13893572843,214.06811259269,228.93973832149
"246","FIN","Finland",1249.2584512013,1325.2717784799,1343.6468815568,1363.2895789405,1361.7537475969,1338.1067860622,1319.5447045669,1325.6196547879,1312.2544550477,1281.4702611708,1218.2259097835,1160.8609882321,1093.7385251703,1046.0304401007,1002.7478615808,938.82489717225,873.73773220875,816.31417696614,754.16961542791,694.38555703749
"250","FRA","France",17621.301855675,16474.480120751,16686.123420406,17349.845669212,17058.968878501,17710.162697288,18133.376528577,18174.997691287,18020.261628182,17899.074167751,17832.084711745,17599.195874428,16932.081029514,15381.000952625,13468.403257606,12082.462453618,10754.739506842,9216.2946890454,7943.9451482935,6538.5479690193
"258","PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","GAB","Gabon",349.073539699,367.466410296,374.5104919774,389.34737788,402.451665254,400.088601486,402.844163718,410.7652784,422.161336874,460.095556905,508.361074462,579.87981148,650.422040936,736.755505842,812.88698296867,890.55604013155,970.60070653007,1048.5491067594,1127.103148023,1205.3543687695
"270","GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","GEO","Georgia",290.420910388,343.921582563,445.829420727,560.894944731,653.516931941,160.96559713,268.80953213,395.07735713,229.88479713,252.71632527,271.442973984,289.956688097,320.370136836,338.494247364,360.844671824,384.474133683,405.84231381121,428.29199604384,450.77443745046,473.24049927009
"276","DEU","Germany",19249.34502681,15738.181652571,15909.503596551,14692.589913895,14222.313999857,14126.688005305,14417.945647136,14497.802350535,14516.188851758,14716.70964883,15064.362336745,15262.838596265,15341.390712121,14468.124930316,13776.692498275,12293.568178339,11642.072154902,10789.848815126,9794.2342540761,8870.3153036632
"288","GHA","Ghana",668.011656501,737.755734553,724.161209506,749.022464834,764.02880619,759.541728656,776.694736761,787.800719647,808.011554827,881.069083147,969.548475237,1104.951978143,1238.943394957,1404.032789227,1548.5942174403,1696.0752625228,1848.4669064114,1996.9087159859,2146.3468821677,2295.2868700459
"300","GRC","Greece",5392.5383791352,3312.3216422243,3910.28460272,3953.262495921,4130.620481619,4501.312537678,4790.885888251,5162.373259174,5648.861439317,5804.271027814,5895.879173792,6127.865771117,6090.132663708,5847.6353453094,5405.1197165191,5092.1446846273,4936.7492657668,4640.0723489223,4393.713799389,4122.1960662002
"304","GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","GRD","Grenada",2.4062,2.41407,2.6561249,2.6631798,2.6631798,2.6631798,2.6631798,2.6631798,2.8981798,2.8981798,2.8981798,2.8981798,2.8981798,3.1331798,3.2115131333333,3.3159575777778,3.455216837037,3.5625625160494,3.6795789769547,3.7917600469136
"320","GTM","Guatemala",200.488909513,174.647622906,143.498618006,141.231924186,143.50458685,142.854060926,143.612632954,145.793240744,148.930465829,159.373388631,172.660413451,192.348818871,211.768408703,235.535164327,256.493414619,277.874946535,299.91045914567,321.36889075189,342.99404946285,364.53584462144
"831","GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","GIN","Guinea",259.925055156,274.251710943,280.123236976,291.306532828,301.129318123,299.358000892,301.423521819,307.361082084,315.903399041,344.338330481,380.517462519,434.126865369,487.004295099,551.718595229,608.78563946567,667.00523083122,727.00554274196,785.43452524628,844.31748717316,902.97345938875
"624","GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","HND","Honduras",228.872065169,241.487131572,246.657184186,256.504424241,265.15369397,263.593989236,265.412748669,270.640950859,278.162725052,303.20056787,335.057413355,382.262150899,428.822369007,485.805315083,536.054615659,587.318770579,640.15090443633,691.59943422078,743.4477070747,795.09610839389
"344","HKG","Hong Kong",117.03,123.375,129.25,135.125,141.235,147.11,153.22,159.095,165.205,171.08,176.955,183.065,188.94,195.05,201.08166666667,207.11333333333,213.29903216033,219.66947462194,225.86541060703,232.14859983038
"348","HUN","Hungary",1250.0614161022,1244.0548397617,1246.0870952307,1346.2843364069,1399.5744827925,1499.2041598252,1622.0265005225,1686.2425129536,1782.8197917481,2002.6317063472,2176.0399893099,2089.1528962585,2051.0200177456,2073.5743348891,2117.8744676973,2160.0427449428,2169.6212373964,2203.373617515,2231.8733341209,2262.9993824832
"352","ISL","Iceland",160.30478282788,194.88104480234,313.17145551033,308.21774696914,281.56631938333,316.50411329048,333.99881939432,308.40280357491,320.39771318911,284.64911717635,308.12596403638,294.50600097279,297.01685043042,311.20942599042,320.94983435877,317.28173005968,280.85660936479,272.55084409918,256.42975842098,244.21633294908
"356","IND","India",10493.533110376,11445.065099966,13126.154755868,16413.918646992,19833.434527766,23337.987451202,26845.416423876,30286.496650262,33743.875195866,37319.20596734,40969.118138176,44496.94649665,48114.900702074,51407.78383861,54898.587703931,58291.261410974,61777.747019664,65283.81674382,68745.559757117,72229.466125843
"360","IDN","Indonesia",5656.250167697,5950.001876221,6206.39691654,6463.127548653,6562.107847076,6574.689724361,6601.814663604,6720.998922724,6909.937685841,7468.263582973,8145.718526438,9137.340101282,10122.814540318,11325.668563628,12396.727320203,13481.368041908,14600.941805932,15693.942826799,16793.014662332,17889.051090532
"364","IRN","Iran",6801.206246787,7136.252033948,7459.169875801,7794.592725822,8012.297471865,8114.173815241,8252.212397229,8448.577123112,8715.63347511,9328.710963457,10059.687970083,11078.902028541,12099.231058439,13319.611665163,14412.849973837,15529.766342374,16675.326804589,17798.833450717,18927.494609677,20053.578512221
"368","IRQ","Iraq",1331.320188205,1405.44242083,1438.539957499,1497.350180546,1549.634785522,1546.07372594,1561.150936339,1594.800179109,1640.708068489,1782.265114847,1960.966856174,2223.272231088,2481.831698292,2797.401280886,3076.21275579,3360.5523751351,3653.5721711273,3939.2247786935,4226.8954529947,4513.5570939283
"372","IRL","Ireland",1391.3929206821,1247.1768230587,1198.5187474005,1221.4920069713,1185.8119617166,1159.684080434,1166.9071445722,1140.7482681363,1173.2719422379,1238.4778762384,1235.7616729182,1312.6899825596,1242.1737373831,927.71041774326,912.88633783672,762.97429147573,804.34234229142,765.58633905304,724.42202522357,684.46186668965
"833","IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","ISR","Israel",1186.8915627,927.21828295,994.43209445,2128.7790588,1252.9002352,1789.0129405,2371.9426857,2522.2936816,3071.4521923,2637.2301439,3983.6188169,4676.9644357,4191.3939039,4877.4944331,5175.4529718333,5345.4472624333,5727.0833303376,6007.7155060988,6285.136350854,6564.1628611122
"380","ITA","Italy",12492.270004398,11791.491205832,12349.555453498,13334.536205481,14232.500451599,15332.088128754,16312.962236525,16981.205481058,17705.894039868,18244.747292612,16741.867081653,17230.794256361,17543.800470866,17995.234232143,18029.082081795,16840.661067939,16193.304951213,15595.703554623,14809.327060882,14117.338115717
"388","JAM","Jamaica",78.94085204,78.4617023,91.0654908,95.8284584,98.2784579,98.4284584,96.7934588,95.1584579,99.2289074,107.2854624,111.6795248,116.4684856,130.6590581,134.7166701,142.39571853333,151.03812951111,157.83115331481,165.53598105309,173.249401893,180.9585261821
"392","JPN","Japan",33458.607388284,26167.504052973,23709.43612857,20938.753687614,16852.151651278,17936.926028228,18191.540072565,18541.841672602,19151.044667952,19769.80383444,20006.898028615,21014.217316997,21522.707140991,21408.314731557,21894.937607959,22232.891858787,22542.605242232,22936.96550545,23296.550988391,23673.523861471
"832","JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","JOR","Jordan",989.494309054,1042.500945569,1061.000559265,1098.99618496,1135.551342779,1129.049976178,1136.631189925,1158.424113769,1189.777445458,1294.143733783,1426.933934607,1623.699425277,1817.778297519,2055.302703777,2264.758960167,2478.445471797,2698.667863223,2913.1229163717,3129.2442351066,3344.5324210483
"398","KAZ","Kazakhstan",694.12872244596,923.40171053545,1061.286835994,1491.1007553657,1539.2184804171,1785.4667284086,1838.4234934714,1935.3494763396,1881.6935525688,2152.2676569108,2140.9155796282,2303.2282642944,2549.3573751032,2696.0061415284,2852.3120795694,3052.8797493314,3252.0998183048,3459.6539037804,3662.1011785174,3867.1018586237
"404","KEN","Kenya",35.23,42.25,49.27,56.29,63.31,70.33,73.5344649,80.5631476,84.1345726,91.2034175,95.058782,99.2606303,111.7114817,115.2716435,122.009264,129.5921419,135.55236196667,142.31260145556,149.08038060741,155.84438992778
"296","KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","KWT","Kuwait",5366.477872926,5634.844713962,5730.237951219,5924.25159819,6129.259860343,6119.48126487,6180.534195453,6313.540313769,6494.557194581,7044.027619507,7736.936893239,8752.926925309,9755.124162155,10976.565524277,12056.441734623,13157.66555995,14292.564968935,15399.127626927,16513.356257695,17623.751902075
"417","KGZ","Kyrgyzstan",5.2761198,3.98441,2.351332706,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769,1.8545769
"418","LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
