"code","iso","country","BTZ.raw.1950","BTZ.raw.1951","BTZ.raw.1952","BTZ.raw.1953","BTZ.raw.1954","BTZ.raw.1955","BTZ.raw.1956","BTZ.raw.1957","BTZ.raw.1958","BTZ.raw.1959","BTZ.raw.1960","BTZ.raw.1961","BTZ.raw.1962","BTZ.raw.1963","BTZ.raw.1964","BTZ.raw.1965","BTZ.raw.1966","BTZ.raw.1967","BTZ.raw.1968","BTZ.raw.1969","BTZ.raw.1970","BTZ.raw.1971","BTZ.raw.1972","BTZ.raw.1973","BTZ.raw.1974","BTZ.raw.1975","BTZ.raw.1976","BTZ.raw.1977","BTZ.raw.1978","BTZ.raw.1979","BTZ.raw.1980","BTZ.raw.1981","BTZ.raw.1982","BTZ.raw.1983","BTZ.raw.1984","BTZ.raw.1985","BTZ.raw.1986","BTZ.raw.1987","BTZ.raw.1988","BTZ.raw.1989","BTZ.raw.1990","BTZ.raw.1991","BTZ.raw.1992","BTZ.raw.1993","BTZ.raw.1994","BTZ.raw.1995","BTZ.raw.1996","BTZ.raw.1997","BTZ.raw.1998","BTZ.raw.1999","BTZ.raw.2000","BTZ.raw.2001","BTZ.raw.2002","BTZ.raw.2003","BTZ.raw.2004","BTZ.raw.2005","BTZ.raw.2006","BTZ.raw.2007","BTZ.raw.2008","BTZ.raw.2009","BTZ.raw.2010","BTZ.raw.2011","BTZ.raw.2012","BTZ.raw.2013","BTZ.raw.2014","BTZ.raw.2015","BTZ.raw.2016","BTZ.raw.2017","BTZ.raw.2018","BTZ.raw.2019"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.768800249987407,0.768800249971558,0.76880024995702,0.768452345268114,0.766511433478173,0.767103096962698,0.767403974382652,0.768118594540885,0.768412979668811,0.768155744574637,0.767722615266001,0.766750725662615,0.767802964275901,0.767312705157517,0.768275405512541,0.768162299768129,0.767856741195592,0.800833557645713,0.800833557666314,0.800831962795876,0.800833138148557,0.800833277977258,0.79870416186384,0.798704208225905,0.786672440845155,0.791461150154973,0.79095851029155,0.798555158693113,0.796569564618974,0.796769434125229,0.796175680046486,0.794375807258317,0.790242446832101,0.793868346559828,0.792270784049335,0.798537305243478,0.79899670987118,0.808311261672152,0.806323146747389,0.802929058835877,0.796213431449798,0.739617260560047,0.72731749460647,0.733722398157346,0.695390768359011,0.336625346357683,0.188423281626345,0.255886842457125,0.346691704842955,0.442595365693184,0.497265542280021,0.228141169456253,0.772971175066393,0.601688304428909,0.701998999905328,0.660992291966554,0.648253074031057,0.692831891410909,0.610417140039435,0.719160585821812,0.653982913598704,0.796816017175097,0.797610072200007,0.797558799894551,0.73419905741417,0.804166989127115,0.75858158986394,0.744352098113951,0.753202231296578,0.752195390068185
12,"DZA","Algeria",0.295666950712977,0.280602950439694,0.299794650249379,0.284327872540572,0.281010469885691,0.305969717091283,0.306405621144976,0.29693403433938,0.315646416026715,0.319026647438569,0.313576310673513,0.322575379500161,0.262722894770574,0.229940915324405,0.223026323985939,0.234027364281195,0.248159330338938,0.257571432359142,0.24757228358562,0.26131097446438,0.319316589135623,0.314548761314103,0.31128726259296,0.356300535675473,0.351631719383456,0.315053263389534,0.340249188032715,0.33573558719586,0.331908924999306,0.326648496536094,0.328380861961927,0.331057641756225,0.334682997879177,0.335755774280739,0.331131403433832,0.288605726040914,0.292951174595414,0.281993188648034,0.271500192471172,0.308001245628674,0.302148001540661,0.297741527311499,0.289143238966693,0.276847202080483,0.274936924791608,0.263185701345776,0.277099198092823,0.281480179941377,0.288961459833007,0.28702469579647,0.302401136003136,0.289878940818483,0.278680813448644,0.264601799808782,0.247242329771358,0.240053542707455,0.240011346516031,0.238078362936181,0.240002937809698,0.236247805505839,0.240564063117623,0.200640871274624,0.20078638642628,0.191498239811268,0.191076998041265,0.205029147153858,0.211157183744677,0.200514202287981,0.210681073507835,0.209006511007435
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.433832170782803,0.531700941512509,0.557969093321858,0.649529394290386,0.650734260422935,0.730928190144904,0.468985990085519,0.2719471606195,0.448299321476162,0.595963797599949,0.568719566033827,0.582970966527342,0.506337959611875,0.434736834687573,0.57111786288099,0.608919310429308,0.644527475427502,0.658343468991153,0.607005519770739,0.420689667412654,0.55059877957617,0.506404035138872,0.506694573099223,0.491502985655909,0.430316907240403,0.506611185058062,0.480724816129354,0.419980603082412,0.298922582989424,0.36328737252171,0.330174952934585,0.307665947963101,0.350472656895695,0.398585690624582,0.374531831646901,0.349487122831865,0.334629659681541,0.417413794099432,0.300651378166195,0.322274802978283,0.327431480799516,0.203218952814404,0.257620922722195,0.234168872758851,0.243714577422889,0.219725369428932,0.270530367216759,0.284397064751464,0.27389852876208,0.282821700786483,0.244855083507217,0.330226393841325,0.317037296657564,0.295476111917358,0.312874003745386,0.444671720903207,0.455254376575643,0.451512299256237,0.449140250664465,0.421590094181359,0.403238524129661,0.420886913235407,0.42446720737184,0.434922100129311,0.433772278044691,0.355286926011248,0.380418194166054,0.397530826115313,0.386235869932964,0.40687460966221
660,"AIA","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"ARG","Argentina",0.270859383869494,0.359083614741746,0.417122572882855,0.472740395265718,0.443134857890443,0.40220021036838,0.355660047667823,0.320551048646981,0.338767439560772,0.464756777761161,0.41123511953718,0.397327286232734,0.409148050830703,0.52528772762886,0.423426132786796,0.408326165639147,0.294318936743926,0.275690840338695,0.486427852647617,0.417197488999705,0.512583408495776,0.499214901769675,0.537157338556401,0.604951907488724,0.635995691522171,0.614914234082743,0.704216030423962,0.779196641756583,0.696202495589745,0.668092436415133,0.745174491698834,0.704872739650722,0.652404242181976,0.662860433774449,0.629547494508397,0.650298877329823,0.558548341269947,0.489595104242397,0.446464567952813,0.446121871945845,0.528856826997947,0.544775931835464,0.559823679060042,0.60316581746174,0.663469739154355,0.680965064047823,0.618398416929701,0.565085617265149,0.586554336508535,0.500108543199777,0.479529401515571,0.530354758641835,0.590361499802335,0.605586079977963,0.663693652058161,0.593631100878534,0.491733585968227,0.49960378173969,0.498891429521581,0.598070722736976,0.593039314842287,0.59525625861184,0.535571288261793,0.469703723595085,0.42706136561646,0.187015292689537,0.483937335158357,0.432441791732007,0.407134523662096,0.40808667756978
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000132276789486194,0.00000160044342792903,0.00000837969373767732,0.00000805174955330188,0.0412589792676451,0.0809601763133419,0.126010930954599,0.125086630733077,0.145923958379719,0.129089859683024,0.131844597748911,0.0790253963331721,0.121838342668041,0.0589906649923394,0.124338269590103,0.0784967346682583,0.0529058677569074,0.0917911363861435,0.0848730934920012,0.0619960649492917,0.0427916122363867,0.0930806030455127,0.0691909258759527,0.0324663720407674,0.0948639294067848,0.151863815381919,0.182492142119935,0.237749864571961,0.210451552011234,0,0.442424610834924,0.000566231256157124,0.00463190801471895,0.000005414044695534,0.00000380153641754098,0.0000197847806920049,0.0000186501294506106,0.0000184115008887533,0.00850891478789726
36,"AUS","Australia",0.222129088204082,0.217879673106642,0.222062504556346,0.227519472365147,0.201200195413147,0.222852070859587,0.221646633723062,0.219592944269774,0.227804626101334,0.224566536345018,0.222174966272671,0.324771917601139,0.345815713063638,0.342141441689472,0.364010292105416,0.34822809165551,0.342381161745245,0.365587091794511,0.373018253647901,0.411108075076035,0.418853188368437,0.446683438672666,0.444183700240198,0.450931748537136,0.478779664672584,0.385325056257204,0.420905550737377,0.415749162433304,0.415705402417435,0.453855004367919,0.373894191682793,0.462987672151615,0.455582295356052,0.439020497764487,0.402549807735258,0.387947607481631,0.372952756850529,0.34762203987649,0.35786824588685,0.448338687265627,0.347865400363466,0.392964240433639,0.358502855658497,0.461554938334622,0.50042362939218,0.551607347101206,0.47944212866769,0.401358631858574,0.420411443918879,0.423996940602238,0.373268162323512,0.48432126090648,0.39196290088409,0.319391472659851,0.274968800347356,0.270293271454681,0.250118938255681,0.229986874222324,0.227832422934496,0.24405433631982,0.229039099966186,0.222280168384721,0.216594494567847,0.21769188149924,0.204948451805712,0.193935742381743,0.19528562095883,0.194362767095698,0.19212691632922,0.196241159088799
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",0.000000782062819187597,0.000000377470927096983,0,0,0.0000000835693880791602,0.000000304618512498835,0.0000000530154073193816,0,0,0.0000000783852193729189,0,0,0,0,0.0000000958361341168086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"BHR","Bahrain",0.24998969506091,0.249969845293336,0.262783911093453,0.276361460729243,0.29259830631434,0.305081074747245,0.317096730952698,0.330153476302785,0.341313037862425,0.352059346958504,0.361975691899883,0.381723071379787,0.400130957728198,0.428326145756882,0.451609730672704,0.479586768464849,0.507594605598577,0.525200522121639,0.472312388659371,0.382833270254801,0.216852216965387,0.220295231209791,0.225279907904395,0.232365792291591,0.234501276299012,0.244035177669076,0.243657053480974,0.208310853790272,0.197625727415929,0.170594524842383,0.221429982145618,0.216297421365411,0.249812263620276,0.30173688668783,0.341803716751617,0.382507348287432,0.381697575242791,0.37759229075056,0.339429185966769,0.310314676364631,0.270432957041201,0.311479774532966,0.324727540504223,0.394459132665766,0.439890872014618,0.476173106061104,0.501644788246235,0.456699029211887,0.401752731452488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",0.00000150545199478521,0.00000114765850332966,0.000000427992807418199,0.000000577674549904776,0.00000061401187099479,0.000000292843164029703,0.000000456120123454732,0.000000333411114444026,0.000000356721719564485,0.000000580745163661812,0.000000464450829479807,0.000000413660214423486,0.000000615906539597556,0.000014793980935078,0.0000117929677049925,0.000626848981541046,0.000836431695642858,0.00110645869059832,0.00148821776687804,0.00200020468320853,0.00204791590387673,0.00230814298602937,0.0798077623185395,0.0881798636311601,0.096418373117455,0.106219119287684,0.11276716486857,0.120548971203519,0.127049751594071,0.135791655402551,0.143092688590775,0.150042368329625,0.159733303625828,0.168443970665242,0.172995702902778,0.16979701601109,0.166537432413919,0.159683105869012,0.157743155521355,0.158402326777889,0.157951701203521,0.158262689335555,0.154582544542253,0.150200061491508,0.16248202273215,0.161322443193732,0.159692117946127,0.155257963660132,0.160295372913834,0.153007037289737,0.145601213979318,0.13445955371243,0.127185361297297,0.128159332890814,0.119141409248531,0.109786146162011,0.137591194557049,0.136543051246343,0.129905364116023,0.113606359180642,0.0953871704562715,0.119292681188778,0.172683991023794,0.163279029564189,0.15623682422509,0.155696621576407,0.160396159351808,0.148712767734241,0.148891534111729,0.150891949895546
52,"BRB","Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0.677871156678449,0.725285902731855,0.668477219654848,0.593310439359194,0.522324276061846,0.569349848445194,0.742940732970218,0.690537924129659,0.662202547673612,0.655715664140906,0.605146608660592,0.693442479843035,0.726139090798837,0.752798481261877,0.60515230173291,0.787780606077709,0.820818994094783,0.902324130263025,0.867469367629978,0.854036409015035,0.761027394968459,0.772150274741321,0.842477171691014,0.823185997980085,0.870926338078342,0.827598022592817,0.885924070457795,0.944392967974157,0.897888132502913,0.927682150261486,0.84124448690002,0.656162545631634,0.684666700400314,0.670680869845723,0.712048376113912,0.796538390106056,0.834608713169285,0.887762210388115,0.925098829295576,0.890312046038224,0.893123854868133,0.880480327565656,0.901471891521439,0.899860893251769,0.904229240365175,0.905031189567535,0.891065499929805,0.76755171673942,0.840776569677596,0.924421837375227,0.830061122532887,0.834904792806926,0.82607016007522,0.850233593400862,0.828200186390943,0.878192557386748,0.778192432413602,0.778651929756017,0.887544454505126,0.876248790244544,0.843448191034667,0.795838392921785,0.875915091600057,0.877275406229727,0.939418537080867,0.744525163274085,0.839219194829493,0.804106644651213,0.887186784982689,0.883927258355717
84,"BLZ","Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249005006691559,0.168545622933666,0.0903106458801396,0.0849097789796695,0.00023597311783584,0.000224700395137346,0.000203004089419312,0.000236634400540674,0.00639274207844112,0.0109784055495293,0.0375019577906054,0.0322811358765985,0.0360899264699152,0.0311859280184136,0.0453921145389851,0.0333176607609279,0.0163795052759702,0.00693881989172584,0.00230519284505257,0.0309543947429873,0.0461621988953501,0.0678779326683485,0.0651301351451764,0.0691313782051136,0.0340791412041422,0.034336718291724,0.032638017060371,0.0203576201428362,0.0252161685383452,0.0368938192487811,0.0331336473030363,0.0536488268050864,0.0276704290236247,0.0285530750873398,0.0305807602891768,0.0425427428390912,0.0525670676087081,0.0614915975631678,0.0813071750469095,0.0325560702704901,0.0206762845686271,0.0122777623140972,0.0167763996179207,0.0310401653535062,0.0739217206487459,0,0,0,0,0,0,0,0,0
204,"BEN","Benin",0.00000376628744460526,0.000000745518785695897,0,0,0.000000858152195876286,0,0.0000173184496630949,0,0.0297185696867981,0.0273831149676582,0.0434644820553309,0.0405854401692965,0.0395177323504267,0.0501682928226178,0.0830156075074017,0.0708412668282947,0.0580993743605227,0.0988501917052588,0.0976777243964671,0.0905122233750024,0.14240376923775,0.156270021460756,0.132407396315578,0.160971831856836,0.255329828642493,0.127720139288746,0.109224323951038,0.100618027717733,0.0642828349191645,0.0581819535054306,0.176609672895052,0.0991234172499152,0.0094708359903127,0.00872784059729755,0.0474438409375362,0.0540834980918239,0.0490669698377045,0.0459909990526388,0.04297256492963,0.0444052534349343,0.0429348342340124,0.0446897915475829,0.0479915277692144,0.0518312598653995,0.0447560240256104,0.039632864240401,0.0380486995984311,0.038988992654387,0.0513665013076464,0.0615000255149525,0.0666800519568206,0.0787023895332648,0.087539335413622,0.0823639204750284,0.0729883105592422,0.0631723226918243,0.063211422138378,0.055143357014278,0.0752567933219105,0.0923370344018765,0.0833983426956414,0.0786487971270233,0.073672667928719,0.0783358679106462,0.0761968104824301,0.0658825073144163,0.0625537640191658,0.0627616854623321,0.0651014476125734,0.0660075627636486
60,"BMU","Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292951900554808,0.0587019299930614,0.159775214905387,0.122185549860796,0.133481930863306,0.111324570830577,0,0.00661674972046898,0.00163329397977187,0.00781308341353208,0.0119280345542884,0.0264641548442605,0.0125331456284892,0.000568752858548021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.2965655644428,0.274940703813056,0.341795603658295,0.229445721748101,0.319506443856611,0.315926090285165,0.30215819574139,0.282896883720757,0.296536472494976,0.338183995574299,0.358475180145351,0.343921748652808,0.345035708608332,0.444117153341535,0.39587056397784,0.397245136629053,0.369601255436138,0.214323077161182,0.273593535758773,0.298435583044181,0.379367452234659,0.362703675941532,0.331791755254387,0.339029150659148,0.384163869483452,0.320835375999169,0.422866374245057,0.359304072181109,0.283167308073015,0.375834636902283,0.282243108104103,0.304953132200586,0.295385791553963,0.258555582863382,0.344369615282018,0.312546472342855,0.285558095330296,0.272903290147648,0.307111368951679,0.328080876625216,0.217500918340183,0.200160642690416,0.191369349813301,0.205769702293052,0.17908501046292,0.195063576751802,0.158261921671721,0.143046495853247,0.168481860958749,0.155919456668442,0.1951364830354,0.164148545492277,0.178243616656524,0.176619034895867,0.150471341480373,0.152367775695612,0.159066833377801,0.172122573169041,0.167493861556719,0.153255148371136,0.148806663612796,0.190824195197776,0.165920844652448,0.160637463687184,0.178322306964933,0.175272806369005,0.182562248721852,0.174308197960596,0.184206362826637,0.176319350776712
92,"VGB","British Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0.0872575729463006,0.0795596441414009,0.0749689705339127,0.304150032685841,0.292629077662002,0.339252996016419,0.31485644487437,0.259184126480243,0.281571071797937,0.322485648076271,0.444699855145375,0.366064735562451,0.244366495170716,0.430246636793227,0.443491749500469,0.386884956803989,0.454503802891583,0.454739479260308,0.495786131602022,0.449397702517145,0.477326638048525,0.504555675291903,0.567064580350092,0.540312376610221,0.5315253881977,0.596286049168787,0.526620761719805,0.386439991198583,0.456286473704137,0.444204922546185,0.598956932070109,0.611044443148233,0.528292385323746,0.521902848538722,0.578996389536373,0.646791277816252,0.754058610585963,0.58815130621249,0.458138879130115,0.628012281961741,0.479580066162296,0.319266183796952,0.315794746148082,0.297451373097442,0.318709567123291,0.248614726476228,0.329845491599509,0.332592962740049,0.292514312178533,0.431349084011541,0.396624436697431,0.396314349030728,0.395270762813245,0.399392023816733,0.301192154273378,0.330371014006803,0.222451954675985,0.330689796078843,0.331588581321732
