"code","iso","country","NRY.raw.1961","NRY.raw.1962","NRY.raw.1963","NRY.raw.1964","NRY.raw.1965","NRY.raw.1966","NRY.raw.1967","NRY.raw.1968","NRY.raw.1969","NRY.raw.1970","NRY.raw.1971","NRY.raw.1972","NRY.raw.1973","NRY.raw.1974","NRY.raw.1975","NRY.raw.1976","NRY.raw.1977","NRY.raw.1978","NRY.raw.1979","NRY.raw.1980","NRY.raw.1981","NRY.raw.1982","NRY.raw.1983","NRY.raw.1984","NRY.raw.1985","NRY.raw.1986","NRY.raw.1987","NRY.raw.1988","NRY.raw.1989","NRY.raw.1990","NRY.raw.1991","NRY.raw.1992","NRY.raw.1993","NRY.raw.1994","NRY.raw.1995","NRY.raw.1996","NRY.raw.1997","NRY.raw.1998","NRY.raw.1999","NRY.raw.2000","NRY.raw.2001","NRY.raw.2002","NRY.raw.2003","NRY.raw.2004","NRY.raw.2005","NRY.raw.2006","NRY.raw.2007","NRY.raw.2008","NRY.raw.2009","NRY.raw.2010","NRY.raw.2011","NRY.raw.2012","NRY.raw.2013","NRY.raw.2014","NRY.raw.2015","NRY.raw.2016","NRY.raw.2017","NRY.raw.2018","NRY.raw.2019","NRY.raw.2020","NRY.raw.2021","NRY.raw.2022","NRY.raw.2023"
4,"AFG","Afghanistan",0.108314444444444,0.110212222222222,0.102961111111111,0.109517777777778,0.111316666666667,0.101955555555556,0.111405555555556,0.114545555555556,0.119086666666667,0.104334444444444,0.0970711111111111,0.114051111111111,0.127275555555556,0.13273,0.137663333333333,0.142742222222222,0.126577777777778,0.133283333333333,0.126613333333333,0.119724444444444,0.115075555555556,0.109655555555556,0.106474444444444,0.103468888888889,0.0977511111111111,0.0932177777777778,0.100641111111111,0.0895022222222222,0.08435,0.0804288888888889,0.0875811111111111,0.0822233333333333,0.0960233333333333,0.101776666666667,0.104784444444444,0.108068888888889,0.119973333333333,0.123714444444444,0.110396666666667,0.07238,0.0772211111111111,0.120744444444444,0.137962222222222,0.109922222222222,0.167517777777778,0.142301111111111,0.176738888888889,0.123353333333333,0.199435555555556,0.182307777777778,0.145086666666667,0.200397777777778,0.204425555555556,0.212983333333333,0.188857777777778,0.187608888888889,0.165435555555556,0.145025555555556,0.189236666666667,0.201415555555556,0.170181111111111,0.164935555555556,0.179005555555556
8,"ALB","Albania",0.180281111111111,0.201126666666667,0.19275,0.224377777777778,0.203455555555556,0.23605,0.24495,0.240624444444444,0.248751111111111,0.251724444444444,0.252488888888889,0.262792222222222,0.28248,0.284743333333333,0.282524444444444,0.342535555555556,0.356342222222222,0.361445555555556,0.378162222222222,0.353558888888889,0.364436666666667,0.383434444444444,0.41964,0.409475555555556,0.400265555555556,0.410954444444444,0.400817777777778,0.375503333333333,0.409916666666667,0.339701111111111,0.176153333333333,0.179481111111111,0.25579,0.237305555555556,0.238287777777778,0.196955555555556,0.229756666666667,0.237024444444444,0.199437777777778,0.221935555555556,0.20049,0.205371111111111,0.1916,0.20132,0.217118888888889,0.202168888888889,0.199292222222222,0.243571111111111,0.253074444444444,0.267155555555556,0.274984444444444,0.281935555555556,0.281327777777778,0.283102222222222,0.28268,0.283307777777778,0.285952222222222,0.280918888888889,0.279811111111111,0.294323333333333,0.29292,0.3029,0.302865555555556
12,"DZA","Algeria",0.04795,0.0935644444444444,0.0944055555555555,0.0678044444444444,0.0770666666666667,0.0398433333333333,0.0678233333333333,0.0882022222222222,0.0778677777777778,0.0842133333333333,0.0740066666666667,0.0885622222222222,0.0647722222222222,0.0631755555555556,0.0972044444444444,0.0829,0.0484177777777778,0.0595344444444444,0.0648166666666667,0.0879055555555556,0.0733,0.06017,0.0568955555555556,0.0619544444444444,0.108366666666667,0.0945922222222222,0.0845966666666667,0.0525766666666667,0.08235,0.0677633333333333,0.131006666666667,0.116636666666667,0.06579,0.04997,0.0850444444444445,0.162733333333333,0.0492222222222222,0.108614444444444,0.0845522222222222,0.0516644444444444,0.100976666666667,0.0841177777777778,0.150982222222222,0.148928888888889,0.136584444444444,0.150536666666667,0.132537777777778,0.08464,0.189243333333333,0.16749,0.176711111111111,0.202438888888889,0.206682222222222,0.16867,0.179215555555556,0.17412,0.175613333333333,0.247856666666667,0.241821111111111,0.212638888888889,0.164925555555556,0.202133333333333,0.19472
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.0836077777777778,0.0886288888888889,0.0847933333333333,0.0891277777777778,0.0908022222222222,0.0916977777777778,0.0945544444444444,0.0948155555555556,0.102757777777778,0.106152222222222,0.106518888888889,0.0979722222222222,0.106406666666667,0.104257777777778,0.0874733333333333,0.0842655555555556,0.0751422222222222,0.072,0.06401,0.0613722222222222,0.0546033333333333,0.05465,0.0556255555555556,0.0554677777777778,0.0555088888888889,0.0602622222222222,0.0616055555555556,0.0596111111111111,0.0569555555555556,0.05537,0.0622177777777778,0.0646277777777778,0.0619055555555556,0.0822444444444444,0.0762122222222222,0.0804611111111111,0.0764444444444444,0.0958566666666667,0.0880611111111111,0.101742222222222,0.121103333333333,0.135685555555556,0.135793333333333,0.148415555555556,0.165572222222222,0.158836666666667,0.173962222222222,0.181652222222222,0.204374444444444,0.207401111111111,0.208755555555556,0.130854444444444,0.224204444444444,0.195784444444444,0.200666666666667,0.203697777777778,0.200147777777778,0.211686666666667,0.214981111111111,0.226877777777778,0.227782222222222,0.236474444444444,0.248736666666667
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",0.993356666666667,1,1,1,0.968315555555555,0.609882222222222,0.403452222222222,0.136905555555556,0.329458888888889,0.342074444444444,0.840688888888889,0.0769255555555556,0.0807177777777778,0.0622311111111111,0.07479,0.0716666666666667,0.0690511111111111,0.0726144444444445,0.0700433333333333,0.0802777777777778,0.0821888888888889,0.0957633333333333,0.0589466666666667,0.0703266666666667,0.102483333333333,0.0953177777777778,0.0992811111111111,0.10217,0.08426,0.08821,0.0906377777777778,0.0917188888888889,0.0907266666666667,0.0904611111111111,0.0849422222222222,0.0872266666666667,0.0887,0.0880311111111111,0.0898977777777778,0.0898044444444444,0.08995,0.0942111111111111,0.0961266666666667,0.0991244444444444,0.0808588888888889,0.0850233333333333,0.0896866666666667,0.09264,0.09386,0.0948411111111111,0.09558,0.0931211111111111,0.0956666666666667,0.09595,0.0961244444444444,0.0933922222222222,0.0858666666666667,0.0821577777777778,0.0804288888888889,0.0781844444444444,0.07861,0.0796077777777778,0.0817366666666667
32,"ARG","Argentina",0.22304,0.214431111111111,0.255715555555556,0.279728888888889,0.213127777777778,0.219727777777778,0.225235555555556,0.184124444444444,0.20199,0.210104444444444,0.221044444444444,0.209424444444444,0.246944444444444,0.248802222222222,0.253586666666667,0.282625555555556,0.271254444444444,0.340861111111111,0.349022222222222,0.304232222222222,0.357757777777778,0.426777777777778,0.401901111111111,0.47548,0.430693333333333,0.434612222222222,0.392907777777778,0.476365555555556,0.373112222222222,0.490036666666667,0.519364444444445,0.525784444444444,0.498441111111111,0.519438888888889,0.57601,0.568013333333333,0.612925555555556,0.800764444444444,0.774781111111111,0.801678888888889,0.913984444444444,0.966991111111111,0.981238888888889,0.871571111111111,0.98964,0.937295555555556,1,1,0.756762222222222,1,1,0.901672222222222,1,1,1,1,1,0.942275555555556,1,1,1,1,0.715097777777778
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203907777777778,0.203416666666667,0.177105555555556,0.184907777777778,0.213077777777778,0.17608,0.216922222222222,0.206861111111111,0.169064444444444,0.233556666666667,0.256904444444444,0.225555555555556,0.292483333333333,0.286703333333333,0.212376666666667,0.323483333333333,0.313382222222222,0.29929,0.251685555555556,0.318963333333333,0.344534444444444,0.388304444444444,0.409562222222222,0.430652222222222,0.405947777777778,0.279603333333333,0.25946,0.196391111111111,0.219645555555556,0.177613333333333,0.216138888888889,0.238854444444444
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",0.177118888888889,0.201807777777778,0.211714444444444,0.225417777777778,0.166022222222222,0.244407777777778,0.15821,0.242671111111111,0.204675555555556,0.203492222222222,0.249152222222222,0.197327777777778,0.318985555555556,0.316711111111111,0.374051111111111,0.344004444444444,0.291958888888889,0.409643333333333,0.368556666666667,0.280116666666667,0.367676666666667,0.236591111111111,0.439294444444444,0.371248888888889,0.359082222222222,0.368943333333333,0.339183333333333,0.402695555555556,0.418037777777778,0.433832222222222,0.444803333333333,0.436523333333333,0.488461111111111,0.491205555555556,0.401001111111111,0.503814444444444,0.568451111111111,0.515056666666667,0.531335555555556,0.529431111111111,0.487902222222222,0.508806666666667,0.316547777777778,0.494864444444444,0.45098,0.507066666666667,0.293242222222222,0.353321111111111,0.401075555555556,0.431563333333333,0.416911111111111,0.463048888888889,0.414001111111111,0.420154444444444,0.401106666666667,0.411325555555556,0.565174444444444,0.422163333333333,0.33704,0.295733333333333,0.536093333333333,0.623021111111111,0.695506666666667
40,"AUT","Austria",0.398785555555556,0.398351111111111,0.413132222222222,0.431788888888889,0.352785555555556,0.467985555555556,0.505656666666667,0.522528888888889,0.535172222222222,0.489563333333333,0.535663333333333,0.506138888888889,0.578823333333333,0.612497777777778,0.574355555555556,0.63904,0.609218888888889,0.651866666666667,0.57215,0.690798888888889,0.622696666666667,0.728495555555556,0.757266666666667,0.803455555555556,0.810425555555556,0.746511111111111,0.762883333333333,0.829582222222222,0.793584444444444,0.858287777777778,0.83179,0.781505555555556,0.766354444444444,0.811427777777778,0.778204444444444,0.740678888888889,0.836716666666667,0.834668888888889,0.848106666666667,0.74859,0.823564444444444,0.801782222222222,0.7205,0.906102222222222,0.834007777777778,0.784537777777778,0.803336666666667,0.950685555555556,0.877886666666667,0.84178,0.9791,0.821224444444445,0.828654444444444,0.999955555555555,0.860725555555556,0.997008888888889,0.878126666666667,0.852711111111111,0.941306666666667,0.972153333333333,0.951218888888889,0.953345555555556,0.962022222222222
