"code","iso","country","KGL.raw.2020","KGL.raw.2021","KGL.raw.2022","KGL.raw.2023","KGL.raw.2024"
56,"BEL","Belgium",NA,NA,NA,NA,NA
84,"BLZ","Belize",0.11953448257039,0.13229618858362,0.174983666752215,0.171894782258545,0.161405612198272
204,"BEN","Benin",0.0285285699465151,0.0272748183425472,0.0268828063470944,0.0265443709734058,0.0288545591198979
60,"BMU","Bermuda",NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.000906505865162263,0.00101394819994679,0.00103101661108366,0.00111322141904076,0.00146008759848026
68,"BOL","Bolivia",0.0131954512548854,0.0125252177150782,0.0104607688936742,0.00735517271108069,0.00811471467514766
70,"BIH","Bosnia and Herzegovina",0.0834129890054856,0.087537965319413,0.0929197379947138,0.0791458040135189,0.0702316045289861
72,"BWA","Botswana",0.000459824378476062,0.000508358397398246,0.00047651831621428,0.000449328281245054,0.000520290509476735
76,"BRA","Brazil",0.0218627360574093,0.0230356359427761,0.0219732733496526,0.0214252248742127,0.022427833672644
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA
100,"BGR","Bulgaria",0.0294760814074723,0.0342142666443337,0.0349615999865783,0.0347404556373114,0.0342933402748565
854,"BFA","Burkina Faso",0.0246432013615078,0.0256551680829273,0.0245327432730308,0.023424316023742,0.0259101002556499
108,"BDI","Burundi",NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",0.00203773269872899,0.00197748346428217,0.0016805270832445,0.00139593990248978,0.00126845038235019
116,"KHM","Cambodia",0.227675452232488,0.269587243700296,0.303493756196356,0.323279563205038,0.317598249645199
120,"CMR","Cameroon",0.0437708138209852,0.0423197609992589,0.0368626579187794,0.0266539989763569,0.026898759875393
124,"CAN","Canada",0.00123272325937048,0.00130009168242979,0.00130302622050129,0.00141615266526153,0.00139843773377614
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.000717218912908877,0.000828452958789357,0.000884472315066723,0.000846682325569388,0.000786622027537572
148,"TCD","Chad",0.00466862394762566,0.00471947381640855,0.00427412060756883,0.0035303838932688,0.00339146233587764
152,"CHL","Chile",0.00192501799071077,0.00197918210849475,0.00190382770470911,0.00199052509702358,0.00231404545305556
156,"CHN","China",0.00107892188842888,0.00134790362122182,0.00135866838901432,0.00140583728001964,0.00203387250219598
170,"COL","Colombia",0.0070839154665832,0.00687457440947982,0.00687922679856712,0.0069795625073689,0.00701152042186729
174,"COM","Comoros",0.0202407385319359,0.0187369733571095,0.0191437745804195,0.0187334775663688,0.0171796651112108
184,"COK","Cook Islands",NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.0887655929764142,0.104832328704684,0.0970417984538412,0.0987693717046668,0.101551010545368
384,"CIV","Cote d'Ivoire",0.00293613182745563,0.00284710850208595,0.00353000068946538,0.0038053464058674,0.00526879791915476
191,"HRV","Croatia",0.0849734538696597,0.0912076214800735,0.103165246235216,0.117894817318889,0.104243739308058
192,"CUB","Cuba",0.0190880416004706,0.0203381594179331,0.0191005861266881,0.0191515918812416,0.020571317052182
531,"CUW","Curacao",0.0179985018190878,0.0237634167013563,0.030757069865973,0.0375177698950363,0.0473014921158475
196,"CYP","Cyprus",0.0561153274556173,0.0542601182291518,0.0421639566121234,0.0228264425369229,0.0129587730939295
203,"CZE","Czechia",0.0871042240265964,0.10408822315261,0.103804915832068,0.0973684326075034,0.0759476971047762
180,"COD","Dem. Rep. Congo",0.0035072422486253,0.00350747731271252,0.00361780856578118,0.00344192732001688,0.0038949185809887
208,"DNK","Denmark",0.015834990755917,0.0165928396511592,0.0184167475324828,0.0206194625082975,0.0247251989622618
262,"DJI","Djibouti",0.00964803922425859,0.00978573801906795,0.0115845394102003,0.0123470150813369,0.00889063238015278
212,"DMA","Dominica",NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",0.0361640876299507,0.0344307989790188,0.031433018143145,0.032884969623715,0.0341307039645975
218,"ECU","Ecuador",0.0100996576524279,0.0102746769351919,0.0092465882793056,0.00837301189099175,0.00910516710043562
818,"EGY","Egypt",0.166884173702402,0.124588390454964,0.106434914010025,0.0689240759567294,0.0445619036807572
222,"SLV","El Salvador",0.755028758127075,0.785508338483952,0.716391523805186,0.560781462133754,0.558319634547348
226,"GNQ","Equatorial Guinea",0.200083827519546,0.357300052280079,0.371591908012774,0.428760157428886,0.443049061626018
232,"ERI","Eritrea",0.00718779155227352,0.00691317551823409,0.0063964620122364,0.00600653058363458,0.0049568967435279
233,"EST","Estonia",0.0108675314486728,0.00934284686474125,0.0084271357016321,0.00848051263131941,0.0105905743469877
748,"SWZ","Eswatini",0.0301829005424427,0.0221325142434327,0.0164093406114273,0.0196196696929817,0.0312245599605307
231,"ETH","Ethiopia",0.00347905327471652,0.00398684872008491,0.00392259026407523,0.00371708540797045,0.00407411941620755
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA
242,"FJI","Fiji",0.0165559815079268,0.015684563454292,0.0212644518893705,0.0207425907685405,0.0224907630880851
246,"FIN","Finland",0.0000965099051297006,0.0000918283673551223,0.0000764522121601859,0.0000613952605626381,0.0000710466487901661
250,"FRA","France",0.00770844431313064,0.010457726833745,0.0108393654478309,0.0107155166278842,0.0105228926321088
258,"PYF","French Polynesia",NA,NA,NA,NA,NA
266,"GAB","Gabon",0.00241683525476583,0.00272777632441971,0.00298698036053994,0.00284930030553472,0.00289297486809321
270,"GMB","Gambia",0.125383320350998,0.149516279623415,0.137996296496746,0.126476928004004,0.116783120260041
268,"GEO","Georgia",0.00574358761543814,0.00616667633284095,0.00554655334897946,0.0051993077819807,0.00556340021251619
276,"DEU","Germany",0.0196667995763828,0.0259579547552143,0.0254839066655021,0.023725182914014,0.0213837947446813
288,"GHA","Ghana",0.0212665149980967,0.0208848935385788,0.0218296370944322,0.0202637195187905,0.0252865595690459
300,"GRC","Greece",0.0078146700793122,0.00869418617227106,0.00867452172275447,0.00859827687286104,0.00755056380766809
304,"GRL","Greenland",NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA
320,"GTM","Guatemala",0.25600209101554,0.313744389161407,0.330485834110745,0.348599678992611,0.341193652657611
831,"GGY","Guernsey",NA,NA,NA,NA,NA
324,"GIN","Guinea",0.0629088531848122,0.074831203404996,0.0855001267353858,0.0831687962466509,0.0731584674839818
624,"GNB","Guinea-Bissau",0.0388089088151794,0.0339947531385515,0.0398498171334882,0.0461549786674609,0.0460676949588913
328,"GUY","Guyana",0.349993774041069,0.399993499313186,0.399991842589093,0.324995313482224,0.28749517645376
332,"HTI","Haiti",0.15768260136641,0.142274964375605,0.151081760631419,0.161865170410547,0.171013077065053
336,"VAT","Holy See",NA,NA,NA,NA,NA
340,"HND","Honduras",0.0126886171236574,0.0145695865413366,0.0173873087555429,0.0179753196577066,0.0175244703696535
344,"HKG","Hong Kong",NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA
352,"ISL","Iceland",0.00149659350976482,0.00143821197196119,0.00110206175562228,0.00110755432668002,0.00169830276772608
356,"IND","India",0.0243855618200395,0.0234803440787828,0.022438313086866,0.0184800973091404,0.0139778909405517
360,"IDN","Indonesia",0.010235356902933,0.0105956537797292,0.0105251766555602,0.0106084819611384,0.0106788069521282
364,"IRN","Iran",0.00310486171769144,0.0034019967737896,0.00327772884631845,0.00265068514634953,0.00310448098370126
368,"IRQ","Iraq",0.00456892924538746,0.00480927161171965,0.00439924619446147,0.00410902897784244,0.00358453484243286
372,"IRL","Ireland",0.0279518872492225,0.0310639875250623,0.0326301773223806,0.0387116776431228,0.0429852594411418
833,"IMN","Isle of Man",NA,NA,NA,NA,NA
376,"ISR","Israel",0.672146586907226,0.585377775758906,0.504083756432056,0.451814364582309,0.067779038437976
380,"ITA","Italy",0.0116831433437746,0.0154457953486444,0.0162555746681636,0.0157533937037553,0.0147795124663284
388,"JAM","Jamaica",0.154013676176573,0.182097655004071,0.187572258278284,0.211133673962882,0.20913221870414
392,"JPN","Japan",0.0134413417218683,0.0130259713091251,0.0120886103364831,0.0106350532678948,0.0109159785288611
832,"JEY","Jersey",NA,NA,NA,NA,NA
400,"JOR","Jordan",0.010123294755231,0.0104080890569008,0.00911961770878659,0.00817974931275967,0.00844691615310455
398,"KAZ","Kazakhstan",0.00124916251315422,0.00141529964566219,0.00145330292739109,0.00148361666331774,0.00190067558419886
404,"KEN","Kenya",0.0107398640523583,0.0113174011943388,0.0123017881580178,0.0121270029771117,0.0110597813700084
296,"KIR","Kiribati",NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.0571396558180168,0.068128791555451,0.0846124996039761,0.0813161066658379,0.0538464650402121
417,"KGZ","Kyrgyzstan",0.00177640432245948,0.00223003147373824,0.00234603475763511,0.00218855002814763,0.00243553305622687
418,"LAO","Laos",0.200698002705482,0.206568436995255,0.207244111804696,0.20175263863443,0.171879749432093
428,"LVA","Latvia",NA,NA,NA,NA,NA
422,"LBN","Lebanon",0.00219184834090342,0.00227875674048218,0.00217441365365511,0.00200993354571621,0.00244899919344428
426,"LSO","Lesotho",0.00307378791603442,0.00278906782404201,0.00210403950057515,0.00198364314457865,0.00333847543266627
430,"LBR","Liberia",0.0073345171720733,0.0119750845362277,0.0124617501412606,0.0131939222558055,0.0148990130374728
434,"LBY","Libya",0.0195534720603282,0.0200366926352789,0.0172307674526789,0.0118366405914149,0.00872130931891428
438,"LIE","Liechtenstein",0.0151739908083109,0.0335010554785844,0.0321218760696119,0.0335010344830559,0.0378350186610271
440,"LTU","Lithuania",0.00745524231565132,0.00226962158314637,0.00778190470145872,0.0106979279156416,0.0132872176993993
442,"LUX","Luxembourg",NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.0179551187202289,0.0183876218320708,0.0175716466329382,0.017015071228567,0.0179664174449718
454,"MWI","Malawi",0.00561552116180937,0.00576455650863129,0.00530699317981592,0.00413349991633207,0.00594210861957188
458,"MYS","Malaysia",0.103582458906813,0.109918806574279,0.0971667373909583,0.0901143337356899,0.088444610465204
462,"MDV","Maldives",NA,NA,NA,NA,NA
466,"MLI","Mali",0.0281947215157914,0.0270883128451883,0.0246817111433215,0.0238372065223117,0.0246541468110281
470,"MLT","Malta",NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA
478,"MRT","Mauritania",0.020759215699278,0.0226746796634975,0.0212096606549297,0.0182895414945766,0.0200296874021834
480,"MUS","Mauritius",NA,NA,NA,NA,NA
484,"MEX","Mexico",0.0030204510334711,0.00366838560376512,0.00356806455736121,0.00335912942274567,0.00372322581900608
