"code","iso","country","NDR.raw.2005","NDR.raw.2006","NDR.raw.2007","NDR.raw.2008","NDR.raw.2009","NDR.raw.2010","NDR.raw.2011","NDR.raw.2012","NDR.raw.2013","NDR.raw.2014","NDR.raw.2015","NDR.raw.2016","NDR.raw.2017","NDR.raw.2018","NDR.raw.2019","NDR.raw.2020","NDR.raw.2021","NDR.raw.2022","NDR.raw.2023","NDR.raw.2024"
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920334898545236,0.909916266929251,0.89584979092421,0.849492921709846,0.860446486657998,0.860312256990439,0.82490638830453,0.886546360684513,0.848181111233204,0.873174062237143,0.918980608735329
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827618509072214,0.647948907431365,0.249314652799771,-0.386236537631218,-0.405875743683047,-0.268278010234144,-0.44047501844207,-0.532179124454183,-0.387814756504044,-0.130226212281823,0.270307460966365
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822513754943388,0.773298258833154,0.814452330002282,0.843596183707757,0.875374017670483,0.931553758529928,0.919433345302604,0.945266231668768,0.970244154034962,0.971414386210278,0.9761015646371
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899406858481781,0.859530726721963,0.868186305195305,0.712446470316942,0.663803008122477,0.431847056647578,0.29350032878708,0.349394545727025,-0.534420001817489,-0.716965507184762,-0.741770098233486
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929245551776183,0.926758592282899,0.917500872730653,0.882178794413521,0.830231718891181,-0.153089748855835,-0.426567301228367,-0.480430285579763,-0.560498874838544,-0.658116258640346,-0.713800438953509
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73185612739075,-0.749929425752949,-0.710288758845809,-0.554392900335439,-0.479377958146244,-0.326011445328203,0.0518056501875065,-0.183699472783812,-0.166219383837288,-0.525246093499886,-0.768115817637332
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.410890797646789,-0.539023075100321,-0.626736335410904,0.174700526985111,0.453238653532714,0.565984911874202,0.699063715486226,0.730822537975655,0.789933870420671,0.821877396021294,0.783776374549837
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144205886992308,0.256605674130484,0.416533436597786,0.747050029077181,0.866369873606364,0.868323384622057,0.837866152528805,0.622173678863673,0.359418847507449,0.0835760800201295,-0.102192356246624
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794852438577852,0.884929852842752,0.715525531057398,0.534856968315774,0.293415009841775,0.0109956756113056,-0.127667641144651,0.0699855188684149,0.289655964807808,-0.13192657185203,-0.37651132404453
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962768387033965,0.970415640459377,0.987735692029542,0.991693439878893,0.993469129809329,0.990735118136076,0.98626606958081,0.968834289620349,0.964755293148423,0.964870166826028,0.965725318898585
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933659908461678,0.941153983108851,0.918822661104215,0.911820729825093,0.882892593235936,0.752901682476199,0.86917497414347,0.871701105965932
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.811868409475274,-0.898615818175916,-0.922383552842264,-0.898828174614121,-0.86189468763791,-0.813272243014553,-0.67635484568175,-0.418041523247422,-0.20836754369606,0.780485882928507,0.827262681061567
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396061994063552,0.517901617178104,0.632594924324168,0.341433476951533,0.417170956911799,0.268643289810651,0.50416488623362,-0.078464544224994,-0.379243755557214,-0.444897992485583,-0.481241745835754
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.684686896939856,-0.374221028802107,-0.367550589320416,-0.226062836331993,-0.378121949870626,-0.561550473934537,0.0518047873755012,-0.142513529507716,-0.374461001847618,-0.501743409925418,-0.58532320352794
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527996037913499,0.555834948685128,0.537181659248031,0.471598137059298,0.424689413082461,0.446322964510224,0.69505340651471,0.568226287253831,-0.360287851441742,0.257813029919663,0.568132994295364
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422034334176229,0.426672244479777,0.4229870434956,0.149267059828032,-0.302506944412132,-0.525996050819556,-0.638439645229177,-0.763043040542994,-0.897552529033123,-0.88754220661619,-0.822392088965795
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918884570511116,0.849324987184153,0.748472471746247,0.568464847297158,0.291273030274892,-0.0528234956160986,-0.413185739266669,-0.407523722293722,-0.162899376861004,-0.00957153396546815,0.354549084328766
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.489154990233015,-0.215644416522258,-0.203316491671013,-0.451356947582987,-0.620898769411815,-0.790722249274308,-0.716025078123418,-0.791896513277769,-0.856588014568937,-0.852557068825715,-0.778839188189029
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996591178722932,0.992956481087764,0.988739319044264,0.987927011341227,0.988610386972854,0.98642662932194,0.972813508526935,0.971867040450245,0.973096315171811,0.972671441040913,0.97476463549892
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80733616920663,0.918077480104115,0.927963398921388,0.920503113419678,0.887818689433865,0.756483986547673,0.558043391450867,-0.313749202104573,-0.553242881409884,-0.648896511330959,-0.693806467548063
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.562070411150797,-0.315011846621349,-0.170075179395461,-0.234846867481496,-0.283534049027588,-0.472456305146568,-0.564228333663901,-0.473303370183925,-0.429024424756599,-0.372776752881663,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0220769309133824,0.356247733732289,0.440695435405603,0.622623835384974,0.771470149484499,0.805035543405602,0.756325427973343,0.665179413115188,0.591550661998544,0.627877605911945,0.685083727281666
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927766462015399,0.958425511034077,0.989982966989606,0.985329157031373,0.986978048591002,0.970437901254373,0.966469123639576,0.937126857234321,0.802495213412819,0.639814464191435,0.442926391598833
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99211608352911,0.99278819353116,0.991690915447563,0.977551992081072,0.97796691027518,0.983531224158846,0.98858736777862,0.991886319219564,0.98909016186675,0.984865876632135,0.981098380511674
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963436407757266,0.968984094745355,0.905008751460428,0.833200511407071,0.778398892461113,0.691366071336068,0.588595220850949,0.465168820293392,0.560895466863868,0.362849616670269,0.495537163831994
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715367781780937,0.84823574206804,0.834341581257979,0.723377937592995,0.521087732196333,0.486277433552215,0.237815436878806,-0.312990218782642,-0.52696612812092,0.151491990813432,0.686255348719466
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920565561629156,0.924820893584208,0.923140406210438,0.908590103502627,0.811897697541765,0.833225475524593,0.733955515358704,0.656090874014369,0.447508348420677,0.203929522490121,0.0727274901644638
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905020143843139,0.941903972238813,0.927141426101553,0.820933414037595,0.727606266616094,0.692899201441333,0.555025731667337,0.349826905661234,0.0394267540172026,0.285645185246839,0.610845269074795
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675557191138198,0.511468249044432,0.378561580862994,0.42944139151266,0.393259894604579,0.727246176188806,0.646214337438769,0.480687506974819,0.347904191133214,0.235456876861851,0.200840168019866
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167021961011854,0.368327675766635,0.641058009249116,0.899946621213447,0.950643486294559,0.928077647441443,0.947316304116777,0.943249714129064,0.244464500608624,-0.160083417872734,-0.416753293073826
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.340369253671191,-0.440748875240098,-0.602356039397215,-0.685661008153612,-0.770704586560842,-0.7857185310237,-0.741619398272259,-0.697099102041925,-0.718035243082075,-0.868899490673884,-0.889943957648236
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969835085685468,0.960623311508451,0.928801801666986,0.919026881296319,0.934965053635041,0.951482733819124,0.897646025130257,0.902248735528071,0.919534564431819,0.941828691889506,0.960464830505443
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938576000942318,0.943212408708353,0.893394971305254,0.902193109640341,0.91165690682421,0.939411309837548,0.921096715059553,0.90428058012813,0.914321869977852,0.897527727769233,0.860819241477507
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544305205674818,-0.0246490493398726,-0.204237376966145,-0.33126241843609,-0.330099337087401,-0.260465116400792,0.029230447063862,0.370217085988142,0.687818199774515,0.881468844706116,0.876527653022623
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969378204921422,0.898190617279314,0.858036485235124,0.78529425356404,0.765277718060679,0.750031480651531,0.629888155792583,0.458715485230709,0.451823950857734,0.621508134375081,0.845868039723368
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0931700771494316,0.315543593269356,0.629273440364505,0.77741269330137,0.687832461685599,0.599777784628383,0.358221241826501,-0.204068469208459,-0.597466443963433,-0.780731495203686,-0.915902056253407
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373938463587683,0.432831978269275,0.617253274224869,0.879565692691695,0.880820236284245,0.886286216204231,0.871161587022309,0.328958693868897,0.389585227184324,0.153335401149437,-0.170960990334382
380,"ITA","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504569574344692,0.860990588176369,0.87700141975446,0.752988643156073,0.217612290152199,-0.080424947617799,0.389547603118872,-0.115864499086978,-0.49383617361096,-0.644340297485279,-0.71650464069351
388,"JAM","Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564387299581613,0.790781812813457,0.570549787000787,-0.0280272828644271,-0.128653795091996,0.324154913455144,0.346137189947243,0.33988207029861,0.488632708873622,0.53946317427214,0.674345434804037
392,"JPN","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050713469473684,-0.0605202406360686,-0.247787969888509,-0.60459800706009,-0.886365835114358,-0.944574991864324,-0.692110318392998,-0.598047758924603,-0.460137729303181,-0.358700449159954,-0.294142438402187
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905461095884248,0.950389849375813,0.955597580591496,0.951433371460449,0.931901215111034,0.894260093526652,0.84156811264721,0.784740917921297,0.678323583293319,0.629754931906032,0.77737331488645
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701067667651389,0.566180558754136,0.505302945750179,0.567624826976205,0.662244750692837,0.719611593038842,0.726631611993782,0.933186730496572,0.951663307585487,0.875996803758006,0.869883593739151
404,"KEN","Kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727705492865564,0.612959272076074,0.844953069209858,0.843104213853869,0.888829012713868,0.862519695747059,0.79418687594978,0.823900606430414,0.822055316872909,0.724893958875011,0.6328678733272
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745434778032657,0.734974554550258,0.878933696035627,0.951474709088938,0.965130098607779,0.967497959844915,0.971493184413135,0.976522243137948,0.983877917707112,0.980968731531924,0.9788752824916
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813990697226854,0.770770385387667,0.786137155851244,0.83000907253987,0.850879617893071,0.829161863440989,0.822014555274247,0.572443963484974,0.694299334238213,0.734868708140252,0.569948491191179
