"code","iso","country","VOE.raw.2003","VOE.raw.2004","VOE.raw.2005","VOE.raw.2006","VOE.raw.2007","VOE.raw.2008","VOE.raw.2009","VOE.raw.2010","VOE.raw.2011","VOE.raw.2012","VOE.raw.2013","VOE.raw.2014","VOE.raw.2015","VOE.raw.2016","VOE.raw.2017","VOE.raw.2018","VOE.raw.2019","VOE.raw.2020","VOE.raw.2021","VOE.raw.2022","VOE.raw.2023","VOE.raw.2024"
4,"AFG","Afghanistan",0.0144274903680744,0.0128418335469545,0.0138455786381612,0.0132054575004186,0.0149848609539716,0.0145360948302189,0.0145844092406088,0.0147178515064947,0.0154708190270845,0.015449019033396,0.0162875629247706,0.0162361232050106,0.0169932909164919,0.0139447213831565,0.0148888316024142,0.014612292732144,0.0157851047773699,0.0160324249994499,0.0159252834039275,0.0158642695057414,0.0163316766482205,0.016282447748213
8,"ALB","Albania",0.00991181442122279,0.00825676818044015,0.0107344885657345,0.00895786839274258,0.00952796882158689,0.00863270218312408,0.00841540833280923,0.0101313604704639,0.0117736654422587,0.0132985601484523,0.00888539229332711,0.00696416778201536,0.0104235379047855,0.00873061434874748,0.0114447450440631,0.00993424180776348,0.0100448910912104,0.00942448110866132,0.00977973298562536,0.00969476544235889,0.00978578760799545,0.0102476303496727
12,"DZA","Algeria",0.0217870373019977,0.0237072585966566,0.0223101147689114,0.0221805030297741,0.0211004687481341,0.0180162884589426,0.0227375387670618,0.021248934356507,0.0243046120307305,0.0283251329965095,0.0191399536098058,0.0238130041596291,0.0259282365508957,0.0226576426737472,0.0234487592922129,0.0228461267981241,0.0217001026026322,0.0235410867196687,0.0228076205777607,0.0248626499661471,0.0235062378652901,0.0233771468584025
20,"AND","Andorra",0.0123499895641697,0.0120624133522869,0.00859311833233056,0.0120949203818493,0.00839361141209546,0.00909199198139208,0.0118081085493864,0.00982647030299995,0.0118671994609146,0.0116871479286999,0.00976956530028743,0.00893815962582082,0.0104912464008295,0.0115217389505129,0.0127767938828671,0.0116722600562845,0.011564968198488,0.0115963057314337,0.0116697545962191,0.0118785682719235,0.0119631525842062,0.0113726428693883
24,"AGO","Angola",0.0597953215151809,0.0611107880919124,0.0703866121275132,0.060770897613522,0.068453705996372,0.0743824129330819,0.0668936831156373,0.0855881480076326,0.0762558447055093,0.0797223577448962,0.0787208553923176,0.0771013367555309,0.0836014177111212,0.0720163645719903,0.0661228979641684,0.0658887088560672,0.0635792165174221,0.0613845660182694,0.060673268410652,0.0603362882421809,0.0654199084374676,0.0643468751706789
660,"AIA","Anguilla",0.0010452104508552,0.000940646074028763,0.00105354337716881,0.0010914461832021,0.000971698846837322,0.000914891909847069,0.000934202113426709,0.00106899412866714,0.000932014563730008,0.00095377351196135,0.000920680711429271,0.000905068648727411,0.000952877664493926,0.000992410151045361,0.000876890999653201,0.000862166101798468,0.000876019709217805,0.000872096760934355,0.000880219811085608,0.000849163198153336,0.000922464182105921,0.00093046990927357
28,"ATG","Antigua and Barbuda",0.00205550439616493,0.00134791373633112,0.00172447906468035,0.00237858304457137,0.00158720290874482,0.00128587042123255,0.00150815689069752,0.00207451457571737,0.00148163326671864,0.00144256059298567,0.00136057593532768,0.00133685014230385,0.00149074716931322,0.00160436595238884,0.00115989592638821,0.00117094403331259,0.00119948629155489,0.00117639008182291,0.00118219904665121,0.00113460318054168,0.00122667113144698,0.00125143811601555
32,"ARG","Argentina",0.0668597692314947,0.0618965410990295,0.0383598727595304,0.0568274815351557,0.0565519908783286,0.0369942096838664,0.046410361241423,0.0386158728884525,0.0431622471254615,0.0499068435225702,0.0486023799395084,0.0442175736395244,0.0486530800521758,0.0333656999854361,0.0359174311774576,0.0440984018553769,0.0441515003976492,0.04165249110869,0.0422586456710092,0.0415385630803361,0.0438132038674744,0.0424249128112973
51,"ARM","Armenia",0.00939154474339781,0.011474604132325,0.00963757560618926,0.014404571345953,0.0114910604858227,0.0112081131475028,0.0086426078481082,0.0136575270366869,0.0103890691100389,0.0105226447620084,0.00971672738183166,0.0128224021144678,0.012822894177023,0.0129596194235559,0.0170068717522416,0.0118951532301301,0.0122655274501722,0.012175603819091,0.0118171239745302,0.011783729249779,0.0120175738878497,0.0119733746455269
533,"ABW","Aruba",0.00277902741285115,0.00283234563460893,0.00379758606632604,0.00304857393390746,0.00308087372252441,0.00260039297783544,0.00270140572074176,0.0037820018095573,0.00378764869127828,0.00344524639170548,0.00320574147867236,0.00263150026220615,0.00286699086082465,0.00473840211485469,0.00488348524181001,0.00353399109066398,0.00395289408484961,0.00370827324071892,0.00360159580171463,0.00378774157129072,0.00455893212072399,0.00442663301259591
36,"AUS","Australia",0.0315494538337075,0.0473145814188975,0.0545873410089044,0.0542545121842452,0.0349669586406997,0.0341081183417346,0.0454297401956223,0.0396360582792805,0.0416316041308814,0.0390788092805394,0.0428247140891116,0.0448611649684103,0.0470781202067007,0.0422725273269732,0.0405196063527745,0.0393856045827033,0.0395575220984876,0.038625845525942,0.0405636727350033,0.0396568874537118,0.0395930435638274,0.040062175818798
40,"AUT","Austria",0.0108582089740883,0.00812451305267596,0.00790157617877853,0.00626062306952065,0.00709535419245098,0.0093079399115947,0.00913031383306427,0.007466120619878,0.00892199803540937,0.00901192278393532,0.00811118537700472,0.00726809907890658,0.00946971244546746,0.00891539498050645,0.00919600535593891,0.0086843215152914,0.00847811636159162,0.00902592277847832,0.00847855019345298,0.00835822941803292,0.00894776959868039,0.00852904936707536
31,"AZE","Azerbaijan",0.0114439328901716,0.0136033325513133,0.01272748797891,0.0183642253977862,0.0180726300782138,0.013185999782454,0.0130022262404715,0.0198550086128739,0.014456536977118,0.0150949441098294,0.0135714010872542,0.0153802236332247,0.0171186771312458,0.0135279225723417,0.0140595333393876,0.0126791131203365,0.0123089155717836,0.0128543366135613,0.0131995340889462,0.0126975318197521,0.0128693820662991,0.0131320872627626
44,"BHS","Bahamas",0.00227127299529915,0.00201785241031483,0.00210935306521282,0.00202038234293092,0.00212987932719245,0.00196065252402586,0.00198765665789412,0.0023274175013262,0.00227496014213839,0.00208675908036763,0.00198960742228218,0.00238452376497311,0.00263838770103764,0.00216485872336,0.00150151582372111,0.00144856439144353,0.00146349642775585,0.00151676127983443,0.00150447755294331,0.00141447623187628,0.00151291057868681,0.00154522081520836
48,"BHR","Bahrain",0.0239765318563997,0.0249250383225088,0.0257507986349705,0.0274864956631484,0.0256125942810228,0.0252506655664232,0.0239265427091835,0.0313575639794201,0.0245073313306913,0.0265667125932867,0.025948651108971,0.0265501370708244,0.0271063342573504,0.0285936730903996,0.030833739257404,0.0295118249163402,0.0283225762648244,0.0285213916010814,0.0287845821946751,0.031861072899636,0.0302302555372932,0.0286062128774786
50,"BGD","Bangladesh",0.0444345520968173,0.0405929051400934,0.0412169299293821,0.0475387750076838,0.0511776221742348,0.0418181288379924,0.0430159067639474,0.0422546804243825,0.0482492132431731,0.0441477600357304,0.0427457002659386,0.0524096961395312,0.0508271956607563,0.0460655854677058,0.039114704921941,0.0485462983402189,0.0454542533175609,0.0490161895720456,0.0511594474044686,0.0448433279619833,0.052537365992158,0.046809294705983
