"code","iso","country","PSU.raw.1965","PSU.raw.1966","PSU.raw.1967","PSU.raw.1968","PSU.raw.1969","PSU.raw.1970","PSU.raw.1971","PSU.raw.1972","PSU.raw.1973","PSU.raw.1974","PSU.raw.1975","PSU.raw.1976","PSU.raw.1977","PSU.raw.1978","PSU.raw.1979","PSU.raw.1980","PSU.raw.1981","PSU.raw.1982","PSU.raw.1983","PSU.raw.1984","PSU.raw.1985","PSU.raw.1986","PSU.raw.1987","PSU.raw.1988","PSU.raw.1989","PSU.raw.1990","PSU.raw.1991","PSU.raw.1992","PSU.raw.1993","PSU.raw.1994","PSU.raw.1995","PSU.raw.1996","PSU.raw.1997","PSU.raw.1998","PSU.raw.1999","PSU.raw.2000","PSU.raw.2001","PSU.raw.2002","PSU.raw.2003","PSU.raw.2004","PSU.raw.2005","PSU.raw.2006","PSU.raw.2007","PSU.raw.2008","PSU.raw.2009","PSU.raw.2010","PSU.raw.2011","PSU.raw.2012","PSU.raw.2013","PSU.raw.2014","PSU.raw.2015","PSU.raw.2016","PSU.raw.2017","PSU.raw.2018","PSU.raw.2019","PSU.raw.2020","PSU.raw.2021","PSU.raw.2022","PSU.raw.2023"
192,"CUB","Cuba",11.0836,14.606,16.8464,17.75014,18.49432,17.13272,14.36042,11.45172,8.69666,6.1397,5.51256,5.01172,4.86724,4.7058,4.20728,4.25798,4.70886,5.09812,5.5562,6.0866,6.0632,5.97086,6.03516,6.01812,5.74874,5.49048,4.85152,3.61088,2.79786,2.0443,1.94822,1.78414,2.1818,1.9256,1.9428,1.25838,1.01412,0.61646,0.52084,0.34008,0.30156,0.52392,0.80264,1.22344,1.3367,1.61414,1.46336,1.50358,1.37792,1.50122,1.59378,1.5536,1.41406,1.3397,1.19958,0.74622,0.577,0.50072,0.52276
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",6.14334,6.04364,5.42774,6.50098,7.1277,7.93466,8.4546,9.63322,10.42098,9.88402,11.08364,13.0353,14.13118,14.71084,17.16602,16.6361,15.52682,15.43192,15.49566,15.69464,16.97492,18.47996,19.75372,20.59222,21.98292,22.99404,24.15428,25.5645,26.83822,28.87564,30.71662,32.1378,32.81176,33.10266,31.87218,29.54814,27.41998,25.88222,24.0654,22.46382,21.7246,21.2908,20.86358,21.8035,22.47806,23.85084,23.55876,23.39462,23.57712,23.92986,23.4317,25.8273,26.68094,26.2164,26.23316,27.00302,25.409,24.07352,23.31312
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6203,7.0513,7.1046,6.83135,6.51102,5.87232,5.26782,4.60244,4.16198,3.95932,4.127,3.73386,3.37744,3.3402,3.2778,2.02476,1.92594,1.5179,0.79328,0.07134,0.07134,0.07134,0.0589399999999998,0.0589399999999998,0.27968,0.4767,0.65798,0.65798,0.65798,0.3783,0.18128
180,"COD","Dem. Rep. Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"DNK","Denmark",27.04386,27.46496,27.71048,27.6023,27.47376,27.1175,26.67644,26.96966,27.8947,27.28448,27.24786,27.52644,27.23764,26.53788,27.24654,26.86484,25.83596,24.80828,24.48612,22.72418,21.4013,20.39898,19.4927,17.4432,16.71078,15.41866,14.11276,13.49186,12.63562,12.2517,12.1102,12.12048,11.22566,11.06746,10.61558,10.29602,10.03906,10.19032,10.12832,10.2606,10.47422,10.59286,10.75282,10.26496,9.04096,8.48194,7.80312,6.54766,6.2975,6.58928,6.58002,6.77566,7.2177,8.40296,8.53204,8.69174,8.75588,8.32178,7.3909
262,"DJI","Djibouti",76.40622,77.3728,78.38952,79.56096,80.83102,82.27666,83.63324,84.86168,85.69972,86.63072,87.85036,89.04772,90.86584,93.01906,97.45856,94.75494,85.9261,75.94414,66.92826,55.63612,51.97868,54.2557,57.64274,60.92502,64.72568,65.69616,62.4866,58.4076,53.40568,47.8126,44.06312,44.8882,46.04536,46.90376,47.95806,48.6946,49.05276,49.16736,49.46856,48.82298,48.61442,47.1496,44.81762,43.30206,41.77842,39.2326,36.58144,34.53618,31.57156,29.2291,27.66092,27.52692,25.99586,23.2574,18.43362,13.1728,8.9691,7.27772,5.91752
212,"DMA","Dominica",33.72454,32.65624,32.05546,31.47674,30.88508,30.4773,30.51606,30.52174,30.4651,30.4268,30.31506,30.15888,30.46158,29.27102,24.70744,22.0903,19.40094,13.80522,12.18522,14.68986,15.84608,17.07772,20.79392,22.2617,24.17742,22.35702,24.45438,26.52258,28.42938,29.28166,32.51186,30.7315,29.53494,28.43514,26.53918,24.93216,24.33224,19.38826,14.89642,11.38076,8.96614,5.67338,8.32574,7.32598,6.30982,4.7708,5.06128,2.53672,3.15826,3.46314,4.01774,3.43832,2.93148,2.69642,3.15582,2.51752,2.34044,2.33778,1.9513
214,"DOM","Dominican Republic",0.22784,0.19522,0.21392,0.30456,0.41528,0.64642,1.27176,2.13702,2.8089,4.21796,5.2375,5.7388,5.30658,5.24554,4.5602,3.43022,2.47608,2.35142,1.62244,1.26374,1.57846,2.14182,2.63582,3.39658,3.85314,4.22742,4.59898,4.92922,5.2584,5.77784,6.20426,6.33544,6.48858,6.73688,6.36586,5.59908,4.35888,3.40048,2.34808,1.95196,1.89526,2.59574,3.2485,4.80422,4.91916,5.77842,6.25856,6.0841,4.96694,4.32124,2.8947,1.96352,1.22678,1.25944,1.1056,1.1056,0.85616,0.75706,0
218,"ECU","Ecuador",1.00824,1.12702,1.4304,1.82308,2.29998,2.62306,2.85228,3.08518,3.29956,3.3992,3.69466,4.19312,4.42952,5.06656,5.95924,6.49498,6.8697,7.34416,7.23384,7.13716,6.85522,6.349,5.46898,4.81942,3.9486,3.39102,3.35534,3.78192,4.18736,4.52664,4.96786,5.21238,5.4993,5.77902,6.14678,6.50872,7.83982,7.9667,8.161,8.48446,8.54966,7.70556,7.47104,6.60836,6.1241,6.20094,6.24194,6.09956,6.87634,7.66788,7.5834,7.5993,8.14526,8.84272,8.87228,9.36228,9.65962,8.86982,7.7347
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12774,1.48354,3.30066,5.9303,8.89824,11.10618,12.24418,12.5022,11.15408,9.52898,7.1933,4.6995,2.62436,1.34284,0,0,0,0,0,0,0,0,0,0,0,0.0674199999999999,0.0674199999999999,0.0674199999999999,0.0674199999999999,0.0674199999999999,0,0,0.65016,0.66258,2.4368,2.4368,2.47332,1.82316,1.97752,1.07188,1.67144,2.42594,4.2099
222,"SLV","El Salvador",2.92176,3.69924,4.87568,5.96526,6.68564,7.27652,7.02856,7.4565,9.08602,10.34328,10.78786,11.30694,11.51904,10.0232,8.55858,7.86038,8.19108,7.06076,7.0427,6.37218,7.36342,6.84768,8.59482,9.05422,9.90008,9.64832,9.9716,8.51066,7.4012,6.95434,6.79508,6.86334,6.33738,6.16286,5.56512,4.8863,3.5698,3.68232,3.51034,3.55748,4.26284,4.42252,4.53414,3.67466,3.24526,3.21054,4.1228,4.49368,5.62796,5.66442,5.18024,4.0071,3.51336,3.70178,3.95228,3.6866,3.98384,3.0902,3.17586
226,"GNQ","Equatorial Guinea",0,0.00167999999999999,0.12732,0.12732,0.17246,0.22622,0.37708,0.50098,0.7272,0.89228,1.07346,1.18042,1.18074,1.1917,1.20376,1.1586,1.054,0.97076,0.88488,0.79564,0.73064,0.67952,0.57764,0.47716,0.3975,0.28288,0.1955,0.14892,0.1156,0.06294,0.05278,0.0363799999999999,0.0182199999999999,0.000719999999999965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.30675,0.42854,0.42854,1.04972,1.87684,1.76194,1.78464,1.8609,1.32792,0.5008,0.3703,0.16446,0.39802,0.46162,0.50086,0.50086,0.50086,0.19104,0.03924,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8216,12.34425,10.3193333333333,9.22165,8.20556,5.8635,4.96442,4.6665,4.29532,4.46348,4.68006,5.24102,5.77502,5.97888,6.08662,5.6857,5.26038,4.36936,4.26278,4.02524,4.15306,4.05944,4.05606,3.26076,3.1522,2.87388,2.97492,2.7295,3.15986,3.06318,2.57576,1.74256
748,"SWZ","Eswatini",1.97252,1.95328,1.82962,1.47298,1.19998,0.8608,0.82134,0.64284,1.61378,1.61378,1.52182,2.13204,2.74636,2.82878,3.80292,5.54272,6.67224,6.50414,7.03036,6.05622,4.31642,2.19722,1.58556,0.00597999999999992,0.00597999999999992,0.00597999999999992,0.00597999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648399999999999,0.0648399999999999,0.36132,0.36132,0.4274
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06588,0.4008,0.70296,0.88448,0.9208,1.15974,1.03858,0.87964,0.75256,0.82026,0.51544,0.32876,0.18554,0.1311,0.0495,0.0495,0.02242,0.02242,0.02242,0.09458,0.09458,0.09458,0.09458,0.09458,0,0,0,0,0.0179599999999999,0.2181,0.32872
234,"FRO","Faeroe Islands",2538.2237,2529.08366,2513.62042,2511.07938,2509.5588,2509.29442,2503.95106,2500.68234,2494.60812,2486.57452,2474.44714,2467.5831,2461.46584,2450.53456,2440.80082,2436.65942,2431.99958,2428.95816,2435.5725,2441.13626,2437.78846,2432.46124,2428.18016,2422.2797,2418.235,2422.05152,2424.46426,2425.71536,2430.76322,2440.88992,2449.13374,2456.99008,2465.27974,2465.87692,2462.6639,2462.26602,2465.90024,2469.6998,2340.77702,2258.05694,2189.16196,2143.60282,2061.204,2038.17352,1954.47906,1662.72458,1645.23516,1457.35812,1493.20512,1299.31888,1301.7444,997.6945,896.9292,649.99346,645.33184,667.47506,663.7925,655.21088,668.16234
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0.0276999999999997,0.2994,0.2994,0.2994,0.2994,0.39552,0.61436,0.87716,0.87716,1.01782,0.894,0.72932,2.30158,4.99106,8.27718,8.35836,8.13524,6.33882,3.7842,0.77104,1.1241,1.47278,2.31932,3.17946,3.80864,3.65964,3.52856,3.09708,2.82778,1.78498,1.49974,1.1794,0.7257,0,0,0,0.70782,0.9515,1.73858,2.62138,3.87622,3.53136,4.79846,5.88944,6.05714,5.31474,5.82576,5.51318,6.16384,5.81018
246,"FIN","Finland",24.61526,25.53986,26.75138,27.9818,29.15778,30.76722,32.37686,33.90484,35.82684,37.1884,37.01582,35.40796,34.09006,32.23554,30.33746,29.81026,30.72574,31.38548,31.65264,31.77706,31.79902,31.737,31.9438,31.4053,30.81208,29.05476,26.19298,22.91052,20.0956,17.68138,16.29112,15.30122,14.09328,13.43866,12.5467,11.38644,11.00612,10.46892,9.64906,9.01972,8.61528,8.11086,7.64098,6.67182,5.76526,5.37116,4.65872,4.16528,4.1858,4.0793,3.72912,3.70626,3.78486,4.07364,4.01088,4.14404,4.52268,4.0651,3.80958
250,"FRA","France",24.97358,26.5054,28.41898,30.48708,32.59306,35.3379,37.94948,40.51774,42.88672,42.99744,42.46602,42.16716,41.25852,40.18138,41.15952,41.07962,39.89326,38.45318,37.21634,34.80616,32.96348,31.52774,29.95112,28.1674,27.48492,26.61164,25.17674,23.3215,21.4139,19.5582,18.34578,17.40442,17.21904,16.61448,15.75976,14.3991,13.47346,12.08038,11.57344,10.27514,9.34958,8.219,8.15016,5.8056,4.33892,3.42258,2.30346,1.18298,1.89996,2.13958,2.0047,2.60982,2.3306,2.2564,2.27238,3.01128,2.50778,2.1908,1.54802
258,"PYF","French Polynesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20994,1.20994,1.20994,1.20994,1.20994,0.0209400000000002,0.0209400000000002,0.22198,0.86508,1.61224,2.35264,2.95008,3.38134,3.27378,3.62728,3.63036,3.49916,3.31166,2.8702,1.76954,1.24482,0.77858,0.33378,0.2397,0.2397,0.0778199999999998,0.0778199999999998,0.0778199999999998,0.0778199999999998,0.0778199999999998,0,0,0,0,0,0,0,0,0,0
266,"GAB","Gabon",0.838,0.82398,0.80986,0.7794,0.75594,0.72344,0.69402,0.6755,0.66712,0.6534,0.64838,0.66124,0.6542,0.61576,0.54924,0.47034,0.38184,0.28234,0.23712,0.31376,0.43468,0.45328,0.48438,0.45366,0.36934,0.33132,0.32644,0.36666,0.46644,0.49812,0.38626,0.37682,0.40266,0.40286,0.4141,0.47392,0.50372,0.47076,0.4321,0.434,0.4463,0.45308,0.45142,0.44152,0.39644,0.30496,0.21758,0.24666,0.25494,0.3318,0.56838,1.09304,1.8946,2.39298,2.73468,2.73168,2.53772,2.52554,2.52072
270,"GMB","Gambia",0,0,0,0,0,0,0,0,0,0,0,0.12628,0.27188,0.62908,1.15596,1.43382,1.30754,1.16194,0.80474,0.27786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01584,0.01584,0.01584,0.01584,0.01584,0
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7718,3.52175,2.91873333333333,2.578875,2.33784,1.47096,1.28394,0.99192,1.05,0.8873,0.9677,0.70038,0.64986,0.27992,0.59716,0.50928,0.50928,0.50928,0.6967,0.27976,0.5418,1.25942,2.29884,2.79022,3.52496,3.94834,3.72882,3.39502,3.8199,3.85554,3.64732,4.0608
276,"DEU","Germany",40.15088,41.80758,43.1204,44.25962,45.33074,46.71258,48.0069,49.2984,50.38754,50.59608,49.70796,49.73178,49.48294,49.28222,49.46196,49.49226,48.25832,46.67646,45.38392,43.4957,42.22782,41.38682,41.07538,40.08048,39.19156,35.99722,32.20174,28.19662,23.72336,19.76662,17.48882,15.91536,14.39716,13.48696,12.42936,11.49818,10.07664,9.4469,8.92296,7.42434,6.63798,6.43442,6.24292,4.66414,4.27966,4.42336,4.49788,4.11522,4.99424,5.315,5.17606,4.86064,4.29452,4.0773,4.08476,3.69662,2.8477,2.21088,1.3765
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"GRC","Greece",8.1986,8.9681,8.95278,9.71076,9.9158,10.14184,10.3921,10.71222,11.07118,11.5756,12.36626,13.36794,14.54922,15.31596,15.84258,15.25844,14.50914,13.5132,12.90142,12.346,12.9674,13.30476,13.33214,12.83158,12.35524,12.616,12.02676,11.95152,10.7749,9.4045,7.25962,6.40888,5.07206,4.5054,4.26184,3.61482,2.73808,1.92156,1.96712,1.5058,1.17372,0.818,0.79486,0.17964,0.07608,0.07608,0.07608,0,0,0,0,0,0,0,0,0,0,0.99184,1.9025
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.00396000000000001,0,0,0,0,0.00103999999999997,0.02322,0.11836,0.26424,0.49082,0.66038,0.73858,0.73854,0.6076,0.41848,0.31732,0.22718,0.20286,0.27078,0.24314,0.25468,0.35084,0.28006,0.26326,0.34804,0.34926,0.3848,0.59682,0.7353,0.88492,1.13828,1.4407,1.70166,2.00738,2.29186,2.24964,2.13948,1.98,1.60362,1.07492,1.0879,1.20992,1.31004,1.79134,2.22692,2.5839,2.49972,3.73148,3.67842,3.7109,3.55028,3.54814,2.33544,2.68524,2.84826,2.9743,3.21672,3.35648,3.01824
320,"GTM","Guatemala",0.87162,0.97122,1.20262,1.46566,1.65802,2.08346,2.1646,2.21924,1.85006,1.70094,1.49644,1.85534,2.0782,2.48814,2.64134,2.64618,2.31348,1.61584,1.46864,1.74282,2.02676,2.42784,3.29168,3.88932,4.17604,4.41708,4.38574,4.71202,4.96016,5.39728,6.03554,6.59406,7.23958,7.51946,7.24982,7.24006,7.55918,7.43924,7.72816,8.62478,9.64916,9.80524,9.9957,9.14316,7.99662,7.34046,6.84652,6.61176,7.35394,8.09056,7.2062,6.64482,6.4074,5.88744,5.47872,6.49502,6.92346,6.14738,5.87536
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,"GNB","Guinea-Bissau",0.49582,0.57898,0.66776,0.73404,0.80662,0.84226,0.92186,0.9966,1.0997,1.16536,1.18998,1.1476,1.1938,1.2656,1.3265,1.42712,1.54006,1.5512,1.50064,1.37098,1.26576,1.15028,1.09806,1.01838,1.04814,1.01762,1.02466,0.9625,0.92386,0.88768,0.85458,0.81968,0.79098,0.76978,0.70242,0.70154,0.66848,0.63632,0.64304,0.61592,0.47606,0.3483,0.2376,0.0812,0,0.06186,0.18584,0.33614,0.43752,0.62222,0.72164,0.7717,0.8442,0.90178,0.82192,0.76652,0.62686,0.40406,0.2451
328,"GUY","Guyana",0,0,0,0,0,0,0.331059999999999,1.58554,3.8879,3.8879,4.7281,5.20624,3.95176,1.6494,2.70234,1.86214,1.79908,1.79908,1.79908,1.2188,1.7125,4.26556,4.66118,4.66118,4.18852,3.69482,0.39562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0985,4.78452,4.78452,4.78452,5.6253,4.5245,3.37926,3.37926,3.37926,3.3687,1.371,0.83022,0.83022,0.83022,0,0,0
332,"HTI","Haiti",1.62888,1.69104,1.74644,1.83808,1.90824,1.9745,2.15616,2.41858,2.66266,2.84382,3.01164,3.08026,3.21472,3.36958,3.59906,3.43828,3.09746,2.32762,1.51314,0.69478,0.26742,0,0,0,0,0,0,0,0,0,0,0.09216,0.21932,0.5617,0.82954,1.31536,1.74298,2.09518,2.42708,2.58054,2.4445,2.2936,2.06162,1.69102,1.65008,1.70514,1.44726,6.10566,5.9133,5.83028,5.5882,5.6372,1.04512,2.1282,3.2658,3.71232,4.02836,4.1514,3.38
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1.76902,1.7113,1.71824,1.76406,1.87652,1.92404,2.02364,2.07012,2.01086,1.88666,1.90136,2.1544,2.1639,2.28016,2.2277,2.17028,1.7641,1.53438,1.24966,1.2564,1.12578,1.21902,1.42016,1.76208,1.87434,1.81722,1.92008,2.15148,2.22666,2.37906,2.535,2.84638,3.23414,3.63066,4.54324,5.50966,5.83216,5.245,4.83348,3.90712,3.67114,3.92392,4.76106,5.20126,5.39922,5.365,5.37968,5.16998,5.8844,6.9929,8.3744,8.86088,9.38422,9.66438,9.5262,9.35932,9.29186,9.09582,8.97212
344,"HKG","Hong Kong",43.23638,44.09848,43.36198,42.16884,43.48486,48.34248,57.13594,66.38714,70.53982,71.26154,73.0876,72.90154,75.86034,86.4075,100.43252,112.33312,120.38654,124.7556,126.49936,125.4599,123.18322,119.918,117.19428,112.23898,110.20236,107.16536,105.17378,99.87838,91.83084,81.6206,73.10926,66.93156,66.40018,69.11208,71.56722,74.61284,78.40216,78.43968,77.5761,77.70328,77.38522,78.43514,77.22682,77.40882,79.08544,82.86368,84.68574,90.2784,96.03668,99.6946,101.6648,103.5888,105.09274,106.49908,107.89514,114.25274,119.79234,123.9365,128.48648
348,"HUN","Hungary",10.19586,10.5449,11.61378,12.83764,13.49824,14.874,16.9596,18.47358,20.30828,23.11166,26.16956,27.76512,29.87836,31.32944,32.75186,32.01492,32.6245,32.26834,32.467,32.10198,31.18472,30.144,29.16358,27.18298,24.9583,21.38932,15.96246,10.93896,6.52688,2.01096,0.45812,0.94826,1.0505,0.7913,0.88908,1.06664,0.5765,0.725100000000001,1.50976,1.41198,1.1267,1.1267,1.40172,0.61706,0.61706,0.61706,0.61706,0.07468,0.07468,0.07468,0.07468,0.07468,0,0,0,0,0.144,0.35392,0.35392
352,"ISL","Iceland",24.62608,25.96644,26.95842,28.22446,28.70392,29.14824,30.20814,31.02122,31.60658,32.38624,33.29076,33.70512,34.12848,34.4621,35.08992,34.73682,34.6208,34.87288,34.46636,33.60052,33.12636,32.1863,30.6529,29.1501,27.64484,26.8292,26.4567,25.63636,25.6685,25.4466,25.1668,23.36192,22.65678,21.6667,21.35904,20.5185,21.41844,21.92808,21.82358,22.17628,22.20948,22.16458,22.5894,22.79116,22.19754,22.57194,22.87244,23.04988,24.83158,28.35308,29.14316,30.73854,30.44704,29.14006,25.83242,25.01248,23.32854,22.5967,21.01266
356,"IND","India",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210599999999999,0.14,0.2885,0.42162,0.5617,0.65886,0.88134,1.2087,1.6449,1.87142,2.3967,2.81082,3.17112,3.5108,3.7488,3.59952,3.43878,3.14632,2.78332,3.18406,3.7958,4.59924,5.19174,5.83204,6.00194,5.9567,5.88568,6.31744,6.79748,7.11532,7.95476,9.08706,10.22324,11.14518,11.43218,10.76268,9.7441,9.08032,8.29032,8.27388,8.79924,9.38894,10.07272,10.31476,10.60734,11.00678
360,"IDN","Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288399999999999,0.46426,0.73614,1.0971,1.55308,2.05494,2.14722,2.45562,2.60076,2.60058,2.57294,2.4788,2.1949,1.99622,1.54042,1.03736,0.6038,0.30742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77514,1.2232,2.0825,3.28242,4.28432,5.27488,6.34622,6.24432,5.69896,5.25344,3.89914,2.64082
364,"IRN","Iran",0.00779999999999998,0.00779999999999998,0.01028,0.01028,0.00247999999999999,0.00247999999999999,0.15782,0.27642,0.58816,0.98608,1.43032,1.6516,2.08204,2.16556,2.50372,3.53226,4.4078,5.57362,7.06224,8.1753,8.4986,8.65656,8.58472,8.62418,9.06032,9.59312,9.8706,9.80512,8.70426,7.43888,6.1437,5.51692,4.92496,4.86798,4.98318,5.50282,5.38438,5.15598,5.27428,5.2742,4.97846,5.65292,5.8099,6.50382,6.5552,6.52182,5.29754,4.62766,3.68018,2.96188,1.73766,1.3451,1.30784,0.7082,0.3831,0.3831,0.44732,0.32568,0.35438
368,"IRQ","Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13246,0.18468,0.18468,0.20546,0.50376,0.9219,1.38136,2.08358,2.92648,3.46642,4.03626,4.36538,3.9287,3.94244,4.32174,5.0864,5.69304,6.71488,7.51324,8.31504,8.6792,9.31536,9.71202,9.68426,8.35152,6.10226,4.59614,3.67734,2.80488,3.35976,4.47446,4.42196,4.14762,3.51296,2.69532,1.58062,1.24862,0.91918,1.55772,2.79064,3.62574,3.43276,3.40448,3.6331,2.85368
372,"IRL","Ireland",20.76692,23.96346,27.0001,29.5862,32.41764,35.65182,36.69764,39.38688,42.1049,41.51674,41.55294,42.22964,40.62382,39.40584,39.46568,37.61878,35.46832,33.59732,32.06506,30.818,30.72198,32.04226,33.11666,33.90634,36.0872,38.18574,39.098,40.15184,41.22898,42.19078,42.90272,42.0476,40.9004,39.13394,36.68624,33.26554,31.0935,29.63766,27.65522,25.24528,25.03446,24.9976,24.07796,22.37506,22.72234,21.91016,21.10662,21.52058,22.99744,22.26316,21.7719,21.98722,21.79798,22.51878,23.33722,24.90416,24.99314,23.59006,22.16506
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",8.83982,8.07868,7.27276,7.15854,7.65862,8.38788,9.1073,9.69926,9.9922,10.18364,10.81278,11.56846,12.67272,13.82848,14.8555,14.11102,12.62544,11.77556,10.70506,10.2723,10.1623,10.8981,10.9924,12.18946,12.50266,12.9927,14.02104,15.01248,15.43306,16.15226,16.92214,16.2339,16.73672,16.76192,15.65066,14.73454,14.16414,12.28828,10.766,10.80732,11.13538,12.09214,12.63076,13.18408,12.35588,11.49868,10.06692,9.35696,7.40906,5.74686,4.19102,3.12518,1.98874,2.08022,2.61384,3.0028,3.17456,2.89776,2.59578
380,"ITA","Italy",10.2638,10.6398,10.95988,11.5893,12.14638,12.67518,13.85804,15.42468,16.07238,15.87014,16.00788,15.61888,15.8564,18.02458,21.06436,22.65276,23.75742,24.21254,23.13426,22.30912,22.2852,22.59094,22.93778,23.38656,22.60378,22.4132,21.6838,20.57698,19.61438,19.49548,18.45722,18.24112,17.38268,16.70388,15.80722,15.4511,14.09466,13.3003,12.7754,11.65654,10.2464,9.8678,9.55944,7.962,7.63448,7.12856,6.24068,5.40392,5.55358,5.24622,5.22738,5.2154,5.39286,5.24148,5.20012,5.76726,5.21442,4.67192,4.57176
