"code","iso","country","GHP.raw.2005","GHP.raw.2006","GHP.raw.2007","GHP.raw.2008","GHP.raw.2009","GHP.raw.2010","GHP.raw.2011","GHP.raw.2012","GHP.raw.2013","GHP.raw.2014","GHP.raw.2015","GHP.raw.2016","GHP.raw.2017","GHP.raw.2018","GHP.raw.2019","GHP.raw.2020","GHP.raw.2021","GHP.raw.2022","GHP.raw.2023","GHP.raw.2024"
132,"CPV","Cabo Verde",0.00132104866470758,0.00139956221562661,0.0014027334508696,0.00132141614626403,0.00142674504706731,0.00149250459534402,0.00160721539605994,0.00138410160780715,0.00137360065624391,0.00137398905618722,0.00138715673111011,0.00147027411434157,0.00152081580089718,0.00151345969968368,0.00163562981538151,0.00142532624799649,0.00157132848419917,0.00158641890340369,0.00153319985961838,0.00157601056849611
116,"KHM","Cambodia",0.00179955558931381,0.00190274515929878,0.00196251477442223,0.00200060868384933,0.00206489415757719,0.00209175115049918,0.00213788990456535,0.00209914002028942,0.00206612994978502,0.00211032452438385,0.00219366525479654,0.00235507466592288,0.00245619170991622,0.00256239338332595,0.00280965188337346,0.00291212087301391,0.00294465933290076,0.00284637045584516,0.00291646880710127,0.00292602101998061
120,"CMR","Cameroon",0.0017476666732406,0.00165799132126496,0.00169967224543077,0.00161742776988562,0.00164813718063798,0.00155963268770039,0.00150708635719872,0.00147393814519014,0.00150191109876764,0.00157499495239188,0.00169959557716976,0.001650979898251,0.00153339120792522,0.00149176764843469,0.00148015020747872,0.00146660602501989,0.00143917020732129,0.00141955851432516,0.00138302370831182,0.00135564269705308
124,"CAN","Canada",0.0233361673588552,0.0230847950528805,0.0236322708406679,0.0227618487126223,0.0212944437172501,0.0214927430120017,0.021635816867284,0.0215055010205827,0.0215532950370111,0.0213924102037655,0.0211327255408706,0.020550404409828,0.0207394187694059,0.020737321140505,0.0205409145850323,0.0184595239884609,0.0187303790293988,0.0187670955284207,0.0182407391584519,0.0174590265980568
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.0022430588435428,0.0022094926493462,0.0024003518869232,0.00237225993655643,0.00224198958546499,0.00241435144067774,0.0025709164892266,0.00249016929088744,0.00245965306777749,0.0024567521938098,0.00254324488073988,0.00266954496621454,0.00252379873902674,0.0025376915882168,0.0024688639909263,0.00249458795092297,0.00248899406341446,0.00256154108526229,0.00246817646208473,0.00251338560282602
148,"TCD","Chad",0.00353710719643829,0.00356698726171713,0.00362303426129708,0.00363732938497377,0.00370935217475234,0.00378884459226337,0.00382847393641574,0.0039255461146167,0.00399678742374273,0.00406615059083956,0.00427269949814073,0.00435605395256344,0.00442275084515527,0.00451923876331029,0.00460794978260225,0.00471211855506194,0.0047585484190195,0.00488439101271403,0.00493862074167163,0.00490888172188126
152,"CHL","Chile",0.00548326297392514,0.00561683047252878,0.00602893064698995,0.00602143427186468,0.00565809285534967,0.00583230774095909,0.00638289257248591,0.00650977746875587,0.00647859969545754,0.00612346728180814,0.00629529214264823,0.00639798761925858,0.00638655036833363,0.00640037587284571,0.00674754024828858,0.00610866872558466,0.00623320785499501,0.00636023616498707,0.00594857580487223,0.0059972795700661
156,"CHN","China",0.0058283744630885,0.00633083592223988,0.00666649300107238,0.00701495984012705,0.007312117838207,0.00787865176036213,0.00861867047720773,0.00877819178722661,0.00887714957975479,0.00886420591482502,0.00870351661520135,0.00854507318862896,0.00868885330350727,0.0089324002684862,0.00918025813698527,0.00930664907106597,0.00960709218375377,0.00992845429243919,0.0103016917761519,0.0104123782697315
170,"COL","Colombia",0.00366049104704076,0.00370273725201306,0.00367409781457651,0.0037997743223857,0.00389348021139057,0.00400075715991983,0.00391870231744725,0.00390388127961828,0.00403674738481462,0.0040935931814428,0.00404566913017179,0.00404758376213502,0.00389893079774794,0.00406529484582967,0.00424623421903638,0.00406096588253346,0.00434041182004387,0.00403415630553505,0.00402342139728768,0.00402795989822825
