"code","iso","country","FCD.raw.1950","FCD.raw.1951","FCD.raw.1952","FCD.raw.1953","FCD.raw.1954","FCD.raw.1955","FCD.raw.1956","FCD.raw.1957","FCD.raw.1958","FCD.raw.1959","FCD.raw.1960","FCD.raw.1961","FCD.raw.1962","FCD.raw.1963","FCD.raw.1964","FCD.raw.1965","FCD.raw.1966","FCD.raw.1967","FCD.raw.1968","FCD.raw.1969","FCD.raw.1970","FCD.raw.1971","FCD.raw.1972","FCD.raw.1973","FCD.raw.1974","FCD.raw.1975","FCD.raw.1976","FCD.raw.1977","FCD.raw.1978","FCD.raw.1979","FCD.raw.1980","FCD.raw.1981","FCD.raw.1982","FCD.raw.1983","FCD.raw.1984","FCD.raw.1985","FCD.raw.1986","FCD.raw.1987","FCD.raw.1988","FCD.raw.1989","FCD.raw.1990","FCD.raw.1991","FCD.raw.1992","FCD.raw.1993","FCD.raw.1994","FCD.raw.1995","FCD.raw.1996","FCD.raw.1997","FCD.raw.1998","FCD.raw.1999","FCD.raw.2000","FCD.raw.2001","FCD.raw.2002","FCD.raw.2003","FCD.raw.2004","FCD.raw.2005","FCD.raw.2006","FCD.raw.2007","FCD.raw.2008","FCD.raw.2009","FCD.raw.2010","FCD.raw.2011","FCD.raw.2012","FCD.raw.2013","FCD.raw.2014","FCD.raw.2015","FCD.raw.2016","FCD.raw.2017","FCD.raw.2018","FCD.raw.2019"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.134816443567466,0.134816443581098,0.134816443578499,0.134816443581439,0.134816443558495,0.134816443581439,0.134816443581439,0.134816443602714,0.134816443581439,0.134816443602714,0.134816443581439,0.134816443573153,0.134816443602714,0.134816443553272,0.134816443553272,0.134816443556754,0.134816443556754,0.254689804371568,0.254689804462993,0.254689804372836,0.254689804403385,0.254689804403385,0.254689804403385,0.254689804403385,0.254689804428636,0.254689804428636,0.254689804402018,0.254689804341871,0.254689804431212,0.254689804413867,0.254689804415131,0.25468980439403,0.243080088712129,0.250669033961713,0.249879344515945,0.248901833694761,0.2500655651499,0.232960751340279,0.238334954313271,0.245187247627497,0.226079802228721,0.231886981898625,0.188918403517768,0.210041639417684,0.225797920875974,0.199712503275691,0.217546370060531,0.204500284741415,0.221537661549699,0.221948819316657,0.23339092744853,0.210335399117224,0.22431401440686,0.182203172849831,0.224373672571879,0.237449182090068,0.235352604557749,0.236383973190379,0.237320740947407,0.23676112480275,0.236265327952245,0.236566348580932,0.236720941977581,0.236721952016695,0.222875664877373,0.238368459299371,0.228134840375601,0.223235464756741,0.239847868975876,0.238325039152795
12,"DZA","Algeria",0.0800581523659877,0.0820221546333934,0.0720624796012352,0.0838427632930961,0.0865156574005125,0.083038593641671,0.0927960365731465,0.0907932456766226,0.104120374941386,0.0961319594095674,0.0910545128942538,0.0852440427928874,0.0545002648815759,0.0584580298387333,0.0593283327264554,0.0576047427892888,0.0717821352373245,0.0700527159973782,0.0761471896716662,0.0659331719148641,0.0637335400511729,0.0929065794978723,0.087512093404094,0.0895622256488909,0.0879591823063156,0.0881704376700601,0.0925402621182421,0.0876799790049352,0.0976448198364422,0.0938968175239612,0.0880310954970865,0.0844958739926047,0.0810782274122615,0.0822239004694099,0.0834064783029832,0.0837694252147045,0.0887280346460876,0.078572501343847,0.0751933549006162,0.0789051278093106,0.0838465972446036,0.0865102196014061,0.0799130394618132,0.075339155343012,0.0682491370398851,0.0853896704331134,0.0921175667775941,0.0877469778759256,0.085325552964621,0.0822530853453539,0.080982229940128,0.0789907623705263,0.0796219706025101,0.0767045668281134,0.0798977117394389,0.082300591050442,0.0827334258283317,0.0871702824146624,0.089989748254907,0.0945165271206478,0.111720040915264,0.113133923664948,0.113115224919948,0.115036084082827,0.116595259087886,0.117291278701241,0.115425107061763,0.127496316447074,0.133867195274987,0.128939101140173
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.0721222904761462,0.0759514731318626,0.089689545189048,0.0876636636760642,0.0752487133585027,0.0676680586117716,0.0615560753126405,0.0585348507110747,0.061546551701247,0.0629399891194702,0.0633645431719184,0.0726361443200654,0.0715019484186935,0.0690526435106652,0.0545931900436941,0.0548537091060572,0.052345653087977,0.0517898803747418,0.0584342071692745,0.0520097313323302,0.0484144450305205,0.0509668993217137,0.0496174542843836,0.0465185782300825,0.0523641625108902,0.0500771794618714,0.056992260247479,0.0446979731379974,0.0509314857800024,0.0506147786374069,0.0481188006997447,0.045496608376224,0.0475203075315083,0.0382147658737879,0.0268443361770255,0.0562064748442411,0.0384485591448889,0.0272774482673423,0.0395960072543237,0.0399830233575566,0.0500367428033793,0.0421921043630774,0.0566990582664636,0.0607098690658893,0.0638244754373561,0.0619934894176963,0.0606897479172733,0.0509175506741171,0.078793003223186,0.0745061270434936,0.0757031715721006,0.100207904297998,0.0807000603269128,0.0896843353011439,0.0950860476853336,0.101744020493894,0.107057452293886,0.103231690369235,0.0763848303801348,0.0856223557544152,0.0795043684159656,0.0851278492080311,0.0833372886589684,0.0859522769895976,0.094811645689258,0.0746316141808958,0.0743229702980972,0.0671777998759297,0.090732915746613,0.0903416366479838
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",0.0611246468566555,0.0702787183334865,0.0776108355893754,0.0853335629490581,0.0814288850658715,0.0755079508312594,0.07612482550925,0.0670147317134033,0.0650644959509878,0.0842000795884944,0.0810773541927947,0.0890389734466746,0.0922270813123753,0.0931069024207687,0.100148293880593,0.102130716475186,0.0996724904245746,0.0941341874262953,0.101397379016938,0.08861496391399,0.11064546901124,0.0961083754444648,0.0943683150729906,0.0964964503217972,0.100928053366677,0.0973035723679249,0.114658802152176,0.116450929984803,0.0993705507068458,0.091985645735257,0.108312209988022,0.104537368324761,0.0969873243360707,0.1116883239627,0.113270659555236,0.110349834850234,0.0431617457541139,0.0409064974516201,0.0568847618638059,0.0716401561902216,0.0782306267639183,0.0615815374912093,0.0620448648446691,0.0672749774319142,0.096344149482991,0.0824439718109249,0.0873309393211674,0.0964554279014891,0.0727155028222093,0.0818207726302302,0.0997944370311419,0.103757147473932,0.084764926325548,0.0912973841783829,0.0868308989011622,0.0802541742264568,0.0708517351806214,0.069063088515876,0.0707049456292547,0.0819629815938617,0.061570799627045,0.0608358566246996,0.0614664354820411,0.0620602017637211,0.0629334561896719,0.0629571330632268,0.0631763613879139,0.0621561195377137,0.0695799974104449,0.069884852777469
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0.017089134583782,0.0170477598300617,0.0170065822961036,0.0169656005820996,0.0169248132992472,0.0168842190540189,0.0168438164892565,0.0168036042480765,0.0167635809946192,0.0167639024874645,0.0167638499498009,0.016755971369818,0.016748099679848,0.0167402348789433,0.0167323769572325,0.016724525911246,0.0166896845032018,0.0173215585203301,0.0173153569074046,0.0173091605595535,0.0232885277941407,0.0232850915375562,0.0232816565704377,0.0227133488414466,0.022877687495364,0.0221285620968014,0.0218124788068459,0.0206693423446562,0.0210103847909827,0.0205321131831047,0.0200049867971431,0.0196270586810304,0.0190856227776194,0.0186445235459982,0.0184852885668307,0.0179834603412425,0.0176771149173079,0.0165049014374088,0.0156255624076962,0.0183190362849169,0.0174220977809422,0.00987091404725796,0.0124175555513083,0.0141662195006831,0.020111437199808,0.0108136290914034,0.0125695997748105,0.0126929530082543,0.011836886742095,0.0118197027973129,0.0133718833837167,0.00880584872712979,0.0101718132153858,0.00455781514295505,0.00461039517391511,0.00461728410907513,0.00424158617106616,0.00456240614859774,0.00439045427708998,0.00466674841108124,0.00445118546562984,0.00410505571326756,0.00343460742567148,0.00330532241237463,0.00307689930552752,0.00322184914006527,0.00322180407378866,0.0032037683421112,0.00320372355387768,0.0034520265853109
