"code","iso","country","CDA.raw.1990","CDA.raw.1991","CDA.raw.1992","CDA.raw.1993","CDA.raw.1994","CDA.raw.1995","CDA.raw.1996","CDA.raw.1997","CDA.raw.1998","CDA.raw.1999","CDA.raw.2000","CDA.raw.2001","CDA.raw.2002","CDA.raw.2003","CDA.raw.2004","CDA.raw.2005","CDA.raw.2006","CDA.raw.2007","CDA.raw.2008","CDA.raw.2009","CDA.raw.2010","CDA.raw.2011","CDA.raw.2012","CDA.raw.2013","CDA.raw.2014","CDA.raw.2015","CDA.raw.2016","CDA.raw.2017","CDA.raw.2018","CDA.raw.2019","CDA.raw.2020","CDA.raw.2021","CDA.raw.2022","CDA.raw.2023","CDA.raw.2024"
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10609053585574,0.101498594307005,0.097631319824538,0.0995728214209268,0.10741776499375,0.114514700988894,0.10859923464932,0.123684765161736,0.137060170955263,0.127141618279292,0.125130125842041,0.115527643955043,0.098006633161269,0.0829936783158285,0.0697789551423358,0.0566651006523711,0.0393042681422402,0.0330487349428936,0.0345752169900586,0.0326984880902013,0.027308111787381,0.0289586305711214,0.0281324812385828,0.0255884418860659,0.0199860810723238,0.0154966240361814
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00317880244863744,0.00085402457322048,0.00403799954223172,0.000128425475694138,0.00459796991861694,0.00979408840021301,0.0138837211322034,0.0229739941513218,0.0349110555836509,0.0353548032251489,0.0147878662887098,0.00955216126861447,-0.00335741432739382,-0.00506744895916955,-0.00782301953249171,-0.0135133180929799,-0.0133769107136233,-0.00627647914509213,0.0173427668244671,0.0273103665650638,0.0278975367990395,0.0231868162045141,0.0113924726087435,-0.0130255109191587,-0.0251996732160724,-0.0176513339263824
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10388845371459,0.106407145128254,0.108121156274901,0.112234503173136,0.0928534927793458,0.0646860857516243,0.0520011327635568,0.026082777815537,0.0130108406172598,0.0259316064357147,0.0357524477069375,0.0565272527544147,0.084358430854262,0.115255981285839,0.141459060885785,0.148490912015061,0.161888956384358,0.145251848486677,0.111559073508757,0.0965586340563285,0.0690184526453941,0.0368514799998325,0.0192225092288085,0.00979139348712077,0.00616110868377784,0.00368520075477807
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00672861030520511,-0.00877787746502301,-0.0169804672550481,-0.0104630078021563,0.00284817243807489,0.00512707901638088,0.00733520947272681,0.012936437002623,0.0283349924455831,0.0413619781742705,0.053322211409865,0.0490479766808463,0.0447779788383373,0.0501320519462636,0.0532205467981901,0.0570858920680719,0.0611838841247418,0.0631228331848603,0.0626756094529497,0.0575292939562677,0.0488807666403799,0.0277995303146532,0.0194987364246981,0.0178647512998071,0.0160487066437263,0.0264302490276382
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0814991379132939,-0.00334085135008796,0.0586114367180124,0.134898949220886,0.204055620086399,0.168970541339021,0.120242389618123,0.0737500184671043,0.0589209143941161,0.058788353839625,0.050698879156353,0.0553426506248964,0.0588810976845091,0.0555323883932783,0.0465542390320486,0.0306865284399915,0.0123389986658289,0.00688075607227145,0.000117275986253901,-0.000768003180760286,-0.00429401063404722,-0.00592286634481864,0.00151901557425127,0.00423974825270523,0.00440675695380777,-0.00365947700938796
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163414459203695,0.0247278141404599,0.0283167743937773,0.0326614439116215,0.0400278739458952,0.0425034181133312,0.0450165290873397,0.0373513028312698,0.0270516923462545,0.027320744226299,0.0114368180840574,0.0142909309114805,0.00956625425091295,0.0192726889599912,0.0295148297399148,0.0469834439269943,0.047555888892377,0.0542141653860069,0.0632937478440043,0.074872976466859,0.0672978062585001,0.0518226991985611,0.0287948544124139,0.0212795180943299,0.0154734305867672,0.0211483470182834
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048598750663625,0.0487661527725607,0.0476642444691877,0.0428813053302863,0.035706571678588,0.0296293327287969,0.0234960074128445,0.0193436970355498,0.0193983535546405,0.0218011014854058,0.0198717618380191,0.0252075192956167,0.031245068572068,0.0382063643141872,0.04383187035918,0.0499300022555464,0.0481262260151043,0.0384246276272187,0.0297742099032872,0.019586199390532,0.00392919381422496,-0.00252374695146104,-0.00469273091430646,-0.00939201268660413,-0.0109382730730143,-0.00622737779182014
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.48142283221475e-05,-0.00965095129241057,-0.00458987128499232,-0.00251758079560438,0.00200317907574799,-0.00218733582447174,-0.00614035271530922,0.00684394788183607,0.0270404405640594,0.0445433176959424,0.0509780399718991,0.0527203037511572,0.0574266104371961,0.051932529298426,0.040580632397494,0.030992332645667,0.00136294494441858,-0.00564452778341515,-0.00376938598294858,0.00492733657436362,0.00661828854002855,0.0165636219214806,0.0372640631310492,0.0579142533207206,0.0612713849035607,0.0665432988486052
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00311882861249065,-0.0048222610509529,-0.00614045385487638,-0.0128768871293554,-0.0128194585006936,-0.0149287603270639,-0.0108351639584017,-0.0019640530072295,0.0113110916033354,0.0203516742773477,0.0107788822194634,0.00260484800019567,0.00459723134624679,-0.00347628199511753,-0.0131896308149223,-0.0187164635197441,-0.0183454247636879,-0.0189868800258407,-0.0109147229717494,-0.00754344373625992,-0.0141919570843178,-0.0245860333497895,-0.0170604231723819,-0.00754154533089657,-0.0224837661099714,-0.0355353077112868
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0521565766332019,0.0551829669163639,0.0652535705798087,0.0685073717292661,0.071093913564886,0.064492765975452,0.0512445585359225,0.0438443428291215,0.0495669630882751,0.0598596580963238,0.0755433308353963,0.0805465863631216,0.0900277544786594,0.102113376885199,0.114413007976513,0.111383609140221,0.111457737612005,0.106166656781999,0.114831886201674,0.125588805907838,0.127187645405951,0.119391293796392,0.110742300434673,0.104044279825283,0.0883590748838967,0.065696149673514
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0039506693987945,0.00405221038514302,0.0035939780034482,-0.00455443161172775,-0.0258599308497693,-0.0328047404943911,-0.048619477570544,-0.0497160530389154,-0.0459434460491667,-0.034843061343935,-0.0163866567368338,0.0331549880586417,0.0751712779417564,0.108709455911427,0.123933950710796,0.125749184702385,0.102775405668421,0.0930270850273185,0.0834724633423294,0.0792093045895343,0.0683873971687536,0.0780294741940619,0.0955195012985786,0.108657139993325,0.120542856509594,0.108446875783772
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0557814940889958,0.0703817017350705,0.081853512801147,0.0957240707877274,0.0993401697647727,0.0961957184695399,0.0923337272924698,0.091393002816633,0.083448129630078,0.0657017090357608,0.0573354482679616,0.0474605577498486,0.0464919430079656,0.0337098682095534,0.021971132650513,0.0101205401349105,-3.79616182396862e-05,-0.000719525790986126,0.00316565962541837,0.00107467518428495,0.00891805876757257,0.00809181342288467,0.0218214449349667,0.0230034652950422,0.018532375605057,0.0139196161713384
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0427438349285041,0.0485691361095137,0.057157878663157,0.0591011556732297,0.0595166598354948,0.0553386880190396,0.0481861782616146,0.0514748592422476,0.0560147398532145,0.0739309462677313,0.0920616322045205,0.108656430691048,0.123673629073045,0.127769334132167,0.122854808042723,0.115757144088181,0.105093150952636,0.111456672546483,0.12292130742774,0.135348169840463,0.160121918898004,0.181014968928977,0.184191224726559,0.172410950373084,0.144659166802989,0.113837942563725
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107710918245732,0.0936837263957411,0.0713377660948369,0.0390747611426574,0.006704461884667,0.0021154332468496,-0.000589334138027642,0.00428239625727111,0.019752914851517,0.0307001736482384,0.0447018538409303,0.0562082029801039,0.0603206192487304,0.0532131661705364,0.0479781029748594,0.0449699791151212,0.039656296068536,0.0283457387021497,0.0280627466719034,0.0252672110729717,0.028077087881571,0.0287030177624832,0.0252813554061289,0.0156371309807952,0.00459143153265629,-0.00186288795497458
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0219461904993394,0.0255020420760392,0.0244118388481243,0.0231856278938589,0.0212696899505782,0.0181824155689092,0.0140391812928937,0.00991006760350066,0.00857002661644679,0.005224260402934,-0.000473560169568295,-0.00221408116286215,-0.0036784629248322,-0.00470296228454392,-0.00305509241231139,-0.00202803436257823,-0.00159934373363762,-0.00253635203573854,0.000865492623002062,0.00376771405804366,0.00305628033527361,-0.00199459721828478,-0.00457660252376135,-0.00540681365650364,-0.00534611339553437,-0.00643268234500949
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0234979848123666,-0.0118468200012661,-0.0317724570028106,-0.0570031301748504,-0.076390810377078,-0.0813682343577202,-0.0791236851454143,-0.0661434573313128,-0.0418118139096404,-0.0129127394732764,0.0261003013988743,0.0339160638994025,0.0423338918198839,0.0460221883182299,0.00941832226970729,-0.000536454955202271,0.00267355319949392,0.0223168132104175,0.0511844101035444,0.0671286606594955,0.0916747802662909,0.115642816335829,0.128646885098043,0.144913261696205,0.109506386128174,0.0766383132594577
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258533844958659,0.0258889441952803,0.0267425467509046,0.0296219399360982,0.0572995602070283,0.0797910258094852,0.0959168335647309,0.10631578853377,0.115881555119266,0.101967510750492,0.101367732136379,0.0911125869668392,0.0733208029656514,0.0655417522640744,0.0889351059054202,0.10611965303347,0.118080260303268,0.120496875350252,0.119108238601807,0.0922354234724054,0.0747895508666296,0.0518477732753282,0.0305807048338151,0.0245442111879244,0.0256157044652179,0.0256843267529041
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0876094153170417,0.0899535258129762,0.074254256371461,0.0564204891381628,0.036771992854848,0.0228920454563606,0.0115731151206515,0.0082084274269123,0.0166463564373558,0.023939796084705,0.0297041011276065,0.0356922545891114,0.0373683919785228,0.0377294406858004,0.0352177632109172,0.0298127990049812,0.0261755478865127,0.0237974084163275,0.0244640357422974,0.0232121736967994,0.0199185913046092,0.0102669536068825,0.0076243622716683,0.0068372977761324,0.0014408113009523,-0.00597712397283334
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422970762477231,0.0366257477824645,0.0310746948895402,0.0294058422067003,0.0364362335794999,0.0455322740079971,0.060645726645544,0.0774823832477536,0.0910110759546108,0.096501070364267,0.098478993078698,0.0970484117292381,0.0918037800107601,0.0826819344457583,0.0752132594145247,0.0639964359524683,0.0524278465852996,0.0406186808519373,0.0302739718314999,0.0223459715624474,0.015862033508445,0.0125502096948813,0.0150710178092344,0.0193047634626393,0.0246682181895734,0.0283048238914392
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00470228410096829,-0.00373779462484873,-0.0129183077849087,-0.0172924258904412,-0.0168868279486627,-0.0141058301875321,-0.0111910207424223,-0.00523677123357218,0.00253175301425368,0.0181554901507934,0.0259307423370132,0.0344464293082598,0.0394511703456515,0.0421316664138864,0.0477558080410947,0.0482990616268,0.0487518037971573,0.0468282098584378,0.0328062978605679,0.0264769169216603,0.0259185403273228,0.0208830452528475,0.0196456633705295,0.00931549669008147,0.00416090632128996,0.00432923088322523
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428298918537682,0.0473035389362555,0.0514559190092236,0.0533297818120206,0.0638558270344101,0.0754979163658096,0.0784138799616192,0.082961887776366,0.0537347716567427,0.0297161579866756,0.0205036829338128,0.0216556815209901,0.0129165573777958,0.00470535951399764,0.0179767463901785,0.0287934844045166,0.0399150027655089,0.0676001699990274,0.0749293465540579,0.0775608038953988,0.0878814589239125,0.110312661480111,0.131072738028331,0.144567371517848,0.155513949083349,0.144352042008739
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667733470578797,0.0516219228181221,0.0401214450063345,0.0363557341362015,0.0318472422807747,0.0428933912877618,0.0438532998360412,0.0415919906483064,0.0446823977079709,0.0462394470880472,0.043363560288421,0.0337326831395106,0.0220615746432917,0.013506388490049,0.00946340184331751,0.00697209327044268,-0.000927562612539679,-0.00348051694197105,0.0019955528776201,0.00747505290101502,0.00869138514802104,0.00100370315125486,-0.000159933317683284,-0.000150905581842256,0.00492087151652654,0.0115964255132732
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0628186681332747,0.06488592670078,0.0636845226752702,0.045568072199051,0.0197474584637491,-0.00151809970210467,-0.00147601588293056,0.00395322457990188,0.00572592092673374,0.00451963251792287,-0.0126324514214038,-0.0180778864896939,-0.0108271867412578,0.0113726321470065,0.0161146096419951,0.0374128504916766,0.0550477949497641,0.0764497653446479,0.0885420373492736,0.0851481188782941,0.0645379235443839,0.0456096073059773,0.0352092991306718,0.0375387521111024,0.040086545093087,0.0425734821088721
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00233009918413285,0.0234329601459566,0.0294808130097701,0.0334984629391841,0.0389581671718053,0.0362571650541057,0.0334086183344007,0.0290866612537086,0.0287230410555437,0.0234935099567555,0.0149784717436059,0.00212885301659949,-0.00633210816151616,-0.0157999514702781,-0.015263358773141,-0.0106719868613794,-0.00543406752685674,-0.00714022924439233,-0.0120653364508813,-0.0213475726641142,-0.0160606511706294,-0.0136971514580797,-0.00818623226377724,-0.00527540943763061,-0.000820460078659124,0.000402452548949883
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0219701905178831,0.0033282568241737,0.00192199699305928,0.00882870991193396,0.0094876035730751,0.0185154228071542,0.0267323517357029,0.0147359696986374,0.0166731218231256,0.00157133379775365,-0.0122714363347516,-0.0198577555327763,-0.0181014499191454,-0.0188623942088208,-0.0219256808610607,-0.02769420384425
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0379367097667593,0.0329833106290041,0.0285960178531632,0.0267247514939977,0.027494810110801,0.0293412351949969,0.0276062934499384,0.027660834589597,0.0272039526727648,0.0276001148005627,0.025617213060902,0.0209806952166995,0.0116302697922204,-0.000591778962143497,-0.0103366257023627,-0.0117335595869165,-0.00948015398879717,-0.00689139073473558,-0.00700245161609992,-0.00710970775219496,-0.00275027682945194,-0.000809505043369019,0.00238529840060053,0.00367640985081308,-0.000408801885283351,-0.00126023364555783
