"code","iso","country","PTI.raw.1961","PTI.raw.1962","PTI.raw.1963","PTI.raw.1964","PTI.raw.1965","PTI.raw.1966","PTI.raw.1967","PTI.raw.1968","PTI.raw.1969","PTI.raw.1970","PTI.raw.1971","PTI.raw.1972","PTI.raw.1973","PTI.raw.1974","PTI.raw.1975","PTI.raw.1976","PTI.raw.1977","PTI.raw.1978","PTI.raw.1979","PTI.raw.1980","PTI.raw.1981","PTI.raw.1982","PTI.raw.1983","PTI.raw.1984","PTI.raw.1985","PTI.raw.1986","PTI.raw.1987","PTI.raw.1988","PTI.raw.1989","PTI.raw.1990","PTI.raw.1991","PTI.raw.1992","PTI.raw.1993","PTI.raw.1994","PTI.raw.1995","PTI.raw.1996","PTI.raw.1997","PTI.raw.1998","PTI.raw.1999","PTI.raw.2000","PTI.raw.2001","PTI.raw.2002","PTI.raw.2003","PTI.raw.2004","PTI.raw.2005","PTI.raw.2006","PTI.raw.2007","PTI.raw.2008","PTI.raw.2009","PTI.raw.2010","PTI.raw.2011","PTI.raw.2012","PTI.raw.2013","PTI.raw.2014","PTI.raw.2015","PTI.raw.2016","PTI.raw.2017","PTI.raw.2018","PTI.raw.2019","PTI.raw.2020","PTI.raw.2021","PTI.raw.2022","PTI.raw.2023"
120,"CMR","Cameroon","0.3531","0.3492","0.3605","0.364","0.3744","0.4075","0.4539","0.5635","0.5177","0.7557","0.5819","0.6118","0.687","0.6934","0.6917","0.7854","1.152","1.2324","1.1885","1.3425","1.2909","1.0176","0.9765","1.1882","1.4038","1.6916","1.7245","1.2693","1.2023","1.1695","1.0804","1.1025","1.143","1.1289","1.1289","1.1327","1.2702","1.4177","1.4876","1.5076","1.7054","1.6922","1.9245","1.8212","1.6214","1.812","1.6804","1.6148","1.6087","2.0112","2.0974","1.924","1.6828","1.9206","2.0483","2.0269","1.9526","2.3005","2.2189","2.2068","2.207","2.1446","2.184"
124,"CAN","Canada","3.845","4.0746","4.3181","4.5985","5.2825","5.5769","5.8585","4.9377","4.5743","5.1118","5.2157","5.9603","6.715","6.7751","6.7279","6.6792","7.5268","7.8102","7.7916","7.8998","7.9113","7.963","8.4994","8.6513","8.3673","7.6118","7.5762","7.424","7.3905","7.0845","7.2205","7.4801","7.6823","7.6439","8.0124","8.496","8.6156","8.1553","8.2085","7.6193","7.9204","8.3053","8.6605","8.0137","8.2891","8.3126","9.1488","8.3598","8.1126","9.0673","10.4395","10.2941","10.9596","11.6606","12.3102","11.6994","12.6693","13.4991","13.8328","13.8952","12.8455","12.6436","13.8878"
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic","0.1866","0.1991","0.2029","0.2218","0.2475","0.3358","0.3536","0.3647","0.5029","0.5194","0.4949","0.4779","0.4725","0.4899","0.5916","0.5665","0.5634","0.6159","0.647","0.7022","0.852","0.8551","0.9519","0.983","1.0245","1.0185","1.063","1.0869","1.1257","1.209","1.2352","1.2879","1.3578","1.411","1.4795","1.5298","1.5912","1.6789","1.7375","1.8074","1.8689","1.8944","1.9853","2.0727","2.0786","2.1178","2.1725","2.5278","2.6329","2.8047","2.8059","2.6995","2.6882","2.6779","2.712","2.7779","2.8048","2.5119","2.2147","2.0973","2.0753","2.0629","2.0433"
148,"TCD","Chad","0.5647","0.5553","0.5622","0.5708","0.5707","0.5845","0.6521","0.6704","0.7084","0.7044","0.6952","0.7182","0.7693","0.9657","0.751","0.7494","0.7679","0.6815","0.6177","0.5469","0.7158","0.7553","0.7809","0.8568","0.8046","0.7271","0.8331","0.8186","0.8593","1.0083","1.1064","1.1187","1.0217","1.1156","1.1559","1.2946","1.2752","1.2314","1.3113","1.3781","1.3913","1.4411","1.5324","1.6902","1.5446","1.6763","1.6981","1.831","1.8255","1.9753","2.0494","1.9332","1.8907","1.8828","2.0137","2.1189","2.2915","2.3388","2.5198","2.5988","2.6742","2.9773","3.1218"
152,"CHL","Chile","4.2993","4.8592","5.3134","5.4875","5.6503","6.9119","6.2959","7.5238","7.7357","8.0955","7.9228","6.5688","9.0477","8.7452","5.1614","5.5896","5.7312","6.4782","7.1583","7.1962","6.289","5.7937","7.0034","8.5312","9.0308","11.2622","12.7301","13.4353","13.869","14.2348","14.6354","18.1638","20.5567","21.1747","23.3268","25.4914","27.7648","29.4137","30.7618","31.5075","32.315","28.93","33.3327","35.6884","34.394","33.3959","38.0925","29.1983","25.3897","30.3729","29.2558","29.3952","28.7459","30.1143","29.9714","27.6364","29.2849","29.0887","26.9381","30.5428","30.6177","18.312","24.2163"
156,"CHN","China","4.7632","4.6788","5.3598","6.4465","8.207","9.6474","8.6609","7.922","9.1911","9.9407","11.1297","12.4837","14.5925","13.2953","14.0983","13.8155","15.4912","13.2321","16.4458","19.7968","20.3655","21.6494","22.9894","21.747","16.9986","17.2775","22.4985","24.6842","25.062","26.8603","31.6915","31.0745","26.9783","33.3831","39.295","37.3222","40.1886","41.0739","39.6693","38.9536","39.5512","43.8982","41.6806","45.1891","47.6399","48.8404","43.1881","44.7498","51.3979","56.3739","54.4409","55.2954","55.3711","54.2491","52.3055","51.9751","50.4776","47.7351","45.3557","45.3736","45.3857","43.8694","43.1275"
170,"COL","Colombia","8.232","7.1348","8.444","8.4292","9.0121","8.8118","9.2624","8.9731","9.1508","9.7139","10.1502","10.5409","11.7808","11.6325","10.5318","10.9156","11.5338","10.8801","11.5038","11.864","11.5227","12.6965","12.7487","13.4717","13.1585","14.4615","15.8256","16.6243","18.2442","19.4179","20.1335","17.7873","19.5358","18.5257","21.5185","24.3464","24.5234","24.3618","23.3906","24.6764","27.5804","31.7758","32.0836","35.4604","36.2594","38.7705","35.7001","34.9981","38.4188","43.0191","43.3077","47.9394","43.8944","45.5964","40.7627","42.0858","39.8488","31.7271","30.31","32.3251","35.4069","28.6298","31.5202"
174,"COM","Comoros","0.9186","0.9292","0.9412","0.9515","0.9626","0.9732","0.9742","0.98","0.9858","0.99","0.9944","0.9987","1.0051","1.0119","1.0163","1.0231","1.0271","0.9729","0.9691","0.9699","0.9702","0.9686","0.9698","0.8691","0.8633","0.8543","0.8335","0.8351","0.8408","0.8417","0.8341","0.8366","0.8173","0.8074","0.7968","0.7878","0.7785","0.7902","0.7999","0.7703","0.7647","0.4602","0.3951","0.4009","0.3991","0.3807","0.3808","0.4065","0.4065","0.4018","0.3918","0.4033","0.3924","0.3794","0.3953","0.3972","0.3885","0.4626","0.5468","0.8255","0.6344","0.6767","0.6475"
184,"COK","Cook Islands","6.7492","6.8448","7.0503","6.7583","7.2265","3.8894","6.1396","6.1928","6.2336","6.2493","6.2791","4.6079","5.5463","6.3649","6.5452","9.5348","9.5489","9.5711","9.5769","9.5345","9.6316","9.7347","9.6403","9.6042","9.543","9.4764","9.3352","9.2307","9.2266","9.406","9.3616","12.1578","15.6162","17.4281","19.9895","25.3101","27.4653","30.0527","25.3227","24.1114","21.4515","27.8963","33.7769","36.5712","39.9549","41.4717","40.5162","45.5498","47.5289","47.5818","50.2652","50.3301","50.3308","49.8725","52.9597","48.7287","47.2343","48.3027","44.8887","41.4572","38.3391","36.8757","35.88"
188,"CRI","Costa Rica","10.8235","10.1289","9.8999","8.0867","8.0873","7.9543","9.5729","10.5283","9.4343","10.2583","18.2697","14.1567","18.0854","15.4124","19.0961","15.0991","14.936","15.8525","16.8995","16.7571","15.2435","16.9085","18.2364","20.4901","15.8672","17.4892","14.1883","20.0284","19.0435","20.276","21.3306","21.8154","24.1706","31.3882","26.2832","34.1172","37.5043","40.2358","38.2814","36.6071","28.1131","31.3385","34.6044","31.2791","30.8616","32.0135","33.8374","30.5941","27.5555","26.572","32.3479","30.9717","28.6207","32.7604","32.0102","23.2227","32.7673","34.29","26.1254","26.698","29.3345","20.4607","26.1839"
384,"CIV","Cote d'Ivoire","0.4512","0.4796","0.558","0.5772","0.6148","0.6577","0.7655","0.7557","0.7944","0.8301","0.9031","0.9733","1.0062","1.0397","1.1588","1.2361","1.4181","1.2782","1.4209","1.5918","1.4578","1.283","1.2053","1.3315","1.1384","1.1206","1.0424","1.1227","1.434","1.1169","1.2555","1.3018","1.4759","1.7531","1.5648","1.4269","2.1723","1.9976","1.467","1.2212","1.9174","2.1725","2.3546","1.0449","1.1508","1.7505","1.5027","0.9593","1.0136","1.9139","1.1056","1.369","2.1133","2.0851","2.0608","2.3204","2.1394","1.3706","2.6998","2.228","2.6237","1.09","2.3981"
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.1273","21.8644","21.6513","18.2887","22.4837","24.8413","17.3552","19.6297","27.2342","24.3545","23.1731","28.1491","26.4611","34.0874","33.8067","33.8032","34.1592","21.385","29.8732","28.7391","18.9788","18.4866","22.1532","18.4488","15.6949","20.2939","20.8683","19.0549","19.3329","19.7333","18.2203","16.5031"
192,"CUB","Cuba","15.3842","16.3683","20.6813","21.8289","25.3971","29.232","28.7502","26.0614","25.4195","19.4148","14.2192","10.368","10.2049","12.2776","11.7487","10.4891","10.6998","11.2206","11.4086","12.9123","14.0313","13.6397","13.2774","13.8913","12.7677","13.2355","13.1015","12.9097","12.1875","12.0713","10.3472","5.5329","5.6091","4.6901","7.307","6.5634","6.0135","4.1957","4.9774","5.4306","5.6881","4.4079","3.8299","2.8168","3.6039","4.995","4.4436","5.3918","3.9976","5.0218","4.8947","5.7619","5.9335","5.499","6.8433","5.9819","5.4285","4.975","4.5768","3.2486","2.896","2.7728","3.4428"
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus","9.3834","10.6157","8.9616","5.5967","9.8398","9.1967","8.6058","14.4963","10.1552","12.6973","12.9822","14.1882","16.8623","8.496","20.5333","23.9595","21.0322","23.2917","21.0126","18.8983","18.4112","20.5925","22.9242","22.2095","25.5293","25.8162","27.9356","30.151","30.908","30.7561","30.9329","36.8748","37.4805","41.2772","41.8516","41.0442","36.3869","35.5189","34.7302","27.293","29.5848","32.4584","28.4085","26.0217","23.0516","25.5501","27.066","29.8482","27.9415","30.828","24.9145","27.4887","32.0348","29.0934","28.4081","34.7031","30.2873","28.2553","30.0403","31.5505","27.7782","24.0973","25.211"
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.4725","15.3064","17.4204","16.263","15.6461","15.8146","13.641","14.2655","15.4677","16.3291","16.3226","16.1458","15.9294","16.1919","17.7416","14.5192","13.5603","13.9785","14.2089","14.1101","15.1868","13.8685","15.5332","16.6154","17.2288","16.5769","16.7002","15.3152","12.7187","12.3603","12.9905"
180,"COD","Dem. Rep. Congo","0.4095","0.417","0.4227","0.4251","0.4361","0.4523","0.4736","0.4843","0.4914","0.5184","0.517","0.5281","0.5951","0.6106","0.7779","0.8169","0.6587","0.6431","0.5834","0.6399","0.656","0.6151","0.6681","0.7968","0.6629","0.6213","0.7109","0.6628","0.7507","0.7408","0.8097","0.751","0.7513","0.944","0.9007","0.8634","0.823","0.7879","0.7656","0.7394","0.7033","0.6852","0.6948","0.6927","0.6779","0.6915","0.7059","0.7273","0.6188","0.5349","0.4901","0.4545","0.4419","0.4357","0.4389","0.4139","0.4044","0.4042","0.3968","0.4054","0.4098","0.4363","0.4711"
208,"DNK","Denmark","34.0372","34.0381","34.5802","36.1068","37.4431","37.5498","36.2021","35.8449","36.1399","36.0303","37.037","39.0176","40.584","34.3468","36.2274","37.0731","38.4821","38.4301","38.5413","35.6629","34.5508","35.1662","36.4123","34.2233","33.5217","33.6231","31.8666","30.948","31.5625","30.5762","29.2303","28.0408","27.1296","28.3471","28.7016","29.1344","28.4754","28.5884","27.6709","27.2755","27.6683","27.5359","27.3952","28.5407","27.4769","26.8254","27.7362","24.468","23.1379","23.9122","23.0879","22.3608","23.1385","24.2275","26.663","25.2145","26.5992","25.3442","25.0102","26.2326","25.6347","24.3133","22.5459"
262,"DJI","Djibouti","75.4751","76.3684","77.7253","78.4702","79.1037","80.7569","81.9909","84.2116","85.3578","86.6919","87.8132","88.497","88.7715","90.5744","93.2714","94.4758","98.2703","100.3968","114.7269","92.6454","63.4469","62.2424","68.95","72.4982","77.789","79.6662","83.0469","87.4079","93.556","95.302","63.9499","63.6105","65.1262","66.8239","65.8712","68.1133","69.4367","69.7697","72.8671","72.1051","72.9238","73.1107","69.212","68.9793","69.7399","58.4987","54.2055","62.5392","59.4944","52.3065","43.7354","44.4456","43.9784","44.3073","44.126","44.6002","44.9048","44.8723","44.6753","34.3957","34.1971","34.1439","33.3284"
212,"DMA","Dominica","40.4411","37.8775","37.8402","37.8046","37.7686","35.523","35.567","35.5533","35.6338","35.6281","35.6363","35.6952","35.732","35.7689","35.9448","36.1098","38.8033","31.2324","13.3805","21.1811","21.0517","9.7497","22.3833","26.1229","28.931","29.1336","29.6404","31.4762","37.0151","20.6798","39.8169","39.8115","40.0366","40.1464","36.2285","31.3443","34.1628","34.1112","30.0995","26.9321","25.6284","6.8813","9.2151","10.93","13.8545","9.0848","20.2046","4.1441","6.1069","5.5883","9.9706","7.3407","7.6869","7.7276","9.602","8.2731","5.4878","6.7603","10.2321","6.3632","7.1615","5.5538","3.5328"
214,"DOM","Dominican Republic","4.9419","4.8874","4.7643","4.6921","4.7","4.3107","4.3667","4.4485","5.2447","6.8488","8.4322","9.7015","9.2349","12.852","11.7784","10.8382","7.4353","8.8626","9.0371","5.8877","5.5237","6.8868","5.1461","7.7386","7.657","8.1902","9.0729","8.668","9.6527","9.6221","10.3887","10.9561","10.4519","11.8242","11.8696","11.3054","12.7431","12.0407","10.7259","10.0025","8.4147","12.0016","12.2354","12.9887","13.6868","16.631","18.1472","19.2206","17.0846","20.3599","19.1728","17.7113","16.6203","16.5124","16.5976","18.379","18.0018","23.0624","14.8782","17.9652","18.8543","13.7084","14.3803"
218,"ECU","Ecuador","3.7082","4.2632","4.4928","4.1339","4.8753","4.9982","6.3543","6.9207","6.5214","6.0356","5.6489","6.8952","7.4503","6.9348","7.6588","8.1716","8.4184","10.5555","11.1149","10.3466","10.2919","10.8269","9.6421","10.6358","8.7474","7.9038","6.8704","7.7622","7.3784","6.7723","7.5048","9.2199","10.1377","9.5497","9.209","9.9397","11.6017","11.5253","11.9433","11.0353","17.2698","12.8391","14.1908","14.8232","13.2937","14.062","13.3184","10.6496","12.8733","14.5094","14.6703","12.4564","14.0173","18.0486","15.6213","15.473","16.1048","18.8188","17.5884","17.1483","18.0159","12.5624","13.4734"
818,"EGY","Egypt","9.5204","8.6018","9.8083","8.9095","9.8525","8.0779","6.849","7.437","7.0034","7.5953","8.5304","9.9668","9.444","11.8426","13.9653","13.639","15.8118","15.9647","18.8258","20.1911","22.033","28.5748","30.5598","34.0961","36.6142","33.1793","34.6288","32.4921","30.0527","32.4124","26.9556","17.1684","17.9352","17.3914","20.1513","18.987","20.2636","19.2661","20.7714","22.4817","22.1376","19.9814","20.6332","26.1941","24.5094","31.6555","23.0082","24.4366","19.7679","19.945","20.2671","21.3926","34.9362","31.9948","40.5152","28.7947","31.8407","27.0099","31.1516","34.5971","34.7205","35.1632","40.5655"
222,"SLV","El Salvador","7.1794","7.7881","10.1407","11.0798","10.289","12.7251","13.5908","15.0134","14.5738","13.2151","12.6319","17.507","25.6539","23.1517","17.6357","15.5993","19.6896","19.2454","15.6597","12.6149","16.1971","12.0203","16.7759","10.988","16.5756","12.7921","19.5541","17.8809","13.6602","14.3755","14.266","13.8451","12.9473","11.4268","13.9881","15.7202","11.0157","12.2285","9.6249","10.7741","8.5773","11.1792","11.4607","10.0297","15.3117","10.9478","12.6965","8.8664","9.085","14.4879","14.1644","14.9166","13.7083","8.4325","11.8931","9.3683","12.2468","14.01","9.5546","10.9476","10.4275","6.6136","14.4237"
226,"GNQ","Equatorial Guinea","1.1486","1.1771","1.3489","1.3832","1.717","2.2253","2.7267","2.1118","2.1324","2.5011","2.4583","2.4382","2.3938","2.3683","2.3285","2.2998","2.2522","2.2267","2.177","2.1449","2.0997","2.0671","2.0173","2.0588","1.9827","1.9113","1.8355","1.7641","1.6925","1.6857","1.6105","1.521","1.4762","1.3999","1.3241","1.2354","1.1488","1.0962","1.0209","0.9456","0.8703","0.7894","0.6064","0.6889","0.538","0.6078","0.5473","0.5837","0.5486","0.6927","0.7463","0.6831","0.6879","0.6611","0.6525","0.7145","0.7824","0.7309","0.8103","0.7819","0.756","0.9252","0.9317"
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2301","1.4672","1.5035","3.1529","2.8373","2.779","6.3042","5.603","2.79","1.9745","1.608","1.6759","1.662","1.258","2.6304","2.5234","2.3897","1.8686","1.8629","1.5961","1.5662","1.6055","1.5722","1.5841","1.589","1.6183","1.5969","1.6057","1.6028","1.6055","1.6067"
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.2387","11.9918","8.692","8.6459","7.3049","7.3008","7.1642","7.0954","7.841","8.7976","9.2682","11.7586","12.8027","11.0365","10.8604","10.426","11.7646","10.1707","10.2018","10.8128","11.7841","12.6685","12.2475","12.1016","11.0677","12.1623","12.0506","13.5925","14.7872","13.1677","10.8845","9.9052"
748,"SWZ","Eswatini","6.0615","5.5885","5.377","5.0131","6.0743","6.5931","7.0753","2.8425","2.9366","6.4639","8.4739","7.3205","10.6629","4.7678","5.5186","12.2941","11.0147","12.1964","11.0229","16.712","22.2922","13.5153","17.5909","6.5688","6.7516","8.7506","10.0441","9.7168","9.1072","8.5126","7.4521","7.704","7.0662","7.0871","7.5586","5.8027","5.997","6.214","6.1494","6.1236","7.3555","8.2593","7.052","7.8683","6.1638","7.5856","7.3788","6.8375","6.839","6.7101","7.2802","7.4574","9.7276","9.5282","9.6936","8.7248","9.6394","11.0609","11.4546","10.448","11.9929","11.2274","11.2164"
231,"ETH","Ethiopia","0.3182","0.3091","0.3053","0.3081","0.3016","0.3147","0.327","0.3511","0.3465","0.3479","0.3491","0.4127","0.5308","0.5333","0.7398","0.6448","0.7107","0.716","0.7739","0.9177","1.0089","0.7925","1.0502","0.8148","0.5724","1.2503","1.4446","1.4308","1.6676","1.3743","1.5262","2.0732","2.8515","4.1755","4.677","5.0252","4.2772","4.8583","4.7634","4.4327","4.6076","4.6777","2.1057","3.9237","3.5735","3.2896","4.4807","4.6614","4.8036","5.2607","5.0863","6.3934","5.7433","5.8874","6.5319","6.5016","6.8337","4.3738","5.5963","7.3594","7.0779","8.3007","7.9968"
234,"FRO","Faeroe Islands","2591.5422","2601.538","2539.2299","2529.803","2532.0431","2544.2968","2521.4204","2521.8389","2518.4062","2533.3217","2513.6479","2501.911","2486.1287","2476.2031","2464.7704","2480.0061","2472.8825","2434.5125","2430.4866","2447.7568","2456.016","2457.6754","2467.961","2458.9335","2432.274","2430.6361","2437.5262","2439.3381","2439.3381","2451.9847","2443.6917","2445.2588","2465.9396","2491.3907","2494.0093","2483.3926","2486.5871","2468.8407","2475.0851","2491.6522","2501.0933","2505.0058","1823.5998","2060.843","2146.5477","2272.7107","2092.2337","1708.0979","1642.1795","687.5218","2185.622","1154.1048","1889.5445","676.0873","699.3593","666.0958","649.9777","653.256","649.9374","810.008","646.155","606.052","717.0792"
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji","1.7931","3.4441","3.5892","4.3936","4.7067","5.3568","4.0366","4.5343","4.6869","4.9498","5.2364","8.1348","5.7158","9.472","10.0608","6.8416","7.8004","8.6827","11.7286","12.4507","11.7964","8.916","8.1896","9.9352","9.832","19.5037","20.7432","24.2599","8.6783","8.9681","6.9611","8.1334","9.4568","10.041","10.5082","12.7052","13.0379","11.7111","9.8793","10.0951","10.2861","12.0781","6.1244","6.1778","6.5214","6.7285","6.9192","7.7503","9.2674","8.6802","7.5927","8.6444","10.0358","12.528","7.9282","12.4202","14.9333","10.9883","8.7247","10.5234","11.631","19.0669","10.0825"
246,"FIN","Finland","25.3216","24.8593","27.7678","30.1357","29.928","29.9201","32.0356","34.5302","37.2481","38.9778","39.6832","41.0495","45.0773","44.6993","39.1823","33.2965","34.3935","36.3126","36.0282","36.765","35.7026","38.9768","39.5569","37.7177","37.6165","37.6432","37.9697","35.3504","35.3307","30.1405","23.0716","22.6562","22.1145","22.3859","22.0054","19.0435","18.9657","17.835","17.3667","17.1317","16.9194","16.1976","15.4112","15.1974","14.9999","14.407","13.8906","10.9993","11.7172","11.335","10.6271","10.4406","10.94","10.8189","10.44","10.2379","10.5857","10.2437","10.3705","10.6909","10.5856","8.7874","9.5089"
250,"FRA","France","27.7356","29.4767","31.2116","33.2516","34.0499","36.6649","40.5597","43.6321","45.469","48.6266","52.4087","55.4334","57.6425","47.8164","46.8133","50.0291","50.6722","52.6128","53.4327","49.3412","47.2581","46.0601","47.0876","44.7346","42.0703","41.1643","40.0449","41.7981","42.6128","39.518","37.3764","32.6263","31.8733","32.3503","32.3251","32.7652","32.366","31.7038","30.6806","27.6166","26.956","25.8891","25.8439","24.643","22.779","21.9434","23.6421","16.883","16.5811","18.688","17.4503","19.9799","20.0681","19.2145","19.2665","18.2199","19.2087","19.3403","18.6822","20.1804","18.8587","15.108","15.982"
258,"PYF","French Polynesia","2.6283","2.6727","2.702","2.7352","2.7665","2.8712","3.0348","3.071","3.1708","3.613","3.5564","3.5992","3.7136","3.8247","4.024","4.4835","4.9638","7.3635","8.4339","6.7648","6.8196","8.9233","9.6772","13.9188","11.766","10.4238","10.8324","10.7588","10.8221","10.732","11.0706","13.3739","13.8324","13.9909","13.9844","13.6728","13.0101","13.0648","12.035","11.962","11.2898","10.0222","8.9085","10.0571","9.0121","8.8078","9.7179","8.9913","9.1121","9.122","8.3297","8.0154","8.0973","7.3927","8.174","7.4018","7.9891","8.1734","7.0414","7.1215","7.7456","6.8889","5.8285"
266,"GAB","Gabon","2.4881","2.3013","2.1624","2.0323","1.9412","1.8609","1.7749","1.7154","1.6565","1.6128","1.5572","1.5327","1.4908","1.4769","1.4487","1.4823","1.4411","1.3119","1.2239","1.2117","1.2343","1.107","1.249","1.7167","1.8945","1.5259","1.4971","1.3509","1.5052","1.928","1.6836","1.7875","1.8727","1.7437","1.4103","1.6336","1.9393","1.9987","1.8901","1.9058","1.9117","1.9579","1.9369","2.0378","2.0449","2.0794","2.1054","2.1116","2.0982","1.8569","2.061","2.6651","2.5509","2.8816","3.443","4.9455","6.9451","5.2391","4.8007","3.6758","4.4158","7.4772","5.8157"
270,"GMB","Gambia","1.1655","1.1748","1.1617","1.2141","2.3545","2.9002","2.5722","2.155","1.6847","1.7595","1.652","2.8003","3.1114","2.8228","2.6911","4.8424","3.9131","5.9166","5.2961","4.4835","3.1939","4.358","3.4577","3.7305","3.4979","2.1614","4.1958","1.8004","2.829","1.6715","1.8401","2.488","2.5288","2.3149","2.2464","2.1652","2.2342","1.3845","1.2965","1.2825","1.2143","1.6861","2.1641","2.3186","2.1705","2.098","1.95","1.3624","1.5156","1.5078","1.5607","0.884","0.6353","0.6647","0.7116","0.7442","0.6189","1.2158","0.9396","0.6414","0.9763","0.9928","1.2027"
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.2638","4.44","4.1014","4.234","4.327","4.3687","4.2228","3.9244","3.97","3.9073","3.8423","2.9354","5.461","5.8315","5.0012","4.1819","2.8454","2.8313","3.4247","4.1172","5.5471","8.0686","9.1061","7.2659","8.312","7.2554","6.9145","7.9046","10.3606","8.9821","7.3354","9.2295"
276,"DEU","Germany","43.7984","46.9279","49.4204","53.0963","53.8533","53.5716","55.0918","56.6785","58.9822","62.0071","62.161","62.0493","62.7037","62.481","58.9907","61.471","61.2435","62.7524","62.9235","59.8902","57.1997","54.7248","55.7141","55.645","55.7916","55.16","54.0018","53.1254","51.3994","40.0863","37.554","34.4839","31.0344","31.6692","29.7527","29.9457","29.8343","29.421","30.192","27.6487","26.4358","26.7567","25.0431","25.0564","24.2598","23.7686","25.5851","20.9794","22.92","24.5528","23.2189","24.8144","25.0039","25.5083","25.0358","23.2826","22.4759","20.2164","21.5046","21.2302","16.355","15.8538","18.109"
288,"GHA","Ghana","0.3401","0.3747","0.4067","0.473","0.4272","0.4761","0.4892","0.5548","0.6152","0.7231","0.6724","0.6856","0.8706","1.0679","1.8118","1.3351","2.2287","1.1695","1.3759","0.899","1.6493","1.2626","1.4423","0.7651","1.0748","0.8727","0.8766","0.9437","0.8524","0.9501","0.6428","0.7937","0.717","0.718","0.7511","0.82","0.971","0.7736","0.8008","0.6747","1.1235","0.4718","0.6706","0.7274","0.9115","1.6533","1.5224","1.2868","2.8957","2.2902","1.8345","5.2636","2.8505","1.7744","2.886","2.5617","3.5729","2.8719","4.4351","6.1014","2.7561","4.3693","2.3254"
300,"GRC","Greece","12.7337","14.4562","14.2232","16.0164","15.7866","16.2462","16.4821","17.5583","17.3033","17.7175","17.9268","18.7201","21.087","22.0766","23.3433","24.276","24.8689","26.7023","24.9328","22.2906","22.496","22.7787","24.078","23.8193","25.5","24.595","22.7271","23.6846","23.7843","25.3614","23.6145","23.7877","18.213","18.2274","19.4051","20.4159","19.0126","17.7234","17.672","17.1502","17.0409","16.3637","16.7153","15.3358","14.4316","13.9307","14.1546","11.8894","11.7709","12.661","10.1308","10.9191","10.8637","11.3979","11.2356","11.4203","11.4202","11.8626","11.0583","13.6259","12.4311","10.8955","10.3307"
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
