"code","iso","country","GTI.raw.2014","GTI.raw.2015","GTI.raw.2016","GTI.raw.2017","GTI.raw.2018","GTI.raw.2019","GTI.raw.2020","GTI.raw.2021","GTI.raw.2022","GTI.raw.2023","GTI.raw.2024"
4,"AFG","Afghanistan",0,5.98086962884724,19.5962308396433,31.7887143071899,40.0075216791005,45.486531329826,44.8636195024746,39.1357705136288,36.7164388524738,38.2614331902705,38.7311575004709
8,"ALB","Albania",33.3381768973217,35.1994637639701,39.0114187759517,39.830562293657,41.5850371938825,46.919131936137,51.4630831475565,53.5148519661456,59.6613407597245,63.4846288915128,62.6792379589086
12,"DZA","Algeria",24.4941413553769,20.2156847462036,19.425816796133,19.2571505201984,18.9805792473544,19.9846013619647,24.8843358154886,27.7274737060459,28.4632826239064,28.8227470882066,30.3765868821029
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",34.9323471598192,29.6367056025168,31.4397107999621,37.8729234097519,45.2971215210338,52.1851743759527,57.7062838330989,60.0753490030909,57.561317886842,57.5738202998645,61.1461946924029
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",42.9226757799459,44.7424813806192,44.2993266749896,42.9016308226407,41.3387382770848,37.8076153638058,36.1335298285327,37.0751364939877,38.0569494126173,39.3645868594023,39.5554763274424
32,"ARG","Argentina",44.4656337604635,45.5671051706841,44.2939097155001,43.4121359657506,41.5047789801502,41.5294753299377,43.1728275541643,43.2316335929736,43.9913669041937,44.6464240705698,45.6666174336636
51,"ARM","Armenia",35.7979014453815,36.5633434352161,39.4953732751298,37.7897409427629,33.5886381020317,35.1874096558319,36.3068616695633,34.7629301151353,30.6063872765023,29.9955631753086,29.6373372791738
533,"ABW","Aruba",98.1720595115037,98.2257055246343,98.4233838047702,98.6028106678726,98.9453241527566,99.2260445328898,94.8792010065198,65.0053032764061,49.4660238736094,49.6117089919719,48.2155539264586
36,"AUS","Australia",37.8394117655521,38.5676669416353,39.651643721793,38.8326292947465,39.0707698317038,39.2787034234321,41.9244862308522,43.6799271630618,45.1842566414762,45.4525587930495,46.0064826419177
40,"AUT","Austria",61.0831875189081,59.1221508716035,56.7701199765313,53.8966572838951,52.3221204014241,52.7342005837082,53.312653625755,52.3209014825575,56.9883098686779,62.9686779610168,67.4887755022801
31,"AZE","Azerbaijan",42.219237818605,40.670874092613,38.6306052439251,38.6021857222894,35.8559612926085,34.8763137335749,37.8123781233405,39.0464683712252,37.0951386224646,34.9490550293223,35.8362382205512
44,"BHS","Bahamas",45.9351709458525,43.6512209509598,42.9197891860819,38.6330389382191,38.987219370634,35.4217250941572,37.7528051237929,32.5543976443753,28.5061623780806,28.0007600916517,27.5478349699072
48,"BHR","Bahrain",8.51526527754316,7.62726836904409,11.8582427612611,14.4001381473981,14.7316845438224,11.2110834656644,9.94325924625279,15.2174761610018,19.8465225523052,20.1051314349907,20.9119002141607
50,"BGD","Bangladesh",27.5508962675918,26.962398928724,26.4201798228286,26.2130507602789,27.2731365247766,27.4586763062573,27.6619260141773,28.7461316372096,30.2434654666697,33.0720284000882,36.1530042737051
52,"BRB","Barbados",47.7412388465867,51.0410404490242,51.7022251490967,49.4777992035007,48.7344788148455,49.5128633335719,49.6777003322053,49.3114010020832,49.5717293395452,48.6824117665669,48.3829832135237
112,"BLR","Belarus",35.0485977358165,38.4750594986772,41.1553625365363,43.5123338645512,43.1306563128699,43.6039394338788,44.0431063808244,44.4169886486537,44.5332275211864,46.1075433785441,47.0361417215418
56,"BEL","Belgium",63.9427604326541,62.596052848371,61.1559457261384,59.4450670841903,56.2001069793302,55.8570177623236,55.1866805989712,54.9636550390253,57.1778226225407,59.7617304737795,62.7367626144875
84,"BLZ","Belize",31.5920518238094,31.9415178151288,32.1396864546582,31.2813552727257,34.0554899514299,30.0988419319965,29.8440937666963,28.2553460448186,30.9344340806417,32.6864237267355,36.2394923181639
204,"BEN","Benin",14.2354090500116,17.5466853337782,19.178809822245,19.3757936907854,20.702852861331,23.6509402643793,24.2194018697938,24.9921921475117,25.7563083327053,26.7161298071335,28.1162723572134
60,"BMU","Bermuda",63.5506872340505,79.5809024682362,64.0610283757029,49.7237936674824,38.6694198109321,49.2612951171123,78.5479794756694,70.5650778515584,89.5749074019082,99.4603605385908,97.4798466737047
64,"BTN","Bhutan",5.05643345396932,2.23937757732674,3.64916343953272,8.13266723628809,9.95004368229463,18.8475060115865,29.8930325210584,36.0077857482274,41.1714475361429,44.3804005137884,46.7230679231833
68,"BOL","Bolivia",18.1770257073469,18.420349783308,19.1163188422603,20.4489386772172,23.0013528537298,25.8970343633683,29.5926212360447,31.812233599473,31.7326198911165,31.1866522703077,24.9505464090238
70,"BIH","Bosnia and Herzegovina",21.9756167395753,31.6206698846497,30.2287906841875,31.844798231288,31.7425843167529,34.8390561718571,35.3654122448198,34.3589993945763,35.0664026191647,38.0830954153849,43.9173842197104
72,"BWA","Botswana",27.4192517871444,30.6517035636003,32.9799440051225,34.8202161412442,32.6272948661904,38.3995675260472,42.7964650500844,43.8884915769809,43.501975718164,42.4810221712295,41.2233795677468
76,"BRA","Brazil",27.3721420319609,27.0016229482457,29.0888058862355,31.8992862228834,35.5287562814118,40.4187942993164,43.5366623505485,44.0636435790051,44.2175652375965,42.7809449655639,41.1881173660852
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",32.2436681699441,50.4751112346371,53.3700556236207,51.0275121619176,45.0729887352812,43.3714407388971,35.8066645957285,23.4841149254775,11.863310045142,9.78749939176393,8.09947522104918
100,"BGR","Bulgaria",52.6122060318286,52.0752262306895,53.1282772541683,48.6790764387594,48.087064030083,52.1991948917725,58.2192688445967,54.2159800507384,49.4152452061084,59.4093437947762,66.4512472495346
854,"BFA","Burkina Faso",9.22504712803267,8.69751709456867,9.12280690532401,9.43546272161319,8.93534704930657,8.64712522771104,16.1354719100948,13.6060668370897,13.6803847748999,17.5276509791415,21.4267420986178
108,"BDI","Burundi",0,0,0,0,0,4.72858958114601,10.3147541097707,7.59203661021212,13.0838083985656,9.70101086707696,9.57684533342628
132,"CPV","Cabo Verde",42.7081620570583,46.8808776884159,46.8659667018142,45.9195325250986,48.1366231986949,45.0793071516506,45.3180806925958,38.7508913566474,38.5383343381176,40.4427722909784,42.0607151766069
116,"KHM","Cambodia",20.6414282359243,23.039434459642,21.6820682395372,19.7753103530284,17.4931202800874,11.5559164798936,5.05419935923749,1.36883510501589,3.45063288443784,6.74017079374066,12.2346294632239
120,"CMR","Cameroon",36.3184530089078,29.4157903976682,26.8504137185903,26.2621162621717,27.4553450999496,27.2390682110854,28.599684158779,32.160753962024,36.8409394327367,41.4670673748193,44.0636149433938
124,"CAN","Canada",43.060664601402,42.8539281389027,43.3648778643983,41.4790420582587,40.039770436697,40.8668431048191,44.9114060020908,47.5428037033695,48.5985168753519,48.8588486378206,49.4160556882411
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0,0,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",32.427928868218,34.5211065079604,36.0533505538862,35.5303778387583,35.3495890047564,35.7685895969405,40.5535498344154,41.8737442920879,41.2136723429453,43.5326932867411,47.1699072195689
156,"CHN","China",0,5.39256049390063,13.2280588014936,19.7885511536361,25.0484302085131,29.4278045886058,31.6566863357104,31.200180912128,28.8128490482301,26.0188775930588,24.4743376730429
170,"COL","Colombia",32.9210704019534,34.2513018025519,35.6006299918605,39.2197947339143,39.5729023482264,37.6922797200096,36.6775782234405,35.0478945155741,37.8296688713584,38.7060968703757,39.1753768692834
174,"COM","Comoros",34.1593142326232,31.8932646537126,26.4364531191828,23.6829849769332,22.3488505236712,19.0975016615349,12.9239570086267,5.26684632145457,0.592243608018912,0,0
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",43.8871816252359,48.0069237832267,49.7176032879873,48.216583645366,45.1368121589325,44.2421272967997,48.0453428333088,47.8832730272211,49.0161883782104,44.0834756857222,41.6791011649879
384,"CIV","Cote d'Ivoire",27.5257631319893,23.4886953264752,17.297210574723,14.5262656573129,17.3900121689484,23.6387867427483,29.7169693867018,31.8510965638839,31.190236335624,30.1228465234136,29.2068029054532
191,"HRV","Croatia",52.9804015620742,51.0460146253524,51.315171716696,52.1151976879881,55.2715256325823,53.606444660935,51.9389560367845,50.2423482722802,50.0142489662181,48.6193574822391,48.718261840246
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",0,0,3.32870482366089,9.04401681074432,22.0200981153802,43.7011988878143,47.7294431413718,46.2298589721134,47.44134036998,50.2234959250207,53.9912820028716
196,"CYP","Cyprus",51.8838545366426,51.4011152644756,50.2535055968738,50.1684218541815,50.1584361208506,48.6567460278721,46.5068186414463,44.8409677149974,44.5052458866486,46.7614356978895,47.1779900572128
