"code","iso","country","GHO.raw.2014","GHO.raw.2015","GHO.raw.2016","GHO.raw.2017","GHO.raw.2018","GHO.raw.2019","GHO.raw.2020","GHO.raw.2021","GHO.raw.2022","GHO.raw.2023","GHO.raw.2024"
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",160.19796493794,77.8542137478228,53.8078136200308,62.3914498282828,96.6029126986328,104.920003808586,128.728606646198,170.994264178311,205.803785911483,208.898967526672,215.327977877948
100,"BGR","Bulgaria",47.3953155841849,52.5002000873272,50.8230877340139,78.6337248740816,87.1809323619342,68.8252069810555,38.1583746871512,65.2696929559929,87.8687102929474,46.5073550747787,13.6019279578348
854,"BFA","Burkina Faso",204.010438369291,200.748066545959,198.270626034563,196.426672691491,197.128648945487,196.828265366947,185.630857967583,175.468787883055,174.257249856963,166.026787741829,152.82112525507
108,"BDI","Burundi",274.747443841835,272.392647582202,260.757836200268,250.812465325867,245.274622290212,233.354796589146,213.545453450397,199.377106223371,187.353318308823,191.062936713755,189.491243904471
132,"CPV","Cabo Verde",139.21662107825,114.834325067844,113.120713161375,117.133707816871,107.313432438013,120.541926667587,119.047285090977,144.359610427347,145.620782258357,138.499577134921,130.446120606228
116,"KHM","Cambodia",197.016450008826,183.640447302859,184.23423184602,191.176374140123,199.138563648573,211.838024206091,225.217494398792,234.5172436408,232.506783756856,216.98209202574,199.252697166979
120,"CMR","Cameroon",141.408482818277,167.221954652686,181.798381311235,190.514095549532,184.688836074396,181.917376789404,171.99126609966,156.680542540919,137.870614009607,120.588163196167,111.08692681797
124,"CAN","Canada",97.6186409489468,99.7668892054045,98.8781674461191,109.634901155018,117.274683377306,113.82932699666,98.1812632514026,88.7245277361182,84.1859930571552,84.297046767481,83.7357174508929
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",167.564164597212,156.432255293803,144.342583634204,143.578018128637,146.261833193556,136.53668102436,129.214263768038,133.992193351221,135.486332750758,129.703326987595,125.550161873222
148,"TCD","Chad",246.930765080499,246.64307444481,247.792731523214,246.852542976837,242.735327757201,238.265489201474,233.30905567034,226.872076755938,220.248514933563,214.467449993502,208.404537976912
152,"CHL","Chile",185.850538228192,170.95435510153,160.821314338194,161.098795856857,160.058286746546,153.467178918603,136.717320546267,131.241760847219,132.08348939579,124.238247147325,108.478541299426
156,"CHN","China",263.061771163714,238.775007550126,210.844916825701,181.923996433237,158.9153173796,141.231873601282,131.868754623938,136.265600862334,143.97894062923,153.342646067058,159.545868375266
170,"COL","Colombia",175.930204560306,169.945824384381,162.084204487183,146.036325292383,140.306079373469,145.307475742359,148.325093359436,152.090897322985,146.501390665144,140.979825224325,137.291015452485
174,"COM","Comoros",171.954725544262,178.481373805912,196.448859548187,198.70810563356,202.363705491463,209.186447459629,220.041409656635,228.073965783879,239.226790951146,246.342411891374,239.600434712053
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",132.683642643395,112.924811606773,103.492488209486,112.384815344143,126.447128122083,134.002875259284,125.770189766457,123.570296034071,120.183232375243,130.646928507558,141.089790422769
384,"CIV","Cote d'Ivoire",204.621597675835,222.734742968527,232.953646512912,244.351559659922,240.985769095458,209.634557975801,182.960674391279,168.668424076145,170.283376360468,173.409872594926,173.464583115891
191,"HRV","Croatia",74.1888343328715,95.1124001527911,83.8782504588102,85.0225303972695,81.3012218142669,86.6923317272934,90.0025787105888,97.7197855542613,99.4220188502279,105.138133942633,104.916055574064
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",152.358863295707,147.642656373368,131.871469487481,146.158149118757,105.928840787674,-29.8426285896922,-96.9161657983313,-4.26385521909527,42.625838425288,90.4666237860092,92.3241133127385
196,"CYP","Cyprus",59.3193415154192,63.5414018904643,75.9376030632139,85.4344092770533,92.0753826535584,99.603124817422,109.873808939989,119.768735351135,121.38734674621,111.552452014306,109.692097342422
203,"CZE","Czechia",26.9134429055539,27.989480994425,38.3786730978248,59.2287816745625,72.1251597867162,67.4817762732273,55.7782835626312,62.138518692587,63.0321992955405,39.6171540579678,8.05815946899151
180,"COD","Dem. Rep. Congo",254.090261009283,270.031794893256,271.370184058235,263.291670036278,250.001029357643,225.9088521866,202.75019362872,181.667113789929,181.759123737919,185.184437048488,189.659065311192
208,"DNK","Denmark",-38.158192853905,-84.5736123470766,-46.7255198855465,-33.8746421745019,-15.794490149695,-18.3419764227262,-9.14413485979963,5.69948421463016,4.3516754860608,19.411324181894,25.5490910678117
262,"DJI","Djibouti",99.7607468186713,110.603157164612,115.163128852846,122.018101904554,140.434085892741,153.809962995955,167.87613648007,162.933205516583,155.743201621537,153.114440201719,150.20366647859
212,"DMA","Dominica",124.984457109955,120.946976646289,103.443503651501,95.9686189474274,95.9499303672657,114.395170732018,111.126187276379,98.0922941439784,98.6005501212146,97.2483339382284,99.2063291374299
214,"DOM","Dominican Republic",166.510528881539,157.029390110832,157.317266736386,160.081826845028,165.654899967017,174.652771739837,179.844516320502,183.72103873989,188.314292111965,187.901230776986,183.597025504819
218,"ECU","Ecuador",197.166682035937,193.855872586472,173.702822380552,157.643177280839,123.815468575724,106.175429261103,79.9957650295066,73.5196055323262,77.4563837555163,93.1511864146528,112.867123925498
818,"EGY","Egypt",176.599863119685,161.597752859727,156.587387124296,157.893985390074,154.783566385942,144.128599996149,131.307807079039,136.398312847292,128.73957708206,120.011046894187,116.756490377267
222,"SLV","El Salvador",63.4339768076698,68.296275688338,78.9010074342125,81.1980771639647,89.67623828319,112.758437975231,114.026131472781,122.232953182225,141.573302653352,151.155657843502,161.309854563277
226,"GNQ","Equatorial Guinea",99.5234116943404,94.3236008371775,100.459286768591,95.2580620544371,88.5984184374596,84.0980417723048,86.1055493508757,86.7789754198722,85.7700962939193,87.0382556566596,89.1855009975912
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",147.004701230764,121.758983212218,98.4579846503068,120.021271578466,118.343555188798,19.8844538330151,-95.6596947240048,-122.949862838454,-115.261380542772,-185.140131967173,-188.956793763015
748,"SWZ","Eswatini",50.0778734658489,48.3621342766048,57.4915547493457,65.1542128778932,76.9845565676907,94.8597772456431,96.8164432839609,91.6497033747695,101.860530297762,121.393925844385,109.515964800494
231,"ETH","Ethiopia",224.603930637573,211.213329772825,199.850826041858,195.469703340102,192.164293650279,192.296891666294,196.341385053044,191.174312525443,180.710833658754,172.352468863045,166.281233113835
234,"FRO","Faeroe Islands",38.5585610527631,64.5612687388054,85.7924557666651,128.410748814976,154.090846925182,161.588948606289,176.284128869303,174.021652729471,165.33116471911,157.749874601775,138.229772794283
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",64.5347693316924,82.6425487696692,101.717334459199,129.417093484595,133.031739361383,131.316719494262,139.065310456922,115.680570761676,113.582068899158,127.626564599531,121.403372925306
246,"FIN","Finland",13.9290628305131,-16.0574588660692,29.6385779798716,-10.4095793952569,-1.23967847667075,-12.5412850816379,-1.02717960497582,15.9097311258931,19.4194902687103,14.3695400078215,7.33777239309982
250,"FRA","France",28.9946302848076,34.6695359957591,42.2006601245034,52.3931503384976,55.3469631387969,52.5783560413397,38.6286988162741,41.8016625564521,39.8558208750559,33.040213142027,19.9598781267482
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",17.0519612610214,78.7420724837509,102.938364996027,87.6450139446955,79.7146015329671,87.8713073950356,96.5918864797076,96.3188452958163,98.2003548257896,107.985553501426,118.685052774734
270,"GMB","Gambia",185.247063561794,187.434490572227,186.396178200466,171.536263904508,153.23940518931,149.852152406399,152.232177460336,134.309810560169,123.222705066555,114.488619301374,115.534175556069
268,"GEO","Georgia",201.52875174331,201.706488012182,208.653838564655,211.21807519787,192.205658227351,174.513811293452,147.35142745415,136.802517762554,141.181275035286,137.979296359715,138.841040878288
276,"DEU","Germany",60.3728615880747,66.1935958893586,77.1621004815381,79.3674994296984,80.3582892263487,57.2805582817346,31.3213729781789,22.8464178009579,17.2456981964303,-0.764394243719117,-14.9575823153832
288,"GHA","Ghana",277.908736065114,269.622206859376,270.222679020786,257.011236916445,245.40897872499,225.120518434219,211.857479129697,208.586788804196,206.789101464557,200.834450806807,191.505387291181
300,"GRC","Greece",73.9832138551167,87.85352975572,84.748076907217,76.709562400435,54.9192369121347,13.5647781624329,-3.93953569883591,-36.677712565482,-17.7108436765598,-27.063434755416,-15.9594628247959
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",151.219369513322,143.156678410658,130.742922261916,132.381483312372,148.59205457348,161.625463478647,160.666356791624,151.012991758649,156.918049388909,178.724628121164,175.080439513867
320,"GTM","Guatemala",165.262092150009,183.396528043624,202.474698036749,215.928749248711,218.085456766259,223.13044518959,216.0033663483,200.644715127725,185.141092871897,168.697847525369,153.747677438911
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",234.604698724343,228.495071427204,222.996634024185,222.850881227005,224.632083438913,217.938659392386,220.414990776904,218.06066455506,212.770226222855,203.407367271468,189.56109668831
624,"GNB","Guinea-Bissau",209.425817594055,189.64728582964,176.654606461052,160.803468076389,150.162672919266,146.666693670398,149.97311534333,150.631999343794,154.03776988566,158.021717454586,150.32252577384
328,"GUY","Guyana",198.025559018302,200.958705367334,186.681829908204,178.585447142674,166.783030826994,170.247167068458,186.722848664601,202.750524601075,220.390906260825,250.328684232089,272.985588027901
332,"HTI","Haiti",182.162196920536,178.059434075056,174.179173051717,170.113810087526,165.494300819959,156.412578184614,145.777104804283,137.793777473564,123.037653476355,113.46321150132,105.335316567805
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",189.971665260999,180.677685201719,171.495849630072,164.861497742427,158.072325238018,153.590493621446,144.705294822115,141.023939149612,142.514041715493,146.532210626321,149.93855222365
344,"HKG","Hong Kong",117.34237163675,117.888363699978,114.880016754821,115.762453683693,114.21789745343,105.467382191837,53.5126391995758,25.2744368002874,-14.5503631592308,-11.1020526313315,3.24366038470782
348,"HUN","Hungary",-30.1659203160349,-2.06286713606433,26.8968663738893,62.8463259632217,92.322835771933,105.476118046501,116.271171142662,125.575583643319,117.180279987952,87.5470552818879,60.032516288464
352,"ISL","Iceland",129.715233819402,100.00769512661,75.0618561345787,75.4742460264978,91.1479565170048,97.9066270346448,96.333705671234,95.4881522525512,95.2095887071009,89.6662277443331,92.7712186893052
356,"IND","India",233.682361160274,225.223014505339,217.121370319428,209.885349482643,204.069724690649,199.283776848855,185.18545152598,171.241193449038,167.268757573921,165.715875134038,168.28495902404
360,"IDN","Indonesia",249.853725351388,239.011494799418,224.53650102381,212.356330088656,196.755232159964,191.259905396268,183.852511117509,180.989644593069,187.877135696817,192.271356953897,192.965680136955
364,"IRN","Iran",172.991016378619,162.736316468181,162.118866819029,164.191906401854,160.84664847699,158.6855290565,159.298634923753,162.296924069884,161.564433498823,159.416538883279,157.979629174596
368,"IRQ","Iraq",266.315398605658,284.814537197164,286.563650277016,265.704369414126,256.379891741196,250.121863930795,237.874232130365,209.804135620335,197.504428302041,189.046016404225,173.665200955069
372,"IRL","Ireland",12.6639520785935,29.9199284746827,58.7590753125138,78.8454383114424,96.2995345518124,98.3197754621381,93.8052833233621,87.4018067782233,81.1369520623513,64.8393258419583,51.0183150704495
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",151.673153351292,120.671134208448,102.454470951204,78.6478754348859,79.3492139538513,66.7316337094848,70.2956663892806,77.24471035323,109.548089831686,105.411497937289,90.0335923464499
380,"ITA","Italy",78.820257652205,88.5298395286562,85.1209662932994,67.3690237138081,46.5843824563625,29.877338784683,43.1259628417506,49.0774848523354,69.1860771605345,64.4027004500401,52.179280284951
388,"JAM","Jamaica",70.0218193720498,64.9661714372592,70.3741729779639,61.1615195875042,103.195222245799,124.916097331451,94.6049674597676,87.0775056859494,85.4912273483686,97.7766190282555,99.7030940082805
392,"JPN","Japan",99.8419199322436,100.535579541865,96.5010631603701,97.6912330794929,83.7017099279254,54.8354751337914,26.180009674886,20.3834709077322,20.5844367988464,24.0952680199498,26.4832632130957
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",182.562273140242,191.658172507828,190.762675857087,191.907395615399,185.764695509121,172.958558902365,136.253136441367,101.723564792069,93.5060910349746,89.7670780802745,98.3458792410961
398,"KAZ","Kazakhstan",194.615691685119,195.257283117209,198.163192706627,200.144438341845,201.654692619847,186.914491763854,167.554895100038,125.398520126817,96.984037641324,76.6146963203164,77.3176275742647
404,"KEN","Kenya",222.607355765382,182.982163001491,142.579882782322,138.154456356828,144.376541104952,157.571252085518,182.090343740663,198.007769646598,197.028375681584,187.338041196385,171.257054099579
296,"KIR","Kiribati",160.579395040363,157.034120689601,155.331190696005,169.196453038866,175.022459486218,171.645586214657,182.528383015551,181.51918672002,175.766980891644,165.031403036217,152.526901146012
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",142.224807314373,139.920904166287,152.86060407383,153.709643105588,158.105198442698,160.595339152648,147.716474330369,127.119716386351,151.724716110007,159.693987126482,155.52457833534
417,"KGZ","Kyrgyzstan",264.835142964637,263.228220195916,245.682429442673,225.690412832819,215.349649338524,197.156971412036,154.418467812759,135.888089903186,140.449185885128,140.607392107003,146.388057950157
418,"LAO","Laos",248.697498686269,252.174013087693,277.097448094084,314.567319925058,341.896472974401,359.431819364171,345.079730812894,308.427588324984,279.583673259204,243.266971596565,204.030824955201
428,"LVA","Latvia",81.9394245851252,77.475806254,80.996205106163,87.5812977122301,102.474216888287,101.53123096425,107.943429549728,108.586555964268,99.3376505344608,87.4869496087404,75.1602556658675
422,"LBN","Lebanon",245.001486605476,255.113136130421,247.496507996264,223.721072543542,209.602447666244,200.352247636374,173.485974141248,122.732573600505,93.2856816615095,91.9935985511285,91.4554818922885
426,"LSO","Lesotho",134.486333321328,109.741402828478,82.267008667685,80.0769806307826,63.1966958489703,48.4653844554055,13.6305017935936,78.1270815786906,106.817122663,112.174593132741,122.05195702712
430,"LBR","Liberia",220.914671513799,208.005830511733,202.849297798962,183.888389062709,157.472413046533,150.033253375022,147.48905865898,145.648765895561,150.476507862461,153.717347383637,151.916446073411
434,"LBY","Libya",63.8238037135078,80.1872918085331,86.5804999302227,93.4898469954169,98.3357990457066,129.493083851878,101.359857761399,97.0364882882485,120.300947035023,127.900495965647,144.584238059431
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",97.3511568532081,89.9194034258726,82.978676564023,95.2301846300333,103.402813967821,93.8929952869059,89.8279042978904,93.101161219268,87.5356697506238,69.1101430581094,55.7186877835891
442,"LUX","Luxembourg",33.0820989223463,24.4042915640168,19.35021735089,19.4668357572157,30.1802140974541,37.298606889059,17.4671530486136,28.9602689447337,12.4104993165027,-4.36070831523876,-5.64690131943855
446,"MAC","Macao",-27.4948871216892,95.5526610786015,132.71093203918,174.683333143084,127.825620627061,148.081827663605,116.547392399412,61.9565485481226,-4.29961449317899,13.8395641142653,34.190695226203
450,"MDG","Madagascar",160.985507300819,158.508732778794,153.146346719623,149.034990859589,138.121636449126,133.566119314454,130.870170394551,130.483114853503,134.403263790945,135.59091951071,139.12126460259
454,"MWI","Malawi",241.603169177177,234.037096546593,225.966587625127,220.418779385651,221.654359176728,230.847027836118,240.171052954177,242.566776019124,235.789698660176,227.299994340728,215.475770494592
458,"MYS","Malaysia",209.714727151982,208.59712302339,196.067012057306,181.285859864727,179.264699516349,178.025388421231,168.427398798208,153.79120693928,143.481892576459,142.955730570025,144.644866910076
462,"MDV","Maldives",282.320497154394,275.580207994041,267.778193294813,264.226386699971,260.32800497954,261.932682870515,267.745632889016,241.258756776207,237.057840351197,228.87327062515,223.478193888388
466,"MLI","Mali",231.773254712469,231.251797530206,228.788554825103,233.56921717784,238.389583028971,236.81785257977,231.566951086297,224.945096531638,216.718302613564,201.89398152345,187.78514917343
470,"MLT","Malta",76.2544847923419,-8.21596341704674,-115.731190108966,-128.687783330742,-134.910304920426,-117.974027115965,-102.88567020204,-66.2711024408702,17.1265696620785,76.0941829103005,129.452768459407
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",178.877873656783,186.676194724891,195.310760661441,196.88598353749,195.224652931389,199.071252753738,199.721054652438,195.037379532737,189.264306170542,179.002834940067,169.333920874982
480,"MUS","Mauritius",192.72741589416,168.467812127264,166.450227870308,168.29947911141,168.271565971221,162.477512455495,146.262010547436,128.728196005506,122.653454009677,124.673233997508,130.60883551069
484,"MEX","Mexico",122.40074036622,115.967355770789,113.950112045255,108.328667688992,105.663353699919,98.6698370113467,79.8779723341954,77.9817040793732,83.8229477638453,91.4211507954128,98.1339036988675
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",110.259662150872,115.19846130222,127.699230540988,140.808525288998,155.807923192456,148.021834920567,143.098699741818,148.462579405222,134.296510347493,126.328090431055,114.999862672281
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",402.546552132764,386.949176423326,319.728023480725,284.567346403741,267.065483224314,258.840282100117,239.584929664922,210.276182813859,195.087371841905,209.05430694474,213.411274886738
499,"MNE","Montenegro",90.8405952554958,87.7504998346856,73.6948405810889,73.7148538502825,120.649212652136,107.205013259885,126.803925594459,140.148307566445,141.641490132977,133.936038034129,119.129332327165
504,"MAR","Morocco",185.986361176769,176.594423620915,166.392685036161,160.923107105493,159.106010833582,159.806204406946,160.051013094183,161.558628576838,163.717583965725,159.651509260508,151.767433728916
508,"MOZ","Mozambique",290.247345144497,332.855297221396,330.049631281831,328.095775377763,306.49218463046,285.885543133161,228.672595854299,185.290941202927,171.505733633065,159.444555409893,161.677374564406
104,"MMR","Myanmar",131.753030499614,134.454859515393,144.923622250439,160.004407076721,155.339617994848,142.55773407761,136.161470385744,122.939433919674,104.594804349068,88.5714280352671,73.0441224952001
516,"NAM","Namibia",137.244547343937,163.895460523588,172.443006018177,167.556090225289,166.91359242895,159.846736807426,137.942524223734,125.968435460196,135.84428923808,139.228110426146,148.120740667842
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",198.205611476357,196.275217455759,191.371481050692,194.021220371766,199.002909531333,199.133901819989,197.27113443075,195.290141361746,186.211536427581,169.64023053714,141.84005185419
528,"NLD","Netherlands",46.2290702986826,54.1476383863035,60.5239297440008,64.381556731123,63.3059974468607,54.8138531628714,46.5201158033355,40.5142376814943,18.8378699399243,-6.46997897885743,-26.5143343346154
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",90.2903921488808,93.0723079482996,94.1136579476723,97.2622926791909,99.6471534546757,98.4016218611952,91.3640051101276,85.463107758738,78.8328659387261,68.9535504831275,66.8895778928733
558,"NIC","Nicaragua",181.0817269723,188.858961321902,197.203664127584,198.842780381715,188.716483428092,173.70354693778,155.456304737411,146.663199467251,137.768323598782,129.511154428178,123.654965311173
562,"NER","Niger",214.947261613669,217.358978488916,217.920787424324,218.420512958452,218.631429964657,218.883833330006,214.527176609238,208.979575121384,204.789094466679,199.635665099831,188.469424500424
566,"NGA","Nigeria",133.582890625935,156.108985829968,156.597897445059,139.156913586219,120.662292378345,104.909441508421,98.1815443368395,111.740986809932,109.700561946074,108.883796582985,116.585884520748
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",50.367188251453,26.2659353483825,6.01387643577521,21.7231995105884,26.039442058696,47.6759484421861,51.7885783089536,66.204406374485,98.5584825579052,108.96001270835,103.993205020869
578,"NOR","Norway",94.8661516934702,93.6278953108381,91.8304506189043,96.2086923101962,98.0616526950299,85.7968054236566,79.6369679879676,72.9170738889152,66.4734532644901,57.6120653231097,48.869671992355
512,"OMN","Oman",245.332090756274,235.011290779692,228.038761714417,215.225796382238,201.007239808409,176.652609222405,156.061078608686,144.345013234625,145.448967565933,149.651189026691,151.565724288526
586,"PAK","Pakistan",167.731708737099,153.753167429293,157.216693086712,174.828739837882,188.447528426455,193.70749431142,193.328629844314,197.738688939796,195.203903327124,179.920754907607,159.447071749877
585,"PLW","Palau",67.7807552388951,22.3675407508482,24.4127855577001,44.8229490227801,29.7020486017311,36.1549014666706,39.6418084145483,56.1652849736704,101.087462756955,106.027763683058,106.890831479596
591,"PAN","Panama",222.743698064625,215.444333886314,203.982535574498,175.549494721721,132.05754508121,131.335470036177,83.3045096526189,93.7016677684721,106.970378964926,132.61003008137,152.47494932326
598,"PNG","Papua New Guinea",23.3791048694605,68.5465593249028,123.785944611268,178.490856357038,225.889220467791,240.802362206167,232.394814388395,224.359978458297,195.700175159762,166.187971875711,156.222257338866
600,"PRY","Paraguay",244.956972623824,228.208818978877,206.647942461998,190.097670242205,169.194378566638,153.26329837594,145.091041276549,135.3287212916,120.922506184717,106.420546404457,102.588307223994
604,"PER","Peru",213.14648865062,209.252404228693,192.035564879093,186.208921940277,177.430787752767,174.666474657609,159.87298657226,151.740089815654,156.498355591463,153.666372586307,158.877570677754
608,"PHL","Philippines",193.855270645792,205.455806428512,208.463035600121,216.826838810825,227.349408399767,228.327072117192,222.141056452771,204.531260193087,189.070627922034,178.493502003396,170.452921036125
616,"POL","Poland",76.8193034152711,69.9162556819929,79.1477849772179,93.748849371507,102.174809497664,93.4758645543096,87.3487564156827,96.8966387615717,95.9128753805084,79.3038891629671,55.8323610905347
620,"PRT","Portugal",49.5387822015418,84.626033655471,92.8233293705153,97.1030256181865,99.345010108986,106.123807819949,93.6385398797983,73.8468578126892,53.693578690703,25.0887210698185,-2.29940182926532
634,"QAT","Qatar",269.307281308046,246.523869522885,233.505418428851,216.787373935384,201.784027576234,175.788545094037,150.191489552264,136.788456257282,141.27635937791,148.683278359435,156.155508651811
