"code","iso","country","FGR.raw.2005","FGR.raw.2006","FGR.raw.2007","FGR.raw.2008","FGR.raw.2009","FGR.raw.2010","FGR.raw.2011","FGR.raw.2012","FGR.raw.2013","FGR.raw.2014","FGR.raw.2015","FGR.raw.2016","FGR.raw.2017","FGR.raw.2018","FGR.raw.2019","FGR.raw.2020","FGR.raw.2021","FGR.raw.2022","FGR.raw.2023","FGR.raw.2024"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917293011633968,0.825151656863107,0.750143154018273,0.731509957274019,0.773334118472717,0.849852960710989,0.83992172398792,0.18793618546609,-0.362799038410034,-0.610717209114043,-0.737431775492917
8,"ALB","Albania",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60148506039748,0.683637484575208,0.831088238812692,0.930243212439472,0.966449026619013,0.987506894190159,0.950152954588942,0.962936768922656,0.966956591879311,0.967109182442276,0.967173113268388
12,"DZA","Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985953204913502,0.973554056114671,0.962459044259285,0.946532735832688,0.933736443927742,0.939770231519782,0.841152139093807,0.809250992224057,0.822797403940376,0.847540465109973,0.850138438703817
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960305178002041,0.874736467981845,0.771811419794629,0.704720769347372,0.631577371813495,0.57121747605897,0.327227309425621,-0.0305572948906984,-0.225044093164498,-0.157573749994481,0.3461364907137
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145535679257036,0.329319423225815,0.618384071904894,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335940641711943,0.470107900616688,0.567693184935424,0.569251652532887,0.452507037189021,0.142642410829813,-0.601604104475534,-0.575204097746913,-0.321051095533572,-0.117642558765913,-0.0805420952129552
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815232854718504,0.768715947794691,0.746240908711855,0.835273959335323,0.914541347481042,0.957867647719968,0.932689599745365,0.943438665175373,0.946760257683714,0.94101230951547,0.945368321055388
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969445182577609,0.978209122643063,0.978071426423688,0.990766393794067,0.976537039045795,0.975556463740682,0.977570818171098,0.975233379141669,0.97327082351271,0.97146182703562,0.976544201008209
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336142887968197,0.839143837116473,0.944714939911144,0.937780241140514,0.927107593615063,0.832098786867629,0.775894543246516,0.306255878511283,-0.361734033084053,-0.641145153841527,-0.743375336985579
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951708100113568,0.932033095622183,0.884547043524394,0.780182065138106,0.788778336146672,0.809815246893528,0.681099938111352,0.634141800989393,0.670008817466806,0.741945153627646,0.836911198900342
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166818735882396,-0.0962529922272195,0.28546391764164,0.828758261670445,0.894306425519888,0.922995597382339,0.854197487761883,0.856549724158306,0.893107352064176,0.907830559979258,0.911775190496642
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954619767986765,0.926258530782348,0.914663049838273,0.928386334418466,0.951318051497779,0.977557080487469,0.988618476670363,0.995974818784708,0.998623921021343,0.998674844062016,0.998740234587021
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.872069536975137,-0.79970768511825,-0.632712934859966,0.857582301950717,0.753440460879728,0.533313468536679,0.599061775241117,0.719039054745094,0.476649463429571,0.590139656533654,0.79913078831787
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766063154189801,0.80893662515143,0.770525384200236,0.824420194486993,0.660561701958941,0.280614156964271,-0.130045189182805,-0.558816587415616,-0.781087961319163,-0.889110888340062,-0.919952465778615
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974146044426238,0.931196319442718,0.895677510325792,0.909466092015937,0.936820062008732,0.965176427034891,0.980709670297648,0.991795409584679,0.99469052166685,0.99312581786505,0.993430193373044
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985768285361703,0.982652987970438,0.980054030532336,0.98171869609914,0.9842553536897,0.983988541471519,0.822954192340067,0.759237833487247,0.72854568955482,0.701193694357812,0.644830967937591
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.715981158288073,-0.756474627396854,-0.674687508792063,-0.652918273335985,-0.742504160046646,-0.538007810622472,-0.408599829990127,-0.0381123412447224,0.612663564959402,0.793078436093125,0.988559177142791
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832807164129594,0.748221784541044,0.779665733529983,0.822107221036287,0.855584169074129,0.918003128711282,0.830874477725288,0.85811226603057,0.899392123928962,0.910795570375988,0.912005342781148
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974971579782017,0.918143813737457,0.75234398361197,0.571788464852652,0.428520986718537,0.120543510817955,-0.306746118590739,-0.282499631189109,0.0452776144665976,0.508767296559224,0.836076460962298
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37514761348699,0.410414712959887,-0.50921046272263,-0.503019554707745,-0.551453752893167,-0.410090203802039,-0.163524625388316,0.0490678347827008,0.281532644761514,0.551282632803182,0.730962842504831
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721243299363773,0.730008555186936,0.708472820528617,0.588896811741076,0.565319820380933,0.642539394634999,0.632993846101156,0.672821918119306,0.740814063501812,0.80015135838997,0.943298556181038
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93508659437269,0.892747070187548,0.872269317758289,0.89302353936932,0.927285305219253,0.969271890246423,0.984024477020596,0.995005495209904,0.996330099897504,0.994479342757253,0.994682053250156
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952879079522334,0.86990231867346,0.821360994294044,0.838605216568546,0.893042191438626,0.948913624876545,0.968330277294391,0.984243712730237,0.991158945427936,0.991937292468042,0.993492609569663
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965561816673618,0.93779087732477,0.925658001007262,0.937672726496306,0.956162753239607,0.97730474584676,0.968571514265679,0.962488815663676,0.96473814538987,0.968622436577533,0.973552771882277
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.364181844651052,0.055368538580476,0.556034178651637,0.846443026600274,0.912687549392741,0.942718599391537,0.950714983418889,0.962944281665234,0.974697906723239,0.985233954278833,0.994892023943136
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363825340724256,0.358897623799023,0.454293503918198,0.91035562627103,0.95879110887978,0.958394120380983,0.942139962117927,0.734382680304102,0.21854039718307,-0.44195692251107,-0.6591667960852
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.124111763045723,-0.478222212230743,-0.547711903889608,-0.511375189777145,-0.427166138207097,-0.294809656002758,-0.123493576964879,0.158513262199563,0.965475726301896,0.943920349093872,0.937729808804761
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872859698660836,0.846598760524926,0.711432007200048,0.590296235369667,0.593717839348148,0.731582711570311,0.792566738503713,0.853134438910836,0.877384273886842,0.896467479465334,0.921257107107543
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89613009903495,0.900410812437228,0.901459830779606,0.895270099050629,0.892377667653825,0.869058201481327,0.667727346786468,0.80213061355681,0.888662896330691,0.896838042240931,0.905427985077546
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9359643282068,0.92856623165435,0.936047221369119,0.916962617231758,0.905751919428581,0.907303603712812,0.91362063755599,0.922500074107436,0.922869477712664,0.938979952781187,0.998113944623843
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954682333847852,0.911461339281619,0.866675536601861,0.841949909633005,0.844338265499475,0.889964379844798,0.81337571435776,0.861559270669301,0.889868836522274,0.90056681578589,0.910678367067262
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54619381730767,0.634944202208922,0.531539806753353,4.71888763966219e-16,-5.78965360027962e-16,-1.0555613095955e-15,-2.00605619978882e-15,7.9743648736935e-16,-8.35749186912448e-16,-5.48145196991768e-16,1.58084896234195e-15
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90538529462035,0.880641700357301,0.889070447849168,0.906944897200547,0.916670832630812,0.950475481470461,0.915571727392035,0.940600812924829,0.954761219455437,0.957825538792425,0.955630426971911
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952046829941151,0.96715619990443,0.953399186557369,0.956720842763379,0.956312203425963,0.966952488827839,0.959259284180546,0.974563059645676,0.989899299648074,0.994131622897077,0.993081792607439
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.466210785243204,-0.734438361092658,-0.575740419543064,-0.021986106348015,0.723688878376912,0.891680186061827,0.805684249603134,0.879607397795035,0.891522609437715,0.907818924622416,0.917062420396202
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00198665272853777,-0.341453727206613,-0.406809429581093,-0.0297319840755103,0.475834863359364,0.737926974134526,0.868086231703994,0.948519385846026,0.97145729432508,0.975256580862078,0.976185570616038
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822258650105642,0.844345713265822,0.844722129246872,0.902376218389764,0.952655643571913,0.942162604199424,0.95378891407899,0.958109461068834,0.929265091683858,0.866117344485726,0.672146150140782
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94726575973884,0.928427021137292,0.867054340380757,0.852041642612666,0.86804179974258,0.888494023496166,0.900267993064922,0.941452527271771,0.96938633613515,0.957124861918232,0.953211552647515
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322450341786891,-0.4110448065068,-0.639458841183449,-0.856826274012973,-0.914621475203481,-0.936826430540746,-0.930432892754324,-0.9417166607078,-0.944197598339992,-0.941327493880067,-0.937318410482249
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962827345846329,0.946336487783666,0.942557944485929,0.940411715643995,0.955798314440904,0.978853805971368,0.926037933254231,0.942100173320679,0.95593749776368,0.961918455783235,0.964886289697182
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938930910673328,0.869000747337525,0.77588672880006,0.787379362215436,0.791116906791231,0.809063879649201,0.624675109538898,0.615961012797363,0.673082388006764,0.713571489124444,0.734724228948591
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955316533909447,0.920758671839043,0.917014615422129,0.942476093126917,0.977988602122526,0.995539958018718,0.997857628007322,0.998559075708421,0.998227198177538,0.998138423673679,0.998042525832298
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846477275683981,0.892451914465478,0.887158291202304,0.896485816608355,0.907329002668092,0.94753380028139,0.808141132941126,0.854945895965839,0.879392395065915,0.892660838682786,0.903020961689867
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818833040485619,0.37646094654786,-0.372904362831844,-0.848357895896401,-0.908761503141626,-0.932530843953157,-0.973221636214117,-0.963948773335305,-0.928534397955044,-0.90112262143182,-0.884729275456367
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403254388279487,0.413056539905444,0.579961588716872,0.791024776848366,0.949037204487986,0.883663345506176,0.505482325649369,0.0595256336636704,-0.372685536443841,-0.570218755542122,-0.619099499357611
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
