"code","iso","country","PBD.raw.1990","PBD.raw.1991","PBD.raw.1992","PBD.raw.1993","PBD.raw.1994","PBD.raw.1995","PBD.raw.1996","PBD.raw.1997","PBD.raw.1998","PBD.raw.1999","PBD.raw.2000","PBD.raw.2001","PBD.raw.2002","PBD.raw.2003","PBD.raw.2004","PBD.raw.2005","PBD.raw.2006","PBD.raw.2007","PBD.raw.2008","PBD.raw.2009","PBD.raw.2010","PBD.raw.2011","PBD.raw.2012","PBD.raw.2013","PBD.raw.2014","PBD.raw.2015","PBD.raw.2016","PBD.raw.2017","PBD.raw.2018","PBD.raw.2019","PBD.raw.2020","PBD.raw.2021","PBD.raw.2022","PBD.raw.2023"
36,"AUS","Australia",805.70562603891,773.14519178483,766.38292733237,739.83063169097,728.38533631968,700.32908292733,683.86653213949,655.58186685751,634.3449480498,607.38419316616,573.02653706241,550.62404297407,528.77900258073,502.96934339431,478.3562294675,449.85247281259,428.5951829484,416.46276283047,406.60277212257,381.76813404804,361.75509769216,344.6745153611,323.39630118628,311.13116699889,303.9412187473,294.42266766312,279.16306924702,266.28633585043,254.91267912666,250.21036321571,231.92372013264,227.10740845644,225.99694030226,216.35512390887
40,"AUT","Austria",642.56487603363,666.02828044887,672.15423109337,673.08066730778,670.80492981564,675.60835308374,680.35912795019,677.81637972364,673.18358410767,660.68925759787,623.67751191802,589.18621328773,557.29190748197,520.75059449753,486.85312357706,469.4091945115,454.89880660785,438.88714143904,420.92425872389,417.76274682835,405.48430482742,387.21359698266,376.83467369426,364.7950461065,348.13662264059,346.60832769197,331.3578710262,319.85478271377,311.02096548308,298.8923146403,293.99457753626,280.78334383802,283.63790550819,273.81922242229
31,"AZE","Azerbaijan",1934.4430611322,2011.02410782876,2128.40954194332,2264.51441742797,2322.96103052313,2354.60961074697,2314.99878985451,2265.52352803628,2249.00298629337,2257.94534417413,2259.66987011151,2250.21721412132,2283.7795352006,2322.68897550925,2337.36628828705,2367.39502555569,2359.72647473072,2304.34866298865,2264.38273850303,2232.88325580477,2204.20286642558,2195.07982001764,2164.31423469055,2111.61371184486,2061.58342166545,2015.51788021982,1992.39885065367,1955.03731516723,1915.6271321649,1932.88420436492,2010.3851711301,1932.51687523533,1681.89567107168,1647.48515289914
44,"BHS","Bahamas",678.37840258143,672.35930745808,670.51972464055,667.04146290117,655.36349959311,666.90002610746,659.52190425962,653.79147025684,652.66075806077,673.82393061703,677.71715064283,670.41479567015,666.58698326566,622.09509770936,627.2696628705,621.42191130104,609.65786590287,578.00775628857,581.2913074602,577.89702775875,582.5938654339,568.28527458367,544.01310303042,537.72596667492,535.17422989018,544.76986748427,543.35522545602,541.24067138676,537.90682026284,555.07730181138,565.64014743422,670.93944124545,558.91510579613,528.25892536688
48,"BHR","Bahrain",1604.44053582626,1567.53515152875,1564.36074879319,1544.73001340961,1519.75702696173,1531.62849082369,1544.00371881153,1556.53845991985,1528.36117936817,1486.31454465253,1461.93058489747,1419.06959400433,1389.68722143556,1358.7886535294,1299.23872777865,1231.00065427356,1163.09318574846,1081.53100776545,997.15250604669,923.28040337723,870.1060174814,827.16299273861,788.05168508421,737.2254179599,691.86960206919,702.13475813432,659.71593192545,628.43582178295,629.66820060379,575.5313611973,555.34600870785,565.62637167849,561.4789587949,576.57080791826
50,"BGD","Bangladesh",1084.89174984155,1185.95202363211,1145.17387867688,1152.77788272036,1165.67965843213,1175.27297462173,1208.22432711517,1235.66117719929,1276.64166652082,1323.47438278844,1348.92393198579,1412.39820508764,1481.961320313,1567.90104687442,1644.2556005736,1725.91341128066,1777.50052891997,1779.72989488589,1761.13687416069,1782.52093132537,1801.04946451868,1861.66421878802,1975.36558970494,1987.5443601944,1988.1011873312,1932.81371991468,1916.43843608709,1859.62312521094,1854.20641719596,1779.20754427105,1693.97336700388,1801.52216489755,1776.855272117,1763.97201431187
52,"BRB","Barbados",607.14047137295,597.44214539834,600.04795575371,595.74282047296,606.47666111543,599.16535316309,594.22482775542,575.75040440955,527.18274627189,500.5635018531,488.65362303887,472.73016113971,448.6506085157,449.47412705076,420.86349522323,394.92130676046,403.05672185363,396.92612162416,397.63875926637,381.93914993068,362.90151670574,352.45778111679,343.98951875419,350.34132267484,353.21562162454,356.16771267165,357.8236590286,358.79031796164,359.03280258248,358.30108684413,364.13555240905,371.91602559851,378.90908641483,374.27752773039
112,"BLR","Belarus",2224.4667568184,2302.68896941424,2395.903216137,2573.0986236006,2686.55170292561,2755.97768484868,2800.21248253549,2870.69139965121,2949.82487932458,3003.23105727162,3004.18758239745,3035.37450812697,3091.73440272034,3102.60982324572,2992.71699795256,2895.67193371983,2885.14309131655,2837.62715868735,2815.54537770704,2840.85878900427,2853.13783635536,2738.88394622213,2640.65869150798,2544.63970667404,2447.39236016971,2369.53823771738,2304.33225830502,2250.24512017121,2219.86797896135,2186.67650563678,2104.48162116576,2076.6503429027,2137.24957665833,2124.1900616418
56,"BEL","Belgium",920.56770156182,887.55075647954,850.0234613117,840.9631724441,808.98994423478,803.06010108285,798.12493879521,761.61528200798,758.80399379328,739.46458194767,703.60813284557,665.51155785826,651.7201457256,630.13195523466,590.04639802453,558.76196460252,523.46620136234,501.71426629418,483.42187881623,459.49922671306,438.1451225517,411.43034463795,398.03107506278,380.70791287068,356.60076211662,349.68738468087,332.41076420063,319.33005715997,305.05857213755,289.08354100194,279.22347253853,271.77162652688,274.4315933498,262.26698564213
84,"BLZ","Belize",764.90976945444,768.65341626749,780.9555362332,806.34601384903,837.62699615809,858.74825778204,898.9138978896,885.26212568962,867.45716969195,892.95367540696,939.40129007152,847.91595103886,823.57108635851,805.83364156919,761.38774684683,736.04297329537,680.4275627798,659.56580768681,639.67046671835,641.42293555093,620.58277311329,616.90969570138,598.73494375689,585.141129463,584.68845870408,586.62394792892,585.20181347872,580.46048709537,574.05400784771,562.68378568208,554.23187728219,546.46967616695,518.40634034874,515.88268682914
204,"BEN","Benin",812.45877844472,813.8422721827,808.57787418018,811.36862602471,809.07588451518,806.91924502801,816.28907556716,825.97933568491,847.01686901844,855.24764327446,871.16128857394,839.1911384068,815.19701778178,775.27109703615,734.0604694068,716.86804595612,722.25541765464,709.17018462676,734.10140326974,753.68914621622,763.98260156308,787.1738409056,803.72867788148,784.56435757982,780.58372363569,861.1593676119,815.4738143851,800.57847174968,771.57446889048,753.17308159274,748.26157691028,704.38191784435,695.43795150764,703.3404043395
60,"BMU","Bermuda",737.58033463813,715.43331487987,693.58636448514,668.06405449306,668.38339915054,668.73729919353,638.37929732251,589.26600738854,566.00176898565,560.11715444572,528.73198999785,493.7868115559,434.49263344039,410.44633935821,415.2196908823,404.76181400436,398.24688448367,377.85248168278,338.64519479169,309.21188902531,292.85318993737,305.38526451623,298.11887647845,294.99860664861,285.90011026298,282.39153052654,273.28700105012,263.78070881899,261.18266378066,258.62776309895,260.00283813322,261.62354932179,261.62354951169,260.24278771476
64,"BTN","Bhutan",1127.29974247479,1164.83028309213,1196.32538788293,1226.98534042761,1233.21944305401,1263.34020269863,1285.5012675089,1325.77427264202,1307.36152434648,1306.98571772286,1307.05117750953,1320.30558074277,1315.45608634668,1327.23357683343,1322.80957084026,1302.04454854054,1269.97636440773,1229.37023381698,1175.54014936227,1115.75297086163,1080.78236677275,1079.96172219701,1095.94085846823,1069.80915688834,1064.88424388689,1033.03350313778,1009.03679295688,971.67597549607,946.40118536987,903.96616100634,864.0007122329,875.21805213251,865.46341791289,848.90960452468
68,"BOL","Bolivia",1186.9238317318,1197.64121068189,1203.62240918538,1197.33522988238,1188.42043135505,1182.44032773149,1179.1310462011,1156.96773016969,1139.24438358754,1125.81883477012,1114.26455638059,1110.78784356763,1101.63680143694,1105.99104035136,1112.45971582355,1113.18726923603,1105.22184809685,1077.93398813133,1046.10090455994,1011.40676630071,986.34809527776,975.2603695686,977.85350050589,972.30926256159,971.4213796259,971.66468558018,971.33033764679,958.09651877501,951.35857719159,941.81474709304,1163.59389661255,1065.65737785761,923.45444676825,881.06934687624
70,"BIH","Bosnia and Herzegovina",1520.64816549316,1501.72035990984,1466.98978893513,1449.76206097738,1428.46752676784,1428.7931169232,1435.78792601074,1427.91264612406,1414.76376412137,1407.54180170557,1393.39039082426,1376.59776348051,1337.46085143566,1312.6491860074,1292.71176654095,1282.01583421888,1256.70557434302,1226.18100551735,1192.19765598643,1163.95729140973,1139.7037168894,1133.4703896124,1104.16719217189,1082.31712540649,1071.45865688903,1078.23601979875,1048.40880769437,1043.12061132642,1039.01939635166,1017.60818354798,995.94858537577,971.22525529804,954.99517924138,943.63018514718
72,"BWA","Botswana",503.40815630175,500.20813152923,501.17189619025,501.80983333346,517.54127348771,539.18127176947,563.95561512564,597.38217513373,636.03411296363,669.21881796208,699.72273623175,713.55516844663,689.25693802187,634.11742413557,577.34820851718,546.3792439865,583.97731685844,515.5340327391,502.13054224301,493.58397642326,482.83926094625,478.94068381452,477.12329742797,471.30174643614,468.0653884281,474.71635119656,479.14111299683,469.11566806807,466.1343289329,463.46707741262,461.30747710453,518.91058476114,485.7710199293,493.75430070887
76,"BRA","Brazil",888.05806529767,849.93535484567,845.47434182228,857.93165368039,838.62842596345,818.4459478997,809.65143733976,784.23426252326,774.4989829652,756.54953979288,734.70809104708,716.70145339123,700.95133442454,691.98316459035,681.43836003204,646.49372594829,634.4819840599,622.41821259461,611.76376944008,596.32284157,588.47670256215,577.31438514221,554.70091452706,539.12164830435,520.54699698207,514.17687993341,509.4076975257,487.87166158291,469.57065258655,458.25033742317,440.52663634089,439.24157980135,441.02065156026,419.6589384214
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",339.1668373345,344.76931581466,347.63043533702,348.69373459433,348.98859595158,349.99242698031,345.37161122899,341.24144581571,337.01978172438,329.47307777637,323.86724916068,318.66260515199,314.40359741788,307.48887743478,296.6594045507,290.93626318639,280.61006533033,267.17566804353,256.78150353841,249.37321923783,242.88130289828,236.00210082525,228.871553669,222.32952736865,218.12508319539,216.42276746233,212.6229064367,209.87174127608,208.39722960195,208.12310672931,205.45098059674,201.62174494392,196.21032088108,191.59699522421
100,"BGR","Bulgaria",1552.6114316161,1590.21291226751,1593.28444725773,1680.70258421867,1700.15006615694,1740.14173984101,1764.63010714924,1819.05600328105,1794.05472450661,1723.16972741009,1657.98272661023,1636.5652637917,1611.28327330781,1573.26745423142,1524.90851095799,1514.26200388628,1479.03101708736,1405.55803779394,1337.17775398288,1326.39721895331,1308.19661713989,1270.69571907015,1206.99850885418,1168.23811200405,1151.60103947618,1140.22141705854,1127.25984985656,1115.63723734031,1081.78429299387,1069.82231207442,1081.97491635048,1090.79854663619,1035.10358186305,976.85957003931
854,"BFA","Burkina Faso",580.04534833538,566.50049350764,558.04885725022,556.66632738916,549.1868386059,548.32702034721,551.78758069831,553.27456187582,561.53398364117,575.39913395061,594.38562834968,578.21339334055,580.7060819733,563.159749743,564.5893898664,571.97341530535,583.87978456995,571.88809422657,565.18389933649,554.75478913246,543.89872327544,531.37476482753,548.53359233625,526.9658920698,529.63276388835,606.94721051836,590.22695972671,575.9021473975,561.66996393663,534.67376285841,527.16260790547,494.97218416675,568.14745010705,613.23099430548
108,"BDI","Burundi",467.05440224507,470.15349583918,475.45285306485,482.82433112445,485.1000970566,487.84389564582,493.76826700889,499.94072200874,502.06326685574,509.01077168953,519.20753909587,524.04437199631,528.08595110452,531.3056685077,550.12016895551,573.13361996117,594.35906526162,619.75883973543,646.89189523909,654.94505161861,661.43102585363,673.67229495737,682.80205968199,680.26244902619,692.40883275311,698.93507416024,700.47881313026,695.60439588142,682.86345590589,682.31170597177,696.02554957903,773.51756656012,730.27159440924,754.47605380592
132,"CPV","Cabo Verde",578.19271239905,583.69400708239,593.08655512311,607.25602527471,644.84221053269,766.07627223288,683.34093099795,705.16756394535,726.5235345151,745.06207714697,751.04209613241,754.08329889802,748.27552274803,739.70957315081,732.19065012249,727.31605053867,724.06867658885,718.39573619412,691.29000319635,673.80659103248,659.52878287633,707.27795433484,731.45144299151,686.24196820308,666.23714930109,720.98237009016,689.2299234544,714.15665766326,657.25637748423,669.44888477643,649.39522503581,630.21296104673,672.25974340062,681.33735030631
116,"KHM","Cambodia",921.03560472998,927.16709471685,934.7436935327,934.79005627924,933.60448420217,935.6969281634,932.45813619188,932.9684356872,948.04736696699,942.58151796071,934.91718505914,945.1800292988,950.07359711751,951.55715625992,959.79750658971,970.01940968728,962.10471593121,971.7028627493,969.29282138271,961.64501247955,956.78848526904,937.70724783622,950.21330045675,968.7809587147,953.44932297559,959.94264022259,970.14823180796,951.72933642863,959.7317001996,965.67587215642,980.63269431793,930.76802716589,959.31296863073,1001.60564454394
120,"CMR","Cameroon",918.43599110397,895.89910254944,871.15199617063,856.56600639812,844.54728255373,842.41005673057,856.34817572815,874.00303796697,908.09645373056,939.76521446843,985.46486099956,978.03050335464,991.72829877387,970.77295048842,956.11063912873,957.66120545858,989.08078814458,983.40486067896,1019.36474512421,1047.63748199406,1068.38520870095,1078.20925356969,1097.86865841813,1084.94891018539,1074.15584047586,1164.1882231347,1101.05718968925,1075.97138286963,1068.31668547511,1055.0627922328,1047.19151410251,1040.43123784997,1049.46712829966,1077.4361122223
124,"CAN","Canada",683.47587773425,659.59302808666,637.72309087297,630.28495974692,610.47017339213,588.93871702972,570.02746787275,550.73561648605,527.36610444658,505.15445561094,479.22984227956,453.13899806613,435.00839784092,417.49299623143,395.46204619301,376.84429108657,356.12376009322,344.34198336364,332.18991026188,314.27787655853,299.62674861213,284.15229941898,275.23462339631,268.18131564791,261.20541951152,256.04985373318,248.455550603,242.66496620952,236.57342588195,226.65574143048,229.45905097871,221.91152470818,216.57241529918,217.16777421387
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",922.67116533016,949.13870506368,964.04121835979,1002.35602802459,1014.33877716596,1001.60253131978,1024.43111998169,1008.61433840365,1024.93841556046,1029.91339986638,1007.79300794265,997.38678866997,998.72846143064,976.54038606559,960.83827131074,947.94171918165,942.69143073877,928.75693476309,913.10845387368,920.88293177249,960.36111306168,990.38807400637,990.04361516138,985.75405296221,971.60873572461,1005.26242229699,988.93520399658,993.79229895847,978.05389309232,1000.62397188067,1005.44357708247,988.22938826786,1094.83521687135,1124.10645135998
148,"TCD","Chad",1043.96768870883,1035.31274254906,1020.02804207063,1027.13803863328,1002.05302563519,986.85577407681,1005.72177749235,1023.67236102096,1040.49112238258,1058.97906744018,1088.33893528116,1109.29299234304,1130.2657240732,1132.51957309347,1140.31674152302,1151.34675993006,1148.45939635135,1147.92242929661,1144.31165629531,1147.81133836322,1162.5336412861,1181.26904654184,1198.1613054807,1170.26076439386,1154.63835774491,1255.78960095328,1213.80685878152,1191.63038988767,1180.87942121344,1163.74998699973,1174.37274525799,1120.64109842824,1256.05364239861,1294.13466029188
152,"CHL","Chile",506.56131573448,485.15925156436,473.93451963696,470.11704334394,461.78472518418,454.37486988087,438.75170609649,417.58417793999,411.20267367894,402.85163878546,394.05506287984,391.15339042972,383.39431578531,377.85070187071,366.16486252365,354.30411153699,342.68071596264,335.62460589237,317.78802910363,307.42500175036,305.36797760645,294.11147282411,287.99444520347,284.15827682534,280.27623634659,273.17194059272,261.07129704116,253.27896830593,244.41176317624,239.16203962871,228.96181280958,228.5170515249,229.69013781718,221.3313465165
156,"CHN","China",1365.85407564383,1369.11451293969,1359.09789495887,1340.79725951044,1319.36779188928,1297.39943600105,1277.38106224236,1261.17325198735,1248.78145487951,1239.04825649334,1225.85510281799,1203.82556123483,1169.92280308058,1141.00432961045,1094.70368179199,1063.62323678496,1044.11045172332,1032.74006705306,1015.96630998601,1000.96291917394,981.88629870522,971.15417306857,941.27312840406,950.91957222387,929.52792308865,927.9910528265,945.06665749071,949.54375760549,887.66405575667,811.8068333804,759.75773860929,808.08976151602,819.77747811584,788.07890292531
170,"COL","Colombia",823.21270710452,805.24220269626,800.0480348368,800.71955568599,791.04394007365,783.34540088322,767.54261589131,707.13139457155,663.08024410903,660.69697791673,650.5917369996,628.77738755231,614.56435477895,605.65284892824,603.52585073885,601.85941335781,592.26171197696,575.11142061145,560.48168914627,536.04030688238,526.80146377989,514.03610374321,505.42673374292,497.63257246303,496.84836519535,495.92973817453,487.80929722406,481.57212440099,477.08321720906,457.30104967862,458.8703672862,451.26888294986,445.46635545063,427.33049853699
174,"COM","Comoros",223.56554742777,228.05465724474,231.22060114895,233.75080355518,236.03504290917,234.71974289598,242.56471185705,236.58536513277,243.28572203993,239.99230120267,251.70315890997,246.61185264764,255.08790301393,251.99696014032,239.98344391316,249.73008707204,236.39807300814,252.47111949207,246.56076149517,236.5785847653,227.12881218132,232.35118486859,229.39024838838,233.855313555,249.54794296234,249.92698750159,249.71950064167,244.2730678294,236.45675496327,237.29853000367,255.8632945695,291.92492249274,247.0437573067,250.59865039006
184,"COK","Cook Islands",587.67565486835,605.45470610044,607.85516714884,611.26083062604,613.12284698428,613.77984938512,614.9603558437,633.39515274965,629.37320404911,630.25760488204,632.15462211902,638.2685181537,641.90081248225,630.71661871023,619.80342239686,612.13690016462,604.56507440095,596.84885854988,590.55038846752,586.35726687569,585.48024483991,577.90357517252,577.73987437386,576.34872131462,571.58763975615,569.44906277876,554.52747602629,551.51962994662,539.66037255682,522.95657049235,526.4879421018,586.62134950395,548.03596299412,539.78092211723
188,"CRI","Costa Rica",975.61260074081,981.77590491531,975.61080006806,994.08557905824,1000.89520900901,989.1547207949,979.75830849815,905.42753643515,872.63576275259,876.49183407166,876.99388567731,851.93555203255,823.87105033115,771.96358647145,755.77275517502,744.14735095399,720.41538150698,692.3026304285,674.72326298649,672.97177831185,676.57400688265,675.99290643129,674.1719696322,648.33772833342,643.38797077924,614.20538330387,594.00054360277,582.2599373774,557.97857587579,517.13343209563,511.38653139011,544.22064084577,567.92696775552,580.75806432853
384,"CIV","Cote d'Ivoire",624.63073705519,609.94695529142,605.75743258141,610.40267948418,616.97891049586,622.73543461844,640.25769729603,661.95022034762,684.06912098743,699.49475632522,722.25587556594,698.88171098101,700.42694335989,673.92507236762,668.00668444652,663.44063988441,663.64697559845,642.69327882663,640.95469357939,630.24910917872,620.71082414371,656.03527915227,705.26603797923,716.72472303698,734.23963134738,848.72140177828,832.94313538728,812.45729892295,806.63628597827,759.99412174321,779.03871021063,744.50977122604,836.94543716295,869.74879454165
191,"HRV","Croatia",1020.23878864532,1019.11696688902,999.5161746126,995.94700284625,993.17684146891,996.46523244913,971.66640602269,979.11008359775,969.54845774897,944.17931936507,932.36145813545,915.32730267954,912.68420377261,935.04857262955,881.77952750507,874.99934414658,858.73497759906,837.77995915035,826.10373312982,811.62758581428,797.56372517263,759.919492826,736.12644555505,705.9777351968,682.71021582862,673.57408524453,643.35740364041,627.16666052079,592.38735481713,571.11970792453,569.53061296411,564.00361205406,554.50418030606,525.94968085861
192,"CUB","Cuba",1282.43402136965,1268.19478036776,1280.55638951651,1295.7216948234,1291.3048405992,1293.27634684326,1284.69404594795,1230.3655656503,1196.90960432962,1156.06738605686,1101.42134981919,1061.09406219381,1018.66678711043,1003.02591727346,997.81428326578,1004.75525537086,974.18378877828,952.217062734,948.96876256507,937.54358309096,934.46029623732,888.56377369224,865.09627907917,867.84875169034,877.80218193934,882.18586969126,879.27471525656,896.81920984598,882.16787617144,868.31147335499,873.45123941116,932.6047293982,771.92915260506,786.87932583204
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",1022.10823534034,1012.75164026538,992.43658102206,984.22571303237,960.10772387286,958.65474690373,948.48138088957,945.92070299815,931.15524764484,895.75694739204,879.56380989369,847.61202461054,827.01571898758,799.32596985639,783.22581388684,752.80876194061,724.67704081219,704.17230693847,673.27842693691,644.57168895806,619.08923196241,585.44223034249,560.39079300956,533.80161340001,513.44235003578,497.43292573086,479.83541375562,465.18011732028,448.92566723638,435.43735001897,421.99592276835,409.44799833837,387.9712399848,373.85150380451
203,"CZE","Czechia",1121.37750365517,1111.769375257,1086.22484822853,1070.36432980418,1056.13335865787,1051.14413487587,1021.52220392271,994.05479630325,946.1958983906,916.87174016743,876.4612115893,856.55712487088,839.82752735939,818.28049225341,793.09515342502,769.83260510487,744.0563627488,740.95392280836,723.51229498119,709.0869092325,695.76335311713,686.54665147538,667.49428809185,640.90861268998,603.50665430779,587.50297162079,559.92995539134,547.37068520811,529.29169666931,514.63602803887,522.10141962818,502.26811092412,486.49772119444,459.71667864418
180,"COD","Dem. Rep. Congo",888.67795562049,897.96843211254,894.04759665839,887.3854943977,871.22344018001,862.70379242342,856.83543794064,852.02758708988,865.69399541945,888.36265126362,904.79507787453,912.52982559952,935.86647343748,942.47681449344,951.98539401032,960.59255087869,974.31512294505,981.26340902586,995.95433881664,1003.64146738115,1009.26096520864,1019.11336689926,1022.98749434457,1026.74538897107,1043.75537795319,1052.59845139866,1052.19601116039,1062.7500253219,1081.10326887853,1092.11618433897,1155.36206508747,1131.33752898062,1234.1638462127,1235.26944264434
208,"DNK","Denmark",882.15505080451,858.39798842597,844.13157346898,840.81377999612,796.19432525022,772.74067551592,726.7470894339,678.69073814855,644.24682147968,621.32694022319,575.73742858392,560.09323333408,529.96657114256,503.27856935803,468.64182962997,435.78475313013,411.74330907227,390.26317820109,365.69272777201,347.22884957123,325.45099794871,297.40474701178,280.4872822031,264.02980952898,248.06359318162,242.13556058213,234.53778739442,227.49738962788,218.42124560218,209.51957660107,203.07834229138,205.67415522116,204.1777858844,198.08657070342
