"code","iso","country","KFC.raw.2001","KFC.raw.2002","KFC.raw.2003","KFC.raw.2004","KFC.raw.2005","KFC.raw.2006","KFC.raw.2007","KFC.raw.2008","KFC.raw.2009","KFC.raw.2010","KFC.raw.2011","KFC.raw.2012","KFC.raw.2013","KFC.raw.2014","KFC.raw.2015","KFC.raw.2016","KFC.raw.2017","KFC.raw.2018","KFC.raw.2019","KFC.raw.2020","KFC.raw.2021","KFC.raw.2022","KFC.raw.2023","KFC.raw.2024"
4,"AFG","Afghanistan",24.4649744101876,21.2995983227409,37.662078472387,17.145419337246,20.9191889917882,12.0804429145573,8.95847686444877,9.5825476298893,10.9729350944227,4.9486488302973,11.434935734388,7.03923086609373,0.369214139253471,0.307760671972655,0,0,0,0.63272925407335,1.01110386442274,1.13869642105902,0.379516743198784,0,1.95994685861111,1.00950028105035
8,"ALB","Albania",707.460729083124,136.047460717953,108.698606485488,409.82528601021,105.089320578194,169.871568016558,835.534676381717,399.237078376128,168.881326627927,94.2178060969529,114.734397421951,365.94222800042,185.625007808808,54.1744828100325,31.7837772593423,227.924044302849,128.01578629171,202.824753990293,109.41529012245,149.943056449385,234.928295769996,258.059729195692,91.2284271730533,60.0753351644053
12,"DZA","Algeria",1049.96533134852,1009.3060038191,1739.72903880188,1803.256897677,1389.8870201822,2002.61964139554,2616.07269769902,3967.9553482101,4957.51387966416,1076.54696287797,3743.63093146835,5022.68147947407,3377.81161446155,3904.1333306436,1940.54101698012,3292.05947251828,24981.5257737437,1833.65429012832,2191.10906492976,5638.59652123948,7870.2308656817,7565.04496246033,5168.50434632421,1475.76366945112
20,"AND","Andorra",1.65421294770616,1.19789761721354,0.342063642126735,22.3607048458811,2.11050484672526,6.6245482711849,2.16905929217881,5.24786348720268,2.73920322363498,1.19764785603733,0.970243445848523,7.98267068367403,3.42118171509547,1.36826045550347,2.16778333332465,0.6275108286263,3.42216039471354,15.1166464748372,8.03998279296006,27.1518150952278,2.05347081577039,15.226936491046,5.64594455555771,16.9372324885004
24,"AGO","Angola",7146.35145749554,4194.57272085134,3434.17531441056,3502.82601379537,4500.82883323006,3302.26584850469,8717.10564088294,3918.75763672283,8382.12325048633,3956.36772505182,8536.61156822891,6178.56042219505,6120.86020459375,5888.16441520404,5960.58065880628,7932.21794786201,9590.44329920593,7250.05363414054,6550.71280320187,6914.04829855964,12101.8178561934,10065.9726378931,9341.90103093215,9074.93623944906
660,"AIA","Anguilla",0.146327290275607,0,0,3.43865240952798,0.219487855868055,0.292649550352647,1.46326078349609,4.5360728052322,0.658453090405815,0.0731636451378038,0,0.585283392775607,0.658511174148219,0.292650574700521,0,0,0,0.219474815132378,0,0,1.68278169644097,0.219497195673828,0,0
28,"ATG","Antigua and Barbuda",1.39868897714844,2.8682509486914,2.5758684280881,3.23862193824544,3.60766279903645,5.00641554179144,0.44176678830295,3.09118699288085,8.09377172441188,2.05960193943468,0.88267936056966,1.10336988321723,1.32470233047743,0.220672438231337,0.147207344567057,0,10.3555811164073,8.52320324233505,0.0736119243337673,1.6198613870204,0.220849079595269,1.46841524877929,1.02786622414171,4.04911781834092
32,"ARG","Argentina",12835.0713050094,8792.87774174687,14061.6770572121,20814.4002387604,20778.4563738597,30093.5576343324,24118.7025511839,34799.9555407645,22781.1310970367,24592.7076100016,24053.7428749089,42832.2083577627,33978.9379483477,17123.7936982897,16841.8192588168,17864.805675791,17858.8855488368,9121.69698596046,8945.9921223646,17796.1567981725,16563.9616621704,33343.4992392503,18172.1582075727,13942.655097889
51,"ARM","Armenia",25.4843255691319,51.7766704916471,118.195461299789,12.3398918678559,14.7780877462218,28.6389676596701,22.4839118580881,21.5446459533572,60.4722089150932,25.3831973791297,27.0691199570659,24.3729765854666,26.4345257439084,10.165842610714,0.413258491414929,11.9844705801823,28.8702729613194,2.04571468535156,0.414575120069442,12.8808172206706,1.34698813932509,2.24547717249565,13.6231909735199,15.4741495076345
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",26540.6793868165,21487.7449865668,87222.8167998392,11673.1582788693,28163.4851248929,34483.165658387,155824.52187673,69535.2967500343,12386.7940782681,9906.75191323368,22762.5985067702,10968.5677521602,64144.64077013,44375.8047021176,35322.7967579133,56516.7216476045,30337.7168023342,44591.8868249127,328700.077643473,552295.394832894,37054.4344579708,10066.1287064448,37377.7269693505,39832.3047698668
