"code","iso","country","CHA.raw.2005","CHA.raw.2006","CHA.raw.2007","CHA.raw.2008","CHA.raw.2009","CHA.raw.2010","CHA.raw.2011","CHA.raw.2012","CHA.raw.2013","CHA.raw.2014","CHA.raw.2015","CHA.raw.2016","CHA.raw.2017","CHA.raw.2018","CHA.raw.2019","CHA.raw.2020","CHA.raw.2021","CHA.raw.2022","CHA.raw.2023","CHA.raw.2024"
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000688797929163099,-0.000122895391350514,0.000158736831932238,0.00103916955581829,0.000552305304422074,-0.00148409904359048,-0.000786339830736282,-0.000933654613387125,-0.0040741262650863,-0.00750461165832128,-0.0103131070213089
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078023233441129,0.00819391682966986,0.0108655372499775,0.0132966835130632,0.0166650098427843,0.0183617263384046,0.0191451511138723,0.0197156401863485,0.0209056252154054,0.0218892834999771,0.0217975809060076
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110762696942666,0.0107182137742876,0.00991479165486298,0.00613122511006944,0.00499590056426025,0.0037445344449816,0.001393288269163,0.000851519679008499,0.00129800865384304,0.0019653949766401,0.00255486574778074
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323124183347545,0.026335785270523,0.0196955644711398,0.0177471154209869,0.016520108023163,0.0162541197846933,0.0173454974204581,0.0192101002501837,0.0209268484398542,0.021567647716183,0.0215740731018295
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0207328804030522,0.0172316540095296,0.0128570580824281,0.00577081876743479,-0.00280966575276109,-0.00634051073799813,-0.00860840953181297,-0.00984518943121471,-0.0102510289301749,-0.008786498093312,-0.00718848529215543
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00194436606724291,-0.00159187105367453,-0.00297259600733779,-0.0030400876552853,-0.00147900085997255,-0.00565351081755072,-0.012289514591614,-0.0160217904776077,-0.0172580601335907,-0.0170671613853659,-0.0156752071176169
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0146142976114575,-0.0146402841422532,-0.0135911191981463,-0.013385741141952,-0.012143344083407,-0.00973330374286219,-0.00490836031955377,-0.0021251855629798,0.00481052919695912,0.00477927536831024,0.00927994243337538
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0233868528119661,-0.0277133645462371,-0.0297658734267883,-0.011575150301371,-0.0082990702340103,-0.00832053654806604,-0.00518182620385286,-0.00535753272221116,-0.0073264372573259,-0.00824451715501172,-0.00397566575761113
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0240563650058774,0.0205959706439762,0.0139698060154365,0.0100054080980763,0.00756898426401809,-0.00542093310279812,-0.0272481556423732,-0.044784669746503,-0.0581517874168498,-0.0698118475291934,-0.0741320925369613
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0271818351287832,-0.0230280455423457,-0.0194865050762218,-0.0144668767460109,-0.0083460214711516,-0.00264370103613443,0.00013449991327863,-0.000670301786302341,0.000960619531949369,0.000671405497288304,0.000290111095497019
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386063185702317,0.0329902385830965,0.0283352195924742,0.0267186707675806,0.0261327380174148,0.0285162971830575,0.0333104473470138,0.0319143986224837,0.0303475298083609,0.0298408016639529,0.0289955314837222
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00864779470905952,0.00933548467048873,0.00915199574269021,0.00848331232149668,0.00755720216501965,0.00569049381637243,0.00397053789619228,0.00389964836800494
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0224129752599588,-0.041714601954872,-0.0544736111820275,-0.0596374260871023,-0.059494138141829,-0.0494001106991468,-0.040226426467824,-0.0306132003843238,-0.0126790686963291,0.0170073060394484,0.0200842981967311
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0113959938437033,-0.00954528894844886,-0.00671502894395355,-0.0132645890308296,-0.0133562239784445,-0.0156428071033841,-0.0153906540605877,-0.00459092411638329,0.0119593450873086,0.0277947390959972,0.0435348607603623
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00461591858422894,-0.00551228358068934,-0.00649342236674799,-0.00695643704371773,-0.0068524673871837,-0.00706361769917219,-0.00713246939100998,-0.00869907470701692,-0.0103402267335252,-0.0120378090483131,-0.0135230547999882
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0276999022037641,-0.0120980708013044,-0.00432174725351164,-0.0100925264999658,-0.0148918858691246,-0.0126160821378034,-0.0100588467935718,-0.0106326758246884,-0.00840134098566492,3.65107876412196e-05,0.0073470799150821
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0262470054679229,0.0267799871253926,0.0225420639127549,0.0137412991672585,0.00358448422085411,0.00291597821245615,0.00415028809119414,-0.00576898668511416,-0.0111332609905668,-0.0108263231761476,-0.00748623624038147
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00816392601429983,0.00917774611730704,0.00887936281977852,0.0056845554400935,-0.00010897593842144,-0.00697139805690594,-0.0127514303808691,-0.0159328798228753,-0.0144519514308714,-0.0112350071214948,-0.00526712811409702
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018272133190903,-0.0177578641785672,-0.0181617119617957,-0.0168316394442104,-0.0160829349373789,-0.0172370120477339,-0.0187232210040045,-0.0194311549305778,-0.020079623609384,-0.0215292881542075,-0.0218108059282609
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0690142463493124,0.0673513086881246,0.0608383856409951,0.0560891631013181,0.0578509177485966,0.0546537427817855,0.0448327767190924,0.0378191124117342,0.0310725262427405,0.0265673706181258,0.0219047568031949
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000803067568082434,-0.00102508288816871,-0.00196551598071551,-0.00221570623333102,-0.00352610718317159,-0.0062884815028439,-0.00782974494994231,-0.0123005633671818,-0.0105320833712883,-0.00866661772993493,-0.00686218335094246
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00124266420821839,0.000980219910021507,0.000626423667586806,0.00044482804684276,0.000265168659105752,-4.02828657948273e-05,-0.000154326063466437,-4.87751887217058e-05,7.15035939300446e-05,0.000255562029580103,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00281798178406212,0.00384105214919739,0.00475453033543483,0.00630583835724075,0.00849369663608046,0.0108287079462546,0.0124421951804092,0.0131782625503782,0.0148926020302591,0.0187818059392753,0.0222706957925334
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032637441347642,0.03152956084986,0.029996815201208,0.0286955784745679,0.0278585082731537,0.0279323089730141,0.0285190283772006,0.0278120122639585,0.027060470836733,0.0253055425983253,0.0236772979495126
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050312530291392,0.0501850453101984,0.049252909339865,0.0472202430161857,0.0445337566232247,0.0406861942875392,0.0423154940979433,0.0423130936524712,0.0437107028225303,0.0436191662782046,0.0417280662070982
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343407984861908,0.0287137109403259,0.0235308238367828,0.0172730096518672,0.0134457330763635,0.0125132631077602,0.0138214177560942,0.0140390780479389,0.0160298653655182,0.0196810062398789,0.0168076190650999
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435198703768906,0.0497665385716612,0.041685914941751,0.0364254406153131,0.0295325136157414,0.0246131761295894,0.031534587593514,0.0377858362216832,0.0597651904372452,0.0888221172109898,0.114078451972016
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193112591609843,0.0175076216367169,0.0160696000963054,0.0143392334600931,0.0138858122325809,0.0119819117180107,0.00899846003722926,0.00639550521716559,0.00477121695391602,0.0038397176677889,0.00264818763680652
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304996525763424,0.0246588574382887,0.0172166500375759,0.0125302295700787,0.0097251787599486,0.0101876192130927,0.0127535792780478,0.0127389992513263,0.0139653040670138,0.0155400287238876,0.0164072802145878
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00941525890752182,0.00905029321356721,0.00894583431593698,0.00926001291894152,0.00963462395822923,0.01023972591029,0.0117030101501547,0.0121569164501869,0.0126669466838496,0.0129952001285654,0.0131261916597107
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0071447398439648,-0.0060818995588966,-0.00462458554822809,-0.00306597985280233,-0.00276257969663962,-0.00269248027092883,-0.00172792509282571,-0.0015094684944964,-0.00197335870414084,-0.00286127755622267,-0.00473119684615519
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00760472564742077,-0.0117027565648667,-0.011031796500316,-0.0094614838545215,-0.00805126527506372,-0.00858389963807538,-0.00780015525356481,-0.00878912941783416,-0.0124704189710334,-0.0177283738837751,-0.0218714954052394
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0060770712269056,0.00375014209134217,0.00231541073415675,0.00195980075915814,0.00318909286451396,0.00377894906865373,0.00487003066882252,0.00711146739357482,0.0104067244307751,0.0121771658568195,0.0139703271699914
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0565536565249085,0.0510116812910293,0.045641038338446,0.0410478362649078,0.0389493046215115,0.037802244428327,0.0305688628151144,0.030245487304859,0.0366998831313692,0.0425056189225086,0.0486618983503049
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0151375039345634,-0.020165964278183,-0.00798657740330597,-0.000423004308428862,0.0035013272918607,0.00136207368950791,-0.000113316230067877,0.00554112042555666,0.00691085602931119,0.0124574898770891,0.0146965026117192
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0682960146850493,0.0745419675370032,0.0877112292480045,0.088056693236126,0.0828711006863694,0.0774255949886549,0.0617452252425441,0.046159834548557,0.0383895857621304,0.0241483449925226,0.00990142357251433
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00316813970359614,-0.00135391348611295,0.00274424669915319,0.00629481955498878,0.00408533390980637,0.00194198894882036,-0.00146517981478322,-0.00492086007436121,-0.0073009138931539,-0.00975942925597961,-0.0122795255573389
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245314038756548,0.02254708520677,0.0212997123938694,0.0201288692702002,0.0197905202647957,0.0193029701308352,0.0198822287651728,0.0192987461563974,0.0187000171926248,0.0187576807929022,0.0193103162702954
