"code","iso","country","NTI.raw.1961","NTI.raw.1962","NTI.raw.1963","NTI.raw.1964","NTI.raw.1965","NTI.raw.1966","NTI.raw.1967","NTI.raw.1968","NTI.raw.1969","NTI.raw.1970","NTI.raw.1971","NTI.raw.1972","NTI.raw.1973","NTI.raw.1974","NTI.raw.1975","NTI.raw.1976","NTI.raw.1977","NTI.raw.1978","NTI.raw.1979","NTI.raw.1980","NTI.raw.1981","NTI.raw.1982","NTI.raw.1983","NTI.raw.1984","NTI.raw.1985","NTI.raw.1986","NTI.raw.1987","NTI.raw.1988","NTI.raw.1989","NTI.raw.1990","NTI.raw.1991","NTI.raw.1992","NTI.raw.1993","NTI.raw.1994","NTI.raw.1995","NTI.raw.1996","NTI.raw.1997","NTI.raw.1998","NTI.raw.1999","NTI.raw.2000","NTI.raw.2001","NTI.raw.2002","NTI.raw.2003","NTI.raw.2004","NTI.raw.2005","NTI.raw.2006","NTI.raw.2007","NTI.raw.2008","NTI.raw.2009","NTI.raw.2010","NTI.raw.2011","NTI.raw.2012","NTI.raw.2013","NTI.raw.2014","NTI.raw.2015","NTI.raw.2016","NTI.raw.2017","NTI.raw.2018","NTI.raw.2019","NTI.raw.2020","NTI.raw.2021","NTI.raw.2022","NTI.raw.2023"
854,"BFA","Burkina Faso","10.0988","9.9818","9.3544","10.3124","10.6971","11.155","11.2248","11.6557","11.3891","11.5595","12.14","11.3036","12.2876","12.8155","12.6761","13.1897","13.1278","13.6163","13.3517","12.3303","13.8809","14.6302","14.9762","14.6604","16.3202","17.4929","16.9774","17.7504","16.6156","18.0125","16.7505","17.5183","18.0094","18.6702","18.7162","18.3812","20.2292","19.2547","20.206","17.6327","18.2037","19.0093","24.9294","23.576","24.1756","22.6688","22.6033","24.1686","24.2219","26.1464","23.1732","25.8287","26.2964","25.0705","25.8026","29.9056","27.0402","25.5733","23.2842","27.0013","24.5571","25.8619","28.5473"
108,"BDI","Burundi","20.7266","20.3513","20.0446","21.339","21.1057","21.4129","21.9612","22.4909","18.4164","20.3296","21.0347","20.3348","20.9812","18.8097","21.5085","22.0511","21.816","20.0456","20.5886","21.8444","21.8915","21.9888","22.6054","19.6076","23.7075","24.0874","24.4025","24.7553","21.6992","24.4711","25.0929","26.4274","25.8904","20.3495","24.1067","23.101","23.1122","23.5194","22.3811","20.1991","22.2747","20.9877","20.2443","20.1658","21.8737","21.429","21.0487","20.7033","22.0233","22.935","24.2875","26.0036","26.8851","30.0864","28.9317","36.0407","37.1822","40.8974","46.7482","49.9167","64.2154","58.0776","59.2076"
132,"CPV","Cabo Verde","22.4738","25.5103","27.5581","29.3802","31.2687","33.2194","28.0202","16.626","17.952","15.7856","16.3331","18.1636","18.6352","16.2114","16.5024","18.9574","17.584","23.016","28.2233","44.2706","26.4648","41.4315","33.8472","42.0353","39.8112","54.5983","82.9565","76.6962","78.5292","73.5602","80.4794","101.12","92.5965","68.4357","99.1343","55.1677","67.3299","82.0152","85.9931","90.0777","77.0402","70.4067","69.7782","65.5732","63.7905","62.0416","58.3372","54.3464","53.8572","50.7883","47.4963","50.95","50.5379","52.7191","56.3741","56.7221","51.2729","43.1953","47.2403","49.4687","49.0178","48.5989","49.2041"
116,"KHM","Cambodia","35.3083","35.352","35.0961","35.5049","35.3533","35.2687","37.4397","41.7188","41.3036","44.3423","58.4872","49.7761","40.5737","34.5466","35.1681","31.4635","30.932","29.7645","26.3992","35.7587","37.4892","42.0295","40.6737","34.0628","37.4615","34.9601","30.9227","31.8168","31.3398","31.6395","31.7925","34.4417","36.0915","33.175","37.2083","36.7047","43.0017","39.5712","39.8843","39.1901","39.5589","40.898","43.5021","46.6818","50.7576","49.1511","52.0623","51.0316","54.0929","56.643","60.2541","62.3315","58.981","65.7498","65.4164","56.5593","69.3807","70.0099","68.2386","72.1178","73.3267","65.256","77.7078"
120,"CMR","Cameroon","8.5369","8.9473","9.5658","9.5192","10.1311","11.0785","11.788","12.5998","12.6478","13.8127","13.7928","13.9923","14.5012","14.5748","14.933","15.0953","17.1312","17.5094","16.6415","17.4654","17.3206","16.4572","16.9281","17.7162","18.663","18.5664","18.4147","18.4989","17.3696","17.3749","16.4257","16.5705","16.7746","17.5493","17.6323","18.3192","18.135","18.3463","18.8554","18.9161","20.0943","19.1996","20.4462","21.7797","21.2894","21.6779","22.7216","22.7802","23.9143","24.6593","26.7756","24.5895","26.4467","25.547","27.3807","28.2536","28.0988","28.9011","29.8895","30.4329","28.6697","29.1745","28.1644"
124,"CAN","Canada","13.2732","13.7736","14.5163","15.1881","16.4499","17.5644","18.6728","16.9143","17.2191","18.6754","19.4844","21.2643","23.6483","23.9075","24.5257","25.1902","28.5354","30.796","31.6027","33.7785","33.9766","36.377","40.0235","42.007","40.5008","37.7118","39.5513","38.7172","39.5231","39.2046","41.7373","43.4086","47.0327","49.4262","52.5793","54.2053","55.213","56.2256","57.7509","57.3125","55.2779","55.6933","57.1547","58.0257","61.7843","59.546","69.2197","68.7724","71.3185","76.2496","83.8847","91.9617","89.3009","92.5329","92.3606","92.2742","95.8864","97.267","96.9901","105.1154","94.814","98.9358","105.2252"
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic","12.7","12.7819","12.8476","13.0662","13.4294","13.8572","14.8986","15.3831","15.3839","16.1136","16.9624","17.0617","17.2784","18.7032","18.1125","18.4471","18.2077","17.5196","18.5715","19.7221","20.3701","20.2084","20.3845","18.8947","18.7801","19.9991","19.4188","19.7975","20.0672","21.0397","19.0453","19.6173","20.1521","20.3144","20.9815","21.4968","21.1659","20.7224","20.948","20.965","21.6574","22.1818","23.7266","24.033","25.1199","25.2431","25.7619","27.631","27.123","31.4804","32.0537","31.6622","29.0997","29.7998","29.4479","31.6164","31.5004","29.1936","26.903","33.717","31.1577","30.2491","30.2847"
148,"TCD","Chad","16.2494","16.6147","16.3576","17.1723","17.6913","15.9046","16.0152","16.6127","17.0434","16.537","17.454","17.2762","17.5138","18.4019","17.4918","17.4031","17.3883","17.391","17.0471","16.9498","16.9044","15.7457","16.2542","16.7502","17.3367","16.9959","16.8464","16.7351","17.669","19.6051","19.9967","20.9327","19.7473","20.3851","22.6742","24.5894","23.8723","28.3203","25.9072","27.102","28.9778","25.1552","26.8043","25.6038","27.61","26.9543","28.1696","30.6153","31.2174","42.0608","32.0755","40.3081","36.2965","33.3965","32.6341","35.1519","36.3173","37.1243","37.6599","37.992","37.9058","39.5224","39.7111"
152,"CHL","Chile","14.9563","14.9123","16.0953","16.4937","16.7913","18.8863","19.1106","18.0969","19.4172","20.068","21.6671","22.1342","22.5093","20.8044","18.0895","20.0016","19.3132","22.1611","24.1974","24.085","24.4465","25.3641","27.6884","32.419","37.0779","45.2659","51.3214","53.8157","54.2406","62.2943","63.7323","75.2293","86.3241","92.3418","106.978","117.1041","115.859","114.5406","130.7705","128.2829","127.6705","127.3991","145.2847","159.3721","150.3618","157.8879","168.141","162.495","145.864","150.452","145.3986","147.9961","143.526","138.5126","144.3577","132.5864","129.694","134.6113","140.0876","145.6595","135.5649","118.9807","138.6674"
156,"CHN","China","47.963","52.1136","54.0189","60.1484","65.6727","75.2649","69.841","71.3422","76.0613","84.9628","86.6529","92.149","100.0806","93.1336","106.8869","104.7078","128.8126","152.329","167.3976","184.2731","178.2709","177.618","182.8527","186.1613","166.8842","165.1942","192.3606","205.2141","206.2021","209.3001","212.2736","218.9307","207.5617","219.5395","258.1091","273.2019","255.1878","257.0306","268.319","255.9543","256.8225","276.565","276.802","285.1003","288.1953","290.8036","294.2125","299.5312","303.884","309.5764","314.3224","320.2417","321.2891","322.8613","322.6121","321.6317","317.4947","308.3507","297.8055","294.4712","289.904","287.8875","288.6366"
170,"COL","Colombia","33.2156","34.9298","34.8914","38.5029","39.384","39.6965","41.3222","42.0899","44.2281","48.0347","50.4549","56.6295","58.9869","57.8023","57.1214","61.9305","63.6606","60.3589","64.1136","65.2951","64.8314","67.0822","70.2819","74.9264","76.5522","85.6004","90.8547","98.266","105.9231","119.276","123.4103","110.9021","112.9729","115.9848","123.7297","134.7597","139.2609","143.2599","144.3423","150.5255","162.2221","189.3685","195.0591","197.996","199.3544","203.966","189.0609","182.8463","213.8161","226.0313","232.5843","229.6069","226.2208","233.5391","212.16","209.2535","207.2817","176.3464","166.6978","172.5217","181.3885","152.456","161.7934"
174,"COM","Comoros","10.2159","10.3338","10.8291","11.0219","11.7272","12.1881","11.9792","11.5146","11.6915","11.8371","12.0043","12.172","12.3724","12.598","12.7217","13.0512","14.7938","14.3656","14.8952","15.5903","15.7962","16.981","17.0428","16.3486","16.3232","17.0622","16.7273","16.9325","17.189","18.7479","16.6945","16.879","16.6488","16.6664","17.124","17.4356","18.0084","18.33","18.1395","18.0332","18.3836","18.0345","18.2023","18.0573","20.5656","31.6251","30.8003","29.8135","28.8773","28.9147","28.316","28.1808","27.3266","26.4359","25.485","24.7371","23.6429","22.772","22.1547","21.9183","20.5061","20.0709","20.5655"
184,"COK","Cook Islands","19.0604","19.2931","19.9184","19.1421","20.209","12.837","17.7952","18.0725","18.2169","18.2483","18.3805","14.721","16.8659","18.766","19.1581","25.8277","25.7754","25.8299","25.888","25.6883","26.0834","26.2227","25.8162","25.6235","25.3418","25.0266","24.6904","24.4995","24.4605","25.1846","24.922","32.0865","38.6913","43.0648","49.3287","61.9585","66.2663","72.2281","61.577","58.1429","51.5014","66.4358","79.663","86.4308","92.6061","100.4615","94.8582","105.9922","111.0653","110.7716","117.4046","121.7798","118.1229","117.6338","124.8188","126.6359","115.3919","115.6712","109.5569","101.888","94.4589","90.6969","89.9765"
188,"CRI","Costa Rica","36.2323","41.5118","58.3025","64.397","52.5081","61.5778","60.7569","89.2368","113.0702","107.3484","85.4003","85.7917","104.9942","106.1441","101.5517","96.5001","121.2795","122.8141","119.7646","119.5271","127.9786","134.5627","145.9402","138.8158","135.0013","139.2312","144.8276","156.9202","168.902","155.9812","170.2646","179.1283","174.7646","188.9462","193.6589","236.7609","264.6099","277.3787","224.0148","210.0607","170.2122","169.3921","191.001","201.7329","205.9206","209.6533","219.7816","222.9414","181.5655","187.6215","253.8184","222.3866","216.3934","239.4423","248.7378","261.0499","258.6215","288.0923","272.3905","260.4292","240.4926","213.9014","229.633"
384,"CIV","Cote d'Ivoire","8.575","9.2343","9.45","10.152","10.1924","9.9254","10.231","10.2244","10.8743","11.6788","11.399","12.2314","11.8763","11.9695","13.1689","13.4805","14.5781","14.2601","14.7124","15.3431","13.4882","13.5245","13.2192","13.036","12.0536","12.3957","11.7217","12.1239","13.0874","13.3041","14.8249","15.4258","15.4477","17.489","16.6893","16.7788","20.6116","18.5965","16.4211","16.0891","15.5342","17.2836","15.3753","16.2346","14.741","13.8939","14.6312","14.2266","14.668","14.5182","14.0558","15.1046","15.2414","16.0764","14.9576","15.7793","13.9945","13.3916","16.0501","14.3416","16.0855","14.4","16.6167"
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144.9273","125.1094","122.8555","117.0501","136.5003","181.5909","120.537","128.742","180.2922","161.5949","184.1973","176.5578","196.1374","184.3484","225.2243","239.0105","260.1086","148.0817","157.3415","175.6167","167.5553","155.2503","151.661","159.7153","161.2852","182.3912","186.1452","180.6038","176.2815","167.2355","136.6645","159.2419"
192,"CUB","Cuba","72.3254","75.0247","79.4248","79.0273","95.529","130.7887","134.7583","119.3201","111.1289","97.875","81.0401","64.8968","69.8819","76.6348","78.4439","84.5787","95.0219","95.8565","113.6044","110.4742","122.5969","110.7991","100.3679","113.0321","111.3101","118.4703","110.7862","108.902","121.6323","99.3606","88.4057","74.4552","54.4621","43.3219","48.8018","50.8428","55.7452","49.8748","41.171","44.2007","42.4414","35.2432","26.22","28.1572","29.4903","33.5964","31.4003","31.5509","30.7398","36.1324","38.4926","38.7007","42.55","46.1835","41.1628","38.9144","40.0906","34.5731","34.2534","26.71","26.6407","23.1545","21.4463"
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus","27.181","29.5845","34.4132","20.6831","31.5773","30.0118","27.7388","43.2943","38.2947","48.1235","48.2578","53.9978","61.0391","43.8757","87.0971","87.1894","61.4783","67.5933","75.3558","69.5705","73.896","87.0499","82.2068","84.0775","93.7357","97.6419","104.2577","109.6717","115.758","113.9033","113.4707","142.3994","136.1279","146.5417","138.3451","145.15","126.0424","126.2711","125.1903","104.6382","110.2302","118.0337","113.7512","106.6331","91.4256","101.3104","102.9674","120.2368","113.736","121.9722","112.4441","113.1198","117.5548","114.9719","108.1716","125.1663","111.8203","104.1741","108.403","114.9249","102.1761","86.285","98.657"
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122.777","123.8079","119.7819","130.4775","117.4388","114.9006","111.408","126.2971","141.3222","135.7852","141.8815","138.3912","140.1175","144.6483","150.4796","143.4817","135.4384","148.257","156.2003","168.5488","179.831","187.2422","211.4479","194.7454","193.3023","180.7203","175.3896","158.1874","164.086","159.1493","145.9037"
180,"COD","Dem. Rep. Congo","9.2064","9.2528","9.2636","9.3401","9.7635","10.1265","10.5174","11.2353","11.6678","12.298","12.5102","12.5838","12.8624","13.0615","13.5471","13.8861","13.8779","13.8951","14.1283","14.322","14.4317","14.6769","15.0123","15.2451","15.6564","15.582","16.0469","16.4654","17.5545","18.6025","19.0951","19.3803","20.4545","20.7138","17.8931","17.6391","18.1519","18.5337","17.5605","16.9866","16.9983","16.6603","16.9047","17.0046","17.4053","17.3193","17.6943","17.7051","16.0131","16.2457","15.5624","14.5926","14.9986","15.653","15.7853","15.2968","15.4188","15.487","15.9872","15.668","16.0168","16.2286","16.6396"
208,"DNK","Denmark","129.7833","133.0288","135.9944","143.7198","155.1982","163.2761","170.4219","172.7321","181.1326","187.371","194.2432","203.0531","216.1314","191.9309","205.0976","208.8966","220.2297","224.5211","230.8906","225.0855","223.8802","228.3276","241.2945","234.2149","233.6961","233.4749","228.0784","230.0487","239.5839","238.2906","227.2646","213.247","214.9419","223.0138","214.6116","211.9257","208.5502","202.0138","194.1505","189.2329","180.1686","177.4541","178.1982","171.0485","163.4067","162.8437","172.547","161.1907","153.367","156.5875","149.9961","155.7965","150.4177","158.0949","170.6365","175.0343","173.4089","172.7177","172.0102","178.2955","165.9352","158.2807","157.7359"
262,"DJI","Djibouti","685.6575","690.8858","698.6353","702.9398","706.2979","715.6618","723.1549","736.2023","743.1332","750.8031","757.8247","761.7543","763.6557","774.1105","790.0912","797.0372","817.4152","929.406","1043.7824","461.1678","361.7134","370.0921","426.0705","463.0248","510.3422","535.0929","550.9348","566.9439","595.4198","744.2445","500.5911","494.447","498.3532","502.6399","481.4096","488.8147","493.9594","491.5663","508.8931","504.7425","511.5298","511.9714","440.8726","461.7445","466.1488","372.2131","356.376","411.0053","391.6977","335.0066","286.5748","301.9984","302.7017","298.2975","293.5951","300.3684","409.4825","472.1014","595.3714","483.5","407.9614","360.5151","395.4558"
212,"DMA","Dominica","123.5313","116.1019","116.0993","116.079","116.0663","109.6328","110.0175","110.1758","110.8106","110.913","111.1881","111.6162","111.9264","111.9911","112.954","114.0559","126.6405","103.8702","51.4891","75.7685","81.0045","97.1819","67.8829","69.799","77.1466","84.1687","86.9786","92.2709","155.5412","167.9791","180.3452","155.1854","156.3705","144.3697","104.2882","95.3979","100.1907","100.4874","89.2078","80.6469","76.9423","34.8621","39.1713","44.3612","47.3008","34.1268","57.8751","37.2921","31.8658","30.6487","33.5842","31.0401","37.7055","27.5032","38.7115","29.0328","29.5175","27.1962","34.873","30.7508","28.3526","26.6739","25.187"
214,"DOM","Dominican Republic","45.7424","43.1423","39.696","41.7312","42.9613","46.1081","46.6235","44.7761","48.8051","49.4715","59.7056","72.4356","66.5419","62.9172","58.4094","53.4204","55.5225","53.4793","54.9755","48.1058","47.1819","46.0027","46.3044","54.9655","52.5468","50.5445","53.6594","48.746","59.8706","65.7749","71.1562","64.208","64.263","68.2025","75.1169","75.8042","78.8481","76.27","74.9996","73.0802","82.252","94.7813","89.2585","95.1335","97.8075","117.1454","106.2491","109.753","115.4212","118.3287","109.5136","105.9312","95.1589","102.1661","108.7335","109.7823","111.4957","135.2823","129.0955","142.6693","137.8502","119.4394","108.9014"
218,"ECU","Ecuador","22.3442","23.2633","24.2964","24.5056","25.1001","26.897","35.3247","40.7733","33.5602","32.8033","28.8136","34.1473","38.688","37.5239","36.2892","52.073","57.431","51.881","56.2565","57.4848","53.6385","53.3984","55.5421","55.7663","47.3229","41.3425","41.1056","44.2587","51.8268","49.2603","49.0083","51.2266","55.3628","56.3732","58.4856","63.2933","71.8795","72.078","65.7548","63.6191","106.0906","97.8586","99.9265","105.4243","82.1506","99.4771","96.7206","104.5459","105.4635","109.1093","115.1041","111.2077","112.2691","131.8785","113.9682","139.8814","126.9656","148.6215","134.9406","134.7002","141.6522","116.4528","108.2554"
818,"EGY","Egypt","94.0227","105.4","117.5072","133.17","133.321","113.227","108.5429","125.1116","134.4291","140.6063","137.7317","151.0477","143.1288","150.6086","171.17","182.87","202.3946","221.8337","234.9448","255.9372","267","291.598","284.5608","274.8608","290.2858","342.8915","343.9629","343.1416","338.8553","316.9348","330.8061","285.1466","312.786","274.4863","329.5135","350.9502","318.5271","347.0572","314.3206","361.2627","375.5877","371.1595","383.1014","427.8816","405.5885","383.0703","351.172","355.7531","354.8386","345.6736","364.2765","323.4452","326.1927","333.2632","352.3757","374.5411","375.3267","374.9655","347.164","370.4208","365.8226","349.9117","338.2409"
222,"SLV","El Salvador","44.1354","51.8769","71.5113","71.8576","58.5822","76.7061","74.0753","82.7334","85.3245","102.1527","123.852","126.8871","131.2057","122.5649","124.5723","144.3588","144.433","147.4594","97.0662","89.872","116.0579","88.1917","107.6688","82.1296","109.6017","91.7641","111.5171","113.3915","96.6949","93.2635","97.4873","93.3105","92.5406","82.6912","74.2722","103.9961","121.1732","100.2167","95.0798","89.0012","88.0064","77.4277","75.069","84.5463","104.4122","93.3442","96.5101","110.1255","100.6534","104.2012","107.4225","107.3712","103.0122","90.4888","97.9001","92.7211","90.8319","104.7013","85.8223","107.3804","101.3461","79.2269","92.9166"
226,"GNQ","Equatorial Guinea","7.0909","7.6051","7.7325","7.9143","8.0447","10.0253","11.9972","12.1893","12.3438","14.0868","14.3582","14.5404","5.9163","5.948","5.9972","6.0419","6.1435","6.2273","6.1881","6.3372","6.3501","6.4513","6.5352","6.6963","6.774","6.8793","6.9255","7.0211","7.113","8.2119","7.3809","7.4353","7.5845","7.6548","7.7372","7.7931","7.1445","9.873","9.5197","9.8421","9.814","9.6576","8.2166","8.4454","8.5471","8.0125","7.6708","8.1542","8.0708","8.3432","8.4403","7.8314","8.566","8.5193","9.0536","8.5661","9.25","9.113","9.3448","9.4757","9.2166","9.7586","9.7968"
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.1517","22.4167","25.276","35.9274","38.2903","31.6441","31.5441","28.0053","26.6422","23.9167","19.2663","19.5469","22.6346","16.5251","19.4744","18.2159","18.8768","17.0709","18.6511","19.2687","19.2271","19.5967","19.4935","20.9604","20.7619","24.9719","24.2712","23.3511","21.2676","22.2487","20.2117"
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.968","55.1476","51.9888","47.8436","42.9503","44.242","48.1487","43.02","44.6109","55.0521","59.4853","68.2916","75.0682","64.5225","57.9919","63.266","77.4945","72.2899","69.9862","74.0588","79.1364","86.7058","88.1375","95.2828","88.6418","89.8281","93.1661","104.2262","108.5343","99.3468","94.1851","92.975"
748,"SWZ","Eswatini","32.811","31.6086","34.3079","35.6608","39.5398","37.0086","40.2349","40.3008","44.237","37.7239","41.1261","31.7567","49.8389","53.7848","52.0505","46.6798","51.2815","51.1536","57.8586","64.3455","69.8619","72.4766","96.3079","46.9968","56.1086","61.6845","64.5941","63.0972","59.6559","63.6759","54.8152","60.1022","57.3221","32.4602","32.7055","33.244","36.3453","39.4625","35.4058","35.0704","35.3079","57.3926","51.2028","52.8662","49.0628","55.0273","55.5197","53.0869","53.3669","53.1405","55.2439","56.6368","55.9049","54.7255","52.2388","50.8514","59.6841","63.5035","64.9381","68.1444","69.3446","65.1709","65.257"
231,"ETH","Ethiopia","2.9028","2.8886","2.9258","2.9973","2.99","3.0549","3.103","3.1496","3.1704","3.2357","3.2663","3.2972","3.3155","3.2719","3.1688","3.089","3.2287","3.1924","3.5223","3.8498","3.6987","3.7294","4.0114","3.7203","3.5416","3.808","3.9144","4.215","4.5053","4.6315","5.049","5.0234","22.5698","24.5067","26.8908","31.6169","29.9444","31.3513","30.6857","31.3469","33.4835","34.2654","25.3008","30.3872","30.6181","30.6646","32.323","35.0403","36.2853","36.904","37.6785","44.1136","41.5484","43.6031","46.5883","48.9965","52.3957","47.0935","49.6863","54.6846","51.3058","55.7982","61.2825"
234,"FRO","Faeroe Islands","8830.3353","8881.502","8571.9888","8550.4291","8569.6955","8634.8372","8520.6868","8521.3143","8495.8369","8575.5426","8454.7571","8428.2224","8356.86","8310.4512","8251.3471","8351.5124","8322","8147.8819","8104.5245","8174.2987","8197.4205","8195.8096","8245.8195","8207.4475","8087.5452","8077.4199","8120.6466","8132.005","8132.0589","8193.2446","8158.4943","8167.3087","8263.1132","8377.0341","8388.447","8340.4764","8354.1264","8274.4323","8302.6439","8377.2853","8419.8481","8437.3525","7123.8618","10072.375","8593.1283","8359.45","7312.2826","7036.0124","6467.0242","7901.0483","10546.8717","5933.2404","7853.0711","5256.4239","6890.6497","9698.1987","20476.3423","15561.3623","3541.341","3408.4402","3392.0263","3324.007","3439.0613"
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji","24.1691","36.6632","41.3379","57.2198","49.4351","44.6872","46.4488","52.633","53.0033","53.4474","62.6588","69.1531","65.4461","81.7323","67.018","76.6492","80.9616","73.7781","93.9121","87.6189","97.2196","81.7311","64.0002","78.0073","63.2995","81.1516","74.6672","68.845","79.6184","72.4968","61.9068","57.4779","61.3325","64.1268","70.7234","72.7286","75.441","69.3669","60.7133","42.1893","56.3783","80.924","49.2417","75.8121","71.8003","60.1408","60.2409","80.1662","55.9706","55.0328","63.0915","63.62","63.0823","52.3618","73.4064","61.3806","68.3996","53.8712","64.8971","74.1966","54.8743","58.2966","69.6211"
246,"FIN","Finland","40.0736","42.659","45.411","44.4994","44.1444","43.6751","44.0064","45.4372","54.6052","54.2708","56.139","56.6664","61.5661","63.6877","59.0277","53.6099","54.6621","57.563","59.6353","62.1691","59.7293","65.9843","64.8774","61.8607","61.8072","63.5964","63.8979","64.4157","66.9625","60.8486","53.2626","51.0235","50.1898","52.0445","54.4297","53.6379","54.1173","79.8831","79.4845","76.238","74.784","73.0311","72.7107","70.289","69.1942","68.0656","68.7727","66.9636","63.5356","68.9479","63.9221","63.3947","64.5647","66.6554","65.8743","64.9738","62.8177","64.3963","66.571","66.1927","62.277","52.4977","61.7727"
250,"FRA","France","73.962","78.0181","82.2761","86.6273","88.6526","95.2425","104.9498","114.9204","114.3547","125.819","131.6949","137.8454","149.8771","136.5138","144.1368","150.7595","150.9956","158.3513","168.1681","167.8203","169.3498","169.2933","175.7794","176.0273","178.5027","186.4575","184.9393","191.8239","195.8323","189.4643","190.7256","170.3304","172.8687","176.1661","177.9603","183.4993","183.0393","181.4823","184.3808","172.3962","176.0318","167.9878","171.2201","168.9362","162.3535","161.0963","169.9125","155.5076","150.7173","162.2282","149.8556","153.701","158.3566","158.7579","160.7949","160.3888","163.4296","158.9385","155.8855","152.3732","156.6149","144.6975","146.2668"
258,"PYF","French Polynesia","8.9117","9.0897","9.164","9.2464","9.3045","9.6566","10.1891","10.2542","10.6162","12.0243","11.5326","11.5235","11.7462","12.0016","14.6849","18.7577","19.4674","24.462","22.0412","22.8128","26.2193","29.0992","30.9117","47.6059","34.6043","27.5026","28.5278","28.246","28.6481","28.4326","29.1599","34.8061","36.3809","36.6404","36.8064","36.0746","34.55","34.6907","41.1357","41.3653","35.4877","31.2811","28.8175","31.4692","28.0226","28.6033","30.0596","34.6284","28.0549","31.9767","30.578","26.4789","26.1842","25.4276","29.9868","27.0798","30.3522","24.3546","29.7459","26.4328","29.6072","26.2221","22.918"
266,"GAB","Gabon","12.5041","11.7121","11.1494","10.6098","10.2643","9.9121","9.5467","9.2998","9.0548","8.898","8.7063","8.4763","7.9959","8.3481","9.2854","9.2764","8.7269","8.7615","8.7104","8.4109","10.0389","8.4834","9.2307","9.4861","10.4449","12.4364","12.2623","11.8927","12.4025","12.4634","12.7868","12.7287","13.1322","12.5506","11.3416","12.2065","13.4857","14.8309","14.9106","15.3323","14.8274","16.1239","15.3791","16.1044","16.0183","16.3308","16.5852","17.0129","17.0968","16.8068","16.9595","18.733","19.6362","21.0358","26.6878","25.0934","34.4625","30.9921","30.1052","23.9641","25.8829","31.0113","29.7062"
270,"GMB","Gambia","87.9017","87.6054","92.5364","93.1443","98.4145","103.2675","91.885","95.93","90.2036","91.2498","97.3386","85.3724","97.7671","82.7401","81.6795","85.2111","72.0626","81.6696","60.9314","57.8253","65.1429","73.3771","72.3343","72.8225","68.6671","80.0866","71.7355","60.4235","72.3502","56.0862","53.8741","51.1683","56.3876","55.974","55.2062","43.7466","49.3634","56.0718","62.9287","65.2606","69.2852","49.533","54.5341","59.6342","53.7474","53.6415","47.8154","45.385","46.5889","46.5037","37.4434","37.7063","32.7915","29.6424","33.1124","27.8514","24.8201","20.6459","21.0233","21.4604","23.5371","24.2169","36.1537"
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.1654","58.2446","36.6855","37.9295","40.0732","44.6928","44.1424","53.5316","53.8265","43.1288","41.3077","36.4451","68.7147","75.3137","69.9554","64.6892","59.0957","62.2496","58.5802","59.9764","67.8275","66.7273","72.3998","61.3322","65.9814","62.734","65.7969","65.1246","113.1003","105.1033","102.0727","105.3336"
