"code","iso","country","GEC.raw.2016","GEC.raw.2017","GEC.raw.2018","GEC.raw.2019","GEC.raw.2020","GEC.raw.2021","GEC.raw.2022","GEC.raw.2023","GEC.raw.2024"
84,"BLZ","Belize",59.8046481981874,175.190612122416,889.529062949121,657.104846179485,383.992210432887,302.672340035439,963.225323937833,821.824665516615,451.931788064539
204,"BEN","Benin",14854.6923681647,25849.5823974013,28291.9555952847,22457.095570676,11252.128076598,17555.4725170955,21913.4251452312,26786.9457344189,28909.2325392365
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",612.747984960675,567.756158597767,499.969738259912,426.364548966289,675.565209917724,637.348415978253,593.706499196589,482.279243126512,833.681350454688
68,"BOL","Bolivia",198166.268158637,261637.748973519,338686.817786761,190756.673515067,166986.624745257,138881.192805551,104982.623563059,127923.649694607,278984.215361334
70,"BIH","Bosnia and Herzegovina",4388.94786828756,11512.3662498966,8641.11335342005,22708.5587370917,13797.9400476478,15270.227795735,21642.234180782,29890.3327343985,14651.472957585
72,"BWA","Botswana",19605.9042029306,20102.3173612803,15117.2641799971,16637.2320370004,32377.2042083293,33753.2655047998,11481.4713254794,15017.8721251637,59022.6714888215
76,"BRA","Brazil",850357.373467952,921511.59354239,884408.825832188,834987.733509511,1081953.55012932,1063107.84541618,838315.778833173,763704.17976886,919089.189160898
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",2183.82163850218,4100.3316774182,4541.97552556917,5090.0656994693,4689.86661761999,4822.51111673191,4237.76859219372,4043.21782125905,4139.87664164975
854,"BFA","Burkina Faso",446264.623739414,674312.44316297,1013204.74614036,653816.958377376,484863.266944088,472695.337989002,274827.773520485,276484.147180296,664378.962169543
108,"BDI","Burundi",130.819592945278,131.880205385387,165.34075640887,204.90023522079,286.006970159709,188.934542320669,80.4592251032591,139.659295476973,167.522185362875
132,"CPV","Cabo Verde",437.435845337808,718.468396238983,736.760306283832,942.186880201101,839.160833761096,1023.30446008593,342.04196498543,421.995038494468,1021.98333664238
116,"KHM","Cambodia",702.749539017677,809.247863508761,674.345199801028,1526.12737412751,1474.42094914615,1864.56707780808,2104.71286364645,1226.62282058597,1795.09340080619
120,"CMR","Cameroon",78819.799730517,110253.264131732,151446.897518255,116273.66907604,80485.3357617259,70897.2967737764,78774.161122039,86663.5089478269,132817.461671658
