"code","iso","country","UWD.raw.1990","UWD.raw.1991","UWD.raw.1992","UWD.raw.1993","UWD.raw.1994","UWD.raw.1995","UWD.raw.1996","UWD.raw.1997","UWD.raw.1998","UWD.raw.1999","UWD.raw.2000","UWD.raw.2001","UWD.raw.2002","UWD.raw.2003","UWD.raw.2004","UWD.raw.2005","UWD.raw.2006","UWD.raw.2007","UWD.raw.2008","UWD.raw.2009","UWD.raw.2010","UWD.raw.2011","UWD.raw.2012","UWD.raw.2013","UWD.raw.2014","UWD.raw.2015","UWD.raw.2016","UWD.raw.2017","UWD.raw.2018","UWD.raw.2019","UWD.raw.2020","UWD.raw.2021","UWD.raw.2022","UWD.raw.2023"
36,"AUS","Australia",20.69218908363,22.49507932156,23.84625874238,24.65574244787,25.13835866855,24.95784065052,24.21432849903,22.96181444187,21.79407795493,21.04238223984,20.25529009593,20.49450680834,23.03859441175,26.4468777164,29.37908655352,30.69358641692,30.7008297236,29.34357090748,26.71802271732,23.98518746381,21.40362794739,19.4350772252,17.35252832029,14.86317575076,13.15417900001,11.96850947698,11.27346712062,10.83661356424,10.33103732699,9.98624315519,9.6570621139,9.53133185609,9.3791780127,9.20572577149
40,"AUT","Austria",14.92757056054,14.91371576944,14.28356952166,13.45859954671,12.49719598523,11.49506194358,10.59538589339,9.72706910493,8.97027308015,8.26677051535,7.69616362793,7.21056047501,7.3385210842,7.50930848227,7.61698170728,7.62794534974,7.45756974116,7.11878704709,6.57211016853,6.03455729944,5.53369276015,5.03988030054,4.64904842019,4.3108737338,3.99607460645,3.76553744692,3.53091382181,3.30324273608,3.08305340463,2.90026486033,2.79158774212,2.79067211853,2.77189992749,2.50524158402
31,"AZE","Azerbaijan",993.31509807203,957.94145608552,928.1739505202,905.18123357646,866.59902386675,835.18043994206,782.99472686261,718.67755400612,649.3107176967,580.01217323137,510.36153399367,436.30110869095,372.80269864151,326.68826085526,290.15126300149,255.80826072585,225.4459759035,203.48753474354,187.24052430386,178.96929304844,175.00932849617,173.50735118618,172.83150273416,172.23895319621,172.36430473508,172.78884427243,172.79306880251,169.86146399067,163.34421687041,155.55890053979,161.52548751354,154.97749532968,155.54657766903,193.27544001551
44,"BHS","Bahamas",161.25059815556,169.48853861881,171.65892515985,162.90044009552,140.20410041855,129.13517748786,118.00491720323,105.61198091636,94.9603627719,85.46130978457,75.45620944832,64.77996345413,60.60044578969,60.06487461137,59.79809142918,60.68184381729,59.52143155594,57.6826868083,55.63864217264,54.01651085926,52.61089134914,52.82198921878,51.0319580609,50.29678672887,49.02577258495,44.76658154525,43.77924230193,42.06465547121,40.20751026177,39.09702775827,38.39526540463,37.79347481499,38.09721332045,37.7177568567
48,"BHR","Bahrain",104.60909660304,97.9354906897,96.94208739969,93.13485611284,87.38880442641,82.16094249869,77.52943426847,74.74001353577,71.4578470163,66.98483061871,63.5557477944,60.02955973445,57.81844821953,56.21880740429,54.70266828123,53.04809542338,51.35574361709,50.35860486852,48.52659267702,45.87202319084,44.22709194016,42.96329180973,41.33504648779,38.73838954176,36.84838545393,35.01319212602,34.59913742853,33.89975368408,33.01675696414,32.45651742668,31.68980455388,31.0258850118,30.85574443841,30.09278079383
50,"BGD","Bangladesh",4533.36307890802,4351.4091950423,3906.64151102534,3620.98186026609,3312.89695203102,3047.15105131142,2762.65597827678,2422.67358789065,2122.89234724311,1890.04989453258,1685.68291030252,1507.15213959149,1369.82273428275,1241.22283973642,1124.02907139423,1022.31919591832,940.44844626818,921.43888518644,861.6605499522,811.98857598945,768.64612367332,708.19071116675,647.71988455355,620.52933932483,597.76740362692,595.64225154564,577.83532228294,565.17457569702,539.1711949332,520.97152017827,497.58817127452,469.44992745602,474.27247990774,447.05905867878
52,"BRB","Barbados",107.48149287953,100.21142845199,97.29936898097,101.56768076587,96.36655197779,93.51828779494,91.13907804925,82.8208817872,65.8581996067,60.534665534,59.93125884803,54.85815446876,53.05476132966,53.88946459747,54.20094102166,56.12096346891,55.49003909995,54.95429507093,54.31302342705,53.12114236048,52.02773295156,52.50478174669,51.83083888044,51.90204184247,51.90216488089,51.50075171164,50.88561720339,49.69185472203,48.16161446354,47.15708197689,46.30951502193,47.28888211057,48.80290960349,48.93684754767
112,"BLR","Belarus",58.01774921828,57.43617726759,57.30048668681,61.61832188246,65.59765527538,62.8466365571,55.03284953535,49.11010784803,49.75057637505,49.04803067852,41.68346266339,36.83839059388,29.19220165503,25.40199581076,23.08260190621,19.70706887088,17.27658106001,16.14893935814,14.95492286123,14.13554567247,13.54739750881,13.30200826349,13.30610655418,13.33991350276,13.26796526968,13.01564627663,12.80055994503,12.52930373456,12.15336668882,11.75052072525,11.74641228436,12.12778392748,12.46558958964,12.50816641432
56,"BEL","Belgium",4.48001238965,4.47120393006,4.41493750751,4.20858798083,3.96584940842,3.82034850412,3.63603499526,3.51165012124,3.48234297597,3.48331125096,3.66008716634,3.73763797359,4.00841583556,4.36990879595,4.67234588498,4.88098936423,5.03753628927,5.13679259654,5.14083274965,5.15996288877,4.92745896653,4.45414930299,4.20168771644,4.24407733579,4.0939743899,4.09613763739,3.92818187924,3.88534880616,3.76683483708,3.57692849812,3.22661780041,3.14998729973,3.09006965811,3.01219041042
84,"BLZ","Belize",683.38677401928,595.20124272334,583.55477027552,574.38328707728,523.55609442843,503.44205078725,486.97849950767,459.34806962498,425.95868886982,374.62409476925,321.59331288651,260.99224732133,229.5059110901,233.46389964332,229.2390941467,240.22718504535,225.42520764632,210.27441459297,198.02675369391,187.93375111917,172.29028476306,167.67596128592,155.78108401606,148.06111638041,138.94991491611,130.27337523595,126.40290714414,120.73036615666,115.03730030224,110.13876088348,106.27642746054,101.06110760154,99.37342747635,97.06865877647
204,"BEN","Benin",5733.39504163107,5755.07330943884,5424.24633329171,5241.69700836736,5082.36268818856,4884.32044699002,4822.72168788336,4531.58732274468,4359.37332355613,4183.39705167516,4027.45551535082,3781.13258524652,3605.67849612375,3357.15892610094,3182.67550265237,2969.77766702493,2823.18947721,2584.27097687052,2391.81301535377,2228.51384916344,2080.36368142689,1926.71857292748,1959.09791605503,2008.07210615481,2017.0174395009,2079.56388312784,2093.5381718509,2087.43609943414,1951.42083837485,1850.03346345583,1821.97138385622,1718.81586072458,1604.62097238428,1465.37996479429
60,"BMU","Bermuda",69.54571978152,65.11961652256,63.83379879246,65.93464001282,63.02944993928,61.0540308247,59.1705889277,55.24895383716,51.53925469782,46.73470021782,42.80946578764,40.15856461165,38.93421403332,38.3386363892,38.23565039836,38.46703952669,38.20900776345,37.76878004731,37.42384947273,36.95431700971,36.94383718127,37.50224940363,37.61766370053,37.41020643053,37.13452645203,36.89174193959,36.23394597861,34.49796957556,32.69415171421,31.32586363613,30.44461853687,30.42638352594,30.99467504877,31.30561900948
64,"BTN","Bhutan",6185.22827191197,6043.62823358129,5844.66592560569,5580.21357270631,5165.15544907348,4937.49745300309,4559.42946949533,4322.85636922653,3811.23860401215,3036.00050156529,3097.67172323517,2779.33884459799,2510.9608883619,2350.49925741518,2149.3004492283,1944.69419957468,1737.19270594416,1546.38398457687,1358.40969613527,1176.94521723724,1030.40222854444,920.05233327216,818.38744998654,730.20358939655,655.59696400647,591.40382973433,530.88123959087,476.60110249499,446.40886948516,419.50140782519,399.08975450123,387.80118192899,370.34828482723,344.38463717525
68,"BOL","Bolivia",1328.64804083996,1373.97149873375,1309.04216568738,1170.89639423301,1016.63291322201,975.65876965652,939.20449009969,865.49867591855,812.34113786021,762.70580010719,714.49236835849,655.5859532745,598.51176319703,543.48851848142,490.54741460725,442.51514598509,397.01963582587,358.97007792533,321.52975578379,288.41225273971,256.61712763138,228.91038332987,203.02317037479,182.68511583299,165.68487347347,151.9639709306,140.05186490469,128.63391801065,119.18959223391,110.41869297028,103.76301137759,100.48055465003,95.42766786852,89.27096101315
70,"BIH","Bosnia and Herzegovina",64.99181472531,60.10112190268,55.66195150155,53.27441123442,51.73171472438,49.56224604776,44.98851048858,40.14259448421,36.15211115165,32.71373544666,31.06413165546,28.97202024129,28.22715497278,28.25991373239,27.84979383727,27.54876288447,26.81187021233,26.64989810253,25.59903526116,24.6745887202,23.83674718412,22.88339342063,22.19280018168,21.43277935912,20.66538146894,20.49373525986,19.98638574364,19.17342157163,18.1770525582,17.42686020289,17.20869538549,16.8312403157,16.74741692055,16.17116251394
72,"BWA","Botswana",3265.37898391277,3078.72553768652,2986.54854712458,2910.55779139824,2759.50764636254,2578.64020030439,2480.34448774649,2384.88463777846,2318.53781707442,2015.26620349555,1903.57986969898,2016.72712777392,1940.93834190645,1822.5003697719,1741.65817636324,1730.98335628121,3027.33027317988,1638.14607585558,1603.39061428462,1571.66843317041,1497.19152914955,1445.24671174189,1376.29370601446,1265.58492400855,1165.37826993936,1095.73463400108,1009.33826388601,952.84142862282,910.54073047823,865.96596714063,849.95014272929,816.17971213411,709.72897931959,625.11146521708
76,"BRA","Brazil",1542.49482187103,1362.61359289589,1269.05496824168,1226.44760143294,1099.70031370578,913.08330109384,738.53640227049,630.44286711899,585.35103159422,505.69473730636,423.41330209801,373.49525987557,342.47289640932,316.13903723323,283.71026802041,255.44686285754,226.25076619124,189.89910332053,162.73108483687,138.56027200158,116.82231358673,98.89587530807,93.41487251624,90.28055137418,82.10894759618,76.36123730214,73.25187264551,67.52007590184,60.83938592993,56.33205550236,50.53138276936,51.71427488459,54.25700800247,53.14059488525
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",9.95792530246,9.41848500538,8.96503314237,8.57494821755,8.15822387215,7.76983272461,7.42100869683,7.19067308191,6.95173333936,6.63772037738,6.34260683565,6.0150774519,5.92470433654,5.98206746047,6.00927205601,6.00768286644,6.06675840621,6.21118277349,6.2489129552,6.27760522422,6.26987803927,6.30049099655,6.17367534273,6.09525975303,5.95297171763,5.79987114872,5.68116154163,5.50098364328,5.27085045492,5.05918731115,4.99682366093,5.00991842625,5.00456043792,5.00920190061
100,"BGR","Bulgaria",33.50465375655,34.18819626686,34.63077502596,32.54976833456,33.44206206644,27.58895505644,23.50627650604,23.40837757746,20.6847761561,16.32010199501,17.54046217535,14.72867299922,14.82937142364,13.40188790878,12.17638532573,11.54401110011,10.83109491558,10.42204839062,10.88722680326,10.1509897089,11.34279934897,13.85274094332,16.03974515069,17.59369525221,18.48809930321,18.06132403546,17.51333279567,18.13751380207,18.0195073003,18.00511457644,17.99947823704,19.69649218555,18.66226593446,17.82235895021
854,"BFA","Burkina Faso",6588.05686032415,6362.44602702496,6161.42798981534,6022.32577524563,5856.91064701804,5743.7445128527,5562.10595205961,5339.91318478044,5152.13664566417,4967.78928507033,4961.28674887482,4607.10806394114,4452.18105630604,4074.65765165656,3790.33164285205,3558.30135504963,3319.9297699821,2904.49247247746,2684.06123216085,2459.75856895368,2281.82075146463,2124.29620522572,2000.94162207503,1862.99764601044,1694.26789970378,1634.20527156055,1583.39251770132,1490.69795089179,1397.15795568809,1333.51881495993,1229.83931587398,1210.43969123183,1155.38618465956,1078.47463298881
