"code","iso","country","GTP.raw.2014","GTP.raw.2015","GTP.raw.2016","GTP.raw.2017","GTP.raw.2018","GTP.raw.2019","GTP.raw.2020","GTP.raw.2021","GTP.raw.2022","GTP.raw.2023","GTP.raw.2024"
4,"AFG","Afghanistan",0.865389432993915,9.40688078431714,22.5319848844237,34.8856693679744,43.2914488093423,48.5349040974376,48.3733574498298,45.026388832571,43.7857325512152,45.2503882426053,45.7014932338403
8,"ALB","Albania",29.9373617589713,31.588014792922,35.1727635238753,35.6536768565456,37.1814598714087,42.4841759707998,47.2525690454648,48.7711630732834,55.1847083513139,59.055979651894,58.2160764329944
12,"DZA","Algeria",19.9939445486417,15.6005082507077,14.5136770121014,14.436479175208,14.2860146497574,15.4596651796397,21.1347338154864,23.7913930018097,24.3428799619345,24.4095590730564,25.5364722579024
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",32.154791592804,27.0772802857608,29.2206886141894,35.8487323618216,43.4848994420487,50.5554434198872,56.4008124113395,58.8169077654501,56.2595173692829,56.3475463024936,59.866387844635
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",31.841177004622,33.5542461119243,32.7008803332027,31.0738790706843,28.8759247597192,24.9773853937107,25.6680469401075,25.721410248803,25.827406620063,26.9670741609357,26.7272475654615
32,"ARG","Argentina",31.8151822990098,32.7443282954022,31.805110859365,30.715254703153,29.2514410781723,29.5928156931269,32.6596339553607,31.3887031283443,31.545907343275,32.5075584741775,33.7649415133367
51,"ARM","Armenia",32.4622806553732,32.9959543204738,35.9080957413003,33.7117791116065,29.1760083265753,30.2514995752975,31.6082463168554,29.5688735804915,24.5986528415577,23.7917237450501,23.4158220614427
533,"ABW","Aruba",83.2280388715099,82.9582608682518,83.2979917401399,83.1818523970706,83.5622058913985,84.1943258381278,81.7501181801222,50.3299960107409,33.7837415576397,33.5158939139531,31.4542911039148
36,"AUS","Australia",10.4703481572446,11.0865664645057,12.0901212158474,11.0883785167155,11.2053607235391,11.4061501775883,14.6352925140936,16.1807234388202,17.3776035894902,17.4577542524918,18.2624741298939
40,"AUT","Austria",42.9469644720243,40.7427660521226,38.3804976867405,35.1979072197395,34.2816736696907,34.5259479280686,36.285619771856,34.6722994689851,37.9975323971498,42.566579412878,47.1310680733939
31,"AZE","Azerbaijan",33.9763048072592,32.4514386833862,30.8431719417639,30.9175310191355,28.1267302329228,26.8731759680106,30.3744159709727,31.0351201351594,28.5100266407343,26.1962882779935,26.868957608041
44,"BHS","Bahamas",33.8898564971597,31.0910220483012,30.4515881720747,25.2681627291118,25.7432305600925,22.0858150446927,27.1075694173517,19.2604019337779,13.9234137385316,13.2569589640623,12.3637536633848
48,"BHR","Bahrain",0,0,0,0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",27.925940411631,27.232583914262,26.4792701618737,26.1154858755071,26.9722728491069,27.0042961046233,27.1515709220726,28.1210299916715,29.54223502742,32.3405631294482,35.1959740603102
52,"BRB","Barbados",39.3376950394491,42.8289848019987,43.315410083123,41.0034158576115,40.343937666549,41.191690111095,43.0949333685895,42.7888248538313,41.3867512495748,40.2508984880073,39.6452501342591
112,"BLR","Belarus",22.6361818589228,26.7275419220303,29.8198114128702,31.7658422024118,30.8535019677473,31.0805942278936,31.5922595598401,31.4596336596397,32.2002669673679,33.1560463381815,33.4781316545587
56,"BEL","Belgium",43.748439150548,42.0039841312413,40.7520922702166,39.147296647478,35.8148229555812,35.5458719626666,36.0893969827819,35.3765964422481,38.5732945753332,41.9693721677317,44.9659286626319
84,"BLZ","Belize",28.4907064912299,28.9173009766192,29.312614934703,28.8504367845959,31.6806745596512,27.6334833416658,28.8955845397022,25.6783109652854,27.7022100971749,29.6194561747701,33.0044011796549
204,"BEN","Benin",20.4317275883911,24.3034611132578,25.8281688657328,25.7293814448644,26.6300893406169,28.6588079083629,28.9709441760906,29.4531766640919,30.0691304020669,30.5257775670959,31.383215446424
60,"BMU","Bermuda",37.1925453820926,40.3472823863036,34.2077665872333,19.4618842425427,12.1244168261199,14.4273000939677,21.7609033342904,26.7335890490549,40.9391297348151,46.86478698201,41.2295651486165
64,"BTN","Bhutan",2.56583583623368,0,0,4.37305905866342,5.91790626206803,14.3299416748444,26.3629829077139,32.1895179771391,36.9636142452959,39.8455506349818,42.3684113022663
68,"BOL","Bolivia",17.7730886573525,17.4916149508995,17.875903250974,18.8505908358457,21.2059482170427,24.1117811951492,29.5917953615213,30.8952248317322,30.5797732097688,29.9600980853515,24.6928941039764
70,"BIH","Bosnia and Herzegovina",20.7974639423057,29.2033922457693,27.8510959402043,28.7114212961666,27.6913063722722,29.7950948583239,30.7098929735693,28.0664716740617,27.8123955136701,30.3010208395285,35.5220978004493
72,"BWA","Botswana",21.3173524722921,25.2648240072947,26.933022379288,28.4692066649349,25.9597890392852,31.5606177643379,37.1465010035351,37.1651377708119,36.3479392013697,35.1846699562151,34.4663572461954
76,"BRA","Brazil",19.7955226141091,19.9815938933618,22.5838868227291,25.3161719279035,28.7994306873748,33.6203007743309,37.2186424791145,37.2350213283495,37.0601380608626,35.2766059132062,33.3383053817232
92,"VGB","British Virgin Islands",85.8622020083241,86.0537774655702,85.5906355560412,87.9880788964762,48.0895999473127,51.9266228942631,54.0188016810968,54.5162682801472,53.7015318986914,51.6995965833426,46.4158132111902
96,"BRN","Brunei Darussalam",0,19.0043055819024,21.7146544842266,17.7655250414463,11.9861508667675,9.76287604670894,0.947674237009807,0,0,0,0
100,"BGR","Bulgaria",42.2346685380769,40.9984503145023,41.5308009523198,36.450459632297,35.5784031891869,39.1541886730243,45.8281778039522,40.4507093407273,34.7433023879538,46.0623914156977,53.4405313144242
854,"BFA","Burkina Faso",27.4895879737521,27.1895238240602,27.0907764742419,26.8293693305737,25.7524902466327,24.9740689335942,29.9528666940198,29.0141495712933,29.0584632080502,31.703311475025,34.8304826665249
108,"BDI","Burundi",10.1717873978561,11.572464985226,12.0149650305889,10.9741502851234,12.4353020777543,17.3012247206007,22.8231240749699,22.1676387966072,26.9857610209377,24.1059470081136,23.7191832416264
132,"CPV","Cabo Verde",42.0407422441909,46.1852136499465,46.0425613689846,44.9392974852372,47.035936842096,43.7233479481799,44.8514339234935,38.1104738772438,37.296880708877,39.1243933378379,40.5723016602974
116,"KHM","Cambodia",27.6076308755547,29.5081753827769,27.8969970496725,25.3528192611023,22.30180780437,16.2032878364346,10.9737697004014,7.12173704739109,8.20077926929022,11.1104426786919,15.8708432147196
120,"CMR","Cameroon",40.4996576198336,34.0135870227587,30.9670970020255,29.6298218838477,30.4605657658094,30.1082748769761,31.6786401679844,35.0146480294977,39.4726526183147,43.8349925893454,46.2028955032465
124,"CAN","Canada",16.590239097738,16.4820910665662,17.1985906369819,14.9898121644033,13.3699836760614,14.2074657927125,19.8964879389353,21.738307389294,22.4904464335178,23.1600706751164,24.2582854296312
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",33.5146715528667,35.4169988058731,38.4021050398778,39.130280313463,38.8095110692999,40.6649542403877,40.0033648256726,38.2926303939469,37.3446063695288,38.9619569456336,39.4695361313877
148,"TCD","Chad",9.3781003315855,7.16854655805741,5.77688248593922,4.84227660857628,4.48444079533481,4.32566292511596,4.17064426348189,4.97554903842711,5.18823713384729,5.57948647732696,6.71297782091358
152,"CHL","Chile",21.4617534097377,23.3166773359541,24.7174409781652,24.2214862461618,23.8806830665187,24.0624898020128,29.9269669709838,30.4409295188088,29.546541144106,32.3361041250205,35.8098783839704
156,"CHN","China",0,3.22608519256906,9.69512619124848,15.1240168883818,19.3203070645714,22.7465760941641,24.6303951603224,22.7686202697998,19.8908237690135,16.1987134081942,13.7998855204034
170,"COL","Colombia",27.2598290807356,28.443693351762,29.708811923735,33.4156299255011,33.626993750753,31.5546053394093,31.3531581805775,28.8486021800824,31.3712186241365,32.2824825116065,32.7156719326333
174,"COM","Comoros",36.060554978175,33.9681390643012,28.7008630005589,26.4498915754819,25.1433794822217,22.2272143632197,16.9110048130159,10.581024278016,6.1061060466236,2.90349023538535,4.63163968282073
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
