"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020","GDP.raw.2021","GDP.raw.2022","GDP.raw.2023","GDP.raw.2024"
762,"TJK","Tajikistan",22529307638.2711,20929726999.5681,14860105948.7911,12423048596.24,9776939492.07511,8563003180.32128,7132981783.18961,7252863963.13675,7638199027.01455,7920778073.85827,8580129343.23434,9402177479.50698,10417613000.7372,11563550334.7739,12754595896.799,13609153632.677,14561794823.9665,15697614837.5239,16937726138.3628,17598297652.2489,18742186838.7707,20129108777.2117,21638791827.4526,23240062367.9387,24797146706.9848,26289762181.4162,28103755771.934,30099122549.3957,32386655528.9152,34783268090.8793,36313732274.8975,39727222945.4623,42905400915.5615,46466548855.3976,50369738870.8902
834,"TZA","Tanzania",45548129428.1548,46491881301.4301,46763543653.4223,47327418840.9974,48069352690.1593,49785386216.9528,52047816781.4102,53882647114.4695,55880891332.3396,58598861751.0546,61247990089.9863,64966238148.1991,69574420093.5316,74216974922.1865,79786079165.5657,85751141168.8186,91352595553.1122,97535828141.9214,103082121917,108513627413.436,115389618835.616,124242489748.378,129833592573.948,138638368792.753,147972144106.593,157088158594.028,167875584975.536,179169028787.742,189028119923.261,199991750878.748,203975515772.129,212790081675.953,222506089071.156,233786087616.827,246705840510.802
764,"THA","Thailand",476330440729.816,517096039836.795,558894919190.714,605014457976.915,653397613421.481,706455560096.202,746384036022.706,725831790659.776,670421535643.795,701075271483.452,732309906787.877,757532483500.235,804113429017.035,861923099864.461,916132392623.264,954496704755.838,1001914296022.88,1056369857820.61,1074599620294.65,1067178239392.66,1147359508197.33,1156998843533.66,1240797911836.04,1274144300664.98,1286687854582.61,1327013259893.87,1372598258295.69,1429941035379.45,1490325590490.69,1521839386454.41,1429767518144.89,1451959884645.39,1489425948925.17,1519478855208.06,1558101282937.74
626,"TLS","Timor-Leste",1630021516.72679,1804666594.46879,1993426050.65439,2196850504.93908,2353328614.59102,2510560728.73959,2710958330.66694,2819396501.37805,2763008679.6942,1783454927.78115,2819251673.29978,3280134241.74996,3060342460.82423,2993557609.9436,3005531840.38337,3095234658.54175,2967831927.82611,3272491106.406,3645385198.89975,4015280663.8982,4389966501.27621,4651545070.42591,4877639062.81539,5029059017.30444,5253983643.09814,5384284426.27323,5546347811.31256,5369839998.0849,5344789567.1474,6638916993.74236,8745162735.91475,9214760627.89325,7323663354.02986,5995450725.36276,5449823119.04932
768,"TGO","Togo",8947626991.79903,8884996511.28052,8531312626.74897,7243440390.6685,8328682642.77856,8982137117.67061,9775817762.26672,11181323992.7407,10924167342.0005,11195278022.1383,11107565301.5467,11199029298.6557,11627573882.1751,12408966779.4352,12287524523.4137,11714151842.2525,12024592340.4005,11883286918.7747,12362850408.795,13037096900.4961,13800332095.7513,14603960793.0845,15524406713.7785,16428587079.3636,17354048389.6056,18302974936.7812,19074427736.4754,19838914128.2775,20790226431.5805,21813694603.5385,22285369193.2973,23428363747.2408,24903047324.7446,26445072845.206,28172476918.4511
776,"TON","Tonga",447435576.094718,476138360.535694,477338102.531627,495181278.165665,519705236.161125,552073310.980635,552586287.436222,549267797.662265,561860182.135582,574796802.680634,596375234.79312,605276023.384569,632085051.854147,632412506.328499,619966960.83228,615889743.752929,602551644.823036,587702917.69485,616281978.037517,584671777.221839,589491793.310763,629009539.699921,634794924.289129,637295524.516072,649981122.982869,657220249.110794,700588270.351449,723023324.19463,726839638.441514,724766627.869058,737857271.043379,730958849.332373,715400064.771836,735360754.384418,669592775.919732
780,"TTO","Trinidad and Tobago",14863118827.718,15325719707.2085,16872541457.4721,16759644791.1032,17357491589.6957,18018796943.179,19304343950.5198,20756581682.4735,22442963444.7614,24243970335.001,25917133906.8889,26997495849.2068,29140208717.5596,33348343210.0974,35999553673.2651,38234743597.7504,43284810939.6791,45342661620.4014,46880565486.7661,44821697980.9085,46311223723.7743,46174904594.8612,49273585275.4739,50933214684.6203,52802906023.7738,52588376640.6351,48625125652.9004,46255745100.7571,45818420297.0329,46032728869.3384,41987005233.0412,41686067308.9332,42045093076.7813,42661667327.1124,43732137356.2569
788,"TUN","Tunisia",56128703390.6372,58320274042.5851,62872596514.8034,64249398779.2327,66291508944.4095,67850466373.9389,72699115638.0645,76654633445.7125,80321609038.3336,85184788873.2413,89196969355.8529,92583128626.8944,93807593412.6594,98218801247.0764,104343520142.724,107981504493.715,113644162389.967,121269141301.858,126408262506.873,130255434928.525,134125496815.208,131380438935.073,136920327837.703,140247397280.477,144581501910.974,145980811141.49,147611755424.858,150936879048.528,154871757681.359,157272414033.076,143157016349.666,149936984870.616,154063681928.083,154347183057.376,156839034439.788
792,"TUR","Turkiye",682505591964.96,687421536660.751,722037575738.83,777282585524.029,740997888997.459,799375680239.613,856593380523.765,919620342574.22,937171946463.8,908562237208.12,972027916852.394,918960943249.084,978100755969.014,1034821730499.14,1137531983651.84,1241179091458.81,1328900988579.59,1396783711390.71,1409635772832.29,1340807571289.78,1455342015326.93,1615138023254.75,1692787834404.26,1836476014441.7,1920968501406.7,2032491746703.96,2100044965183.79,2264391487395.45,2342924050076.82,2373420103722.98,2416214350889.36,2701595710002.02,2848595614232.43,2992310786629.76,3091883611271.66
795,"TKM","Turkmenistan",29804326740.3652,28431759044.9348,24176665797.3288,24539315826.3363,20294048427.5638,18832868633.5211,20094669355.5921,17803877003.3068,19067952331.7629,22214164370.6353,23429071266.5706,24446793974.6902,24509666221.1008,25310845190.3874,26576490575.824,30040479624.705,33336914076.3533,37023743238.2639,42466233494.2887,45056673786.2155,49201887769.1652,56434565235.7443,62698801955.2154,69094079818.2233,76210770019.1493,81164470001.4359,86196667114.2781,91799450517.0719,97491016395.3094,103632950469.421,109747294597.405,116551626881.618,123777827673.938,131576025873.303,139864561024.928
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574756617.196337,622299870.298888,500638710.071393,505569625.154683,528929464.27426,514825265.915996,520338429.274804,565666649.052894,629670865.326288,675329472.694926,1179044139.11659,1258660844.92249,1321363621.38268,874516799.278562,1133630688.91659,1293326643.15516,1470915240.12362,1553828160.67349
798,"TUV","Tuvalu",26255744.2820016,27203362.2268017,27962006.5681544,29111475.3801194,32105118.0898766,30498432.8554643,28680308.2839971,31549286.3606269,36439793.6509705,35869922.3497403,35521808.6252132,35521808.6252132,38904838.0180907,37213323.3216519,36367565.9734326,34676051.2769938,35521808.6252132,38059080.6698713,40596352.7145294,38059080.6698713,37213323.3216519,39750595.36631,38904838.0180907,40596352.7145294,40596352.7145294,44825139.4556262,47362411.5002843,48522029.4004279,49195167.6738756,55994972.1778245,53601225.1551592,54568264.1071132,54937860.0682851,57054510.9926258,50942585.078534
800,"UGA","Uganda",18976161859.31,20030116010.2769,20714816861.9274,22439593108.7076,23876542912.9441,26627895166.6682,29043608326.1892,30524832892.4193,32022156984.4972,34601204977.308,35688342775.5911,37538305526.1714,40816407789.0528,43458559445.72,46416884994.9654,49356264462.1979,54679211422.7984,59279059602.2664,64441525832.5968,68824527391.806,72704586957.4991,79532751291.9507,82584785315.0513,85547023791.0966,89915317733.6013,94579998410.3165,99101868411.0026,102205149786.109,108648084530.548,115643657676.452,119056656372.302,123267190675.87,128922716406.488,135803286914.102,144026964626.23
804,"UKR","Ukraine",1187655664310.51,1084329621518.8,976980988966.299,838249688539.295,646290509870.265,567443067661.32,510698760895.188,495377798076.383,485965619902.323,484993688662,513608316294.266,558805848147.022,588644109011.223,644663072355.381,720703354358.266,742837814816.739,799081191364.895,864732459089.884,884132659139.896,750306202906.028,781008765492.42,823536885927.983,824791255865.669,825166033543.79,741998415578.487,669483005304.321,685824964588.112,702010243648.534,726498904612.503,749743265134.165,721606765377.531,746470597165.436,531796221835.605,561229725741.223,577582962162.907
784,"ARE","United Arab Emirates",211418137947.883,213236507186.574,220369150770.144,223148426546.699,238537073536.018,254490162178.461,269246530097.93,291298894262.004,292149470551.832,300628272334.303,333254569518.546,337917084336.021,346140150639.978,376602355869.144,412629781619.34,432663540131.78,475226036099.458,490359087293.715,506010546511.465,479480808732.625,487166167099.378,519983959415.68,544336189842.921,571109245952.172,597568060266.161,639921733233.708,676128078022.637,668951812717.424,679234718102.807,687870117121.268,628070636282.95,656665346475.563,706010360564.282,736377153089.291,765771908236.642
826,"GBR","United Kingdom",1888779305042.35,1864367970561.11,1888506473947.1,1954424555347.22,2051235234851.44,2123713395277.36,2179246718120.49,2285593637698.36,2359791202885.44,2429274280226.37,2539183898079.7,2599896351219.94,2644329291261.16,2729437455943.35,2792924677022.33,2870865561277,2933732387525.73,3019717482634.44,3018225389714.24,2879767070925.52,2944865490208.19,2969939186355.2,3015327589276.77,3067145077633.45,3164072184033.68,3231796162259.34,3303106397607.75,3402966643457.11,3455757918242.05,3499172570328.69,3147579327299.14,3416480549650.65,3592419181254.14,3602177989697.14,3642753739205.27
840,"USA","United States of America",11172475490007.1,11162656079150.2,11556868075675.1,11876804379310.4,12355489674361.1,12689220862282.5,13166273747912.4,13752305620434.4,14370136159603.5,15059024555120.7,15671960443814.8,15829327267481.8,16103203962859,16549016531083.6,17193229223066.6,17783087560274.7,18271489634365.1,18632677609492.7,18650814285765.4,18170972052274.1,18655840197770.4,18944145610929.1,19373370508064.6,19779573230950.6,20272966619329.5,20864004381612.3,21239055591019.4,21753098309157.2,22387986881048.2,22965239595128.3,22465745338648.5,23818469464729.3,24417277501066,25114361491370.8,25816333046392.6
858,"URY","Uruguay",43650530878.9193,45195239577.9276,48779939963.9495,50076289359.4513,53722515571.1646,52944828989.6656,55898069188.8563,60676059058.6604,63417943482.5852,62453390858.6894,61248083735.6038,58893627799.1627,54339968248.3204,54777559272.5259,57518716177.4314,61809688403.8897,64343006295.6701,68552011030.5314,73471402512.5413,76589157212.87,82565722898.2219,86827875346.9805,89900000756.0293,94069148018.5831,97115851334.2966,97475899862.9413,99123045893.2268,100848160024.36,101014335211.108,101952102944.884,94451153281.7393,99971136649.7861,104456068805.088,105231267359.7,108502123258.158
860,"UZB","Uzbekistan",86251276066.5677,85826919783.867,76214304770.3775,74461375757.3132,70589384223.0953,69954079761.2322,71143299119.3152,74842750671.0751,78060988950.7268,81417611477.0085,84539976877.266,88060084771.0134,91559141841.5693,95434499149.462,102543415569.054,109670190329.81,117842175154.949,129005370659.429,140653473297.94,151977390655.745,163523368286.61,175828730509.933,188316869190.024,202057504405.115,215946610815.468,231535307548.888,245270331147.776,256050635796.198,270284991805.951,288610108824.482,293122074101.798,316673503929.41,335678164943.395,356797075898.787,379988885832.125
548,"VUT","Vanuatu",459244127.424339,473699472.297555,485946563.481596,489520447.741707,533976081.221144,539336907.611312,551889086.476094,578969250.138078,585782875.007965,587758680.940385,622582260.499277,601429514.634551,570165291.350973,594615889.764664,618325560.953697,651129750.625778,706219868.976766,726529991.723254,767222877.140216,790525764.754927,800477434.34101,825610848.040169,833949911.313763,837814355.269818,859388412.693663,893471065.027898,924488312.569923,965282893.880465,993278320.584672,1025472334.89527,974275716.469933,959152084.296046,1008895904.24166,1030019594.1368,1039724287.98133
862,"VEN","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"VNM","Viet Nam",161662915527.566,171299389618.391,186110016142.367,201134176471.976,218912388019.209,239797680998.61,262194826367.016,283569169231.976,299915387686.359,314232109294.403,335560036797.161,356340911874.838,378864583034.311,405002691161.065,435525356944.074,468395534555.077,501079963291.044,536804481752.599,567197123348.626,597813842917.616,636212889630.382,677014296785.697,714280851405.542,753948515703.971,802368922391.051,858431677101.791,915860832928.699,979423318291.117,1052537336148.14,1129996323741.92,1162375387665.02,1192059299524.62,1293831367795.1,1359364235987.88,1455759302312.16
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",43675360653.3485,46424128612.0667,50234383853.8122,52244892720.525,55756715358.505,58917857548.1434,61648619187.5444,64873521458.6995,68770266070.2801,71366718278.7085,75778561696.9861,78661048715.5517,81756364524.7354,84820095478.7234,88189638675.5413,93121008683.9547,96073454680.8511,99280941003.8141,102902277485.51,106880493312.362,115112923467.076,100476442532.251,102880728939.442,107843093431.926,107639710579.311,77506577980.3126,70240290171.9142,66677695617.1709,67179511073.552,68590202877.108,62759992830.6473,62132428324.6083,63064329145.6643,61803001236.7722,60876118570.2801
894,"ZMB","Zambia",18882326322.7063,18875503499.2502,18548783223.817,19809594852.308,18100929747.3339,18625434758.0416,19783666077.2382,20538216584.6418,20458991205.7525,21410373117.0139,22244804500.7749,23427531453.9309,24483179366.7729,26183529803.8137,28024859074.7115,30052625499.5098,32427893191.6314,35136412295.8885,37867880381.0486,41359430886.098,45618717444.334,48159338865.8523,51818187350.1798,54438911322.4803,56993883582.1163,58658318773.7131,60860997487.8084,63006872740.5941,65548881175.7971,66493641150.1842,64641756629.1277,68672119764.9363,72250777479.1933,76129157926.5195,79037328495.5792
716,"ZWE","Zimbabwe",61663483204.0412,65074577832.4918,59207736717.911,59830229218.4065,65355691894.9376,65458976650.2542,72241010019.1924,74177463756.6652,76317702531.3297,75693503654.2171,73377950206.1304,74434238477.0172,67814047736.1709,56289000591.5859,53019994568.1653,49991956184.7225,48261533161.8932,46498418260.1251,38282613297.6547,43363502643.257,51895448582.156,59261444795.7241,69137618826.8468,70513101756.2815,72189188042.8709,73474049879.0181,74029362382.5815,77534216789.9172,81418620220.053,76262826999.1003,70301399484.9779,76254533781.5607,80936000370.0699,85266779554.5421,86752463870.312
